Generation:	16	Best fitness:	241.38503401360543	Average fitness:	326.5044625850341	Fitness standard deviation:	37.356696829896734	Best genome:	A8	A9	E4	N9	N3	A6	A14	A17	A11	N7	E5	A16	N12	E3	N6	N5	A7	A13	A15	A12	A10	
Generation:	40480	Best fitness:	95.75646258503401	Average fitness:	306.2501768707483	Fitness standard deviation:	48.60137431163435	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40496	Best fitness:	95.75646258503401	Average fitness:	321.4358911564626	Fitness standard deviation:	53.95427157986925	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40512	Best fitness:	95.75646258503401	Average fitness:	298.6313197278912	Fitness standard deviation:	57.96829841299431	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40528	Best fitness:	95.75646258503401	Average fitness:	316.27074829931973	Fitness standard deviation:	66.44518207069767	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40544	Best fitness:	95.75646258503401	Average fitness:	315.05874829931975	Fitness standard deviation:	52.97215967749436	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40560	Best fitness:	95.75646258503401	Average fitness:	317.2673197278911	Fitness standard deviation:	47.664998886574445	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40576	Best fitness:	95.75646258503401	Average fitness:	315.2787482993197	Fitness standard deviation:	54.04849524307607	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40592	Best fitness:	95.75646258503401	Average fitness:	303.4810340136053	Fitness standard deviation:	62.22981233447256	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40608	Best fitness:	95.75646258503401	Average fitness:	311.5741768707483	Fitness standard deviation:	56.448076741698955	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40624	Best fitness:	95.75646258503401	Average fitness:	300.48731972789113	Fitness standard deviation:	60.59076216785553	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40640	Best fitness:	95.75646258503401	Average fitness:	302.76674829931983	Fitness standard deviation:	56.513722013655546	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40656	Best fitness:	95.75646258503401	Average fitness:	302.2861768707483	Fitness standard deviation:	46.836033994420696	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40672	Best fitness:	95.75646258503401	Average fitness:	314.10560544217685	Fitness standard deviation:	48.608693701301405	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40688	Best fitness:	95.75646258503401	Average fitness:	310.3050340136055	Fitness standard deviation:	59.126795886778226	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40704	Best fitness:	95.75646258503401	Average fitness:	313.7061768707482	Fitness standard deviation:	54.78503908989783	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40720	Best fitness:	95.75646258503401	Average fitness:	310.23589115646257	Fitness standard deviation:	55.180831421863914	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40736	Best fitness:	95.75646258503401	Average fitness:	318.7073197278912	Fitness standard deviation:	61.84934851322369	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40752	Best fitness:	95.75646258503401	Average fitness:	309.61131972789116	Fitness standard deviation:	50.99583171121309	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40768	Best fitness:	95.75646258503401	Average fitness:	304.24903401360547	Fitness standard deviation:	52.414529707020776	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40784	Best fitness:	95.75646258503401	Average fitness:	309.4816054421769	Fitness standard deviation:	67.13210415779518	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40800	Best fitness:	95.75646258503401	Average fitness:	311.94617687074833	Fitness standard deviation:	56.53419229356438	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40816	Best fitness:	95.75646258503401	Average fitness:	316.8547482993198	Fitness standard deviation:	59.51797537702028	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40832	Best fitness:	95.75646258503401	Average fitness:	315.6884625850339	Fitness standard deviation:	58.842169493432834	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40848	Best fitness:	95.75646258503401	Average fitness:	305.6290340136054	Fitness standard deviation:	53.40019971223068	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40864	Best fitness:	95.75646258503401	Average fitness:	305.33703401360543	Fitness standard deviation:	56.03344844804389	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40880	Best fitness:	95.75646258503401	Average fitness:	315.0313197278912	Fitness standard deviation:	63.12526086816173	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40896	Best fitness:	95.75646258503401	Average fitness:	307.924462585034	Fitness standard deviation:	55.649571394649236	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40912	Best fitness:	95.75646258503401	Average fitness:	314.71074829931973	Fitness standard deviation:	49.153120855098486	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40928	Best fitness:	95.75646258503401	Average fitness:	296.8261768707482	Fitness standard deviation:	47.36940824918072	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40944	Best fitness:	95.75646258503401	Average fitness:	315.3130340136055	Fitness standard deviation:	54.35477539128218	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40960	Best fitness:	95.75646258503401	Average fitness:	320.0358911564626	Fitness standard deviation:	53.04037408369944	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40976	Best fitness:	95.75646258503401	Average fitness:	304.8387482993196	Fitness standard deviation:	56.36768060525753	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	40992	Best fitness:	95.75646258503401	Average fitness:	314.5461768707483	Fitness standard deviation:	53.85201999432694	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41008	Best fitness:	95.75646258503401	Average fitness:	315.6536054421769	Fitness standard deviation:	57.25866892748154	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41024	Best fitness:	95.75646258503401	Average fitness:	313.04160544217683	Fitness standard deviation:	56.225614756759306	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41040	Best fitness:	95.75646258503401	Average fitness:	308.64846258503394	Fitness standard deviation:	55.72488786742182	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41056	Best fitness:	95.75646258503401	Average fitness:	314.07531972789116	Fitness standard deviation:	57.87639534633886	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41072	Best fitness:	95.75646258503401	Average fitness:	318.5261768707483	Fitness standard deviation:	52.75932954657481	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41088	Best fitness:	95.75646258503401	Average fitness:	313.61989115646264	Fitness standard deviation:	57.37200776315493	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41104	Best fitness:	95.75646258503401	Average fitness:	313.6056054421769	Fitness standard deviation:	55.86734171851993	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41120	Best fitness:	95.75646258503401	Average fitness:	310.5273197278911	Fitness standard deviation:	53.5866299163879	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41136	Best fitness:	95.75646258503401	Average fitness:	311.48103401360544	Fitness standard deviation:	56.14995862320608	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41152	Best fitness:	95.75646258503401	Average fitness:	310.2078911564626	Fitness standard deviation:	60.9706522912157	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41168	Best fitness:	95.75646258503401	Average fitness:	308.2844625850341	Fitness standard deviation:	53.6856115683652	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41184	Best fitness:	95.75646258503401	Average fitness:	313.05931972789114	Fitness standard deviation:	58.865450731272915	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41200	Best fitness:	95.75646258503401	Average fitness:	303.0456054421769	Fitness standard deviation:	59.77817023985002	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41216	Best fitness:	95.75646258503401	Average fitness:	310.95417687074826	Fitness standard deviation:	49.34646916715831	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41232	Best fitness:	95.75646258503401	Average fitness:	319.13189115646253	Fitness standard deviation:	57.1897490486267	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41248	Best fitness:	95.75646258503401	Average fitness:	304.69531972789116	Fitness standard deviation:	58.50035939467485	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41264	Best fitness:	95.75646258503401	Average fitness:	311.41017687074833	Fitness standard deviation:	58.89465812441598	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41280	Best fitness:	95.75646258503401	Average fitness:	309.2256054421768	Fitness standard deviation:	51.61733646118269	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41296	Best fitness:	95.75646258503401	Average fitness:	302.93817687074824	Fitness standard deviation:	54.76190088082802	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41312	Best fitness:	95.75646258503401	Average fitness:	324.21017687074846	Fitness standard deviation:	52.69555304476724	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41328	Best fitness:	95.75646258503401	Average fitness:	311.71703401360554	Fitness standard deviation:	57.654777776779234	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41344	Best fitness:	95.75646258503401	Average fitness:	313.8073197278911	Fitness standard deviation:	62.34705113298937	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41360	Best fitness:	95.75646258503401	Average fitness:	313.72560544217686	Fitness standard deviation:	54.38714729321513	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41376	Best fitness:	95.75646258503401	Average fitness:	308.9758911564626	Fitness standard deviation:	63.679421451581696	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41392	Best fitness:	95.75646258503401	Average fitness:	301.06560544217683	Fitness standard deviation:	55.23037073116603	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41408	Best fitness:	95.75646258503401	Average fitness:	309.8536054421769	Fitness standard deviation:	56.18353277520062	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41424	Best fitness:	95.75646258503401	Average fitness:	310.5210340136055	Fitness standard deviation:	47.45796389072187	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41440	Best fitness:	95.75646258503401	Average fitness:	309.9010340136054	Fitness standard deviation:	63.72386152512629	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41456	Best fitness:	95.75646258503401	Average fitness:	311.93931972789113	Fitness standard deviation:	61.6950702889557	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41472	Best fitness:	95.75646258503401	Average fitness:	309.49360544217683	Fitness standard deviation:	56.09300411106613	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41488	Best fitness:	95.75646258503401	Average fitness:	319.36046258503393	Fitness standard deviation:	56.373897856279235	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41504	Best fitness:	95.75646258503401	Average fitness:	313.8021768707483	Fitness standard deviation:	54.69630439331084	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41520	Best fitness:	95.75646258503401	Average fitness:	315.49474829931967	Fitness standard deviation:	58.89261132687155	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41536	Best fitness:	95.75646258503401	Average fitness:	316.1284625850339	Fitness standard deviation:	62.10996317986417	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41552	Best fitness:	95.75646258503401	Average fitness:	307.83417687074825	Fitness standard deviation:	53.46129724713887	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41568	Best fitness:	95.75646258503401	Average fitness:	305.53417687074824	Fitness standard deviation:	51.414946858766626	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41584	Best fitness:	95.75646258503401	Average fitness:	301.0141768707483	Fitness standard deviation:	55.51234861409721	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41600	Best fitness:	95.75646258503401	Average fitness:	312.0078911564626	Fitness standard deviation:	63.13702985392575	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41616	Best fitness:	95.75646258503401	Average fitness:	306.5147482993197	Fitness standard deviation:	52.16145115359598	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41632	Best fitness:	95.75646258503401	Average fitness:	309.05703401360546	Fitness standard deviation:	56.05969711378929	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41648	Best fitness:	95.75646258503401	Average fitness:	317.73703401360535	Fitness standard deviation:	64.95551568919285	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41664	Best fitness:	95.75646258503401	Average fitness:	306.90217687074835	Fitness standard deviation:	64.50057914626878	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41680	Best fitness:	95.75646258503401	Average fitness:	316.2536054421769	Fitness standard deviation:	48.66105243919203	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41696	Best fitness:	95.75646258503401	Average fitness:	299.7547482993198	Fitness standard deviation:	56.74006996751386	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41712	Best fitness:	95.75646258503401	Average fitness:	305.17189115646255	Fitness standard deviation:	54.77704485997613	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41728	Best fitness:	95.75646258503401	Average fitness:	307.92217687074833	Fitness standard deviation:	52.578851028813894	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41744	Best fitness:	95.75646258503401	Average fitness:	318.1136054421769	Fitness standard deviation:	48.103326627719426	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41760	Best fitness:	95.75646258503401	Average fitness:	311.2958911564626	Fitness standard deviation:	58.27227397978828	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41776	Best fitness:	95.75646258503401	Average fitness:	312.4690340136054	Fitness standard deviation:	51.343050292982745	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41792	Best fitness:	95.75646258503401	Average fitness:	308.2227482993198	Fitness standard deviation:	59.98002509407373	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41808	Best fitness:	95.75646258503401	Average fitness:	309.32674829931983	Fitness standard deviation:	53.871489702583034	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41824	Best fitness:	95.75646258503401	Average fitness:	322.33760544217677	Fitness standard deviation:	47.936936671729335	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41840	Best fitness:	95.75646258503401	Average fitness:	308.23703401360547	Fitness standard deviation:	59.30519354756619	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41856	Best fitness:	95.75646258503401	Average fitness:	313.24274829931966	Fitness standard deviation:	55.90016275103174	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41872	Best fitness:	95.75646258503401	Average fitness:	312.8776054421769	Fitness standard deviation:	49.93008289067211	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41888	Best fitness:	95.75646258503401	Average fitness:	304.3170340136055	Fitness standard deviation:	55.77914199880139	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41904	Best fitness:	95.75646258503401	Average fitness:	312.7187482993197	Fitness standard deviation:	60.41025252625348	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41920	Best fitness:	95.75646258503401	Average fitness:	305.680462585034	Fitness standard deviation:	62.22475433918104	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41936	Best fitness:	95.75646258503401	Average fitness:	311.8713197278911	Fitness standard deviation:	52.6575578589956	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41952	Best fitness:	95.75646258503401	Average fitness:	304.24731972789124	Fitness standard deviation:	72.06988528773829	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41968	Best fitness:	95.75646258503401	Average fitness:	317.5913197278912	Fitness standard deviation:	56.014967763545314	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	41984	Best fitness:	95.75646258503401	Average fitness:	310.36274829931966	Fitness standard deviation:	60.430814221128706	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42000	Best fitness:	95.75646258503401	Average fitness:	312.9261768707484	Fitness standard deviation:	56.227758243248715	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42016	Best fitness:	95.75646258503401	Average fitness:	309.6810340136055	Fitness standard deviation:	55.812212476760145	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42032	Best fitness:	95.75646258503401	Average fitness:	304.72389115646257	Fitness standard deviation:	57.37694908271802	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42048	Best fitness:	95.75646258503401	Average fitness:	307.5518911564626	Fitness standard deviation:	56.70926652421354	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42064	Best fitness:	95.75646258503401	Average fitness:	296.5330340136054	Fitness standard deviation:	51.04105868328168	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42080	Best fitness:	95.75646258503401	Average fitness:	308.6227482993197	Fitness standard deviation:	54.65845161303688	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42096	Best fitness:	95.75646258503401	Average fitness:	317.8530340136055	Fitness standard deviation:	57.25455793708855	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42112	Best fitness:	95.75646258503401	Average fitness:	311.2438911564627	Fitness standard deviation:	49.952696778337916	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42128	Best fitness:	95.75646258503401	Average fitness:	311.773605442177	Fitness standard deviation:	55.35412260885288	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42144	Best fitness:	95.75646258503401	Average fitness:	317.0056054421769	Fitness standard deviation:	52.6488470451507	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42160	Best fitness:	95.75646258503401	Average fitness:	309.49931972789125	Fitness standard deviation:	58.90129079352045	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42176	Best fitness:	95.75646258503401	Average fitness:	309.33360544217686	Fitness standard deviation:	51.24603478936349	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42192	Best fitness:	95.75646258503401	Average fitness:	312.61360544217683	Fitness standard deviation:	60.258849803093966	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
Generation:	42208	Best fitness:	95.75646258503401	Average fitness:	299.0370340136055	Fitness standard deviation:	61.170233307866134	Best genome:	A9	N3	E4	A7	N5	A11	N12	E3	N6	A6	A12	N7	A10	A15	A14	A17	N9	A16	E5	A8	A13	
