Generation:	16	Best fitness:	234.69931972789115	Average fitness:	343.47046258503417	Fitness standard deviation:	33.13430702397719	Best genome:	E5	A14	E4	A7	A11	N6	A15	E3	N7	A10	N12	A6	A17	A13	N9	A16	N5	A12	A9	N3	A8	
Generation:	38032	Best fitness:	114.87074829931973	Average fitness:	337.7508911564627	Fitness standard deviation:	36.90588888328401	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38048	Best fitness:	114.87074829931973	Average fitness:	338.30046258503404	Fitness standard deviation:	41.079023083191586	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38064	Best fitness:	114.87074829931973	Average fitness:	345.56446258503405	Fitness standard deviation:	36.982391415043864	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38080	Best fitness:	114.87074829931973	Average fitness:	344.58046258503435	Fitness standard deviation:	39.57853019720956	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38096	Best fitness:	114.87074829931973	Average fitness:	344.3934625850341	Fitness standard deviation:	36.93114197160075	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38112	Best fitness:	114.87074829931973	Average fitness:	334.7567482993197	Fitness standard deviation:	37.501633051788836	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38128	Best fitness:	114.87074829931973	Average fitness:	337.3914625850341	Fitness standard deviation:	36.014427317396006	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38144	Best fitness:	114.87074829931973	Average fitness:	341.7276054421771	Fitness standard deviation:	36.98862638097042	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38160	Best fitness:	114.87074829931973	Average fitness:	342.9983197278914	Fitness standard deviation:	39.32536221429771	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38176	Best fitness:	114.87074829931973	Average fitness:	344.8436054421771	Fitness standard deviation:	37.492318750727094	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38192	Best fitness:	114.87074829931973	Average fitness:	337.82717687074864	Fitness standard deviation:	41.9554288221806	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38208	Best fitness:	114.87074829931973	Average fitness:	339.5581768707483	Fitness standard deviation:	42.67099876774313	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38224	Best fitness:	114.87074829931973	Average fitness:	338.27103401360546	Fitness standard deviation:	39.47776434234071	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38240	Best fitness:	114.87074829931973	Average fitness:	341.7207482993199	Fitness standard deviation:	38.971126386553614	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38256	Best fitness:	114.87074829931973	Average fitness:	341.48774829931995	Fitness standard deviation:	39.49302269530968	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38272	Best fitness:	114.87074829931973	Average fitness:	341.5467482993198	Fitness standard deviation:	39.49769349401227	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38288	Best fitness:	114.87074829931973	Average fitness:	338.18731972789124	Fitness standard deviation:	39.578474396972865	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38304	Best fitness:	114.87074829931973	Average fitness:	336.1830340136054	Fitness standard deviation:	38.36966707051341	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38320	Best fitness:	114.87074829931973	Average fitness:	341.39689115646274	Fitness standard deviation:	38.03599651431174	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38336	Best fitness:	114.87074829931973	Average fitness:	344.49374829932	Fitness standard deviation:	38.73768251341585	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38352	Best fitness:	114.87074829931973	Average fitness:	340.79517687074855	Fitness standard deviation:	38.18022480958177	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38368	Best fitness:	114.87074829931973	Average fitness:	340.8678911564628	Fitness standard deviation:	40.0999236601645	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38384	Best fitness:	114.87074829931973	Average fitness:	342.91074829931995	Fitness standard deviation:	38.7145277799496	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38400	Best fitness:	114.87074829931973	Average fitness:	337.85974829931996	Fitness standard deviation:	43.16814582181955	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38416	Best fitness:	114.87074829931973	Average fitness:	345.4127482993197	Fitness standard deviation:	38.036667047490276	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38432	Best fitness:	114.87074829931973	Average fitness:	343.24360544217706	Fitness standard deviation:	40.29059663930308	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38448	Best fitness:	114.87074829931973	Average fitness:	343.8860340136057	Fitness standard deviation:	37.405697140834526	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38464	Best fitness:	114.87074829931973	Average fitness:	341.8353197278913	Fitness standard deviation:	41.8410027624012	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38480	Best fitness:	114.87074829931973	Average fitness:	339.15417687074876	Fitness standard deviation:	40.00337315981324	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38496	Best fitness:	114.87074829931973	Average fitness:	338.968462585034	Fitness standard deviation:	37.499543002385444	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38512	Best fitness:	114.87074829931973	Average fitness:	339.0296054421769	Fitness standard deviation:	35.69556590996496	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38528	Best fitness:	114.87074829931973	Average fitness:	342.38760544217706	Fitness standard deviation:	42.033782156348344	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38544	Best fitness:	114.87074829931973	Average fitness:	342.08589115646276	Fitness standard deviation:	38.600995642229606	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38560	Best fitness:	114.87074829931973	Average fitness:	337.2564625850341	Fitness standard deviation:	37.65831875467321	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38576	Best fitness:	114.87074829931973	Average fitness:	341.40331972789136	Fitness standard deviation:	38.40190195544901	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38592	Best fitness:	114.87074829931973	Average fitness:	334.4630340136055	Fitness standard deviation:	41.142364849237275	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38608	Best fitness:	114.87074829931973	Average fitness:	340.3171768707484	Fitness standard deviation:	37.37750894588884	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38624	Best fitness:	114.87074829931973	Average fitness:	342.4734625850342	Fitness standard deviation:	39.69192737516158	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38640	Best fitness:	114.87074829931973	Average fitness:	340.3248911564627	Fitness standard deviation:	38.427836997496	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38656	Best fitness:	114.87074829931973	Average fitness:	341.3097482993199	Fitness standard deviation:	37.742765672810116	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38672	Best fitness:	114.87074829931973	Average fitness:	340.32903401360556	Fitness standard deviation:	40.30579386517577	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38688	Best fitness:	114.87074829931973	Average fitness:	339.68703401360557	Fitness standard deviation:	40.55607491272461	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38704	Best fitness:	114.87074829931973	Average fitness:	337.8313197278914	Fitness standard deviation:	38.92785536012451	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38720	Best fitness:	114.87074829931973	Average fitness:	341.7298911564627	Fitness standard deviation:	44.60193008636029	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38736	Best fitness:	114.87074829931973	Average fitness:	340.26460544217707	Fitness standard deviation:	41.851521014712205	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38752	Best fitness:	114.87074829931973	Average fitness:	338.4880340136055	Fitness standard deviation:	36.08920466068512	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38768	Best fitness:	114.87074829931973	Average fitness:	337.30446258503406	Fitness standard deviation:	38.2394746100019	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38784	Best fitness:	114.87074829931973	Average fitness:	337.8050340136058	Fitness standard deviation:	39.13639686000326	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38800	Best fitness:	114.87074829931973	Average fitness:	339.35703401360547	Fitness standard deviation:	37.77783876446991	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38816	Best fitness:	114.87074829931973	Average fitness:	338.9188911564628	Fitness standard deviation:	40.95426444392399	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38832	Best fitness:	114.87074829931973	Average fitness:	344.5581768707485	Fitness standard deviation:	39.82144675361533	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38848	Best fitness:	114.87074829931973	Average fitness:	345.1490340136056	Fitness standard deviation:	41.26059435899032	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38864	Best fitness:	114.87074829931973	Average fitness:	342.519462585034	Fitness standard deviation:	37.69255464807286	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38880	Best fitness:	114.87074829931973	Average fitness:	342.41889115646285	Fitness standard deviation:	40.15656309765973	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38896	Best fitness:	114.87074829931973	Average fitness:	345.7813197278914	Fitness standard deviation:	38.284743091093354	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38912	Best fitness:	114.87074829931973	Average fitness:	339.87260544217685	Fitness standard deviation:	39.051291554329225	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38928	Best fitness:	114.87074829931973	Average fitness:	337.582605442177	Fitness standard deviation:	39.923849940881716	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38944	Best fitness:	114.87074829931973	Average fitness:	341.38274829932	Fitness standard deviation:	41.823000444780156	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38960	Best fitness:	114.87074829931973	Average fitness:	346.0476054421772	Fitness standard deviation:	36.4989708985481	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38976	Best fitness:	114.87074829931973	Average fitness:	342.3483197278915	Fitness standard deviation:	38.001070702155275	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	38992	Best fitness:	114.87074829931973	Average fitness:	343.0010340136058	Fitness standard deviation:	42.76108231004601	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39008	Best fitness:	114.87074829931973	Average fitness:	340.059605442177	Fitness standard deviation:	40.26138989966766	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39024	Best fitness:	114.87074829931973	Average fitness:	343.1001768707485	Fitness standard deviation:	41.62045326372062	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39040	Best fitness:	114.87074829931973	Average fitness:	340.6004625850341	Fitness standard deviation:	39.532563879125554	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39056	Best fitness:	114.87074829931973	Average fitness:	337.86674829931974	Fitness standard deviation:	35.63792809204651	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39072	Best fitness:	114.87074829931973	Average fitness:	342.3286054421772	Fitness standard deviation:	40.29144107598525	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39088	Best fitness:	114.87074829931973	Average fitness:	335.3120340136057	Fitness standard deviation:	39.047891024343166	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39104	Best fitness:	114.87074829931973	Average fitness:	337.9114625850341	Fitness standard deviation:	36.70616935717416	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39120	Best fitness:	114.87074829931973	Average fitness:	337.9013197278914	Fitness standard deviation:	38.06619063512118	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39136	Best fitness:	114.87074829931973	Average fitness:	340.0478911564626	Fitness standard deviation:	37.10921773382358	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39152	Best fitness:	114.87074829931973	Average fitness:	342.4654625850341	Fitness standard deviation:	40.60285715064791	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39168	Best fitness:	114.87074829931973	Average fitness:	344.73946258503406	Fitness standard deviation:	37.37609637706638	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39184	Best fitness:	114.87074829931973	Average fitness:	336.2307482993199	Fitness standard deviation:	41.6459498974047	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39200	Best fitness:	114.87074829931973	Average fitness:	335.2753197278913	Fitness standard deviation:	41.29109549112427	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39216	Best fitness:	114.87074829931973	Average fitness:	339.14160544217697	Fitness standard deviation:	40.49629692922046	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39232	Best fitness:	114.87074829931973	Average fitness:	341.6470340136057	Fitness standard deviation:	37.337014419954876	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39248	Best fitness:	114.87074829931973	Average fitness:	339.73660544217705	Fitness standard deviation:	40.073254167479696	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39264	Best fitness:	114.87074829931973	Average fitness:	340.34117687074854	Fitness standard deviation:	39.78693764495159	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39280	Best fitness:	114.87074829931973	Average fitness:	338.6774625850341	Fitness standard deviation:	38.696332893546426	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39296	Best fitness:	114.87074829931973	Average fitness:	346.2084625850343	Fitness standard deviation:	38.53358193597277	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39312	Best fitness:	114.87074829931973	Average fitness:	337.7691768707484	Fitness standard deviation:	40.21273295124523	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39328	Best fitness:	114.87074829931973	Average fitness:	341.9771768707485	Fitness standard deviation:	34.3858568383893	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39344	Best fitness:	114.87074829931973	Average fitness:	345.994605442177	Fitness standard deviation:	40.1204270103123	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39360	Best fitness:	114.87074829931973	Average fitness:	339.1090340136055	Fitness standard deviation:	38.770790861162475	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39376	Best fitness:	114.87074829931973	Average fitness:	337.4623197278913	Fitness standard deviation:	42.5636211246752	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39392	Best fitness:	114.87074829931973	Average fitness:	336.2206054421771	Fitness standard deviation:	38.95483501965017	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39408	Best fitness:	114.87074829931973	Average fitness:	342.76760544217717	Fitness standard deviation:	35.45829338411939	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39424	Best fitness:	114.87074829931973	Average fitness:	336.08889115646247	Fitness standard deviation:	37.363197562055966	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39440	Best fitness:	114.87074829931973	Average fitness:	343.140605442177	Fitness standard deviation:	39.05049830589586	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39456	Best fitness:	114.87074829931973	Average fitness:	334.9144625850342	Fitness standard deviation:	40.141544453372	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39472	Best fitness:	114.87074829931973	Average fitness:	339.8053197278912	Fitness standard deviation:	40.769769772041954	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39488	Best fitness:	114.87074829931973	Average fitness:	338.95331972789114	Fitness standard deviation:	41.24799698686678	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39504	Best fitness:	114.87074829931973	Average fitness:	341.97803401360557	Fitness standard deviation:	41.00145726603842	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39520	Best fitness:	114.87074829931973	Average fitness:	336.59246258503396	Fitness standard deviation:	39.67032883294877	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39536	Best fitness:	114.87074829931973	Average fitness:	336.36317687074836	Fitness standard deviation:	38.00012362788698	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39552	Best fitness:	114.87074829931973	Average fitness:	338.89874829931983	Fitness standard deviation:	40.371785354808054	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39568	Best fitness:	114.87074829931973	Average fitness:	338.4061768707483	Fitness standard deviation:	41.02938720239533	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39584	Best fitness:	114.87074829931973	Average fitness:	337.18560544217706	Fitness standard deviation:	41.225665966329125	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39600	Best fitness:	114.87074829931973	Average fitness:	340.56931972789147	Fitness standard deviation:	39.94366469140747	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39616	Best fitness:	114.87074829931973	Average fitness:	343.53574829931983	Fitness standard deviation:	38.96744176690512	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39632	Best fitness:	114.87074829931973	Average fitness:	338.9913197278913	Fitness standard deviation:	35.691851372089765	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39648	Best fitness:	114.87074829931973	Average fitness:	335.25703401360545	Fitness standard deviation:	38.351470073731534	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39664	Best fitness:	114.87074829931973	Average fitness:	341.11374829931987	Fitness standard deviation:	38.39059621223162	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39680	Best fitness:	114.87074829931973	Average fitness:	335.7804625850342	Fitness standard deviation:	37.857644248970814	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39696	Best fitness:	114.87074829931973	Average fitness:	334.379462585034	Fitness standard deviation:	43.079559118648625	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39712	Best fitness:	114.87074829931973	Average fitness:	338.06431972789136	Fitness standard deviation:	40.665475949307094	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39728	Best fitness:	114.87074829931973	Average fitness:	339.2708911564626	Fitness standard deviation:	36.791566635436936	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39744	Best fitness:	114.87074829931973	Average fitness:	337.36460544217704	Fitness standard deviation:	38.22768602193751	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
Generation:	39760	Best fitness:	114.87074829931973	Average fitness:	338.7624625850343	Fitness standard deviation:	42.802388316922844	Best genome:	A9	N3	A11	E3	N6	A15	A14	A17	N7	A10	N12	A8	A13	A16	E5	A6	A12	E4	N5	A7	N9	
