Generation:	16	Best fitness:	234.8421768707483	Average fitness:	329.9707482993197	Fitness standard deviation:	33.291139349437614	Best genome:	A7	A11	N5	E5	N12	A10	A15	E4	A8	A13	A16	N3	E3	N6	N7	A6	A17	A14	A12	N9	A9	
Generation:	52208	Best fitness:	109.32789115646258	Average fitness:	309.02446258503414	Fitness standard deviation:	49.67157307674448	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52224	Best fitness:	109.32789115646258	Average fitness:	303.5170340136054	Fitness standard deviation:	51.27138355767638	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52240	Best fitness:	109.32789115646258	Average fitness:	302.1907482993198	Fitness standard deviation:	56.84973734974239	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52256	Best fitness:	109.32789115646258	Average fitness:	304.9667482993197	Fitness standard deviation:	57.348520116130324	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52272	Best fitness:	109.32789115646258	Average fitness:	315.6107482993197	Fitness standard deviation:	49.005354892738666	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52288	Best fitness:	109.32789115646258	Average fitness:	304.64274829931986	Fitness standard deviation:	55.219752895839285	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52304	Best fitness:	109.32789115646258	Average fitness:	304.82617687074855	Fitness standard deviation:	59.45015573965629	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52320	Best fitness:	109.32789115646258	Average fitness:	307.5313197278911	Fitness standard deviation:	60.96290223955375	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52336	Best fitness:	109.32789115646258	Average fitness:	303.31074829931976	Fitness standard deviation:	52.82591942659689	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52352	Best fitness:	109.32789115646258	Average fitness:	304.19817687074834	Fitness standard deviation:	48.51929478095098	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52368	Best fitness:	109.32789115646258	Average fitness:	302.404462585034	Fitness standard deviation:	49.65482172447904	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52384	Best fitness:	109.32789115646258	Average fitness:	304.0713197278912	Fitness standard deviation:	61.604391969059726	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52400	Best fitness:	109.32789115646258	Average fitness:	307.30903401360547	Fitness standard deviation:	58.52549519026136	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52416	Best fitness:	109.32789115646258	Average fitness:	313.04103401360555	Fitness standard deviation:	55.34820357979295	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52432	Best fitness:	109.32789115646258	Average fitness:	308.39189115646263	Fitness standard deviation:	59.308575987226774	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52448	Best fitness:	109.32789115646258	Average fitness:	318.87646258503406	Fitness standard deviation:	56.11171800933548	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52464	Best fitness:	109.32789115646258	Average fitness:	310.97246258503407	Fitness standard deviation:	54.142233893133515	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52480	Best fitness:	109.32789115646258	Average fitness:	301.760462585034	Fitness standard deviation:	60.25870078863876	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52496	Best fitness:	109.32789115646258	Average fitness:	300.3467482993198	Fitness standard deviation:	59.78547106555749	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52512	Best fitness:	109.32789115646258	Average fitness:	304.4856054421769	Fitness standard deviation:	61.87128079673616	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52528	Best fitness:	109.32789115646258	Average fitness:	312.7027482993197	Fitness standard deviation:	52.176568246284496	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52544	Best fitness:	109.32789115646258	Average fitness:	302.92731972789124	Fitness standard deviation:	55.778790641136666	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52560	Best fitness:	109.32789115646258	Average fitness:	317.4296054421768	Fitness standard deviation:	47.88987747330498	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52576	Best fitness:	109.32789115646258	Average fitness:	302.7147482993199	Fitness standard deviation:	55.75432003688603	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52592	Best fitness:	109.32789115646258	Average fitness:	304.59131972789123	Fitness standard deviation:	58.25769867036757	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52608	Best fitness:	109.32789115646258	Average fitness:	298.01131972789125	Fitness standard deviation:	60.09705017447587	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52624	Best fitness:	109.32789115646258	Average fitness:	312.28960544217693	Fitness standard deviation:	66.14229178653784	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52640	Best fitness:	109.32789115646258	Average fitness:	311.3627482993197	Fitness standard deviation:	43.979929853031265	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52656	Best fitness:	109.32789115646258	Average fitness:	308.7278911564626	Fitness standard deviation:	58.884160789101294	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52672	Best fitness:	109.32789115646258	Average fitness:	316.06617687074834	Fitness standard deviation:	63.4072397488759	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52688	Best fitness:	109.32789115646258	Average fitness:	304.2913197278912	Fitness standard deviation:	56.25495781579738	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52704	Best fitness:	109.32789115646258	Average fitness:	309.99931972789113	Fitness standard deviation:	56.885801320160155	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52720	Best fitness:	109.32789115646258	Average fitness:	310.93360544217694	Fitness standard deviation:	58.338539087443245	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52736	Best fitness:	109.32789115646258	Average fitness:	304.0170340136055	Fitness standard deviation:	57.012652985892494	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52752	Best fitness:	109.32789115646258	Average fitness:	306.5370340136054	Fitness standard deviation:	50.49928880161964	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52768	Best fitness:	109.32789115646258	Average fitness:	309.99531972789123	Fitness standard deviation:	56.74424764804674	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52784	Best fitness:	109.32789115646258	Average fitness:	308.6141768707483	Fitness standard deviation:	53.42943146443021	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52800	Best fitness:	109.32789115646258	Average fitness:	305.4918911564627	Fitness standard deviation:	51.701649856436404	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52816	Best fitness:	109.32789115646258	Average fitness:	317.95646258503416	Fitness standard deviation:	60.015616743154645	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52832	Best fitness:	109.32789115646258	Average fitness:	306.1387482993197	Fitness standard deviation:	52.321136756670384	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52848	Best fitness:	109.32789115646258	Average fitness:	307.20046258503413	Fitness standard deviation:	52.72897022258916	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52864	Best fitness:	109.32789115646258	Average fitness:	308.1936054421769	Fitness standard deviation:	52.46928874326857	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52880	Best fitness:	109.32789115646258	Average fitness:	312.00903401360546	Fitness standard deviation:	72.05495756514111	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52896	Best fitness:	109.32789115646258	Average fitness:	309.7770340136055	Fitness standard deviation:	54.07837367437474	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52912	Best fitness:	109.32789115646258	Average fitness:	310.544462585034	Fitness standard deviation:	54.82054406806236	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52928	Best fitness:	109.32789115646258	Average fitness:	313.1153197278912	Fitness standard deviation:	55.276171390499144	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52944	Best fitness:	109.32789115646258	Average fitness:	319.52503401360553	Fitness standard deviation:	48.80968162576113	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52960	Best fitness:	109.32789115646258	Average fitness:	307.145605442177	Fitness standard deviation:	45.03467576099509	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52976	Best fitness:	109.32789115646258	Average fitness:	306.18274829931977	Fitness standard deviation:	56.29903826053537	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	52992	Best fitness:	109.32789115646258	Average fitness:	317.296462585034	Fitness standard deviation:	58.258316039472874	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53008	Best fitness:	109.32789115646258	Average fitness:	321.98731972789113	Fitness standard deviation:	55.87430729041456	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53024	Best fitness:	109.32789115646258	Average fitness:	315.240462585034	Fitness standard deviation:	55.28963925823827	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53040	Best fitness:	109.32789115646258	Average fitness:	303.55874829931986	Fitness standard deviation:	55.01807104683228	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53056	Best fitness:	109.32789115646258	Average fitness:	307.56389115646266	Fitness standard deviation:	53.39052451588796	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53072	Best fitness:	109.32789115646258	Average fitness:	312.67360544217684	Fitness standard deviation:	46.57587191774255	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53088	Best fitness:	109.32789115646258	Average fitness:	300.38674829931966	Fitness standard deviation:	56.356258449696426	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53104	Best fitness:	109.32789115646258	Average fitness:	306.1730340136054	Fitness standard deviation:	54.2807979999392	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53120	Best fitness:	109.32789115646258	Average fitness:	313.7227482993198	Fitness standard deviation:	58.911921440712966	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53136	Best fitness:	109.32789115646258	Average fitness:	306.764462585034	Fitness standard deviation:	46.12570120345276	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53152	Best fitness:	109.32789115646258	Average fitness:	300.3027482993197	Fitness standard deviation:	60.51097890330924	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53168	Best fitness:	109.32789115646258	Average fitness:	306.489605442177	Fitness standard deviation:	55.46595193449762	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53184	Best fitness:	109.32789115646258	Average fitness:	313.59417687074847	Fitness standard deviation:	59.53389525098372	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53200	Best fitness:	109.32789115646258	Average fitness:	322.81131972789115	Fitness standard deviation:	57.077134158567404	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53216	Best fitness:	109.32789115646258	Average fitness:	312.91474829931985	Fitness standard deviation:	59.832866324215395	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53232	Best fitness:	109.32789115646258	Average fitness:	308.5478911564627	Fitness standard deviation:	53.44710060672427	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53248	Best fitness:	109.32789115646258	Average fitness:	307.14789115646255	Fitness standard deviation:	53.58623559178196	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53264	Best fitness:	109.32789115646258	Average fitness:	300.80503401360545	Fitness standard deviation:	58.15176660415119	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53280	Best fitness:	109.32789115646258	Average fitness:	302.78331972789124	Fitness standard deviation:	56.85870275247121	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53296	Best fitness:	109.32789115646258	Average fitness:	306.05531972789123	Fitness standard deviation:	49.907133745526565	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53312	Best fitness:	109.32789115646258	Average fitness:	306.51417687074826	Fitness standard deviation:	52.194400275140936	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53328	Best fitness:	109.32789115646258	Average fitness:	305.2758911564626	Fitness standard deviation:	62.29646504597584	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53344	Best fitness:	109.32789115646258	Average fitness:	298.83760544217694	Fitness standard deviation:	56.7908846839321	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53360	Best fitness:	109.32789115646258	Average fitness:	311.108462585034	Fitness standard deviation:	60.359854867896004	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53376	Best fitness:	109.32789115646258	Average fitness:	318.85017687074827	Fitness standard deviation:	59.87650284663306	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53392	Best fitness:	109.32789115646258	Average fitness:	298.79017687074827	Fitness standard deviation:	64.11064993256198	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53408	Best fitness:	109.32789115646258	Average fitness:	310.652462585034	Fitness standard deviation:	52.00491586182904	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53424	Best fitness:	109.32789115646258	Average fitness:	302.9198911564626	Fitness standard deviation:	51.263223732307075	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53440	Best fitness:	109.32789115646258	Average fitness:	307.6690340136055	Fitness standard deviation:	52.306278051414026	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53456	Best fitness:	109.32789115646258	Average fitness:	309.9896054421768	Fitness standard deviation:	52.56981250932236	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53472	Best fitness:	109.32789115646258	Average fitness:	314.2250340136055	Fitness standard deviation:	52.66210781956985	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53488	Best fitness:	109.32789115646258	Average fitness:	316.57017687074836	Fitness standard deviation:	58.77184116529942	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53504	Best fitness:	109.32789115646258	Average fitness:	313.06560544217683	Fitness standard deviation:	57.75740162904469	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53520	Best fitness:	109.32789115646258	Average fitness:	304.71417687074825	Fitness standard deviation:	63.62458239853331	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53536	Best fitness:	109.32789115646258	Average fitness:	314.4541768707483	Fitness standard deviation:	49.05242180128754	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53552	Best fitness:	109.32789115646258	Average fitness:	316.45531972789115	Fitness standard deviation:	47.12565026585407	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53568	Best fitness:	109.32789115646258	Average fitness:	316.0484625850341	Fitness standard deviation:	57.017443314501996	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53584	Best fitness:	109.32789115646258	Average fitness:	306.79989115646265	Fitness standard deviation:	60.80256741088408	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53600	Best fitness:	109.32789115646258	Average fitness:	305.81017687074825	Fitness standard deviation:	51.61801224616169	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53616	Best fitness:	109.32789115646258	Average fitness:	320.5981768707484	Fitness standard deviation:	49.33695165587227	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53632	Best fitness:	109.32789115646258	Average fitness:	305.26560544217693	Fitness standard deviation:	58.362646619989704	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53648	Best fitness:	109.32789115646258	Average fitness:	309.8736054421768	Fitness standard deviation:	62.6982631663879	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53664	Best fitness:	109.32789115646258	Average fitness:	308.8541768707483	Fitness standard deviation:	56.2869090779643	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53680	Best fitness:	109.32789115646258	Average fitness:	307.95417687074837	Fitness standard deviation:	61.96613633201901	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53696	Best fitness:	109.32789115646258	Average fitness:	315.13417687074826	Fitness standard deviation:	58.86203926651068	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53712	Best fitness:	109.32789115646258	Average fitness:	308.4878911564625	Fitness standard deviation:	55.30380124958013	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53728	Best fitness:	109.32789115646258	Average fitness:	309.3067482993198	Fitness standard deviation:	66.03346160045508	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53744	Best fitness:	109.32789115646258	Average fitness:	308.4341768707484	Fitness standard deviation:	51.837346253567475	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53760	Best fitness:	109.32789115646258	Average fitness:	303.2484625850341	Fitness standard deviation:	63.01154161593197	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53776	Best fitness:	109.32789115646258	Average fitness:	316.2507482993197	Fitness standard deviation:	51.143727127476694	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53792	Best fitness:	109.32789115646258	Average fitness:	301.16960544217693	Fitness standard deviation:	58.44685406173959	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53808	Best fitness:	109.32789115646258	Average fitness:	305.3153197278911	Fitness standard deviation:	54.84702530508219	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53824	Best fitness:	109.32789115646258	Average fitness:	313.6987482993198	Fitness standard deviation:	60.45255032246195	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53840	Best fitness:	109.32789115646258	Average fitness:	301.8564625850341	Fitness standard deviation:	57.897772612332744	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53856	Best fitness:	109.32789115646258	Average fitness:	295.32103401360547	Fitness standard deviation:	48.64920849996913	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53872	Best fitness:	109.32789115646258	Average fitness:	300.09303401360546	Fitness standard deviation:	61.80779457878979	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53888	Best fitness:	109.32789115646258	Average fitness:	308.941605442177	Fitness standard deviation:	58.228577103602696	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53904	Best fitness:	109.32789115646258	Average fitness:	313.5221768707483	Fitness standard deviation:	56.22295413288571	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53920	Best fitness:	109.32789115646258	Average fitness:	317.8598911564626	Fitness standard deviation:	51.89581112897932	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
Generation:	53936	Best fitness:	109.32789115646258	Average fitness:	306.73931972789137	Fitness standard deviation:	64.1727085484864	Best genome:	A13	N9	A16	A9	N3	E4	N5	A7	A11	E3	N6	A15	A17	A6	A14	A12	N7	A10	N12	E5	A8	
