Generation:	16	Best fitness:	231.49931972789116	Average fitness:	342.6400340136057	Fitness standard deviation:	33.53543613911733	Best genome:	A13	N7	A11	A8	A9	N3	A7	N9	A16	N6	E3	N5	E4	A10	A12	A17	A14	E5	A15	A6	N12	
Generation:	55472	Best fitness:	100.38503401360545	Average fitness:	340.4871768707484	Fitness standard deviation:	40.15472955471429	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55488	Best fitness:	100.38503401360545	Average fitness:	336.735605442177	Fitness standard deviation:	39.133066941461394	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55504	Best fitness:	100.38503401360545	Average fitness:	339.1467482993201	Fitness standard deviation:	41.235476744756426	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55520	Best fitness:	100.38503401360545	Average fitness:	337.9098911564625	Fitness standard deviation:	41.08876834565944	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55536	Best fitness:	100.38503401360545	Average fitness:	343.2344625850342	Fitness standard deviation:	40.85472477459814	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55552	Best fitness:	100.38503401360545	Average fitness:	337.44317687074835	Fitness standard deviation:	39.49677572761543	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55568	Best fitness:	100.38503401360545	Average fitness:	338.5071768707484	Fitness standard deviation:	42.439372741282	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55584	Best fitness:	100.38503401360545	Average fitness:	339.0988911564628	Fitness standard deviation:	42.31434575837353	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55600	Best fitness:	100.38503401360545	Average fitness:	337.76774829932003	Fitness standard deviation:	39.23070891039625	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55616	Best fitness:	100.38503401360545	Average fitness:	336.18489115646275	Fitness standard deviation:	42.06833144045143	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55632	Best fitness:	100.38503401360545	Average fitness:	335.1973197278913	Fitness standard deviation:	42.59321422528258	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55648	Best fitness:	100.38503401360545	Average fitness:	339.580605442177	Fitness standard deviation:	45.29367240553135	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55664	Best fitness:	100.38503401360545	Average fitness:	337.17289115646264	Fitness standard deviation:	46.58025467964306	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55680	Best fitness:	100.38503401360545	Average fitness:	335.18517687074853	Fitness standard deviation:	43.612344769642036	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55696	Best fitness:	100.38503401360545	Average fitness:	337.44289115646257	Fitness standard deviation:	38.32592296238104	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55712	Best fitness:	100.38503401360545	Average fitness:	336.3338911564627	Fitness standard deviation:	37.27955127937884	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55728	Best fitness:	100.38503401360545	Average fitness:	340.23317687074837	Fitness standard deviation:	42.43534016018022	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55744	Best fitness:	100.38503401360545	Average fitness:	338.3580340136057	Fitness standard deviation:	42.72137085982677	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55760	Best fitness:	100.38503401360545	Average fitness:	337.8221768707486	Fitness standard deviation:	40.453549376326144	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55776	Best fitness:	100.38503401360545	Average fitness:	338.206605442177	Fitness standard deviation:	40.820217329611744	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55792	Best fitness:	100.38503401360545	Average fitness:	339.7050340136056	Fitness standard deviation:	40.56577324769828	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55808	Best fitness:	100.38503401360545	Average fitness:	342.5606054421771	Fitness standard deviation:	38.34961207238009	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55824	Best fitness:	100.38503401360545	Average fitness:	341.8861768707486	Fitness standard deviation:	40.97207848059955	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55840	Best fitness:	100.38503401360545	Average fitness:	338.8967482993197	Fitness standard deviation:	38.50489045960425	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55856	Best fitness:	100.38503401360545	Average fitness:	334.78003401360564	Fitness standard deviation:	37.93067924597745	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55872	Best fitness:	100.38503401360545	Average fitness:	332.89189115646275	Fitness standard deviation:	42.37157145144968	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55888	Best fitness:	100.38503401360545	Average fitness:	340.36217687074844	Fitness standard deviation:	42.78761541209161	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55904	Best fitness:	100.38503401360545	Average fitness:	338.6203197278914	Fitness standard deviation:	41.46120724169493	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55920	Best fitness:	100.38503401360545	Average fitness:	339.1770340136056	Fitness standard deviation:	44.32533694382563	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55936	Best fitness:	100.38503401360545	Average fitness:	339.086605442177	Fitness standard deviation:	38.402242036748056	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55952	Best fitness:	100.38503401360545	Average fitness:	339.189462585034	Fitness standard deviation:	40.54283369550314	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55968	Best fitness:	100.38503401360545	Average fitness:	340.15217687074835	Fitness standard deviation:	40.848653039017584	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	55984	Best fitness:	100.38503401360545	Average fitness:	338.3268911564628	Fitness standard deviation:	41.93905533348726	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56000	Best fitness:	100.38503401360545	Average fitness:	339.0126054421773	Fitness standard deviation:	45.065303670544225	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56016	Best fitness:	100.38503401360545	Average fitness:	341.32689115646286	Fitness standard deviation:	41.384075057777416	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56032	Best fitness:	100.38503401360545	Average fitness:	342.55303401360555	Fitness standard deviation:	46.901759034068185	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56048	Best fitness:	100.38503401360545	Average fitness:	340.92289115646287	Fitness standard deviation:	41.02662047067609	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56064	Best fitness:	100.38503401360545	Average fitness:	339.75889115646294	Fitness standard deviation:	40.669433116536155	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56080	Best fitness:	100.38503401360545	Average fitness:	340.7108911564628	Fitness standard deviation:	41.92533383435902	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56096	Best fitness:	100.38503401360545	Average fitness:	337.0203197278915	Fitness standard deviation:	41.3964018920998	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56112	Best fitness:	100.38503401360545	Average fitness:	339.0678911564628	Fitness standard deviation:	41.299166468833356	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56128	Best fitness:	100.38503401360545	Average fitness:	337.2704625850339	Fitness standard deviation:	42.57945360506781	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56144	Best fitness:	100.38503401360545	Average fitness:	341.48146258503425	Fitness standard deviation:	40.69675346200159	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56160	Best fitness:	100.38503401360545	Average fitness:	341.65946258503396	Fitness standard deviation:	39.63132474702406	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56176	Best fitness:	100.38503401360545	Average fitness:	341.78546258503417	Fitness standard deviation:	45.01838123251342	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56192	Best fitness:	100.38503401360545	Average fitness:	339.27989115646267	Fitness standard deviation:	41.0995608258973	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56208	Best fitness:	100.38503401360545	Average fitness:	334.71474829931975	Fitness standard deviation:	39.27580611053901	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56224	Best fitness:	100.38503401360545	Average fitness:	342.2721768707483	Fitness standard deviation:	38.87901052217859	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56240	Best fitness:	100.38503401360545	Average fitness:	334.8337482993196	Fitness standard deviation:	40.7884867506526	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56256	Best fitness:	100.38503401360545	Average fitness:	340.207462585034	Fitness standard deviation:	42.93653682958568	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56272	Best fitness:	100.38503401360545	Average fitness:	339.7154625850344	Fitness standard deviation:	40.17633211054914	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56288	Best fitness:	100.38503401360545	Average fitness:	339.9237482993199	Fitness standard deviation:	39.85228166950177	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56304	Best fitness:	100.38503401360545	Average fitness:	337.74217687074815	Fitness standard deviation:	39.81209610053665	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56320	Best fitness:	100.38503401360545	Average fitness:	338.252605442177	Fitness standard deviation:	43.25716551966758	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56336	Best fitness:	100.38503401360545	Average fitness:	343.7724625850344	Fitness standard deviation:	37.90500743830503	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56352	Best fitness:	100.38503401360545	Average fitness:	340.57474829931994	Fitness standard deviation:	39.1365777069514	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56368	Best fitness:	100.38503401360545	Average fitness:	337.3316054421771	Fitness standard deviation:	42.44147945160272	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56384	Best fitness:	100.38503401360545	Average fitness:	337.5728911564628	Fitness standard deviation:	41.797909178985186	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56400	Best fitness:	100.38503401360545	Average fitness:	337.09017687074856	Fitness standard deviation:	42.851717633757296	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56416	Best fitness:	100.38503401360545	Average fitness:	335.5710340136056	Fitness standard deviation:	41.27261838664705	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56432	Best fitness:	100.38503401360545	Average fitness:	338.4858911564629	Fitness standard deviation:	40.63668664281233	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56448	Best fitness:	100.38503401360545	Average fitness:	339.2133197278912	Fitness standard deviation:	39.503697681743816	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56464	Best fitness:	100.38503401360545	Average fitness:	339.70931972789106	Fitness standard deviation:	42.03490937450025	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56480	Best fitness:	100.38503401360545	Average fitness:	336.03446258503425	Fitness standard deviation:	42.62629922228477	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56496	Best fitness:	100.38503401360545	Average fitness:	337.7008911564628	Fitness standard deviation:	41.902787516014314	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56512	Best fitness:	100.38503401360545	Average fitness:	338.85531972789136	Fitness standard deviation:	40.00059028544046	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56528	Best fitness:	100.38503401360545	Average fitness:	339.14803401360564	Fitness standard deviation:	41.92567522705983	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56544	Best fitness:	100.38503401360545	Average fitness:	335.7656054421771	Fitness standard deviation:	37.56447320302001	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56560	Best fitness:	100.38503401360545	Average fitness:	339.08574829931996	Fitness standard deviation:	37.831216991812894	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56576	Best fitness:	100.38503401360545	Average fitness:	338.7788911564628	Fitness standard deviation:	38.64475515565877	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56592	Best fitness:	100.38503401360545	Average fitness:	338.24603401360577	Fitness standard deviation:	43.33077990485823	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56608	Best fitness:	100.38503401360545	Average fitness:	340.85603401360544	Fitness standard deviation:	38.8721672610549	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56624	Best fitness:	100.38503401360545	Average fitness:	337.3007482993199	Fitness standard deviation:	41.90261447690347	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56640	Best fitness:	100.38503401360545	Average fitness:	337.83960544217706	Fitness standard deviation:	44.095101878942124	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56656	Best fitness:	100.38503401360545	Average fitness:	338.3748911564628	Fitness standard deviation:	42.90415306451898	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56672	Best fitness:	100.38503401360545	Average fitness:	335.15217687074846	Fitness standard deviation:	43.33203214948594	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56688	Best fitness:	100.38503401360545	Average fitness:	340.76274829932004	Fitness standard deviation:	38.825081327431015	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56704	Best fitness:	100.38503401360545	Average fitness:	341.9063197278914	Fitness standard deviation:	40.417990487920505	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56720	Best fitness:	100.38503401360545	Average fitness:	342.3013197278913	Fitness standard deviation:	41.354145710298155	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56736	Best fitness:	100.38503401360545	Average fitness:	337.23489115646277	Fitness standard deviation:	38.57143957645346	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56752	Best fitness:	100.38503401360545	Average fitness:	341.31331972789144	Fitness standard deviation:	44.24398088798437	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56768	Best fitness:	100.38503401360545	Average fitness:	340.151605442177	Fitness standard deviation:	43.74957344258529	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56784	Best fitness:	100.38503401360545	Average fitness:	336.0277482993199	Fitness standard deviation:	38.14566945196761	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56800	Best fitness:	100.38503401360545	Average fitness:	340.78846258503404	Fitness standard deviation:	40.25078623240212	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56816	Best fitness:	100.38503401360545	Average fitness:	342.68403401360564	Fitness standard deviation:	37.160190777118416	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56832	Best fitness:	100.38503401360545	Average fitness:	338.36117687074847	Fitness standard deviation:	41.723306634913534	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56848	Best fitness:	100.38503401360545	Average fitness:	342.0253197278913	Fitness standard deviation:	41.29988774901976	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56864	Best fitness:	100.38503401360545	Average fitness:	342.9076054421768	Fitness standard deviation:	38.290739285373014	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56880	Best fitness:	100.38503401360545	Average fitness:	341.56174829931996	Fitness standard deviation:	37.93692521159568	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56896	Best fitness:	100.38503401360545	Average fitness:	340.8831768707483	Fitness standard deviation:	42.00203207693452	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56912	Best fitness:	100.38503401360545	Average fitness:	345.30903401360575	Fitness standard deviation:	37.0336698915008	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56928	Best fitness:	100.38503401360545	Average fitness:	340.0034625850344	Fitness standard deviation:	37.764489950270494	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56944	Best fitness:	100.38503401360545	Average fitness:	337.6086054421771	Fitness standard deviation:	40.21429489342702	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56960	Best fitness:	100.38503401360545	Average fitness:	337.65860544217713	Fitness standard deviation:	39.328866320050565	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56976	Best fitness:	100.38503401360545	Average fitness:	341.47917687074846	Fitness standard deviation:	42.55270362858323	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	56992	Best fitness:	100.38503401360545	Average fitness:	343.6861768707484	Fitness standard deviation:	40.6664723599685	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57008	Best fitness:	100.38503401360545	Average fitness:	335.7951768707485	Fitness standard deviation:	41.1470205133063	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57024	Best fitness:	100.38503401360545	Average fitness:	338.7016054421771	Fitness standard deviation:	36.68190849863242	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57040	Best fitness:	100.38503401360545	Average fitness:	341.4893197278914	Fitness standard deviation:	37.31920966746324	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57056	Best fitness:	100.38503401360545	Average fitness:	341.3046054421769	Fitness standard deviation:	40.579042049977936	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57072	Best fitness:	100.38503401360545	Average fitness:	337.1541768707484	Fitness standard deviation:	40.60003170401899	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57088	Best fitness:	100.38503401360545	Average fitness:	339.93760544217724	Fitness standard deviation:	46.47972148920737	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57104	Best fitness:	100.38503401360545	Average fitness:	341.8191768707483	Fitness standard deviation:	41.43774594940398	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57120	Best fitness:	100.38503401360545	Average fitness:	337.76217687074853	Fitness standard deviation:	42.218763020965085	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57136	Best fitness:	100.38503401360545	Average fitness:	338.51317687074834	Fitness standard deviation:	39.316498689533404	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57152	Best fitness:	100.38503401360545	Average fitness:	342.86831972789133	Fitness standard deviation:	43.62829439312362	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57168	Best fitness:	100.38503401360545	Average fitness:	342.1141768707485	Fitness standard deviation:	37.295541995454286	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57184	Best fitness:	100.38503401360545	Average fitness:	340.86789115646275	Fitness standard deviation:	41.0485832612418	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
Generation:	57200	Best fitness:	100.38503401360545	Average fitness:	340.48431972789166	Fitness standard deviation:	41.73359660038998	Best genome:	A9	N3	A7	N9	A13	A16	E5	A15	A14	A17	E4	N5	A11	N12	E3	N6	A6	A12	N7	A10	A8	
