Generation:	16	Best fitness:	235.67074829931974	Average fitness:	333.62960544217685	Fitness standard deviation:	30.35365218788106	Best genome:	A9	E3	N5	N12	A7	A12	N3	E4	A11	A16	E5	A15	A13	N9	A8	N7	A14	A17	A6	N6	A10	
Generation:	62432	Best fitness:	95.6421768707483	Average fitness:	318.0587482993198	Fitness standard deviation:	56.13316531104169	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62448	Best fitness:	95.6421768707483	Average fitness:	309.27703401360554	Fitness standard deviation:	51.81943667807141	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62464	Best fitness:	95.6421768707483	Average fitness:	309.9558911564626	Fitness standard deviation:	52.99330369403443	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62480	Best fitness:	95.6421768707483	Average fitness:	315.5621768707483	Fitness standard deviation:	54.11585003018798	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62496	Best fitness:	95.6421768707483	Average fitness:	308.0478911564626	Fitness standard deviation:	60.840840204049556	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62512	Best fitness:	95.6421768707483	Average fitness:	295.4884625850341	Fitness standard deviation:	59.53299915378779	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62528	Best fitness:	95.6421768707483	Average fitness:	315.3376054421769	Fitness standard deviation:	46.55846186182245	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62544	Best fitness:	95.6421768707483	Average fitness:	313.57074829931963	Fitness standard deviation:	52.44649821971152	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62560	Best fitness:	95.6421768707483	Average fitness:	314.20217687074825	Fitness standard deviation:	48.80367400020584	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62576	Best fitness:	95.6421768707483	Average fitness:	320.19189115646253	Fitness standard deviation:	52.292339801917294	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62592	Best fitness:	95.6421768707483	Average fitness:	313.9621768707483	Fitness standard deviation:	60.34801439000564	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62608	Best fitness:	95.6421768707483	Average fitness:	306.71074829931985	Fitness standard deviation:	58.482953385877266	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62624	Best fitness:	95.6421768707483	Average fitness:	318.03874829931976	Fitness standard deviation:	48.8326971892349	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62640	Best fitness:	95.6421768707483	Average fitness:	318.03760544217687	Fitness standard deviation:	53.766647839700475	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62656	Best fitness:	95.6421768707483	Average fitness:	310.27760544217676	Fitness standard deviation:	59.939776186653575	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62672	Best fitness:	95.6421768707483	Average fitness:	318.4478911564625	Fitness standard deviation:	44.664556554889224	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62688	Best fitness:	95.6421768707483	Average fitness:	312.0387482993197	Fitness standard deviation:	50.049724381797326	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62704	Best fitness:	95.6421768707483	Average fitness:	306.4473197278913	Fitness standard deviation:	50.215259958848115	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62720	Best fitness:	95.6421768707483	Average fitness:	316.6387482993197	Fitness standard deviation:	49.491803531658924	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62736	Best fitness:	95.6421768707483	Average fitness:	321.33246258503414	Fitness standard deviation:	55.22052571947042	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62752	Best fitness:	95.6421768707483	Average fitness:	314.180462585034	Fitness standard deviation:	57.08939223386997	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62768	Best fitness:	95.6421768707483	Average fitness:	309.37817687074823	Fitness standard deviation:	56.608120441491145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62784	Best fitness:	95.6421768707483	Average fitness:	304.5821768707483	Fitness standard deviation:	53.89870931020633	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62800	Best fitness:	95.6421768707483	Average fitness:	322.6073197278911	Fitness standard deviation:	56.98476596711204	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62816	Best fitness:	95.6421768707483	Average fitness:	320.99417687074833	Fitness standard deviation:	53.891040015564585	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62832	Best fitness:	95.6421768707483	Average fitness:	306.28389115646246	Fitness standard deviation:	48.89995357787539	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62848	Best fitness:	95.6421768707483	Average fitness:	322.3416054421768	Fitness standard deviation:	52.668100631817595	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62864	Best fitness:	95.6421768707483	Average fitness:	309.39131972789113	Fitness standard deviation:	48.49950415568121	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62880	Best fitness:	95.6421768707483	Average fitness:	313.6227482993197	Fitness standard deviation:	62.83394518433942	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62896	Best fitness:	95.6421768707483	Average fitness:	309.59246258503407	Fitness standard deviation:	52.3022939552329	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62912	Best fitness:	95.6421768707483	Average fitness:	300.3096054421768	Fitness standard deviation:	59.22865350693782	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62928	Best fitness:	95.6421768707483	Average fitness:	310.8598911564624	Fitness standard deviation:	60.157644029530225	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62944	Best fitness:	95.6421768707483	Average fitness:	311.0890340136054	Fitness standard deviation:	57.090284604693444	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62960	Best fitness:	95.6421768707483	Average fitness:	318.49760544217685	Fitness standard deviation:	57.983221896950674	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62976	Best fitness:	95.6421768707483	Average fitness:	310.0353197278912	Fitness standard deviation:	57.004687400534465	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	62992	Best fitness:	95.6421768707483	Average fitness:	313.09760544217687	Fitness standard deviation:	55.153345682001635	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63008	Best fitness:	95.6421768707483	Average fitness:	305.5313197278911	Fitness standard deviation:	54.77150715845023	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63024	Best fitness:	95.6421768707483	Average fitness:	313.10046258503405	Fitness standard deviation:	62.670028239264454	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63040	Best fitness:	95.6421768707483	Average fitness:	295.4484625850339	Fitness standard deviation:	55.56329614824109	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63056	Best fitness:	95.6421768707483	Average fitness:	316.1593197278911	Fitness standard deviation:	51.516670652343606	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63072	Best fitness:	95.6421768707483	Average fitness:	328.81703401360545	Fitness standard deviation:	46.73061475726417	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63088	Best fitness:	95.6421768707483	Average fitness:	319.7216054421769	Fitness standard deviation:	62.70060802100792	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63104	Best fitness:	95.6421768707483	Average fitness:	313.9598911564627	Fitness standard deviation:	55.96680259159471	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63120	Best fitness:	95.6421768707483	Average fitness:	317.0387482993196	Fitness standard deviation:	52.783380699239196	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63136	Best fitness:	95.6421768707483	Average fitness:	321.1341768707483	Fitness standard deviation:	56.8237775152448	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63152	Best fitness:	95.6421768707483	Average fitness:	306.72046258503406	Fitness standard deviation:	45.22778839138069	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63168	Best fitness:	95.6421768707483	Average fitness:	322.00731972789106	Fitness standard deviation:	58.373029637506605	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63184	Best fitness:	95.6421768707483	Average fitness:	314.86217687074827	Fitness standard deviation:	66.63178214513503	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63200	Best fitness:	95.6421768707483	Average fitness:	314.05703401360546	Fitness standard deviation:	58.88049695886109	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63216	Best fitness:	95.6421768707483	Average fitness:	316.03760544217687	Fitness standard deviation:	56.86710648090163	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63232	Best fitness:	95.6421768707483	Average fitness:	310.97189115646256	Fitness standard deviation:	50.122308922825	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63248	Best fitness:	95.6421768707483	Average fitness:	308.2736054421768	Fitness standard deviation:	51.456982390485095	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63264	Best fitness:	95.6421768707483	Average fitness:	321.6896054421769	Fitness standard deviation:	61.068415995203814	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63280	Best fitness:	95.6421768707483	Average fitness:	308.0861768707484	Fitness standard deviation:	58.10719277124909	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63296	Best fitness:	95.6421768707483	Average fitness:	319.24960544217686	Fitness standard deviation:	49.539099152248696	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63312	Best fitness:	95.6421768707483	Average fitness:	311.4896054421768	Fitness standard deviation:	58.3273292922567	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63328	Best fitness:	95.6421768707483	Average fitness:	317.72731972789114	Fitness standard deviation:	63.14839083444322	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63344	Best fitness:	95.6421768707483	Average fitness:	311.23589115646257	Fitness standard deviation:	57.03444438410952	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63360	Best fitness:	95.6421768707483	Average fitness:	309.4976054421768	Fitness standard deviation:	52.90450030161202	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63376	Best fitness:	95.6421768707483	Average fitness:	297.81589115646267	Fitness standard deviation:	52.36351115899276	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63392	Best fitness:	95.6421768707483	Average fitness:	311.42217687074833	Fitness standard deviation:	51.363732857544775	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63408	Best fitness:	95.6421768707483	Average fitness:	318.16903401360554	Fitness standard deviation:	52.46263810619158	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63424	Best fitness:	95.6421768707483	Average fitness:	319.4198911564626	Fitness standard deviation:	54.809754022436564	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63440	Best fitness:	95.6421768707483	Average fitness:	316.4861768707482	Fitness standard deviation:	58.745600605752706	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63456	Best fitness:	95.6421768707483	Average fitness:	316.0650340136055	Fitness standard deviation:	51.94614888202463	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63472	Best fitness:	95.6421768707483	Average fitness:	312.10103401360544	Fitness standard deviation:	57.25522677432682	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63488	Best fitness:	95.6421768707483	Average fitness:	311.79360544217695	Fitness standard deviation:	48.931250479314215	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63504	Best fitness:	95.6421768707483	Average fitness:	318.9330340136054	Fitness standard deviation:	56.311177036759815	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63520	Best fitness:	95.6421768707483	Average fitness:	321.0678911564626	Fitness standard deviation:	49.06125292708606	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63536	Best fitness:	95.6421768707483	Average fitness:	307.2410340136055	Fitness standard deviation:	58.80851138176154	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63552	Best fitness:	95.6421768707483	Average fitness:	307.36789115646263	Fitness standard deviation:	57.84356722564537	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63568	Best fitness:	95.6421768707483	Average fitness:	302.6313197278912	Fitness standard deviation:	58.35523162178909	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63584	Best fitness:	95.6421768707483	Average fitness:	304.46617687074826	Fitness standard deviation:	48.78758335177222	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63600	Best fitness:	95.6421768707483	Average fitness:	309.01646258503393	Fitness standard deviation:	67.55482181917445	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63616	Best fitness:	95.6421768707483	Average fitness:	304.11074829931977	Fitness standard deviation:	52.5794198895192	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63632	Best fitness:	95.6421768707483	Average fitness:	321.4307482993197	Fitness standard deviation:	61.50605080570761	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63648	Best fitness:	95.6421768707483	Average fitness:	315.2261768707483	Fitness standard deviation:	56.32954874989988	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63664	Best fitness:	95.6421768707483	Average fitness:	313.96846258503405	Fitness standard deviation:	55.83349037841657	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63680	Best fitness:	95.6421768707483	Average fitness:	310.82617687074844	Fitness standard deviation:	57.45696956995961	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63696	Best fitness:	95.6421768707483	Average fitness:	309.6993197278911	Fitness standard deviation:	54.605552532200775	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63712	Best fitness:	95.6421768707483	Average fitness:	305.6256054421769	Fitness standard deviation:	49.857741491289445	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63728	Best fitness:	95.6421768707483	Average fitness:	315.9267482993197	Fitness standard deviation:	50.21342074768133	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63744	Best fitness:	95.6421768707483	Average fitness:	306.1987482993198	Fitness standard deviation:	62.82511709856958	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63760	Best fitness:	95.6421768707483	Average fitness:	314.6661768707483	Fitness standard deviation:	56.926026717816434	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63776	Best fitness:	95.6421768707483	Average fitness:	306.7050340136055	Fitness standard deviation:	58.35575371663651	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63792	Best fitness:	95.6421768707483	Average fitness:	317.7256054421769	Fitness standard deviation:	52.516207905128624	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63808	Best fitness:	95.6421768707483	Average fitness:	302.2033197278912	Fitness standard deviation:	58.53237102210526	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63824	Best fitness:	95.6421768707483	Average fitness:	305.63246258503403	Fitness standard deviation:	53.97886558758388	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63840	Best fitness:	95.6421768707483	Average fitness:	317.4958911564625	Fitness standard deviation:	56.238302189369634	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63856	Best fitness:	95.6421768707483	Average fitness:	309.7741768707484	Fitness standard deviation:	63.340084194733414	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63872	Best fitness:	95.6421768707483	Average fitness:	301.94789115646256	Fitness standard deviation:	50.20888489549414	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63888	Best fitness:	95.6421768707483	Average fitness:	307.0358911564626	Fitness standard deviation:	56.01772293603851	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63904	Best fitness:	95.6421768707483	Average fitness:	310.3410340136054	Fitness standard deviation:	63.13604105680472	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63920	Best fitness:	95.6421768707483	Average fitness:	307.8073197278912	Fitness standard deviation:	57.93202161013143	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63936	Best fitness:	95.6421768707483	Average fitness:	317.8576054421768	Fitness standard deviation:	52.75095780850131	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63952	Best fitness:	95.6421768707483	Average fitness:	304.99074829931965	Fitness standard deviation:	60.58676571324663	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63968	Best fitness:	95.6421768707483	Average fitness:	305.888462585034	Fitness standard deviation:	45.50731966779563	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	63984	Best fitness:	95.6421768707483	Average fitness:	308.4678911564626	Fitness standard deviation:	59.89407227662477	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64000	Best fitness:	95.6421768707483	Average fitness:	308.31589115646256	Fitness standard deviation:	65.15253965385338	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64016	Best fitness:	95.6421768707483	Average fitness:	304.7690340136055	Fitness standard deviation:	54.52080229394566	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64032	Best fitness:	95.6421768707483	Average fitness:	318.78274829931973	Fitness standard deviation:	55.23496196565124	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64048	Best fitness:	95.6421768707483	Average fitness:	310.71760544217676	Fitness standard deviation:	49.022349508636765	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64064	Best fitness:	95.6421768707483	Average fitness:	320.52446258503403	Fitness standard deviation:	59.31760399195959	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64080	Best fitness:	95.6421768707483	Average fitness:	315.3787482993198	Fitness standard deviation:	58.661649897126665	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64096	Best fitness:	95.6421768707483	Average fitness:	312.1638911564626	Fitness standard deviation:	57.57704469168743	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64112	Best fitness:	95.6421768707483	Average fitness:	308.1427482993198	Fitness standard deviation:	57.01662950832673	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64128	Best fitness:	95.6421768707483	Average fitness:	309.3987482993197	Fitness standard deviation:	59.28949254466665	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64144	Best fitness:	95.6421768707483	Average fitness:	317.2010340136054	Fitness standard deviation:	56.78394920095945	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
Generation:	64160	Best fitness:	95.6421768707483	Average fitness:	318.59360544217685	Fitness standard deviation:	48.61594875624035	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	N7	A6	A14	A17	N9	A16	E5	A15	A12	A10	N12	A8	A13	
