Generation:	16	Best fitness:	239.556462585034	Average fitness:	344.69189115646276	Fitness standard deviation:	30.86547774204861	Best genome:	N12	E3	A9	E4	N3	A16	E5	A8	A13	N9	A6	A7	N6	N5	A11	A17	A12	A14	A10	N7	A15	
Generation:	53872	Best fitness:	109.81360544217688	Average fitness:	338.6406054421771	Fitness standard deviation:	39.772356023412314	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53888	Best fitness:	109.81360544217688	Average fitness:	341.5308911564628	Fitness standard deviation:	40.21894501275208	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53904	Best fitness:	109.81360544217688	Average fitness:	333.62803401360566	Fitness standard deviation:	44.537607497622105	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53920	Best fitness:	109.81360544217688	Average fitness:	334.6527482993198	Fitness standard deviation:	39.111366614438055	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53936	Best fitness:	109.81360544217688	Average fitness:	338.5141768707482	Fitness standard deviation:	39.3677354643601	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53952	Best fitness:	109.81360544217688	Average fitness:	334.13331972789126	Fitness standard deviation:	38.84314121579515	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53968	Best fitness:	109.81360544217688	Average fitness:	339.2858911564628	Fitness standard deviation:	42.05980056722929	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	53984	Best fitness:	109.81360544217688	Average fitness:	340.5870340136055	Fitness standard deviation:	42.49821725048462	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54000	Best fitness:	109.81360544217688	Average fitness:	339.3384625850343	Fitness standard deviation:	37.9216148917738	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54016	Best fitness:	109.81360544217688	Average fitness:	340.92031972789096	Fitness standard deviation:	38.29946879553826	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54032	Best fitness:	109.81360544217688	Average fitness:	331.788605442177	Fitness standard deviation:	40.93408937498407	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54048	Best fitness:	109.81360544217688	Average fitness:	336.9313197278913	Fitness standard deviation:	42.84437091214133	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54064	Best fitness:	109.81360544217688	Average fitness:	336.91903401360554	Fitness standard deviation:	40.97578631836323	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54080	Best fitness:	109.81360544217688	Average fitness:	335.4454625850342	Fitness standard deviation:	38.651149591109004	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54096	Best fitness:	109.81360544217688	Average fitness:	340.8977482993199	Fitness standard deviation:	38.389355582249735	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54112	Best fitness:	109.81360544217688	Average fitness:	338.23374829931976	Fitness standard deviation:	35.81294325337402	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54128	Best fitness:	109.81360544217688	Average fitness:	340.8323197278916	Fitness standard deviation:	41.77797101368625	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54144	Best fitness:	109.81360544217688	Average fitness:	338.57789115646284	Fitness standard deviation:	38.463232138376156	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54160	Best fitness:	109.81360544217688	Average fitness:	339.31489115646275	Fitness standard deviation:	39.62031676283969	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54176	Best fitness:	109.81360544217688	Average fitness:	341.54489115646254	Fitness standard deviation:	42.60865343723846	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54192	Best fitness:	109.81360544217688	Average fitness:	341.4471768707483	Fitness standard deviation:	42.13187057154171	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54208	Best fitness:	109.81360544217688	Average fitness:	340.73417687074834	Fitness standard deviation:	39.78910702743674	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54224	Best fitness:	109.81360544217688	Average fitness:	345.28431972789144	Fitness standard deviation:	38.60409684693254	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54240	Best fitness:	109.81360544217688	Average fitness:	340.2254625850341	Fitness standard deviation:	41.20723656255596	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54256	Best fitness:	109.81360544217688	Average fitness:	336.90274829931985	Fitness standard deviation:	38.13753441299058	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54272	Best fitness:	109.81360544217688	Average fitness:	340.0594625850341	Fitness standard deviation:	39.4664626313615	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54288	Best fitness:	109.81360544217688	Average fitness:	346.2771768707486	Fitness standard deviation:	44.23481493745645	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54304	Best fitness:	109.81360544217688	Average fitness:	335.8463197278914	Fitness standard deviation:	38.5250821448223	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54320	Best fitness:	109.81360544217688	Average fitness:	338.47903401360566	Fitness standard deviation:	41.19821242307901	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54336	Best fitness:	109.81360544217688	Average fitness:	340.2500340136056	Fitness standard deviation:	41.754882685276755	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54352	Best fitness:	109.81360544217688	Average fitness:	338.2117482993199	Fitness standard deviation:	38.59495759361656	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54368	Best fitness:	109.81360544217688	Average fitness:	340.6701768707484	Fitness standard deviation:	39.16824275468324	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54384	Best fitness:	109.81360544217688	Average fitness:	334.23846258503414	Fitness standard deviation:	42.64920549155898	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54400	Best fitness:	109.81360544217688	Average fitness:	339.8578911564628	Fitness standard deviation:	40.842065224921406	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54416	Best fitness:	109.81360544217688	Average fitness:	335.90489115646267	Fitness standard deviation:	40.18200528285044	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54432	Best fitness:	109.81360544217688	Average fitness:	339.6691768707485	Fitness standard deviation:	41.057500167199564	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54448	Best fitness:	109.81360544217688	Average fitness:	340.55589115646285	Fitness standard deviation:	39.342989206127555	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54464	Best fitness:	109.81360544217688	Average fitness:	336.95074829931997	Fitness standard deviation:	42.672869649012746	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54480	Best fitness:	109.81360544217688	Average fitness:	340.07974829931993	Fitness standard deviation:	42.53374636949454	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54496	Best fitness:	109.81360544217688	Average fitness:	338.98331972789134	Fitness standard deviation:	37.665050398891296	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54512	Best fitness:	109.81360544217688	Average fitness:	337.6528911564627	Fitness standard deviation:	43.091217007219306	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54528	Best fitness:	109.81360544217688	Average fitness:	338.7084625850342	Fitness standard deviation:	38.30130095941486	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54544	Best fitness:	109.81360544217688	Average fitness:	336.6124625850342	Fitness standard deviation:	42.894768896613456	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54560	Best fitness:	109.81360544217688	Average fitness:	332.7198911564626	Fitness standard deviation:	43.76896544356516	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54576	Best fitness:	109.81360544217688	Average fitness:	338.0671768707486	Fitness standard deviation:	40.840884471173666	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54592	Best fitness:	109.81360544217688	Average fitness:	342.66146258503426	Fitness standard deviation:	38.45090736303653	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54608	Best fitness:	109.81360544217688	Average fitness:	340.03460544217705	Fitness standard deviation:	42.61324211906385	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54624	Best fitness:	109.81360544217688	Average fitness:	338.1807482993198	Fitness standard deviation:	42.94666875489713	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54640	Best fitness:	109.81360544217688	Average fitness:	337.520462585034	Fitness standard deviation:	40.525787934023796	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54656	Best fitness:	109.81360544217688	Average fitness:	338.90989115646283	Fitness standard deviation:	40.34780689080833	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54672	Best fitness:	109.81360544217688	Average fitness:	335.00631972789125	Fitness standard deviation:	42.980288030250136	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54688	Best fitness:	109.81360544217688	Average fitness:	340.73731972789136	Fitness standard deviation:	39.20923299324238	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54704	Best fitness:	109.81360544217688	Average fitness:	343.40646258503415	Fitness standard deviation:	39.29581322144503	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54720	Best fitness:	109.81360544217688	Average fitness:	340.1597482993199	Fitness standard deviation:	39.35237566954166	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54736	Best fitness:	109.81360544217688	Average fitness:	342.21589115646276	Fitness standard deviation:	40.093717189116006	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54752	Best fitness:	109.81360544217688	Average fitness:	339.55103401360554	Fitness standard deviation:	41.575374617822085	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54768	Best fitness:	109.81360544217688	Average fitness:	338.1631768707485	Fitness standard deviation:	42.24968629058755	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54784	Best fitness:	109.81360544217688	Average fitness:	342.71503401360576	Fitness standard deviation:	39.59937628348225	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54800	Best fitness:	109.81360544217688	Average fitness:	340.1516054421768	Fitness standard deviation:	41.30631923884316	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54816	Best fitness:	109.81360544217688	Average fitness:	338.50231972789123	Fitness standard deviation:	41.144739083694596	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54832	Best fitness:	109.81360544217688	Average fitness:	344.59274829931996	Fitness standard deviation:	39.52639218630137	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54848	Best fitness:	109.81360544217688	Average fitness:	338.9213197278914	Fitness standard deviation:	44.188378351169696	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54864	Best fitness:	109.81360544217688	Average fitness:	342.26003401360555	Fitness standard deviation:	37.01927092607254	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54880	Best fitness:	109.81360544217688	Average fitness:	332.86960544217663	Fitness standard deviation:	42.59372703071835	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54896	Best fitness:	109.81360544217688	Average fitness:	338.6620340136054	Fitness standard deviation:	40.88535790974763	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54912	Best fitness:	109.81360544217688	Average fitness:	339.7733197278912	Fitness standard deviation:	42.23122949202597	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54928	Best fitness:	109.81360544217688	Average fitness:	339.2120340136055	Fitness standard deviation:	39.28833375137185	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54944	Best fitness:	109.81360544217688	Average fitness:	338.56717687074837	Fitness standard deviation:	36.869248558734064	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54960	Best fitness:	109.81360544217688	Average fitness:	339.2180340136056	Fitness standard deviation:	41.0115601520113	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54976	Best fitness:	109.81360544217688	Average fitness:	341.2824625850342	Fitness standard deviation:	41.68183240419534	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	54992	Best fitness:	109.81360544217688	Average fitness:	339.21403401360556	Fitness standard deviation:	42.03941313766384	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55008	Best fitness:	109.81360544217688	Average fitness:	337.7426054421769	Fitness standard deviation:	41.61092301430048	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55024	Best fitness:	109.81360544217688	Average fitness:	335.363605442177	Fitness standard deviation:	38.611275898765804	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55040	Best fitness:	109.81360544217688	Average fitness:	344.3106054421771	Fitness standard deviation:	39.5253413825632	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55056	Best fitness:	109.81360544217688	Average fitness:	336.9310340136056	Fitness standard deviation:	39.17347694863068	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55072	Best fitness:	109.81360544217688	Average fitness:	340.2377482993198	Fitness standard deviation:	41.55586248555512	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55088	Best fitness:	109.81360544217688	Average fitness:	339.31074829931976	Fitness standard deviation:	40.95297901002952	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55104	Best fitness:	109.81360544217688	Average fitness:	342.6601768707484	Fitness standard deviation:	37.54996674473377	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55120	Best fitness:	109.81360544217688	Average fitness:	336.14460544217707	Fitness standard deviation:	42.12147644344284	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55136	Best fitness:	109.81360544217688	Average fitness:	337.75874829931985	Fitness standard deviation:	40.849113732548645	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55152	Best fitness:	109.81360544217688	Average fitness:	339.5203197278915	Fitness standard deviation:	37.617541444200235	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55168	Best fitness:	109.81360544217688	Average fitness:	345.1678911564628	Fitness standard deviation:	40.70625444597437	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55184	Best fitness:	109.81360544217688	Average fitness:	337.4890340136055	Fitness standard deviation:	41.21635073212414	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55200	Best fitness:	109.81360544217688	Average fitness:	335.02331972789113	Fitness standard deviation:	39.956553388572914	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55216	Best fitness:	109.81360544217688	Average fitness:	337.93031972789123	Fitness standard deviation:	42.68503535293877	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55232	Best fitness:	109.81360544217688	Average fitness:	342.7430340136057	Fitness standard deviation:	39.38838903918312	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55248	Best fitness:	109.81360544217688	Average fitness:	335.99303401360567	Fitness standard deviation:	40.5434129791758	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55264	Best fitness:	109.81360544217688	Average fitness:	339.5521768707484	Fitness standard deviation:	37.81622357277525	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55280	Best fitness:	109.81360544217688	Average fitness:	339.48431972789143	Fitness standard deviation:	35.36405807555785	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55296	Best fitness:	109.81360544217688	Average fitness:	334.30160544217694	Fitness standard deviation:	38.211309508669636	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55312	Best fitness:	109.81360544217688	Average fitness:	335.39231972789116	Fitness standard deviation:	44.586863719105914	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55328	Best fitness:	109.81360544217688	Average fitness:	338.18674829931996	Fitness standard deviation:	44.50074446889304	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55344	Best fitness:	109.81360544217688	Average fitness:	342.65074829931996	Fitness standard deviation:	38.46817576827338	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55360	Best fitness:	109.81360544217688	Average fitness:	334.4687482993198	Fitness standard deviation:	39.30156267444159	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55376	Best fitness:	109.81360544217688	Average fitness:	338.13546258503413	Fitness standard deviation:	40.301106125246335	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55392	Best fitness:	109.81360544217688	Average fitness:	338.9544625850343	Fitness standard deviation:	40.54637430732108	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55408	Best fitness:	109.81360544217688	Average fitness:	332.8184625850341	Fitness standard deviation:	40.38769585416038	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55424	Best fitness:	109.81360544217688	Average fitness:	334.2291768707484	Fitness standard deviation:	42.78967382560938	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55440	Best fitness:	109.81360544217688	Average fitness:	340.93031972789123	Fitness standard deviation:	40.94373728268426	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55456	Best fitness:	109.81360544217688	Average fitness:	337.79631972789133	Fitness standard deviation:	39.64814584001402	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55472	Best fitness:	109.81360544217688	Average fitness:	340.8596054421771	Fitness standard deviation:	40.364129639458596	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55488	Best fitness:	109.81360544217688	Average fitness:	337.8920340136058	Fitness standard deviation:	41.316289617228385	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55504	Best fitness:	109.81360544217688	Average fitness:	344.8038911564628	Fitness standard deviation:	38.561253730994316	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55520	Best fitness:	109.81360544217688	Average fitness:	340.5871768707485	Fitness standard deviation:	39.026209815341026	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55536	Best fitness:	109.81360544217688	Average fitness:	339.9228911564627	Fitness standard deviation:	38.80275925782093	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55552	Best fitness:	109.81360544217688	Average fitness:	338.58260544217717	Fitness standard deviation:	41.487022979899315	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55568	Best fitness:	109.81360544217688	Average fitness:	341.49474829932	Fitness standard deviation:	38.16522099225622	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55584	Best fitness:	109.81360544217688	Average fitness:	339.78760544217687	Fitness standard deviation:	44.4289040125356	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
Generation:	55600	Best fitness:	109.81360544217688	Average fitness:	339.9828911564627	Fitness standard deviation:	39.22193825279575	Best genome:	A9	N3	E4	N5	A11	A15	A17	A12	A7	A6	A14	N7	A10	N12	N6	E3	A8	A13	N9	A16	E5	
