Generation:	16	Best fitness:	246.47074829931972	Average fitness:	274.9821768707483	Fitness standard deviation:	17.897989626018383	Best genome:	A8	A16	A15	A9	N3	A12	N9	N6	E5	A7	A17	N7	E3	A10	N12	A11	N5	E4	A6	A14	A13	
Generation:	50384	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50400	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50416	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50432	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50448	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50464	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50480	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50496	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50512	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50528	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50544	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50560	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50576	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50592	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50608	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50624	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50640	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50656	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50672	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50688	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50704	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50720	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50736	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50752	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50768	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50784	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50800	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50816	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50832	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50848	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50864	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50880	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50896	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50912	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50928	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50944	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50960	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50976	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	50992	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51008	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51024	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51040	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51056	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51072	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51088	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51104	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51120	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51136	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51152	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51168	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51184	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51200	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51216	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51232	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51248	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51264	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51280	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51296	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51312	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51328	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51344	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51360	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51376	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51392	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51408	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51424	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51440	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51456	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51472	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51488	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51504	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51520	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51536	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51552	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51568	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51584	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51600	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51616	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51632	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51648	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51664	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51680	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51696	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51712	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51728	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51744	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51760	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51776	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51792	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51808	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51824	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51840	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51856	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51872	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51888	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51904	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51920	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51936	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51952	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51968	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	51984	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	52000	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	52016	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	52032	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
Generation:	52048	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	N7	A6	A14	A10	A8	A16	E5	A15	A17	
