Generation:	16	Best fitness:	235.29931972789115	Average fitness:	338.4461768707482	Fitness standard deviation:	35.81322296445882	Best genome:	N9	N5	E3	N12	A15	A12	A13	A9	A11	A10	A8	A16	E4	A7	A14	N3	E5	N6	A6	A17	N7	
Generation:	56080	Best fitness:	113.87074829931973	Average fitness:	317.05246258503394	Fitness standard deviation:	52.91288883068248	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56096	Best fitness:	113.87074829931973	Average fitness:	316.4210340136054	Fitness standard deviation:	52.954762306508144	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56112	Best fitness:	113.87074829931973	Average fitness:	318.9261768707485	Fitness standard deviation:	53.47010071554581	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56128	Best fitness:	113.87074829931973	Average fitness:	339.0553197278912	Fitness standard deviation:	55.74353875544315	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56144	Best fitness:	113.87074829931973	Average fitness:	328.6016054421769	Fitness standard deviation:	47.747732362866394	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56160	Best fitness:	113.87074829931973	Average fitness:	320.16046258503405	Fitness standard deviation:	56.09534653041505	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56176	Best fitness:	113.87074829931973	Average fitness:	321.688462585034	Fitness standard deviation:	46.04050883245124	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56192	Best fitness:	113.87074829931973	Average fitness:	315.25303401360554	Fitness standard deviation:	55.11447082543157	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56208	Best fitness:	113.87074829931973	Average fitness:	320.1861768707483	Fitness standard deviation:	48.209555817942004	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56224	Best fitness:	113.87074829931973	Average fitness:	323.30846258503385	Fitness standard deviation:	48.21748533383266	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56240	Best fitness:	113.87074829931973	Average fitness:	322.30274829931966	Fitness standard deviation:	55.25387215612041	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56256	Best fitness:	113.87074829931973	Average fitness:	322.2256054421769	Fitness standard deviation:	58.174164990367764	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56272	Best fitness:	113.87074829931973	Average fitness:	310.47360544217685	Fitness standard deviation:	51.93562836702325	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56288	Best fitness:	113.87074829931973	Average fitness:	312.55074829931976	Fitness standard deviation:	62.92283580152855	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56304	Best fitness:	113.87074829931973	Average fitness:	312.50160544217687	Fitness standard deviation:	51.58963187719496	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56320	Best fitness:	113.87074829931973	Average fitness:	318.42560544217685	Fitness standard deviation:	50.16285578889981	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56336	Best fitness:	113.87074829931973	Average fitness:	320.28846258503404	Fitness standard deviation:	55.06301070072877	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56352	Best fitness:	113.87074829931973	Average fitness:	313.52046258503395	Fitness standard deviation:	49.047422220224576	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56368	Best fitness:	113.87074829931973	Average fitness:	319.70046258503413	Fitness standard deviation:	54.51629195469732	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56384	Best fitness:	113.87074829931973	Average fitness:	322.8496054421769	Fitness standard deviation:	48.23753227857464	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56400	Best fitness:	113.87074829931973	Average fitness:	325.6336054421768	Fitness standard deviation:	57.163192453086204	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56416	Best fitness:	113.87074829931973	Average fitness:	315.89989115646256	Fitness standard deviation:	56.424721891116086	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56432	Best fitness:	113.87074829931973	Average fitness:	327.7753197278912	Fitness standard deviation:	55.73168918220621	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56448	Best fitness:	113.87074829931973	Average fitness:	316.1433197278912	Fitness standard deviation:	58.94630616873949	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56464	Best fitness:	113.87074829931973	Average fitness:	314.9118911564626	Fitness standard deviation:	53.563897424154135	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56480	Best fitness:	113.87074829931973	Average fitness:	316.4861768707484	Fitness standard deviation:	51.84623520388271	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56496	Best fitness:	113.87074829931973	Average fitness:	321.6890340136054	Fitness standard deviation:	45.781738007860824	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56512	Best fitness:	113.87074829931973	Average fitness:	316.96789115646254	Fitness standard deviation:	58.25745309242695	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56528	Best fitness:	113.87074829931973	Average fitness:	314.54960544217687	Fitness standard deviation:	54.558014674514034	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56544	Best fitness:	113.87074829931973	Average fitness:	327.3993197278911	Fitness standard deviation:	49.80698524897725	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56560	Best fitness:	113.87074829931973	Average fitness:	309.51189115646264	Fitness standard deviation:	56.9115659591121	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56576	Best fitness:	113.87074829931973	Average fitness:	319.4941768707482	Fitness standard deviation:	56.03634409260927	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56592	Best fitness:	113.87074829931973	Average fitness:	323.7244625850341	Fitness standard deviation:	50.71771566348832	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56608	Best fitness:	113.87074829931973	Average fitness:	313.7878911564626	Fitness standard deviation:	50.6191069031593	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56624	Best fitness:	113.87074829931973	Average fitness:	318.5616054421768	Fitness standard deviation:	43.948975866036626	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56640	Best fitness:	113.87074829931973	Average fitness:	317.84674829931976	Fitness standard deviation:	53.01675987913286	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56656	Best fitness:	113.87074829931973	Average fitness:	311.38046258503397	Fitness standard deviation:	54.04348524539649	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56672	Best fitness:	113.87074829931973	Average fitness:	319.70789115646255	Fitness standard deviation:	46.72092648298588	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56688	Best fitness:	113.87074829931973	Average fitness:	319.6021768707483	Fitness standard deviation:	51.9087507073711	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56704	Best fitness:	113.87074829931973	Average fitness:	315.9016054421769	Fitness standard deviation:	53.690564014203325	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56720	Best fitness:	113.87074829931973	Average fitness:	315.56160544217687	Fitness standard deviation:	46.82704632398429	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56736	Best fitness:	113.87074829931973	Average fitness:	310.1598911564625	Fitness standard deviation:	58.06008896911924	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56752	Best fitness:	113.87074829931973	Average fitness:	320.05303401360544	Fitness standard deviation:	53.49825948418074	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56768	Best fitness:	113.87074829931973	Average fitness:	319.2370340136055	Fitness standard deviation:	52.09621732204082	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56784	Best fitness:	113.87074829931973	Average fitness:	318.45817687074833	Fitness standard deviation:	48.81347460674843	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56800	Best fitness:	113.87074829931973	Average fitness:	328.64160544217697	Fitness standard deviation:	64.75092459886702	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56816	Best fitness:	113.87074829931973	Average fitness:	319.29360544217684	Fitness standard deviation:	51.285737843209866	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56832	Best fitness:	113.87074829931973	Average fitness:	309.5181768707482	Fitness standard deviation:	50.26720653240469	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56848	Best fitness:	113.87074829931973	Average fitness:	328.73760544217686	Fitness standard deviation:	48.24972305641151	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56864	Best fitness:	113.87074829931973	Average fitness:	308.23017687074827	Fitness standard deviation:	57.53257819669811	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56880	Best fitness:	113.87074829931973	Average fitness:	328.04446258503395	Fitness standard deviation:	43.41114343538243	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56896	Best fitness:	113.87074829931973	Average fitness:	313.6461768707484	Fitness standard deviation:	58.55518409159004	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56912	Best fitness:	113.87074829931973	Average fitness:	315.6296054421768	Fitness standard deviation:	50.29064007043336	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56928	Best fitness:	113.87074829931973	Average fitness:	319.0073197278912	Fitness standard deviation:	53.767497135768714	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56944	Best fitness:	113.87074829931973	Average fitness:	328.5861768707483	Fitness standard deviation:	51.121193164191816	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56960	Best fitness:	113.87074829931973	Average fitness:	320.16389115646257	Fitness standard deviation:	46.53592785742023	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56976	Best fitness:	113.87074829931973	Average fitness:	322.9718911564625	Fitness standard deviation:	57.7698626917926	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	56992	Best fitness:	113.87074829931973	Average fitness:	323.6953197278911	Fitness standard deviation:	49.64130176720648	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57008	Best fitness:	113.87074829931973	Average fitness:	328.5364625850341	Fitness standard deviation:	58.44547020732318	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57024	Best fitness:	113.87074829931973	Average fitness:	305.556462585034	Fitness standard deviation:	53.42454530285052	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57040	Best fitness:	113.87074829931973	Average fitness:	308.1038911564626	Fitness standard deviation:	48.69763715845284	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57056	Best fitness:	113.87074829931973	Average fitness:	312.3896054421769	Fitness standard deviation:	49.97433508169111	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57072	Best fitness:	113.87074829931973	Average fitness:	318.50160544217687	Fitness standard deviation:	53.83141328258065	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57088	Best fitness:	113.87074829931973	Average fitness:	320.5107482993198	Fitness standard deviation:	66.46234864759973	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57104	Best fitness:	113.87074829931973	Average fitness:	313.42674829931974	Fitness standard deviation:	55.22692901556084	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57120	Best fitness:	113.87074829931973	Average fitness:	316.65931972789116	Fitness standard deviation:	47.750324456638886	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57136	Best fitness:	113.87074829931973	Average fitness:	316.28617687074836	Fitness standard deviation:	53.60530105068616	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57152	Best fitness:	113.87074829931973	Average fitness:	314.31531972789116	Fitness standard deviation:	53.45667501055105	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57168	Best fitness:	113.87074829931973	Average fitness:	327.6096054421768	Fitness standard deviation:	51.4045007193347	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57184	Best fitness:	113.87074829931973	Average fitness:	306.21189115646257	Fitness standard deviation:	47.77683032002616	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57200	Best fitness:	113.87074829931973	Average fitness:	312.924462585034	Fitness standard deviation:	58.84745569101627	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57216	Best fitness:	113.87074829931973	Average fitness:	317.54846258503403	Fitness standard deviation:	57.08058350745041	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57232	Best fitness:	113.87074829931973	Average fitness:	319.33989115646256	Fitness standard deviation:	48.46760604354043	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57248	Best fitness:	113.87074829931973	Average fitness:	316.8387482993197	Fitness standard deviation:	54.31180505043756	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57264	Best fitness:	113.87074829931973	Average fitness:	322.3758911564626	Fitness standard deviation:	61.28972173111534	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57280	Best fitness:	113.87074829931973	Average fitness:	319.424462585034	Fitness standard deviation:	51.857637428574286	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57296	Best fitness:	113.87074829931973	Average fitness:	319.520462585034	Fitness standard deviation:	64.4250968489765	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57312	Best fitness:	113.87074829931973	Average fitness:	312.91931972789115	Fitness standard deviation:	57.47693493027958	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57328	Best fitness:	113.87074829931973	Average fitness:	324.3193197278912	Fitness standard deviation:	48.58534901362252	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57344	Best fitness:	113.87074829931973	Average fitness:	321.87303401360543	Fitness standard deviation:	50.48333209352673	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57360	Best fitness:	113.87074829931973	Average fitness:	324.9330340136055	Fitness standard deviation:	54.56058701282157	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57376	Best fitness:	113.87074829931973	Average fitness:	307.49074829931976	Fitness standard deviation:	53.13656683202141	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57392	Best fitness:	113.87074829931973	Average fitness:	317.8564625850341	Fitness standard deviation:	54.45037561010606	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57408	Best fitness:	113.87074829931973	Average fitness:	310.6278911564625	Fitness standard deviation:	52.58582139935534	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57424	Best fitness:	113.87074829931973	Average fitness:	324.2250340136054	Fitness standard deviation:	53.32392777608742	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57440	Best fitness:	113.87074829931973	Average fitness:	321.348462585034	Fitness standard deviation:	52.00881496399609	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57456	Best fitness:	113.87074829931973	Average fitness:	311.6536054421769	Fitness standard deviation:	51.05984004387521	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57472	Best fitness:	113.87074829931973	Average fitness:	325.22674829931975	Fitness standard deviation:	60.32903770598875	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57488	Best fitness:	113.87074829931973	Average fitness:	319.6307482993197	Fitness standard deviation:	61.4000257927221	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57504	Best fitness:	113.87074829931973	Average fitness:	320.0238911564626	Fitness standard deviation:	51.33320738000273	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57520	Best fitness:	113.87074829931973	Average fitness:	319.30160544217694	Fitness standard deviation:	45.353547336454284	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57536	Best fitness:	113.87074829931973	Average fitness:	313.20960544217695	Fitness standard deviation:	53.99516592421653	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57552	Best fitness:	113.87074829931973	Average fitness:	325.71703401360554	Fitness standard deviation:	52.36623866108968	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57568	Best fitness:	113.87074829931973	Average fitness:	319.8970340136055	Fitness standard deviation:	53.316792113799586	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57584	Best fitness:	113.87074829931973	Average fitness:	313.0021768707482	Fitness standard deviation:	59.98724626356601	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57600	Best fitness:	113.87074829931973	Average fitness:	320.7221768707483	Fitness standard deviation:	54.64053216342279	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57616	Best fitness:	113.87074829931973	Average fitness:	316.97874829931976	Fitness standard deviation:	55.20081285707333	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57632	Best fitness:	113.87074829931973	Average fitness:	306.7690340136055	Fitness standard deviation:	60.8975648881474	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57648	Best fitness:	113.87074829931973	Average fitness:	321.1524625850341	Fitness standard deviation:	53.979318189129295	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57664	Best fitness:	113.87074829931973	Average fitness:	320.304462585034	Fitness standard deviation:	49.04672181185809	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57680	Best fitness:	113.87074829931973	Average fitness:	323.8747482993197	Fitness standard deviation:	50.89588636919612	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57696	Best fitness:	113.87074829931973	Average fitness:	322.6867482993197	Fitness standard deviation:	48.82669766863709	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57712	Best fitness:	113.87074829931973	Average fitness:	316.2033197278911	Fitness standard deviation:	58.75322720029071	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57728	Best fitness:	113.87074829931973	Average fitness:	322.6067482993196	Fitness standard deviation:	52.379921237989265	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57744	Best fitness:	113.87074829931973	Average fitness:	309.6010340136054	Fitness standard deviation:	52.54434120797016	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57760	Best fitness:	113.87074829931973	Average fitness:	311.97703401360553	Fitness standard deviation:	53.06723314776439	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57776	Best fitness:	113.87074829931973	Average fitness:	323.152462585034	Fitness standard deviation:	52.0593905771601	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57792	Best fitness:	113.87074829931973	Average fitness:	327.36960544217686	Fitness standard deviation:	46.62128206678813	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
Generation:	57808	Best fitness:	113.87074829931973	Average fitness:	315.77360544217686	Fitness standard deviation:	58.00451354710886	Best genome:	A9	E4	N5	A7	A14	A17	A16	E5	N12	E3	N6	A6	A12	N3	A11	A15	N7	A10	A8	A13	N9	
