Generation:	16	Best fitness:	254.4421768707483	Average fitness:	341.0193197278912	Fitness standard deviation:	37.507007889410836	Best genome:	A15	A12	A16	E5	A13	N9	A14	E3	N3	N6	N12	E4	N5	N7	A17	A11	A7	A6	A10	A9	A8	
Generation:	51312	Best fitness:	118.55646258503401	Average fitness:	310.35931972789115	Fitness standard deviation:	51.48141800688866	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51328	Best fitness:	118.55646258503401	Average fitness:	316.9547482993198	Fitness standard deviation:	50.624704595963536	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51344	Best fitness:	118.55646258503401	Average fitness:	304.1450340136054	Fitness standard deviation:	51.000881945155356	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51360	Best fitness:	118.55646258503401	Average fitness:	311.6210340136055	Fitness standard deviation:	46.227456391285074	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51376	Best fitness:	118.55646258503401	Average fitness:	322.06389115646255	Fitness standard deviation:	60.891438374087585	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51392	Best fitness:	118.55646258503401	Average fitness:	312.89703401360543	Fitness standard deviation:	59.13244044636462	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51408	Best fitness:	118.55646258503401	Average fitness:	313.99531972789123	Fitness standard deviation:	50.39515032060858	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51424	Best fitness:	118.55646258503401	Average fitness:	321.01646258503393	Fitness standard deviation:	48.824807428275264	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51440	Best fitness:	118.55646258503401	Average fitness:	308.90789115646254	Fitness standard deviation:	57.40629795499758	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51456	Best fitness:	118.55646258503401	Average fitness:	318.5438911564627	Fitness standard deviation:	50.85402435382663	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51472	Best fitness:	118.55646258503401	Average fitness:	316.440462585034	Fitness standard deviation:	47.97556875182644	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51488	Best fitness:	118.55646258503401	Average fitness:	320.55074829931965	Fitness standard deviation:	49.39468004073446	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51504	Best fitness:	118.55646258503401	Average fitness:	303.8296054421769	Fitness standard deviation:	56.808480585639494	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51520	Best fitness:	118.55646258503401	Average fitness:	310.07703401360556	Fitness standard deviation:	46.13018358993184	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51536	Best fitness:	118.55646258503401	Average fitness:	312.51189115646264	Fitness standard deviation:	45.41170222643103	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51552	Best fitness:	118.55646258503401	Average fitness:	323.07703401360544	Fitness standard deviation:	51.829592143043975	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51568	Best fitness:	118.55646258503401	Average fitness:	305.809605442177	Fitness standard deviation:	51.17674376479366	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51584	Best fitness:	118.55646258503401	Average fitness:	317.1336054421768	Fitness standard deviation:	46.138789382842354	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51600	Best fitness:	118.55646258503401	Average fitness:	309.5541768707485	Fitness standard deviation:	47.519872479729955	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51616	Best fitness:	118.55646258503401	Average fitness:	309.5358911564627	Fitness standard deviation:	53.72096099555288	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51632	Best fitness:	118.55646258503401	Average fitness:	320.7907482993198	Fitness standard deviation:	53.53621120516544	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51648	Best fitness:	118.55646258503401	Average fitness:	321.05703401360546	Fitness standard deviation:	53.22344618834133	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51664	Best fitness:	118.55646258503401	Average fitness:	318.5953197278912	Fitness standard deviation:	49.48482604283656	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51680	Best fitness:	118.55646258503401	Average fitness:	313.29131972789116	Fitness standard deviation:	45.625806890041375	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51696	Best fitness:	118.55646258503401	Average fitness:	301.49703401360546	Fitness standard deviation:	56.14691423799691	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51712	Best fitness:	118.55646258503401	Average fitness:	324.79931972789115	Fitness standard deviation:	53.611361954461145	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51728	Best fitness:	118.55646258503401	Average fitness:	317.36160544217694	Fitness standard deviation:	51.29374889391335	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51744	Best fitness:	118.55646258503401	Average fitness:	308.7598911564626	Fitness standard deviation:	52.30265850034855	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51760	Best fitness:	118.55646258503401	Average fitness:	311.4776054421769	Fitness standard deviation:	55.31688941923983	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51776	Best fitness:	118.55646258503401	Average fitness:	316.2953197278912	Fitness standard deviation:	55.3112422450796	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51792	Best fitness:	118.55646258503401	Average fitness:	304.23989115646265	Fitness standard deviation:	53.56976144910752	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51808	Best fitness:	118.55646258503401	Average fitness:	312.40274829931974	Fitness standard deviation:	54.20700606574989	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51824	Best fitness:	118.55646258503401	Average fitness:	300.5416054421769	Fitness standard deviation:	53.75733996091576	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51840	Best fitness:	118.55646258503401	Average fitness:	318.40446258503397	Fitness standard deviation:	54.64933001885938	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51856	Best fitness:	118.55646258503401	Average fitness:	318.1250340136055	Fitness standard deviation:	66.62052346641217	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51872	Best fitness:	118.55646258503401	Average fitness:	312.3633197278912	Fitness standard deviation:	49.230458983794804	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51888	Best fitness:	118.55646258503401	Average fitness:	303.2501768707483	Fitness standard deviation:	53.840480344765695	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51904	Best fitness:	118.55646258503401	Average fitness:	308.7147482993198	Fitness standard deviation:	49.188790231191525	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51920	Best fitness:	118.55646258503401	Average fitness:	309.9638911564627	Fitness standard deviation:	58.312080537853056	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51936	Best fitness:	118.55646258503401	Average fitness:	311.7204625850341	Fitness standard deviation:	48.499496924805136	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51952	Best fitness:	118.55646258503401	Average fitness:	309.3627482993198	Fitness standard deviation:	50.28095636257025	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51968	Best fitness:	118.55646258503401	Average fitness:	318.1404625850341	Fitness standard deviation:	59.53238382251997	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	51984	Best fitness:	118.55646258503401	Average fitness:	318.0210340136054	Fitness standard deviation:	50.710877248840205	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52000	Best fitness:	118.55646258503401	Average fitness:	300.4798911564626	Fitness standard deviation:	57.79895866302967	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52016	Best fitness:	118.55646258503401	Average fitness:	309.75074829931975	Fitness standard deviation:	55.48720904268784	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52032	Best fitness:	118.55646258503401	Average fitness:	313.5050340136055	Fitness standard deviation:	57.56041922384242	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52048	Best fitness:	118.55646258503401	Average fitness:	308.7084625850341	Fitness standard deviation:	43.94205142861564	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52064	Best fitness:	118.55646258503401	Average fitness:	317.2781768707484	Fitness standard deviation:	41.33911753646753	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52080	Best fitness:	118.55646258503401	Average fitness:	305.62446258503394	Fitness standard deviation:	52.337647866170535	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52096	Best fitness:	118.55646258503401	Average fitness:	323.79646258503413	Fitness standard deviation:	53.84677308278159	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52112	Best fitness:	118.55646258503401	Average fitness:	315.0976054421769	Fitness standard deviation:	48.95365652182831	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52128	Best fitness:	118.55646258503401	Average fitness:	304.3787482993197	Fitness standard deviation:	44.765983182386535	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52144	Best fitness:	118.55646258503401	Average fitness:	325.1267482993197	Fitness standard deviation:	57.502015002138165	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52160	Best fitness:	118.55646258503401	Average fitness:	308.5336054421769	Fitness standard deviation:	54.15137935190835	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52176	Best fitness:	118.55646258503401	Average fitness:	306.9010340136055	Fitness standard deviation:	55.54523228607731	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52192	Best fitness:	118.55646258503401	Average fitness:	319.59989115646255	Fitness standard deviation:	51.62624526026922	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52208	Best fitness:	118.55646258503401	Average fitness:	311.79017687074844	Fitness standard deviation:	55.046594197413285	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52224	Best fitness:	118.55646258503401	Average fitness:	320.5198911564627	Fitness standard deviation:	51.933771966745084	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52240	Best fitness:	118.55646258503401	Average fitness:	312.02274829931974	Fitness standard deviation:	53.74914717956567	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52256	Best fitness:	118.55646258503401	Average fitness:	323.20217687074836	Fitness standard deviation:	57.72218870926289	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52272	Best fitness:	118.55646258503401	Average fitness:	315.8250340136055	Fitness standard deviation:	54.30153213157741	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52288	Best fitness:	118.55646258503401	Average fitness:	315.5307482993198	Fitness standard deviation:	48.07735102553647	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52304	Best fitness:	118.55646258503401	Average fitness:	309.6878911564626	Fitness standard deviation:	45.43089014747386	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52320	Best fitness:	118.55646258503401	Average fitness:	318.34103401360545	Fitness standard deviation:	45.6118757217585	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52336	Best fitness:	118.55646258503401	Average fitness:	315.00446258503405	Fitness standard deviation:	49.64669212401914	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52352	Best fitness:	118.55646258503401	Average fitness:	312.2050340136054	Fitness standard deviation:	53.38218712305459	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52368	Best fitness:	118.55646258503401	Average fitness:	317.7907482993198	Fitness standard deviation:	53.09418262457224	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52384	Best fitness:	118.55646258503401	Average fitness:	319.3810340136055	Fitness standard deviation:	53.9255323298827	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52400	Best fitness:	118.55646258503401	Average fitness:	316.51017687074835	Fitness standard deviation:	51.444294069668516	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52416	Best fitness:	118.55646258503401	Average fitness:	312.1764625850341	Fitness standard deviation:	52.71399899263874	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52432	Best fitness:	118.55646258503401	Average fitness:	314.7690340136054	Fitness standard deviation:	49.32332880502049	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52448	Best fitness:	118.55646258503401	Average fitness:	313.5336054421769	Fitness standard deviation:	54.08563248050564	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52464	Best fitness:	118.55646258503401	Average fitness:	304.9113197278912	Fitness standard deviation:	52.07261494709644	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52480	Best fitness:	118.55646258503401	Average fitness:	304.5438911564627	Fitness standard deviation:	49.98789115743279	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52496	Best fitness:	118.55646258503401	Average fitness:	312.4518911564626	Fitness standard deviation:	48.8291587726942	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52512	Best fitness:	118.55646258503401	Average fitness:	317.4707482993198	Fitness standard deviation:	52.292561300312485	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52528	Best fitness:	118.55646258503401	Average fitness:	302.5010340136056	Fitness standard deviation:	49.2078996180118	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52544	Best fitness:	118.55646258503401	Average fitness:	310.71246258503413	Fitness standard deviation:	47.717850067038945	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52560	Best fitness:	118.55646258503401	Average fitness:	315.05703401360546	Fitness standard deviation:	57.141290047083274	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52576	Best fitness:	118.55646258503401	Average fitness:	317.88160544217686	Fitness standard deviation:	50.423902945377975	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52592	Best fitness:	118.55646258503401	Average fitness:	319.5478911564626	Fitness standard deviation:	52.402463020474954	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52608	Best fitness:	118.55646258503401	Average fitness:	310.8341768707483	Fitness standard deviation:	53.87839521268128	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52624	Best fitness:	118.55646258503401	Average fitness:	326.0113197278912	Fitness standard deviation:	64.65789200752792	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52640	Best fitness:	118.55646258503401	Average fitness:	308.15931972789116	Fitness standard deviation:	53.26722628331953	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52656	Best fitness:	118.55646258503401	Average fitness:	308.9450340136055	Fitness standard deviation:	55.07925866144059	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52672	Best fitness:	118.55646258503401	Average fitness:	297.66217687074834	Fitness standard deviation:	52.64148228481847	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52688	Best fitness:	118.55646258503401	Average fitness:	313.94960544217696	Fitness standard deviation:	53.29531543069375	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52704	Best fitness:	118.55646258503401	Average fitness:	321.504462585034	Fitness standard deviation:	58.14594802314435	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52720	Best fitness:	118.55646258503401	Average fitness:	325.3250340136054	Fitness standard deviation:	49.07683313968423	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52736	Best fitness:	118.55646258503401	Average fitness:	308.732462585034	Fitness standard deviation:	50.44944622094478	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52752	Best fitness:	118.55646258503401	Average fitness:	313.3358911564626	Fitness standard deviation:	53.10133894003511	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52768	Best fitness:	118.55646258503401	Average fitness:	311.820462585034	Fitness standard deviation:	52.115600722757456	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52784	Best fitness:	118.55646258503401	Average fitness:	310.48846258503403	Fitness standard deviation:	59.57734643850009	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52800	Best fitness:	118.55646258503401	Average fitness:	313.21360544217674	Fitness standard deviation:	54.317022851299306	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52816	Best fitness:	118.55646258503401	Average fitness:	315.66274829931984	Fitness standard deviation:	52.84027191451612	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52832	Best fitness:	118.55646258503401	Average fitness:	314.4867482993197	Fitness standard deviation:	56.33814096749616	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52848	Best fitness:	118.55646258503401	Average fitness:	305.2416054421768	Fitness standard deviation:	51.64446383274231	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52864	Best fitness:	118.55646258503401	Average fitness:	311.1718911564626	Fitness standard deviation:	52.51484228214313	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52880	Best fitness:	118.55646258503401	Average fitness:	311.6118911564626	Fitness standard deviation:	50.34582816269641	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52896	Best fitness:	118.55646258503401	Average fitness:	310.1701768707483	Fitness standard deviation:	47.127358920876766	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52912	Best fitness:	118.55646258503401	Average fitness:	307.7027482993197	Fitness standard deviation:	53.57735026776041	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52928	Best fitness:	118.55646258503401	Average fitness:	314.58560544217687	Fitness standard deviation:	56.786355788649644	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52944	Best fitness:	118.55646258503401	Average fitness:	316.2198911564626	Fitness standard deviation:	52.41198968299726	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52960	Best fitness:	118.55646258503401	Average fitness:	317.5496054421769	Fitness standard deviation:	47.760319815700136	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52976	Best fitness:	118.55646258503401	Average fitness:	296.0747482993198	Fitness standard deviation:	56.31570455848321	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	52992	Best fitness:	118.55646258503401	Average fitness:	307.9621768707483	Fitness standard deviation:	53.11279764302939	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	53008	Best fitness:	118.55646258503401	Average fitness:	318.5741768707483	Fitness standard deviation:	55.010175204229256	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	53024	Best fitness:	118.55646258503401	Average fitness:	321.3518911564626	Fitness standard deviation:	49.135272291742446	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
Generation:	53040	Best fitness:	118.55646258503401	Average fitness:	304.2598911564627	Fitness standard deviation:	55.95706076510263	Best genome:	A15	A10	N12	E3	N6	N5	A11	A8	A13	N9	A16	E5	A9	N3	E4	A7	N7	A6	A14	A17	A12	
