Generation:	16	Best fitness:	232.69931972789115	Average fitness:	339.20931972789106	Fitness standard deviation:	34.984200019729016	Best genome:	A16	A13	A9	N5	E4	N7	N6	A17	A12	A11	A6	E3	A7	A14	N9	N3	A15	N12	E5	A10	A8	
Generation:	49392	Best fitness:	95.52789115646259	Average fitness:	338.7496054421769	Fitness standard deviation:	40.41045906642468	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49408	Best fitness:	95.52789115646259	Average fitness:	337.43603401360554	Fitness standard deviation:	40.58555597872279	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49424	Best fitness:	95.52789115646259	Average fitness:	339.1624625850343	Fitness standard deviation:	40.564808674213054	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49440	Best fitness:	95.52789115646259	Average fitness:	336.223605442177	Fitness standard deviation:	41.753351350275956	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49456	Best fitness:	95.52789115646259	Average fitness:	339.8571768707486	Fitness standard deviation:	39.789007705441385	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49472	Best fitness:	95.52789115646259	Average fitness:	340.42460544217676	Fitness standard deviation:	43.22853769024271	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49488	Best fitness:	95.52789115646259	Average fitness:	336.65017687074857	Fitness standard deviation:	42.61732474772508	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49504	Best fitness:	95.52789115646259	Average fitness:	338.67060544217713	Fitness standard deviation:	43.877633137801645	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49520	Best fitness:	95.52789115646259	Average fitness:	336.49589115646285	Fitness standard deviation:	42.81822419179449	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49536	Best fitness:	95.52789115646259	Average fitness:	336.5467482993196	Fitness standard deviation:	45.153815075104504	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49552	Best fitness:	95.52789115646259	Average fitness:	338.42003401360574	Fitness standard deviation:	41.2402283726035	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49568	Best fitness:	95.52789115646259	Average fitness:	338.32203401360545	Fitness standard deviation:	38.964381882557774	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49584	Best fitness:	95.52789115646259	Average fitness:	334.06403401360546	Fitness standard deviation:	44.06087995800209	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49600	Best fitness:	95.52789115646259	Average fitness:	335.9108911564627	Fitness standard deviation:	42.41006071412195	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49616	Best fitness:	95.52789115646259	Average fitness:	333.50189115646265	Fitness standard deviation:	40.99442641956814	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49632	Best fitness:	95.52789115646259	Average fitness:	341.7688911564627	Fitness standard deviation:	36.908859572172744	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49648	Best fitness:	95.52789115646259	Average fitness:	338.8120340136054	Fitness standard deviation:	40.01773394613534	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49664	Best fitness:	95.52789115646259	Average fitness:	336.95574829931974	Fitness standard deviation:	37.93768203062943	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49680	Best fitness:	95.52789115646259	Average fitness:	338.85246258503406	Fitness standard deviation:	42.397561928363146	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49696	Best fitness:	95.52789115646259	Average fitness:	341.1706054421768	Fitness standard deviation:	41.21117155825689	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49712	Best fitness:	95.52789115646259	Average fitness:	338.6526054421771	Fitness standard deviation:	42.23741645020153	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49728	Best fitness:	95.52789115646259	Average fitness:	338.3548911564629	Fitness standard deviation:	37.37798863322244	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49744	Best fitness:	95.52789115646259	Average fitness:	336.8780340136056	Fitness standard deviation:	41.87103894125878	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49760	Best fitness:	95.52789115646259	Average fitness:	339.35546258503405	Fitness standard deviation:	40.1188680103087	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49776	Best fitness:	95.52789115646259	Average fitness:	334.48374829931987	Fitness standard deviation:	43.83990706431942	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49792	Best fitness:	95.52789115646259	Average fitness:	341.87117687074846	Fitness standard deviation:	40.24828783048683	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49808	Best fitness:	95.52789115646259	Average fitness:	336.4970340136055	Fitness standard deviation:	39.03245675703486	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49824	Best fitness:	95.52789115646259	Average fitness:	338.4360340136058	Fitness standard deviation:	43.69864378201864	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49840	Best fitness:	95.52789115646259	Average fitness:	339.3806054421769	Fitness standard deviation:	40.747812872068884	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49856	Best fitness:	95.52789115646259	Average fitness:	329.16174829932004	Fitness standard deviation:	36.38227366956808	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49872	Best fitness:	95.52789115646259	Average fitness:	336.3471768707485	Fitness standard deviation:	45.7106584219408	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49888	Best fitness:	95.52789115646259	Average fitness:	340.43117687074874	Fitness standard deviation:	41.064267368482334	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49904	Best fitness:	95.52789115646259	Average fitness:	340.39117687074844	Fitness standard deviation:	42.740108093175515	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49920	Best fitness:	95.52789115646259	Average fitness:	342.07703401360567	Fitness standard deviation:	41.75029064153998	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49936	Best fitness:	95.52789115646259	Average fitness:	340.00289115646274	Fitness standard deviation:	41.5869252841784	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49952	Best fitness:	95.52789115646259	Average fitness:	339.2858911564626	Fitness standard deviation:	38.558102238633296	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49968	Best fitness:	95.52789115646259	Average fitness:	334.7464625850342	Fitness standard deviation:	41.20662793428121	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	49984	Best fitness:	95.52789115646259	Average fitness:	340.0608911564625	Fitness standard deviation:	40.685688563143955	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50000	Best fitness:	95.52789115646259	Average fitness:	339.10046258503417	Fitness standard deviation:	47.22453036380174	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50016	Best fitness:	95.52789115646259	Average fitness:	341.8514625850341	Fitness standard deviation:	41.36511918517922	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50032	Best fitness:	95.52789115646259	Average fitness:	339.73203401360564	Fitness standard deviation:	42.10994205139006	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50048	Best fitness:	95.52789115646259	Average fitness:	340.7781768707485	Fitness standard deviation:	36.540391879314555	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50064	Best fitness:	95.52789115646259	Average fitness:	339.0893197278914	Fitness standard deviation:	37.94759660051084	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50080	Best fitness:	95.52789115646259	Average fitness:	344.12160544217704	Fitness standard deviation:	40.48861892594773	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50096	Best fitness:	95.52789115646259	Average fitness:	334.00646258503417	Fitness standard deviation:	40.73425352457169	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50112	Best fitness:	95.52789115646259	Average fitness:	339.578605442177	Fitness standard deviation:	40.9920469576174	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50128	Best fitness:	95.52789115646259	Average fitness:	343.47903401360554	Fitness standard deviation:	43.88040514667948	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50144	Best fitness:	95.52789115646259	Average fitness:	338.89717687074835	Fitness standard deviation:	43.22355451366673	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50160	Best fitness:	95.52789115646259	Average fitness:	341.62031972789123	Fitness standard deviation:	37.70617076954435	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50176	Best fitness:	95.52789115646259	Average fitness:	336.957462585034	Fitness standard deviation:	43.773272096342176	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50192	Best fitness:	95.52789115646259	Average fitness:	340.6994625850341	Fitness standard deviation:	42.56928848863427	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50208	Best fitness:	95.52789115646259	Average fitness:	334.6756054421769	Fitness standard deviation:	40.20087034391374	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50224	Best fitness:	95.52789115646259	Average fitness:	341.34646258503426	Fitness standard deviation:	43.5356024843285	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50240	Best fitness:	95.52789115646259	Average fitness:	341.26474829932	Fitness standard deviation:	42.072943323689245	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50256	Best fitness:	95.52789115646259	Average fitness:	338.15060544217704	Fitness standard deviation:	40.48295638328076	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50272	Best fitness:	95.52789115646259	Average fitness:	336.38074829932003	Fitness standard deviation:	40.90051032564214	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50288	Best fitness:	95.52789115646259	Average fitness:	335.4477482993199	Fitness standard deviation:	35.169329135147386	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50304	Best fitness:	95.52789115646259	Average fitness:	342.3281768707485	Fitness standard deviation:	38.463239061499245	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50320	Best fitness:	95.52789115646259	Average fitness:	344.3891768707485	Fitness standard deviation:	46.55719391550261	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50336	Best fitness:	95.52789115646259	Average fitness:	336.813462585034	Fitness standard deviation:	38.497280317138326	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50352	Best fitness:	95.52789115646259	Average fitness:	339.14303401360564	Fitness standard deviation:	41.27681316899059	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50368	Best fitness:	95.52789115646259	Average fitness:	344.0028911564628	Fitness standard deviation:	41.27436724319988	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50384	Best fitness:	95.52789115646259	Average fitness:	337.4818911564625	Fitness standard deviation:	43.098277515654	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50400	Best fitness:	95.52789115646259	Average fitness:	337.4000340136055	Fitness standard deviation:	38.269257970494344	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50416	Best fitness:	95.52789115646259	Average fitness:	336.93774829931994	Fitness standard deviation:	42.87810692949422	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50432	Best fitness:	95.52789115646259	Average fitness:	339.2937482993197	Fitness standard deviation:	41.86911605423818	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50448	Best fitness:	95.52789115646259	Average fitness:	343.2500340136058	Fitness standard deviation:	37.67854951251903	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50464	Best fitness:	95.52789115646259	Average fitness:	331.9467482993196	Fitness standard deviation:	43.94302734873223	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50480	Best fitness:	95.52789115646259	Average fitness:	341.0386054421769	Fitness standard deviation:	44.34142587321013	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50496	Best fitness:	95.52789115646259	Average fitness:	339.2748911564626	Fitness standard deviation:	38.73906201360427	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50512	Best fitness:	95.52789115646259	Average fitness:	335.0848911564627	Fitness standard deviation:	38.23166419237288	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50528	Best fitness:	95.52789115646259	Average fitness:	339.1777482993198	Fitness standard deviation:	41.530114276466016	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50544	Best fitness:	95.52789115646259	Average fitness:	339.5323197278911	Fitness standard deviation:	43.48322567475454	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50560	Best fitness:	95.52789115646259	Average fitness:	339.01946258503426	Fitness standard deviation:	42.90388872508755	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50576	Best fitness:	95.52789115646259	Average fitness:	339.30303401360544	Fitness standard deviation:	39.09483908838785	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50592	Best fitness:	95.52789115646259	Average fitness:	334.2456054421769	Fitness standard deviation:	44.47419720260645	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50608	Best fitness:	95.52789115646259	Average fitness:	339.56446258503405	Fitness standard deviation:	45.940663163676334	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50624	Best fitness:	95.52789115646259	Average fitness:	338.0313197278914	Fitness standard deviation:	40.822010225577365	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50640	Best fitness:	95.52789115646259	Average fitness:	340.391605442177	Fitness standard deviation:	39.946171813211485	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50656	Best fitness:	95.52789115646259	Average fitness:	336.0971768707483	Fitness standard deviation:	39.133299973765745	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50672	Best fitness:	95.52789115646259	Average fitness:	338.667462585034	Fitness standard deviation:	46.799173477569816	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50688	Best fitness:	95.52789115646259	Average fitness:	345.0563197278914	Fitness standard deviation:	41.728505892989084	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50704	Best fitness:	95.52789115646259	Average fitness:	337.51589115646254	Fitness standard deviation:	39.76300940855069	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50720	Best fitness:	95.52789115646259	Average fitness:	336.8943197278915	Fitness standard deviation:	40.34525371650273	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50736	Best fitness:	95.52789115646259	Average fitness:	337.1580340136054	Fitness standard deviation:	43.179919387916165	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50752	Best fitness:	95.52789115646259	Average fitness:	340.5538911564626	Fitness standard deviation:	42.794675921956774	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50768	Best fitness:	95.52789115646259	Average fitness:	340.64089115646266	Fitness standard deviation:	42.08704112906965	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50784	Best fitness:	95.52789115646259	Average fitness:	340.98889115646284	Fitness standard deviation:	43.5229330754465	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50800	Best fitness:	95.52789115646259	Average fitness:	336.68789115646274	Fitness standard deviation:	41.496272957794105	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50816	Best fitness:	95.52789115646259	Average fitness:	337.687462585034	Fitness standard deviation:	40.039976786217245	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50832	Best fitness:	95.52789115646259	Average fitness:	338.7921768707484	Fitness standard deviation:	42.71254403998137	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50848	Best fitness:	95.52789115646259	Average fitness:	337.48874829931975	Fitness standard deviation:	39.693878961628435	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50864	Best fitness:	95.52789115646259	Average fitness:	337.72589115646247	Fitness standard deviation:	42.77168093350495	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50880	Best fitness:	95.52789115646259	Average fitness:	341.7233197278916	Fitness standard deviation:	41.92306816548812	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50896	Best fitness:	95.52789115646259	Average fitness:	336.94889115646254	Fitness standard deviation:	41.14349587574628	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50912	Best fitness:	95.52789115646259	Average fitness:	337.7821768707487	Fitness standard deviation:	40.641672691754145	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50928	Best fitness:	95.52789115646259	Average fitness:	337.22074829931995	Fitness standard deviation:	45.23887056729071	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50944	Best fitness:	95.52789115646259	Average fitness:	337.6370340136056	Fitness standard deviation:	41.3951759744923	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50960	Best fitness:	95.52789115646259	Average fitness:	340.1454625850339	Fitness standard deviation:	40.83694732414634	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50976	Best fitness:	95.52789115646259	Average fitness:	342.2478911564626	Fitness standard deviation:	45.90748238332734	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	50992	Best fitness:	95.52789115646259	Average fitness:	338.3610340136056	Fitness standard deviation:	44.124067239028236	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51008	Best fitness:	95.52789115646259	Average fitness:	340.32503401360555	Fitness standard deviation:	40.840544280688235	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51024	Best fitness:	95.52789115646259	Average fitness:	344.80889115646295	Fitness standard deviation:	39.16267212511924	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51040	Best fitness:	95.52789115646259	Average fitness:	344.24946258503405	Fitness standard deviation:	38.84787126755348	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51056	Best fitness:	95.52789115646259	Average fitness:	339.68874829931985	Fitness standard deviation:	42.77458078946287	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51072	Best fitness:	95.52789115646259	Average fitness:	343.0936054421771	Fitness standard deviation:	42.89229387045402	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51088	Best fitness:	95.52789115646259	Average fitness:	340.4063197278913	Fitness standard deviation:	39.814258342037846	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51104	Best fitness:	95.52789115646259	Average fitness:	337.6750340136057	Fitness standard deviation:	42.74400884143571	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
Generation:	51120	Best fitness:	95.52789115646259	Average fitness:	338.5076054421772	Fitness standard deviation:	38.894621063502726	Best genome:	A9	N3	E4	N5	A11	N12	A8	A13	N9	A16	E5	A15	A12	A10	E3	N6	N7	A6	A14	A17	A7	
