Generation:	16	Best fitness:	251.4421768707483	Average fitness:	322.5007482993197	Fitness standard deviation:	33.47061394655294	Best genome:	A14	N12	E3	A15	A13	N9	N7	A8	E5	A10	A17	N6	A11	A6	A12	A16	A9	E4	N5	N3	A7	
Generation:	55680	Best fitness:	95.75646258503401	Average fitness:	259.7207482993198	Fitness standard deviation:	69.63417169283295	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55696	Best fitness:	95.75646258503401	Average fitness:	244.5321768707482	Fitness standard deviation:	59.32047192829739	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55712	Best fitness:	95.75646258503401	Average fitness:	257.70217687074825	Fitness standard deviation:	66.72476448754516	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55728	Best fitness:	95.75646258503401	Average fitness:	261.9093197278911	Fitness standard deviation:	68.9106118867932	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55744	Best fitness:	95.75646258503401	Average fitness:	265.5293197278912	Fitness standard deviation:	56.0831121403488	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55760	Best fitness:	95.75646258503401	Average fitness:	274.8778911564626	Fitness standard deviation:	70.05055659730219	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55776	Best fitness:	95.75646258503401	Average fitness:	251.90789115646257	Fitness standard deviation:	62.16829896272187	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55792	Best fitness:	95.75646258503401	Average fitness:	258.14360544217675	Fitness standard deviation:	60.4822500357564	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55808	Best fitness:	95.75646258503401	Average fitness:	244.3707482993197	Fitness standard deviation:	77.46050343134064	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55824	Best fitness:	95.75646258503401	Average fitness:	259.54931972789115	Fitness standard deviation:	59.451420658949324	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55840	Best fitness:	95.75646258503401	Average fitness:	252.936462585034	Fitness standard deviation:	59.458461645290576	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55856	Best fitness:	95.75646258503401	Average fitness:	269.386462585034	Fitness standard deviation:	65.25813263885357	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55872	Best fitness:	95.75646258503401	Average fitness:	242.64360544217683	Fitness standard deviation:	75.5459592376909	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55888	Best fitness:	95.75646258503401	Average fitness:	256.1707482993197	Fitness standard deviation:	66.9290153972163	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55904	Best fitness:	95.75646258503401	Average fitness:	244.56217687074832	Fitness standard deviation:	62.571753815201674	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55920	Best fitness:	95.75646258503401	Average fitness:	255.73789115646258	Fitness standard deviation:	63.29367333054284	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55936	Best fitness:	95.75646258503401	Average fitness:	251.86646258503407	Fitness standard deviation:	68.87186166041565	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55952	Best fitness:	95.75646258503401	Average fitness:	262.0850340136054	Fitness standard deviation:	59.8907260034848	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55968	Best fitness:	95.75646258503401	Average fitness:	274.1950340136054	Fitness standard deviation:	56.92815470361905	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	55984	Best fitness:	95.75646258503401	Average fitness:	262.94789115646256	Fitness standard deviation:	66.29658229871127	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56000	Best fitness:	95.75646258503401	Average fitness:	264.55789115646263	Fitness standard deviation:	60.34528233424714	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56016	Best fitness:	95.75646258503401	Average fitness:	252.66503401360538	Fitness standard deviation:	55.30013514394676	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56032	Best fitness:	95.75646258503401	Average fitness:	259.5407482993197	Fitness standard deviation:	67.6637982217664	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56048	Best fitness:	95.75646258503401	Average fitness:	243.37503401360541	Fitness standard deviation:	57.551391958201414	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56064	Best fitness:	95.75646258503401	Average fitness:	252.12503401360541	Fitness standard deviation:	54.353481686351714	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56080	Best fitness:	95.75646258503401	Average fitness:	259.8878911564626	Fitness standard deviation:	55.18860825960964	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56096	Best fitness:	95.75646258503401	Average fitness:	286.3621768707483	Fitness standard deviation:	69.38534609743779	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56112	Best fitness:	95.75646258503401	Average fitness:	244.83646258503398	Fitness standard deviation:	64.83272265245854	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56128	Best fitness:	95.75646258503401	Average fitness:	256.59360544217685	Fitness standard deviation:	52.60700279294709	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56144	Best fitness:	95.75646258503401	Average fitness:	272.2193197278911	Fitness standard deviation:	59.74331392870398	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56160	Best fitness:	95.75646258503401	Average fitness:	254.42217687074822	Fitness standard deviation:	59.4667357539027	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56176	Best fitness:	95.75646258503401	Average fitness:	264.77789115646254	Fitness standard deviation:	72.69068147616578	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56192	Best fitness:	95.75646258503401	Average fitness:	267.0978911564626	Fitness standard deviation:	69.47779411805044	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56208	Best fitness:	95.75646258503401	Average fitness:	256.2493197278912	Fitness standard deviation:	63.08870391143323	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56224	Best fitness:	95.75646258503401	Average fitness:	259.7293197278911	Fitness standard deviation:	60.97634702012222	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56240	Best fitness:	95.75646258503401	Average fitness:	255.73931972789114	Fitness standard deviation:	63.894609909680206	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56256	Best fitness:	95.75646258503401	Average fitness:	255.09074829931973	Fitness standard deviation:	67.74652824902483	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56272	Best fitness:	95.75646258503401	Average fitness:	249.42646258503402	Fitness standard deviation:	59.91680046156521	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56288	Best fitness:	95.75646258503401	Average fitness:	237.39217687074824	Fitness standard deviation:	54.517533502385035	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56304	Best fitness:	95.75646258503401	Average fitness:	252.42360544217686	Fitness standard deviation:	58.535127618432014	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56320	Best fitness:	95.75646258503401	Average fitness:	232.56217687074826	Fitness standard deviation:	73.37287303874085	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56336	Best fitness:	95.75646258503401	Average fitness:	249.8050340136054	Fitness standard deviation:	71.00034958235295	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56352	Best fitness:	95.75646258503401	Average fitness:	265.54360544217684	Fitness standard deviation:	61.13572420008933	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56368	Best fitness:	95.75646258503401	Average fitness:	276.40646258503403	Fitness standard deviation:	71.65106825185968	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56384	Best fitness:	95.75646258503401	Average fitness:	248.21503401360536	Fitness standard deviation:	75.94562795923443	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56400	Best fitness:	95.75646258503401	Average fitness:	229.59646258503403	Fitness standard deviation:	60.74392782284447	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56416	Best fitness:	95.75646258503401	Average fitness:	261.78789115646254	Fitness standard deviation:	57.48189557040849	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56432	Best fitness:	95.75646258503401	Average fitness:	263.86789115646263	Fitness standard deviation:	55.44108835106884	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56448	Best fitness:	95.75646258503401	Average fitness:	261.7493197278911	Fitness standard deviation:	56.31289689887085	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56464	Best fitness:	95.75646258503401	Average fitness:	268.176462585034	Fitness standard deviation:	72.04431691674229	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56480	Best fitness:	95.75646258503401	Average fitness:	232.41217687074828	Fitness standard deviation:	60.755619862675736	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56496	Best fitness:	95.75646258503401	Average fitness:	246.61646258503401	Fitness standard deviation:	68.35021574096702	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56512	Best fitness:	95.75646258503401	Average fitness:	267.396462585034	Fitness standard deviation:	77.42244171835873	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56528	Best fitness:	95.75646258503401	Average fitness:	282.59360544217685	Fitness standard deviation:	75.96070632980218	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56544	Best fitness:	95.75646258503401	Average fitness:	256.3007482993197	Fitness standard deviation:	57.37522360456183	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56560	Best fitness:	95.75646258503401	Average fitness:	254.8036054421769	Fitness standard deviation:	62.96398923842363	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56576	Best fitness:	95.75646258503401	Average fitness:	259.17217687074833	Fitness standard deviation:	68.19515062955544	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56592	Best fitness:	95.75646258503401	Average fitness:	260.766462585034	Fitness standard deviation:	65.29892412464952	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56608	Best fitness:	95.75646258503401	Average fitness:	264.9707482993197	Fitness standard deviation:	60.844560402818644	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56624	Best fitness:	95.75646258503401	Average fitness:	264.39360544217686	Fitness standard deviation:	66.82563549405029	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56640	Best fitness:	95.75646258503401	Average fitness:	278.52217687074824	Fitness standard deviation:	54.24302426702123	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56656	Best fitness:	95.75646258503401	Average fitness:	269.4436054421768	Fitness standard deviation:	72.23998297907002	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56672	Best fitness:	95.75646258503401	Average fitness:	264.4436054421769	Fitness standard deviation:	61.638618609453225	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56688	Best fitness:	95.75646258503401	Average fitness:	266.1378911564626	Fitness standard deviation:	60.62698548821107	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56704	Best fitness:	95.75646258503401	Average fitness:	263.1707482993197	Fitness standard deviation:	65.1294174732752	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56720	Best fitness:	95.75646258503401	Average fitness:	258.04217687074834	Fitness standard deviation:	54.34561206776871	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56736	Best fitness:	95.75646258503401	Average fitness:	267.7693197278911	Fitness standard deviation:	57.4392978433293	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56752	Best fitness:	95.75646258503401	Average fitness:	270.0093197278912	Fitness standard deviation:	57.07997845844309	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56768	Best fitness:	95.75646258503401	Average fitness:	278.69503401360544	Fitness standard deviation:	69.04759392281973	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56784	Best fitness:	95.75646258503401	Average fitness:	255.2821768707483	Fitness standard deviation:	62.86984248332066	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56800	Best fitness:	95.75646258503401	Average fitness:	260.52074829931973	Fitness standard deviation:	71.87167355212813	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56816	Best fitness:	95.75646258503401	Average fitness:	278.13646258503394	Fitness standard deviation:	56.76701190670798	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56832	Best fitness:	95.75646258503401	Average fitness:	252.15503401360542	Fitness standard deviation:	55.6305520778807	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56848	Best fitness:	95.75646258503401	Average fitness:	266.7178911564625	Fitness standard deviation:	65.24581730279884	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56864	Best fitness:	95.75646258503401	Average fitness:	256.9278911564626	Fitness standard deviation:	71.7167455468856	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56880	Best fitness:	95.75646258503401	Average fitness:	260.2364625850339	Fitness standard deviation:	70.9070242627338	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56896	Best fitness:	95.75646258503401	Average fitness:	240.47789115646256	Fitness standard deviation:	54.097918685680035	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56912	Best fitness:	95.75646258503401	Average fitness:	263.6921768707483	Fitness standard deviation:	53.25893917494806	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56928	Best fitness:	95.75646258503401	Average fitness:	268.7593197278911	Fitness standard deviation:	56.93394805225022	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56944	Best fitness:	95.75646258503401	Average fitness:	258.7478911564626	Fitness standard deviation:	70.37366454309802	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56960	Best fitness:	95.75646258503401	Average fitness:	272.17931972789114	Fitness standard deviation:	73.35726476551282	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56976	Best fitness:	95.75646258503401	Average fitness:	241.9778911564626	Fitness standard deviation:	66.28151025769417	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	56992	Best fitness:	95.75646258503401	Average fitness:	252.0807482993197	Fitness standard deviation:	75.61332528876434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57008	Best fitness:	95.75646258503401	Average fitness:	252.93074829931965	Fitness standard deviation:	62.40783303792719	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57024	Best fitness:	95.75646258503401	Average fitness:	271.8050340136054	Fitness standard deviation:	69.28604306254836	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57040	Best fitness:	95.75646258503401	Average fitness:	257.7550340136054	Fitness standard deviation:	70.92498219950429	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57056	Best fitness:	95.75646258503401	Average fitness:	241.4278911564626	Fitness standard deviation:	57.0948223107304	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57072	Best fitness:	95.75646258503401	Average fitness:	269.26360544217675	Fitness standard deviation:	62.120154720098526	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57088	Best fitness:	95.75646258503401	Average fitness:	250.82789115646256	Fitness standard deviation:	58.868543625364374	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57104	Best fitness:	95.75646258503401	Average fitness:	281.5607482993197	Fitness standard deviation:	68.52659681779456	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57120	Best fitness:	95.75646258503401	Average fitness:	255.61217687074827	Fitness standard deviation:	61.28596701579591	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57136	Best fitness:	95.75646258503401	Average fitness:	248.23789115646255	Fitness standard deviation:	46.07833815296267	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57152	Best fitness:	95.75646258503401	Average fitness:	251.8307482993197	Fitness standard deviation:	60.08353260083762	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57168	Best fitness:	95.75646258503401	Average fitness:	271.106462585034	Fitness standard deviation:	71.63539364342866	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57184	Best fitness:	95.75646258503401	Average fitness:	269.69789115646256	Fitness standard deviation:	66.88610024603355	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57200	Best fitness:	95.75646258503401	Average fitness:	259.84931972789116	Fitness standard deviation:	70.56716174203501	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57216	Best fitness:	95.75646258503401	Average fitness:	271.956462585034	Fitness standard deviation:	51.63917908261643	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57232	Best fitness:	95.75646258503401	Average fitness:	267.7978911564626	Fitness standard deviation:	61.891563155214605	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57248	Best fitness:	95.75646258503401	Average fitness:	241.1807482993197	Fitness standard deviation:	56.45425113690352	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57264	Best fitness:	95.75646258503401	Average fitness:	249.14931972789117	Fitness standard deviation:	66.88305229034833	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57280	Best fitness:	95.75646258503401	Average fitness:	250.78074829931975	Fitness standard deviation:	67.60365964915792	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57296	Best fitness:	95.75646258503401	Average fitness:	264.87931972789113	Fitness standard deviation:	62.89148483941306	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57312	Best fitness:	95.75646258503401	Average fitness:	259.1564625850339	Fitness standard deviation:	65.00835613478424	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57328	Best fitness:	95.75646258503401	Average fitness:	260.7978911564626	Fitness standard deviation:	53.965011699758776	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57344	Best fitness:	95.75646258503401	Average fitness:	255.20217687074825	Fitness standard deviation:	65.616665628202	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57360	Best fitness:	95.75646258503401	Average fitness:	255.9850340136054	Fitness standard deviation:	70.45239990987692	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57376	Best fitness:	95.75646258503401	Average fitness:	253.0536054421769	Fitness standard deviation:	73.85174470463355	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57392	Best fitness:	95.75646258503401	Average fitness:	255.7421768707483	Fitness standard deviation:	56.26808171964069	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	57408	Best fitness:	95.75646258503401	Average fitness:	247.70360544217684	Fitness standard deviation:	48.470586304837425	Best genome:	A9	N3	E4	A11	E3	N6	N7	A10	N12	A15	A17	N5	A7	A6	A14	A12	N9	A13	A16	E5	A8	
