Generation:	16	Best fitness:	236.69931972789115	Average fitness:	274.65360544217685	Fitness standard deviation:	25.026288871781965	Best genome:	A10	N6	E3	A12	E5	A9	A6	N7	E4	N5	A7	A11	N12	A8	N9	A15	A14	A17	A13	A16	N3	
Generation:	53824	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53840	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53856	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53872	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53888	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53904	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53920	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53936	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53952	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53968	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	53984	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54000	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54016	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54032	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54048	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54064	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54080	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54096	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54112	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54128	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54144	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54160	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54176	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54192	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54208	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54224	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54240	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54256	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54272	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54288	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54304	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54320	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54336	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54352	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54368	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54384	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54400	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54416	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54432	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54448	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54464	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54480	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54496	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54512	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54528	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54544	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54560	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54576	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54592	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54608	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54624	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54640	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54656	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54672	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54688	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54704	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54720	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54736	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54752	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54768	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54784	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54800	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54816	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54832	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54848	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54864	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54880	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54896	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54912	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54928	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54944	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54960	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54976	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	54992	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55008	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55024	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55040	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55056	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55072	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55088	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55104	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55120	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55136	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55152	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55168	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55184	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55200	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55216	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55232	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55248	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55264	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55280	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55296	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55312	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55328	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55344	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55360	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55376	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55392	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55408	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55424	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55440	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55456	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55472	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
Generation:	55488	Best fitness:	95.32789115646258	Average fitness:	95.32789115646257	Fitness standard deviation:	1.4210854715202004E-14	Best genome:	A13	N9	A16	E5	A15	A14	A17	N5	A7	N7	A10	N12	A8	A9	N3	E4	A11	E3	N6	A6	A12	
