Generation:	16	Best fitness:	239.81360544217688	Average fitness:	335.61874829931963	Fitness standard deviation:	35.95893516845263	Best genome:	A17	A9	N5	A10	A12	A14	A6	N12	A7	A11	E3	E4	N3	A16	E5	N6	N7	A15	N9	A13	A8	
Generation:	57472	Best fitness:	109.4421768707483	Average fitness:	301.03246258503407	Fitness standard deviation:	53.437470186362376	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57488	Best fitness:	109.4421768707483	Average fitness:	307.5730340136055	Fitness standard deviation:	57.99969460581104	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57504	Best fitness:	109.4421768707483	Average fitness:	311.95246258503414	Fitness standard deviation:	51.38951088401172	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57520	Best fitness:	109.4421768707483	Average fitness:	320.232462585034	Fitness standard deviation:	51.40580181978192	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57536	Best fitness:	109.4421768707483	Average fitness:	316.3210340136054	Fitness standard deviation:	49.862583595071676	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57552	Best fitness:	109.4421768707483	Average fitness:	312.31360544217694	Fitness standard deviation:	51.84827259830911	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57568	Best fitness:	109.4421768707483	Average fitness:	309.4307482993199	Fitness standard deviation:	54.211589091602306	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57584	Best fitness:	109.4421768707483	Average fitness:	315.9467482993197	Fitness standard deviation:	63.907605656405984	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57600	Best fitness:	109.4421768707483	Average fitness:	309.01589115646266	Fitness standard deviation:	63.963241188568134	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57616	Best fitness:	109.4421768707483	Average fitness:	311.1833197278911	Fitness standard deviation:	48.9839695260665	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57632	Best fitness:	109.4421768707483	Average fitness:	304.3616054421769	Fitness standard deviation:	61.14855505893755	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57648	Best fitness:	109.4421768707483	Average fitness:	315.6947482993197	Fitness standard deviation:	46.432229960470785	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57664	Best fitness:	109.4421768707483	Average fitness:	312.1124625850339	Fitness standard deviation:	50.685667646942626	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57680	Best fitness:	109.4421768707483	Average fitness:	320.2861768707483	Fitness standard deviation:	59.94383744534104	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57696	Best fitness:	109.4421768707483	Average fitness:	312.5393197278912	Fitness standard deviation:	50.10165437815973	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57712	Best fitness:	109.4421768707483	Average fitness:	309.0713197278912	Fitness standard deviation:	50.09890315797994	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57728	Best fitness:	109.4421768707483	Average fitness:	322.0484625850341	Fitness standard deviation:	55.35084160708168	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57744	Best fitness:	109.4421768707483	Average fitness:	317.10274829931967	Fitness standard deviation:	54.76393111812011	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57760	Best fitness:	109.4421768707483	Average fitness:	304.5901768707483	Fitness standard deviation:	51.40573705455889	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57776	Best fitness:	109.4421768707483	Average fitness:	305.7290340136055	Fitness standard deviation:	53.8068569972115	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57792	Best fitness:	109.4421768707483	Average fitness:	321.05760544217685	Fitness standard deviation:	51.25635935378244	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57808	Best fitness:	109.4421768707483	Average fitness:	315.76446258503404	Fitness standard deviation:	49.06980185783663	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57824	Best fitness:	109.4421768707483	Average fitness:	316.28789115646265	Fitness standard deviation:	57.42600193256695	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57840	Best fitness:	109.4421768707483	Average fitness:	312.8987482993198	Fitness standard deviation:	59.145687852202734	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57856	Best fitness:	109.4421768707483	Average fitness:	319.4576054421769	Fitness standard deviation:	46.817695663769115	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57872	Best fitness:	109.4421768707483	Average fitness:	314.0478911564626	Fitness standard deviation:	52.86441278190376	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57888	Best fitness:	109.4421768707483	Average fitness:	324.4976054421769	Fitness standard deviation:	53.21348130858938	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57904	Best fitness:	109.4421768707483	Average fitness:	323.6416054421768	Fitness standard deviation:	52.6116164685003	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57920	Best fitness:	109.4421768707483	Average fitness:	311.4598911564626	Fitness standard deviation:	59.91106521489727	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57936	Best fitness:	109.4421768707483	Average fitness:	308.8918911564626	Fitness standard deviation:	54.58729786015671	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57952	Best fitness:	109.4421768707483	Average fitness:	302.3358911564626	Fitness standard deviation:	59.57594995928324	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57968	Best fitness:	109.4421768707483	Average fitness:	309.61303401360544	Fitness standard deviation:	56.11903281928002	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	57984	Best fitness:	109.4421768707483	Average fitness:	324.2541768707482	Fitness standard deviation:	56.27910855798653	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58000	Best fitness:	109.4421768707483	Average fitness:	322.38103401360536	Fitness standard deviation:	46.09987631485466	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58016	Best fitness:	109.4421768707483	Average fitness:	319.97360544217685	Fitness standard deviation:	55.25480361424678	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58032	Best fitness:	109.4421768707483	Average fitness:	317.55303401360544	Fitness standard deviation:	55.90996775501974	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58048	Best fitness:	109.4421768707483	Average fitness:	308.7067482993198	Fitness standard deviation:	53.952790190185	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58064	Best fitness:	109.4421768707483	Average fitness:	301.78731972789114	Fitness standard deviation:	53.894416458365654	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58080	Best fitness:	109.4421768707483	Average fitness:	312.83246258503385	Fitness standard deviation:	49.97336649350209	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58096	Best fitness:	109.4421768707483	Average fitness:	322.51246258503403	Fitness standard deviation:	50.28875776828804	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58112	Best fitness:	109.4421768707483	Average fitness:	314.58503401360554	Fitness standard deviation:	56.50069488465588	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58128	Best fitness:	109.4421768707483	Average fitness:	304.5067482993197	Fitness standard deviation:	55.00707036112982	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58144	Best fitness:	109.4421768707483	Average fitness:	306.5593197278911	Fitness standard deviation:	63.60843898575158	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58160	Best fitness:	109.4421768707483	Average fitness:	306.0541768707483	Fitness standard deviation:	54.035245969833504	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58176	Best fitness:	109.4421768707483	Average fitness:	311.2621768707483	Fitness standard deviation:	52.77247899024178	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58192	Best fitness:	109.4421768707483	Average fitness:	319.7964625850341	Fitness standard deviation:	51.902399771502054	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58208	Best fitness:	109.4421768707483	Average fitness:	308.2484625850341	Fitness standard deviation:	56.113484803711195	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58224	Best fitness:	109.4421768707483	Average fitness:	312.1741768707483	Fitness standard deviation:	53.314336208826184	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58240	Best fitness:	109.4421768707483	Average fitness:	302.6747482993198	Fitness standard deviation:	49.89601693972155	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58256	Best fitness:	109.4421768707483	Average fitness:	312.42617687074835	Fitness standard deviation:	59.75368820586794	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58272	Best fitness:	109.4421768707483	Average fitness:	315.2416054421769	Fitness standard deviation:	62.622026636652635	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58288	Best fitness:	109.4421768707483	Average fitness:	310.4141768707483	Fitness standard deviation:	53.826767179346675	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58304	Best fitness:	109.4421768707483	Average fitness:	309.30389115646256	Fitness standard deviation:	48.27092397656192	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58320	Best fitness:	109.4421768707483	Average fitness:	312.5318911564627	Fitness standard deviation:	45.89852267775075	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58336	Best fitness:	109.4421768707483	Average fitness:	313.23417687074834	Fitness standard deviation:	52.60327545943527	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58352	Best fitness:	109.4421768707483	Average fitness:	313.99589115646256	Fitness standard deviation:	53.199737574924335	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58368	Best fitness:	109.4421768707483	Average fitness:	320.20846258503406	Fitness standard deviation:	54.65168629024494	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58384	Best fitness:	109.4421768707483	Average fitness:	313.7021768707483	Fitness standard deviation:	53.0921995884787	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58400	Best fitness:	109.4421768707483	Average fitness:	315.30103401360554	Fitness standard deviation:	52.977218487703546	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58416	Best fitness:	109.4421768707483	Average fitness:	310.0370340136054	Fitness standard deviation:	54.4609405631266	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58432	Best fitness:	109.4421768707483	Average fitness:	306.08903401360544	Fitness standard deviation:	52.17220082670502	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58448	Best fitness:	109.4421768707483	Average fitness:	315.7833197278911	Fitness standard deviation:	51.92456236361613	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58464	Best fitness:	109.4421768707483	Average fitness:	313.30331972789116	Fitness standard deviation:	53.27340800367976	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58480	Best fitness:	109.4421768707483	Average fitness:	315.65646258503403	Fitness standard deviation:	52.57382548883629	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58496	Best fitness:	109.4421768707483	Average fitness:	320.5113197278912	Fitness standard deviation:	58.13771408352019	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58512	Best fitness:	109.4421768707483	Average fitness:	307.5981768707483	Fitness standard deviation:	53.08877346559847	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58528	Best fitness:	109.4421768707483	Average fitness:	301.5318911564627	Fitness standard deviation:	55.97845095887436	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58544	Best fitness:	109.4421768707483	Average fitness:	305.22389115646257	Fitness standard deviation:	48.407506505095014	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58560	Best fitness:	109.4421768707483	Average fitness:	314.36046258503404	Fitness standard deviation:	50.89244393135509	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58576	Best fitness:	109.4421768707483	Average fitness:	311.71017687074834	Fitness standard deviation:	53.7574555672162	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58592	Best fitness:	109.4421768707483	Average fitness:	315.4221768707484	Fitness standard deviation:	58.54669059470259	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58608	Best fitness:	109.4421768707483	Average fitness:	313.1764625850341	Fitness standard deviation:	56.058772147576306	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58624	Best fitness:	109.4421768707483	Average fitness:	311.3193197278912	Fitness standard deviation:	51.15991136243538	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58640	Best fitness:	109.4421768707483	Average fitness:	312.14560544217693	Fitness standard deviation:	52.16072081948411	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58656	Best fitness:	109.4421768707483	Average fitness:	319.4958911564626	Fitness standard deviation:	55.039258609150046	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58672	Best fitness:	109.4421768707483	Average fitness:	316.89589115646254	Fitness standard deviation:	48.5879614349909	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58688	Best fitness:	109.4421768707483	Average fitness:	316.55131972789127	Fitness standard deviation:	52.310696198925946	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58704	Best fitness:	109.4421768707483	Average fitness:	314.54503401360546	Fitness standard deviation:	49.09631417230954	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58720	Best fitness:	109.4421768707483	Average fitness:	303.7941768707484	Fitness standard deviation:	48.67829636312601	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58736	Best fitness:	109.4421768707483	Average fitness:	313.348462585034	Fitness standard deviation:	49.29194396736279	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58752	Best fitness:	109.4421768707483	Average fitness:	317.3398911564627	Fitness standard deviation:	55.38115795105769	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58768	Best fitness:	109.4421768707483	Average fitness:	308.0587482993198	Fitness standard deviation:	56.9972820232756	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58784	Best fitness:	109.4421768707483	Average fitness:	310.0016054421769	Fitness standard deviation:	52.39410843651357	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58800	Best fitness:	109.4421768707483	Average fitness:	310.29703401360547	Fitness standard deviation:	65.17241430706895	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58816	Best fitness:	109.4421768707483	Average fitness:	309.0090340136055	Fitness standard deviation:	50.15240913821934	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58832	Best fitness:	109.4421768707483	Average fitness:	307.8787482993198	Fitness standard deviation:	54.26899623474283	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58848	Best fitness:	109.4421768707483	Average fitness:	317.92731972789124	Fitness standard deviation:	47.818323698202995	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58864	Best fitness:	109.4421768707483	Average fitness:	311.540462585034	Fitness standard deviation:	49.6933095845848	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58880	Best fitness:	109.4421768707483	Average fitness:	300.49531972789123	Fitness standard deviation:	52.207752965572894	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58896	Best fitness:	109.4421768707483	Average fitness:	315.0256054421769	Fitness standard deviation:	61.30163285503802	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58912	Best fitness:	109.4421768707483	Average fitness:	312.72903401360554	Fitness standard deviation:	58.25604341707601	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58928	Best fitness:	109.4421768707483	Average fitness:	315.28960544217693	Fitness standard deviation:	54.568693307666095	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58944	Best fitness:	109.4421768707483	Average fitness:	315.44389115646254	Fitness standard deviation:	53.86768897426891	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58960	Best fitness:	109.4421768707483	Average fitness:	308.91246258503406	Fitness standard deviation:	62.09727910434776	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58976	Best fitness:	109.4421768707483	Average fitness:	316.6256054421769	Fitness standard deviation:	53.01894096356471	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	58992	Best fitness:	109.4421768707483	Average fitness:	320.9787482993199	Fitness standard deviation:	42.97447796551069	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59008	Best fitness:	109.4421768707483	Average fitness:	322.9496054421769	Fitness standard deviation:	56.19768505944721	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59024	Best fitness:	109.4421768707483	Average fitness:	319.3021768707484	Fitness standard deviation:	51.32244009342168	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59040	Best fitness:	109.4421768707483	Average fitness:	315.92446258503406	Fitness standard deviation:	57.11694259238707	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59056	Best fitness:	109.4421768707483	Average fitness:	316.53246258503407	Fitness standard deviation:	53.16028173939868	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59072	Best fitness:	109.4421768707483	Average fitness:	308.8810340136054	Fitness standard deviation:	49.63141558097481	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59088	Best fitness:	109.4421768707483	Average fitness:	317.0747482993197	Fitness standard deviation:	58.73726321614286	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59104	Best fitness:	109.4421768707483	Average fitness:	318.75589115646255	Fitness standard deviation:	51.43331866661167	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59120	Best fitness:	109.4421768707483	Average fitness:	312.49760544217685	Fitness standard deviation:	61.64352541534798	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59136	Best fitness:	109.4421768707483	Average fitness:	315.04389115646256	Fitness standard deviation:	55.97564117743083	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59152	Best fitness:	109.4421768707483	Average fitness:	315.69817687074834	Fitness standard deviation:	58.44866101292724	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59168	Best fitness:	109.4421768707483	Average fitness:	314.41360544217684	Fitness standard deviation:	54.36542568769311	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59184	Best fitness:	109.4421768707483	Average fitness:	320.9450340136054	Fitness standard deviation:	53.62524260922238	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
Generation:	59200	Best fitness:	109.4421768707483	Average fitness:	306.0501768707484	Fitness standard deviation:	54.34604378218814	Best genome:	A16	E5	A6	A14	A17	N9	A9	N3	E4	N5	A7	A12	A11	N12	A15	N7	A10	E3	N6	A8	A13	
