Generation:	16	Best fitness:	245.35646258503402	Average fitness:	311.9336054421768	Fitness standard deviation:	42.296409458265174	Best genome:	E5	E3	N9	A8	A9	A16	E4	N5	N12	N3	A7	A14	A11	A10	A15	A17	A12	N7	N6	A6	A13	
Generation:	39920	Best fitness:	95.41360544217687	Average fitness:	253.12789115646265	Fitness standard deviation:	59.01102837087111	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	39936	Best fitness:	95.41360544217687	Average fitness:	241.0636054421769	Fitness standard deviation:	56.1964185618948	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	39952	Best fitness:	95.41360544217687	Average fitness:	259.7478911564626	Fitness standard deviation:	71.45796886482091	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	39968	Best fitness:	95.41360544217687	Average fitness:	265.7378911564626	Fitness standard deviation:	55.9498873993505	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	39984	Best fitness:	95.41360544217687	Average fitness:	244.60217687074828	Fitness standard deviation:	59.141238349136614	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40000	Best fitness:	95.41360544217687	Average fitness:	239.20931972789117	Fitness standard deviation:	55.199982457110494	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40016	Best fitness:	95.41360544217687	Average fitness:	228.2278911564626	Fitness standard deviation:	68.29817549181094	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40032	Best fitness:	95.41360544217687	Average fitness:	259.92074829931977	Fitness standard deviation:	60.91184052650627	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40048	Best fitness:	95.41360544217687	Average fitness:	264.5678911564627	Fitness standard deviation:	56.24260597207967	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40064	Best fitness:	95.41360544217687	Average fitness:	267.2021768707483	Fitness standard deviation:	80.9975007928879	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40080	Best fitness:	95.41360544217687	Average fitness:	235.95217687074827	Fitness standard deviation:	61.47918199169006	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40096	Best fitness:	95.41360544217687	Average fitness:	264.1378911564626	Fitness standard deviation:	63.97819990641583	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40112	Best fitness:	95.41360544217687	Average fitness:	260.2750340136054	Fitness standard deviation:	67.32182002159783	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40128	Best fitness:	95.41360544217687	Average fitness:	257.36789115646263	Fitness standard deviation:	57.591764150433725	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40144	Best fitness:	95.41360544217687	Average fitness:	234.90503401360547	Fitness standard deviation:	53.554610388626216	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40160	Best fitness:	95.41360544217687	Average fitness:	247.8664625850341	Fitness standard deviation:	77.32888959054127	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40176	Best fitness:	95.41360544217687	Average fitness:	251.62217687074835	Fitness standard deviation:	68.076193267514	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40192	Best fitness:	95.41360544217687	Average fitness:	251.52789115646254	Fitness standard deviation:	68.57446302809696	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40208	Best fitness:	95.41360544217687	Average fitness:	260.1293197278912	Fitness standard deviation:	65.21182719509129	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40224	Best fitness:	95.41360544217687	Average fitness:	254.92931972789114	Fitness standard deviation:	50.08333013231905	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40240	Best fitness:	95.41360544217687	Average fitness:	273.5164625850341	Fitness standard deviation:	68.81420854706667	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40256	Best fitness:	95.41360544217687	Average fitness:	250.0793197278912	Fitness standard deviation:	52.25788103829168	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40272	Best fitness:	95.41360544217687	Average fitness:	266.8293197278912	Fitness standard deviation:	74.10338364303576	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40288	Best fitness:	95.41360544217687	Average fitness:	267.51789115646255	Fitness standard deviation:	62.31982373701201	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40304	Best fitness:	95.41360544217687	Average fitness:	250.60931972789118	Fitness standard deviation:	57.03614985073868	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40320	Best fitness:	95.41360544217687	Average fitness:	257.05789115646263	Fitness standard deviation:	67.71389901939014	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40336	Best fitness:	95.41360544217687	Average fitness:	219.0021768707483	Fitness standard deviation:	62.33507113878632	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40352	Best fitness:	95.41360544217687	Average fitness:	264.3221768707483	Fitness standard deviation:	56.95236362477838	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40368	Best fitness:	95.41360544217687	Average fitness:	250.236462585034	Fitness standard deviation:	77.56397312238853	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40384	Best fitness:	95.41360544217687	Average fitness:	281.4707482993198	Fitness standard deviation:	63.91820283034579	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40400	Best fitness:	95.41360544217687	Average fitness:	243.3578911564626	Fitness standard deviation:	50.656345554115525	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40416	Best fitness:	95.41360544217687	Average fitness:	271.44646258503406	Fitness standard deviation:	66.0684872086596	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40432	Best fitness:	95.41360544217687	Average fitness:	243.77074829931976	Fitness standard deviation:	58.08380398798177	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40448	Best fitness:	95.41360544217687	Average fitness:	243.79503401360543	Fitness standard deviation:	58.480335627474304	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40464	Best fitness:	95.41360544217687	Average fitness:	243.69931972789112	Fitness standard deviation:	72.30513798888593	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40480	Best fitness:	95.41360544217687	Average fitness:	235.70503401360548	Fitness standard deviation:	77.1429987300288	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40496	Best fitness:	95.41360544217687	Average fitness:	242.03074829931978	Fitness standard deviation:	60.60807947756787	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40512	Best fitness:	95.41360544217687	Average fitness:	259.93789115646257	Fitness standard deviation:	76.51743686832407	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40528	Best fitness:	95.41360544217687	Average fitness:	257.95789115646255	Fitness standard deviation:	66.13400834051777	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40544	Best fitness:	95.41360544217687	Average fitness:	269.31503401360544	Fitness standard deviation:	76.34264888498113	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40560	Best fitness:	95.41360544217687	Average fitness:	245.1236054421769	Fitness standard deviation:	58.53000156905404	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40576	Best fitness:	95.41360544217687	Average fitness:	250.18646258503404	Fitness standard deviation:	62.15911739648661	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40592	Best fitness:	95.41360544217687	Average fitness:	268.8807482993197	Fitness standard deviation:	65.44365969196367	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40608	Best fitness:	95.41360544217687	Average fitness:	251.42074829931977	Fitness standard deviation:	56.48655095485571	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40624	Best fitness:	95.41360544217687	Average fitness:	280.04503401360546	Fitness standard deviation:	55.02013204829887	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40640	Best fitness:	95.41360544217687	Average fitness:	254.98931972789123	Fitness standard deviation:	51.15688975482926	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40656	Best fitness:	95.41360544217687	Average fitness:	243.56931972789116	Fitness standard deviation:	60.72857410021166	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40672	Best fitness:	95.41360544217687	Average fitness:	235.55217687074827	Fitness standard deviation:	56.5788056337245	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40688	Best fitness:	95.41360544217687	Average fitness:	253.69931972789112	Fitness standard deviation:	47.04065978990291	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40704	Best fitness:	95.41360544217687	Average fitness:	252.84931972789113	Fitness standard deviation:	53.01134716804911	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40720	Best fitness:	95.41360544217687	Average fitness:	260.20074829931974	Fitness standard deviation:	63.110832522100786	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40736	Best fitness:	95.41360544217687	Average fitness:	228.01217687074828	Fitness standard deviation:	49.31272756601485	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40752	Best fitness:	95.41360544217687	Average fitness:	253.05074829931976	Fitness standard deviation:	65.57094995156788	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40768	Best fitness:	95.41360544217687	Average fitness:	249.69503401360544	Fitness standard deviation:	59.4554220077736	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40784	Best fitness:	95.41360544217687	Average fitness:	229.70217687074833	Fitness standard deviation:	63.58664915703931	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40800	Best fitness:	95.41360544217687	Average fitness:	277.3393197278911	Fitness standard deviation:	61.330947942374124	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40816	Best fitness:	95.41360544217687	Average fitness:	254.98646258503408	Fitness standard deviation:	60.04105498468085	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40832	Best fitness:	95.41360544217687	Average fitness:	246.84360544217694	Fitness standard deviation:	69.81480602863785	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40848	Best fitness:	95.41360544217687	Average fitness:	245.4907482993198	Fitness standard deviation:	55.48979100809851	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40864	Best fitness:	95.41360544217687	Average fitness:	262.8707482993197	Fitness standard deviation:	45.45214931717773	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40880	Best fitness:	95.41360544217687	Average fitness:	267.1493197278912	Fitness standard deviation:	66.30621904220953	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40896	Best fitness:	95.41360544217687	Average fitness:	273.1178911564625	Fitness standard deviation:	62.89678053796406	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40912	Best fitness:	95.41360544217687	Average fitness:	247.0121768707483	Fitness standard deviation:	63.761489544862364	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40928	Best fitness:	95.41360544217687	Average fitness:	236.91360544217687	Fitness standard deviation:	47.10466894836109	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40944	Best fitness:	95.41360544217687	Average fitness:	262.4236054421769	Fitness standard deviation:	66.15299167961541	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40960	Best fitness:	95.41360544217687	Average fitness:	268.58931972789117	Fitness standard deviation:	71.84225706365301	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40976	Best fitness:	95.41360544217687	Average fitness:	263.836462585034	Fitness standard deviation:	63.78544175273725	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	40992	Best fitness:	95.41360544217687	Average fitness:	258.47360544217685	Fitness standard deviation:	61.8403592539133	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41008	Best fitness:	95.41360544217687	Average fitness:	261.42074829931977	Fitness standard deviation:	64.5683468765257	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41024	Best fitness:	95.41360544217687	Average fitness:	265.8478911564626	Fitness standard deviation:	71.00024064345537	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41040	Best fitness:	95.41360544217687	Average fitness:	257.316462585034	Fitness standard deviation:	80.19761785866262	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41056	Best fitness:	95.41360544217687	Average fitness:	255.30217687074833	Fitness standard deviation:	66.93904379114979	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41072	Best fitness:	95.41360544217687	Average fitness:	267.5593197278912	Fitness standard deviation:	62.09729357538664	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41088	Best fitness:	95.41360544217687	Average fitness:	234.99503401360545	Fitness standard deviation:	58.913105347050355	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41104	Best fitness:	95.41360544217687	Average fitness:	246.49503401360545	Fitness standard deviation:	52.884492750421536	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41120	Best fitness:	95.41360544217687	Average fitness:	263.6907482993197	Fitness standard deviation:	78.71621936956026	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41136	Best fitness:	95.41360544217687	Average fitness:	242.6336054421769	Fitness standard deviation:	63.0193990865074	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41152	Best fitness:	95.41360544217687	Average fitness:	264.7121768707483	Fitness standard deviation:	52.94373253073223	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41168	Best fitness:	95.41360544217687	Average fitness:	257.006462585034	Fitness standard deviation:	67.5122288998105	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41184	Best fitness:	95.41360544217687	Average fitness:	260.4321768707483	Fitness standard deviation:	59.67347633204404	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41200	Best fitness:	95.41360544217687	Average fitness:	247.92503401360545	Fitness standard deviation:	56.67566652021134	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41216	Best fitness:	95.41360544217687	Average fitness:	247.88931972789123	Fitness standard deviation:	70.04777103185091	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41232	Best fitness:	95.41360544217687	Average fitness:	270.6150340136055	Fitness standard deviation:	61.39117497903199	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41248	Best fitness:	95.41360544217687	Average fitness:	258.9707482993197	Fitness standard deviation:	61.71346461093976	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41264	Best fitness:	95.41360544217687	Average fitness:	252.46503401360548	Fitness standard deviation:	61.58635987334355	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41280	Best fitness:	95.41360544217687	Average fitness:	262.7821768707483	Fitness standard deviation:	64.2480892434053	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41296	Best fitness:	95.41360544217687	Average fitness:	262.44074829931975	Fitness standard deviation:	60.24236591486434	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41312	Best fitness:	95.41360544217687	Average fitness:	244.62074829931976	Fitness standard deviation:	62.88294007965296	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41328	Best fitness:	95.41360544217687	Average fitness:	257.04646258503396	Fitness standard deviation:	62.634391853494854	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41344	Best fitness:	95.41360544217687	Average fitness:	260.88789115646256	Fitness standard deviation:	70.71109857175526	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41360	Best fitness:	95.41360544217687	Average fitness:	250.4793197278912	Fitness standard deviation:	80.50825390566347	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41376	Best fitness:	95.41360544217687	Average fitness:	257.48360544217684	Fitness standard deviation:	67.432086152344	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41392	Best fitness:	95.41360544217687	Average fitness:	257.7893197278912	Fitness standard deviation:	61.70565963193526	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41408	Best fitness:	95.41360544217687	Average fitness:	239.61931972789117	Fitness standard deviation:	52.47429582613739	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41424	Best fitness:	95.41360544217687	Average fitness:	261.23074829931977	Fitness standard deviation:	54.139988917619846	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41440	Best fitness:	95.41360544217687	Average fitness:	245.3478911564626	Fitness standard deviation:	75.91057311207761	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41456	Best fitness:	95.41360544217687	Average fitness:	257.31503401360544	Fitness standard deviation:	58.02103452144555	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41472	Best fitness:	95.41360544217687	Average fitness:	224.0793197278912	Fitness standard deviation:	68.75151833573851	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41488	Best fitness:	95.41360544217687	Average fitness:	244.38789115646256	Fitness standard deviation:	47.890906554504106	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41504	Best fitness:	95.41360544217687	Average fitness:	251.6436054421769	Fitness standard deviation:	79.88679923389556	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41520	Best fitness:	95.41360544217687	Average fitness:	269.4507482993198	Fitness standard deviation:	62.31938022012421	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41536	Best fitness:	95.41360544217687	Average fitness:	229.15360544217683	Fitness standard deviation:	63.63756681555385	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41552	Best fitness:	95.41360544217687	Average fitness:	254.60931972789118	Fitness standard deviation:	73.54629710847003	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41568	Best fitness:	95.41360544217687	Average fitness:	253.01074829931977	Fitness standard deviation:	70.86391551734198	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41584	Best fitness:	95.41360544217687	Average fitness:	285.86503401360545	Fitness standard deviation:	62.204190160063874	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41600	Best fitness:	95.41360544217687	Average fitness:	229.66646258503405	Fitness standard deviation:	60.23210024563314	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41616	Best fitness:	95.41360544217687	Average fitness:	264.75074829931975	Fitness standard deviation:	65.36470469915827	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41632	Best fitness:	95.41360544217687	Average fitness:	237.83646258503404	Fitness standard deviation:	72.94097339630174	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
Generation:	41648	Best fitness:	95.41360544217687	Average fitness:	264.2207482993198	Fitness standard deviation:	67.9426143663811	Best genome:	A16	E5	A15	A17	N9	A9	N3	E4	N5	A7	A11	N12	E3	N6	N7	A6	A12	A14	A10	A8	A13	
