Generation:	16	Best fitness:	239.87074829931973	Average fitness:	327.80731972789124	Fitness standard deviation:	30.86306995456557	Best genome:	A13	N12	A8	N6	N5	A11	A10	E3	A15	N7	E4	A6	A9	A7	A14	A12	A16	E5	N3	A17	N9	
Generation:	56160	Best fitness:	95.32789115646258	Average fitness:	305.53246258503407	Fitness standard deviation:	71.31625142895237	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56176	Best fitness:	95.32789115646258	Average fitness:	304.58389115646264	Fitness standard deviation:	56.615141829798176	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56192	Best fitness:	95.32789115646258	Average fitness:	309.96617687074826	Fitness standard deviation:	53.6207436588734	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56208	Best fitness:	95.32789115646258	Average fitness:	305.2930340136055	Fitness standard deviation:	66.80303605223283	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56224	Best fitness:	95.32789115646258	Average fitness:	310.83017687074835	Fitness standard deviation:	56.43738696854006	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56240	Best fitness:	95.32789115646258	Average fitness:	308.2713197278912	Fitness standard deviation:	60.61887723493804	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56256	Best fitness:	95.32789115646258	Average fitness:	307.48446258503407	Fitness standard deviation:	51.84196778830126	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56272	Best fitness:	95.32789115646258	Average fitness:	305.7267482993198	Fitness standard deviation:	58.32377103790214	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56288	Best fitness:	95.32789115646258	Average fitness:	308.0118911564627	Fitness standard deviation:	59.83823701702886	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56304	Best fitness:	95.32789115646258	Average fitness:	308.5701768707483	Fitness standard deviation:	59.08229783988446	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56320	Best fitness:	95.32789115646258	Average fitness:	296.14046258503396	Fitness standard deviation:	52.68964167574466	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56336	Best fitness:	95.32789115646258	Average fitness:	299.89417687074825	Fitness standard deviation:	59.59890580833695	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56352	Best fitness:	95.32789115646258	Average fitness:	317.33246258503397	Fitness standard deviation:	60.859617215962416	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56368	Best fitness:	95.32789115646258	Average fitness:	308.2358911564625	Fitness standard deviation:	68.34562734232766	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56384	Best fitness:	95.32789115646258	Average fitness:	318.9347482993197	Fitness standard deviation:	63.2990692287374	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56400	Best fitness:	95.32789115646258	Average fitness:	307.85531972789113	Fitness standard deviation:	45.6217882819253	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56416	Best fitness:	95.32789115646258	Average fitness:	316.75531972789116	Fitness standard deviation:	57.0887984180463	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56432	Best fitness:	95.32789115646258	Average fitness:	304.1770340136055	Fitness standard deviation:	63.80727104367351	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56448	Best fitness:	95.32789115646258	Average fitness:	301.64789115646266	Fitness standard deviation:	63.20893142780455	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56464	Best fitness:	95.32789115646258	Average fitness:	310.908462585034	Fitness standard deviation:	65.29288174222425	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56480	Best fitness:	95.32789115646258	Average fitness:	314.24389115646255	Fitness standard deviation:	58.66723214600693	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56496	Best fitness:	95.32789115646258	Average fitness:	303.33760544217694	Fitness standard deviation:	58.334679043447565	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56512	Best fitness:	95.32789115646258	Average fitness:	301.8216054421768	Fitness standard deviation:	50.690018190599076	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56528	Best fitness:	95.32789115646258	Average fitness:	309.9776054421769	Fitness standard deviation:	58.02403521975763	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56544	Best fitness:	95.32789115646258	Average fitness:	301.5398911564626	Fitness standard deviation:	50.44707166598939	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56560	Best fitness:	95.32789115646258	Average fitness:	305.76674829931983	Fitness standard deviation:	57.6650258691505	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56576	Best fitness:	95.32789115646258	Average fitness:	307.79646258503396	Fitness standard deviation:	50.99183031803892	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56592	Best fitness:	95.32789115646258	Average fitness:	307.3290340136055	Fitness standard deviation:	56.01800904592547	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56608	Best fitness:	95.32789115646258	Average fitness:	308.4216054421769	Fitness standard deviation:	63.68461065248953	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56624	Best fitness:	95.32789115646258	Average fitness:	316.932462585034	Fitness standard deviation:	61.15939332062523	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56640	Best fitness:	95.32789115646258	Average fitness:	310.5433197278912	Fitness standard deviation:	64.88521587781153	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56656	Best fitness:	95.32789115646258	Average fitness:	312.23874829931975	Fitness standard deviation:	53.16171144494035	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56672	Best fitness:	95.32789115646258	Average fitness:	299.23417687074834	Fitness standard deviation:	52.501090224637345	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56688	Best fitness:	95.32789115646258	Average fitness:	314.32503401360555	Fitness standard deviation:	61.13691993870673	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56704	Best fitness:	95.32789115646258	Average fitness:	301.50731972789106	Fitness standard deviation:	60.55587375477364	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56720	Best fitness:	95.32789115646258	Average fitness:	310.6581768707484	Fitness standard deviation:	60.15063761278421	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56736	Best fitness:	95.32789115646258	Average fitness:	311.8536054421768	Fitness standard deviation:	51.65122311213542	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56752	Best fitness:	95.32789115646258	Average fitness:	306.7627482993197	Fitness standard deviation:	64.35152397605528	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56768	Best fitness:	95.32789115646258	Average fitness:	306.4484625850339	Fitness standard deviation:	52.050772164673745	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56784	Best fitness:	95.32789115646258	Average fitness:	296.892462585034	Fitness standard deviation:	56.19481465220718	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56800	Best fitness:	95.32789115646258	Average fitness:	317.16046258503394	Fitness standard deviation:	57.05670334189401	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56816	Best fitness:	95.32789115646258	Average fitness:	307.86731972789124	Fitness standard deviation:	70.23449553997739	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56832	Best fitness:	95.32789115646258	Average fitness:	296.965605442177	Fitness standard deviation:	52.899563962556165	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56848	Best fitness:	95.32789115646258	Average fitness:	299.7238911564627	Fitness standard deviation:	56.14439256642699	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56864	Best fitness:	95.32789115646258	Average fitness:	305.88217687074837	Fitness standard deviation:	65.11509659120252	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56880	Best fitness:	95.32789115646258	Average fitness:	307.5164625850341	Fitness standard deviation:	51.34209078051152	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56896	Best fitness:	95.32789115646258	Average fitness:	306.0507482993197	Fitness standard deviation:	50.92235826656667	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56912	Best fitness:	95.32789115646258	Average fitness:	310.89760544217694	Fitness standard deviation:	62.02851863128633	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56928	Best fitness:	95.32789115646258	Average fitness:	317.65017687074834	Fitness standard deviation:	54.371542388590434	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56944	Best fitness:	95.32789115646258	Average fitness:	305.816462585034	Fitness standard deviation:	57.81009960488332	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56960	Best fitness:	95.32789115646258	Average fitness:	297.7576054421769	Fitness standard deviation:	62.85338792940347	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56976	Best fitness:	95.32789115646258	Average fitness:	307.6907482993198	Fitness standard deviation:	59.094184043398904	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	56992	Best fitness:	95.32789115646258	Average fitness:	311.83017687074835	Fitness standard deviation:	53.785971341446064	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57008	Best fitness:	95.32789115646258	Average fitness:	308.2736054421769	Fitness standard deviation:	54.26401077423344	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57024	Best fitness:	95.32789115646258	Average fitness:	309.9130340136055	Fitness standard deviation:	60.58677925159608	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57040	Best fitness:	95.32789115646258	Average fitness:	317.09874829931965	Fitness standard deviation:	64.36152520103981	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57056	Best fitness:	95.32789115646258	Average fitness:	308.564462585034	Fitness standard deviation:	65.25217895556422	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57072	Best fitness:	95.32789115646258	Average fitness:	290.8353197278912	Fitness standard deviation:	47.93679973992968	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57088	Best fitness:	95.32789115646258	Average fitness:	306.81131972789126	Fitness standard deviation:	59.63371402014749	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57104	Best fitness:	95.32789115646258	Average fitness:	302.2667482993197	Fitness standard deviation:	59.5292567439725	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57120	Best fitness:	95.32789115646258	Average fitness:	312.8741768707483	Fitness standard deviation:	54.026991784719264	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57136	Best fitness:	95.32789115646258	Average fitness:	315.62903401360546	Fitness standard deviation:	58.82555552111128	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57152	Best fitness:	95.32789115646258	Average fitness:	304.261605442177	Fitness standard deviation:	54.09533064914953	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57168	Best fitness:	95.32789115646258	Average fitness:	310.23303401360545	Fitness standard deviation:	51.86991749461299	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57184	Best fitness:	95.32789115646258	Average fitness:	314.35589115646263	Fitness standard deviation:	54.848641451372565	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57200	Best fitness:	95.32789115646258	Average fitness:	314.7318911564626	Fitness standard deviation:	62.0986199222245	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57216	Best fitness:	95.32789115646258	Average fitness:	303.58960544217683	Fitness standard deviation:	62.948977942457496	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57232	Best fitness:	95.32789115646258	Average fitness:	297.0027482993197	Fitness standard deviation:	62.27682318978904	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57248	Best fitness:	95.32789115646258	Average fitness:	301.66731972789114	Fitness standard deviation:	60.14696983291538	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57264	Best fitness:	95.32789115646258	Average fitness:	306.43531972789117	Fitness standard deviation:	63.576995341499604	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57280	Best fitness:	95.32789115646258	Average fitness:	302.22789115646265	Fitness standard deviation:	63.922392295147205	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57296	Best fitness:	95.32789115646258	Average fitness:	311.03131972789123	Fitness standard deviation:	57.286708616949404	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57312	Best fitness:	95.32789115646258	Average fitness:	297.7856054421768	Fitness standard deviation:	58.80356826324229	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57328	Best fitness:	95.32789115646258	Average fitness:	307.7953197278911	Fitness standard deviation:	58.29227379335961	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57344	Best fitness:	95.32789115646258	Average fitness:	309.9593197278911	Fitness standard deviation:	57.06457015825966	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57360	Best fitness:	95.32789115646258	Average fitness:	312.98789115646264	Fitness standard deviation:	55.00314922338353	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57376	Best fitness:	95.32789115646258	Average fitness:	310.4844625850339	Fitness standard deviation:	54.10740105247211	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57392	Best fitness:	95.32789115646258	Average fitness:	301.37989115646263	Fitness standard deviation:	61.68307244789485	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57408	Best fitness:	95.32789115646258	Average fitness:	312.07017687074836	Fitness standard deviation:	52.634626451740736	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57424	Best fitness:	95.32789115646258	Average fitness:	299.9061768707484	Fitness standard deviation:	68.68985358575642	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57440	Best fitness:	95.32789115646258	Average fitness:	298.1370340136055	Fitness standard deviation:	57.70537369381519	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57456	Best fitness:	95.32789115646258	Average fitness:	301.83417687074837	Fitness standard deviation:	55.955137143382046	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57472	Best fitness:	95.32789115646258	Average fitness:	305.1061768707484	Fitness standard deviation:	61.04455129473482	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57488	Best fitness:	95.32789115646258	Average fitness:	308.38846258503395	Fitness standard deviation:	64.29747591199099	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57504	Best fitness:	95.32789115646258	Average fitness:	305.9067482993198	Fitness standard deviation:	64.22492740298246	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57520	Best fitness:	95.32789115646258	Average fitness:	306.83360544217686	Fitness standard deviation:	50.59572596291396	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57536	Best fitness:	95.32789115646258	Average fitness:	307.48731972789113	Fitness standard deviation:	54.579470488977286	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57552	Best fitness:	95.32789115646258	Average fitness:	321.0027482993197	Fitness standard deviation:	58.495543563730784	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57568	Best fitness:	95.32789115646258	Average fitness:	316.16617687074836	Fitness standard deviation:	51.53876468073644	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57584	Best fitness:	95.32789115646258	Average fitness:	312.3084625850341	Fitness standard deviation:	59.377444886978104	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57600	Best fitness:	95.32789115646258	Average fitness:	314.3347482993197	Fitness standard deviation:	56.08377481836927	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57616	Best fitness:	95.32789115646258	Average fitness:	301.5896054421769	Fitness standard deviation:	64.51861692660846	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57632	Best fitness:	95.32789115646258	Average fitness:	303.0016054421769	Fitness standard deviation:	66.08150912196795	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57648	Best fitness:	95.32789115646258	Average fitness:	305.4164625850341	Fitness standard deviation:	55.0924934328903	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57664	Best fitness:	95.32789115646258	Average fitness:	306.9524625850341	Fitness standard deviation:	60.99587861888536	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57680	Best fitness:	95.32789115646258	Average fitness:	303.5558911564625	Fitness standard deviation:	61.77066696768502	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57696	Best fitness:	95.32789115646258	Average fitness:	310.12160544217693	Fitness standard deviation:	65.06808849260622	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57712	Best fitness:	95.32789115646258	Average fitness:	312.78789115646254	Fitness standard deviation:	54.60050840759037	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57728	Best fitness:	95.32789115646258	Average fitness:	302.89017687074835	Fitness standard deviation:	55.98038328134714	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57744	Best fitness:	95.32789115646258	Average fitness:	304.28617687074836	Fitness standard deviation:	55.72700578897166	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57760	Best fitness:	95.32789115646258	Average fitness:	313.317605442177	Fitness standard deviation:	55.371515187902176	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57776	Best fitness:	95.32789115646258	Average fitness:	302.72389115646257	Fitness standard deviation:	52.24321958075771	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57792	Best fitness:	95.32789115646258	Average fitness:	311.17360544217695	Fitness standard deviation:	55.34077907448926	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57808	Best fitness:	95.32789115646258	Average fitness:	315.6541768707483	Fitness standard deviation:	53.640098035187165	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57824	Best fitness:	95.32789115646258	Average fitness:	315.82274829931964	Fitness standard deviation:	61.48697142634099	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57840	Best fitness:	95.32789115646258	Average fitness:	313.3913197278912	Fitness standard deviation:	63.15370799849509	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57856	Best fitness:	95.32789115646258	Average fitness:	308.0930340136055	Fitness standard deviation:	56.541036653000255	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57872	Best fitness:	95.32789115646258	Average fitness:	315.8850340136055	Fitness standard deviation:	62.20470203370515	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
Generation:	57888	Best fitness:	95.32789115646258	Average fitness:	307.6221768707484	Fitness standard deviation:	59.40916832975069	Best genome:	A13	N9	A9	N3	E4	A7	N5	A11	N12	E3	N6	A10	A15	N7	A6	A12	A14	A17	A16	E5	A8	
