Generation:	16	Best fitness:	216.32789115646258	Average fitness:	325.03017687074833	Fitness standard deviation:	40.929983457068715	Best genome:	A13	N9	A16	N3	A11	A6	A14	N7	E5	A15	E3	A12	A17	N6	A10	A7	N5	A9	E4	N12	A8	
Generation:	39216	Best fitness:	95.58503401360544	Average fitness:	317.040462585034	Fitness standard deviation:	68.11793720078285	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39232	Best fitness:	95.58503401360544	Average fitness:	301.86560544217696	Fitness standard deviation:	53.254471327844044	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39248	Best fitness:	95.58503401360544	Average fitness:	308.9061768707483	Fitness standard deviation:	58.17142844793713	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39264	Best fitness:	95.58503401360544	Average fitness:	312.4678911564627	Fitness standard deviation:	59.631895108957536	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39280	Best fitness:	95.58503401360544	Average fitness:	314.83931972789117	Fitness standard deviation:	58.78381236291474	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39296	Best fitness:	95.58503401360544	Average fitness:	299.6330340136055	Fitness standard deviation:	62.55260837381083	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39312	Best fitness:	95.58503401360544	Average fitness:	310.5970340136053	Fitness standard deviation:	50.16527332564565	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39328	Best fitness:	95.58503401360544	Average fitness:	308.7313197278911	Fitness standard deviation:	54.373301263448354	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39344	Best fitness:	95.58503401360544	Average fitness:	315.920462585034	Fitness standard deviation:	58.3322038153813	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39360	Best fitness:	95.58503401360544	Average fitness:	300.20617687074827	Fitness standard deviation:	52.92402897338326	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39376	Best fitness:	95.58503401360544	Average fitness:	313.8958911564626	Fitness standard deviation:	60.66081265797986	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39392	Best fitness:	95.58503401360544	Average fitness:	309.80046258503404	Fitness standard deviation:	50.600460822294615	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39408	Best fitness:	95.58503401360544	Average fitness:	304.5238911564626	Fitness standard deviation:	57.54450416425711	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39424	Best fitness:	95.58503401360544	Average fitness:	301.7193197278911	Fitness standard deviation:	50.36586445243263	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39440	Best fitness:	95.58503401360544	Average fitness:	319.4530340136054	Fitness standard deviation:	47.9626575458152	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39456	Best fitness:	95.58503401360544	Average fitness:	300.24903401360547	Fitness standard deviation:	53.636914964016555	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39472	Best fitness:	95.58503401360544	Average fitness:	310.800462585034	Fitness standard deviation:	52.84204238664358	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39488	Best fitness:	95.58503401360544	Average fitness:	319.040462585034	Fitness standard deviation:	59.077623212246465	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39504	Best fitness:	95.58503401360544	Average fitness:	306.74560544217684	Fitness standard deviation:	55.31879405771605	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39520	Best fitness:	95.58503401360544	Average fitness:	311.82789115646256	Fitness standard deviation:	51.23233840026418	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39536	Best fitness:	95.58503401360544	Average fitness:	315.95017687074824	Fitness standard deviation:	59.39516101776753	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39552	Best fitness:	95.58503401360544	Average fitness:	312.18103401360554	Fitness standard deviation:	62.11230723882838	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39568	Best fitness:	95.58503401360544	Average fitness:	311.33417687074837	Fitness standard deviation:	51.768768550396196	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39584	Best fitness:	95.58503401360544	Average fitness:	305.70503401360554	Fitness standard deviation:	57.33188107637061	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39600	Best fitness:	95.58503401360544	Average fitness:	316.47189115646256	Fitness standard deviation:	60.08065842732772	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39616	Best fitness:	95.58503401360544	Average fitness:	308.5233197278912	Fitness standard deviation:	54.34091429905411	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39632	Best fitness:	95.58503401360544	Average fitness:	301.67017687074826	Fitness standard deviation:	59.7439902850795	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39648	Best fitness:	95.58503401360544	Average fitness:	308.89360544217686	Fitness standard deviation:	60.08860885630249	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39664	Best fitness:	95.58503401360544	Average fitness:	320.6250340136055	Fitness standard deviation:	61.967703503930345	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39680	Best fitness:	95.58503401360544	Average fitness:	318.4073197278911	Fitness standard deviation:	56.14546799890732	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39696	Best fitness:	95.58503401360544	Average fitness:	302.2490340136054	Fitness standard deviation:	56.41015932816155	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39712	Best fitness:	95.58503401360544	Average fitness:	316.1210340136055	Fitness standard deviation:	57.86744869342102	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39728	Best fitness:	95.58503401360544	Average fitness:	309.8376054421769	Fitness standard deviation:	54.89507389817154	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39744	Best fitness:	95.58503401360544	Average fitness:	296.8290340136054	Fitness standard deviation:	51.18502912822403	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39760	Best fitness:	95.58503401360544	Average fitness:	305.1593197278912	Fitness standard deviation:	58.107378505097735	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39776	Best fitness:	95.58503401360544	Average fitness:	316.15246258503396	Fitness standard deviation:	55.31285210952149	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39792	Best fitness:	95.58503401360544	Average fitness:	316.3638911564626	Fitness standard deviation:	55.43949665819745	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39808	Best fitness:	95.58503401360544	Average fitness:	312.3501768707483	Fitness standard deviation:	58.05002579830325	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39824	Best fitness:	95.58503401360544	Average fitness:	308.5856054421769	Fitness standard deviation:	54.14491529898901	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39840	Best fitness:	95.58503401360544	Average fitness:	305.2358911564625	Fitness standard deviation:	60.65080494174528	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39856	Best fitness:	95.58503401360544	Average fitness:	308.46160544217696	Fitness standard deviation:	55.027849999721376	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39872	Best fitness:	95.58503401360544	Average fitness:	312.5587482993198	Fitness standard deviation:	65.14954924022177	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39888	Best fitness:	95.58503401360544	Average fitness:	315.1181768707484	Fitness standard deviation:	58.59392198332311	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39904	Best fitness:	95.58503401360544	Average fitness:	312.2610340136056	Fitness standard deviation:	57.29041793585823	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39920	Best fitness:	95.58503401360544	Average fitness:	310.0530340136055	Fitness standard deviation:	53.904489348461205	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39936	Best fitness:	95.58503401360544	Average fitness:	312.6153197278912	Fitness standard deviation:	61.10990658457522	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39952	Best fitness:	95.58503401360544	Average fitness:	295.8073197278911	Fitness standard deviation:	52.72773511431829	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39968	Best fitness:	95.58503401360544	Average fitness:	312.28674829931975	Fitness standard deviation:	65.14410604316606	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	39984	Best fitness:	95.58503401360544	Average fitness:	314.43131972789115	Fitness standard deviation:	52.692125699139126	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40000	Best fitness:	95.58503401360544	Average fitness:	302.880462585034	Fitness standard deviation:	60.820185856946125	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40016	Best fitness:	95.58503401360544	Average fitness:	309.58103401360546	Fitness standard deviation:	54.15159492553836	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40032	Best fitness:	95.58503401360544	Average fitness:	307.6673197278913	Fitness standard deviation:	53.546777609175805	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40048	Best fitness:	95.58503401360544	Average fitness:	308.8770340136055	Fitness standard deviation:	54.033739811721496	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40064	Best fitness:	95.58503401360544	Average fitness:	297.1296054421771	Fitness standard deviation:	53.89372441903698	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40080	Best fitness:	95.58503401360544	Average fitness:	315.3541768707483	Fitness standard deviation:	56.93676086354627	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40096	Best fitness:	95.58503401360544	Average fitness:	309.5827482993198	Fitness standard deviation:	49.70684668152274	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40112	Best fitness:	95.58503401360544	Average fitness:	309.8821768707483	Fitness standard deviation:	48.28114771305459	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40128	Best fitness:	95.58503401360544	Average fitness:	312.76160544217686	Fitness standard deviation:	54.483087715550845	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40144	Best fitness:	95.58503401360544	Average fitness:	316.05703401360546	Fitness standard deviation:	57.60318507066875	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40160	Best fitness:	95.58503401360544	Average fitness:	308.1290340136055	Fitness standard deviation:	52.44501383587289	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40176	Best fitness:	95.58503401360544	Average fitness:	299.33017687074835	Fitness standard deviation:	58.46155795085191	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40192	Best fitness:	95.58503401360544	Average fitness:	318.42903401360536	Fitness standard deviation:	56.06450722268457	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40208	Best fitness:	95.58503401360544	Average fitness:	317.8130340136055	Fitness standard deviation:	51.90107465837174	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40224	Best fitness:	95.58503401360544	Average fitness:	306.28903401360543	Fitness standard deviation:	61.46603768001996	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40240	Best fitness:	95.58503401360544	Average fitness:	316.4113197278912	Fitness standard deviation:	57.74635794576139	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40256	Best fitness:	95.58503401360544	Average fitness:	295.9078911564626	Fitness standard deviation:	54.786103183570354	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40272	Best fitness:	95.58503401360544	Average fitness:	313.8964625850341	Fitness standard deviation:	46.36722144457005	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40288	Best fitness:	95.58503401360544	Average fitness:	310.5478911564625	Fitness standard deviation:	52.468316348136845	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40304	Best fitness:	95.58503401360544	Average fitness:	316.51303401360553	Fitness standard deviation:	56.65756162657715	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40320	Best fitness:	95.58503401360544	Average fitness:	316.28446258503396	Fitness standard deviation:	52.34381478849478	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40336	Best fitness:	95.58503401360544	Average fitness:	307.6461768707483	Fitness standard deviation:	58.234779988650516	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40352	Best fitness:	95.58503401360544	Average fitness:	302.48560544217685	Fitness standard deviation:	51.50039595330252	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40368	Best fitness:	95.58503401360544	Average fitness:	299.5221768707483	Fitness standard deviation:	49.79177802794025	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40384	Best fitness:	95.58503401360544	Average fitness:	312.10046258503394	Fitness standard deviation:	55.24106102514391	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40400	Best fitness:	95.58503401360544	Average fitness:	300.2713197278912	Fitness standard deviation:	53.08664784355203	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40416	Best fitness:	95.58503401360544	Average fitness:	310.50389115646266	Fitness standard deviation:	53.790079461642335	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40432	Best fitness:	95.58503401360544	Average fitness:	302.5787482993197	Fitness standard deviation:	59.319095948634164	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40448	Best fitness:	95.58503401360544	Average fitness:	310.39074829931985	Fitness standard deviation:	50.74844113419663	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40464	Best fitness:	95.58503401360544	Average fitness:	314.7336054421769	Fitness standard deviation:	63.20958568483882	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40480	Best fitness:	95.58503401360544	Average fitness:	304.804462585034	Fitness standard deviation:	56.26147540162225	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40496	Best fitness:	95.58503401360544	Average fitness:	305.5787482993198	Fitness standard deviation:	60.421595623027486	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40512	Best fitness:	95.58503401360544	Average fitness:	310.48046258503405	Fitness standard deviation:	52.87305076756388	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40528	Best fitness:	95.58503401360544	Average fitness:	309.2907482993198	Fitness standard deviation:	51.847510557599655	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40544	Best fitness:	95.58503401360544	Average fitness:	305.9758911564627	Fitness standard deviation:	61.75792199105359	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40560	Best fitness:	95.58503401360544	Average fitness:	309.6387482993197	Fitness standard deviation:	59.619928907528696	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40576	Best fitness:	95.58503401360544	Average fitness:	305.1581768707484	Fitness standard deviation:	51.139268001752846	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40592	Best fitness:	95.58503401360544	Average fitness:	307.41474829931974	Fitness standard deviation:	55.39591231069937	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40608	Best fitness:	95.58503401360544	Average fitness:	318.1724625850341	Fitness standard deviation:	55.63773588315831	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40624	Best fitness:	95.58503401360544	Average fitness:	308.6558911564626	Fitness standard deviation:	62.75150896372525	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40640	Best fitness:	95.58503401360544	Average fitness:	320.2530340136054	Fitness standard deviation:	57.58372471028775	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40656	Best fitness:	95.58503401360544	Average fitness:	322.79931972789126	Fitness standard deviation:	52.790218404394516	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40672	Best fitness:	95.58503401360544	Average fitness:	316.50903401360546	Fitness standard deviation:	52.774771836241484	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40688	Best fitness:	95.58503401360544	Average fitness:	316.71017687074834	Fitness standard deviation:	52.20902694331075	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40704	Best fitness:	95.58503401360544	Average fitness:	311.8987482993197	Fitness standard deviation:	52.23885472070203	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40720	Best fitness:	95.58503401360544	Average fitness:	317.2501768707482	Fitness standard deviation:	55.749618405210015	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40736	Best fitness:	95.58503401360544	Average fitness:	311.82160544217686	Fitness standard deviation:	60.05865351912755	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40752	Best fitness:	95.58503401360544	Average fitness:	310.8798911564626	Fitness standard deviation:	58.07083315526771	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40768	Best fitness:	95.58503401360544	Average fitness:	307.04846258503403	Fitness standard deviation:	54.468379380394005	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40784	Best fitness:	95.58503401360544	Average fitness:	307.4524625850341	Fitness standard deviation:	58.3204425279255	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40800	Best fitness:	95.58503401360544	Average fitness:	313.88789115646256	Fitness standard deviation:	53.88357002247854	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40816	Best fitness:	95.58503401360544	Average fitness:	299.9753197278911	Fitness standard deviation:	58.88219982858199	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40832	Best fitness:	95.58503401360544	Average fitness:	312.9564625850341	Fitness standard deviation:	66.87481304951937	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40848	Best fitness:	95.58503401360544	Average fitness:	309.9804625850341	Fitness standard deviation:	51.0540209645926	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40864	Best fitness:	95.58503401360544	Average fitness:	311.35131972789117	Fitness standard deviation:	54.19526169212167	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40880	Best fitness:	95.58503401360544	Average fitness:	313.2838911564626	Fitness standard deviation:	50.86142460627299	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40896	Best fitness:	95.58503401360544	Average fitness:	298.3656054421769	Fitness standard deviation:	59.683127466338966	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40912	Best fitness:	95.58503401360544	Average fitness:	314.2713197278912	Fitness standard deviation:	60.036839979928246	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40928	Best fitness:	95.58503401360544	Average fitness:	300.8558911564627	Fitness standard deviation:	55.195531389667366	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
Generation:	40944	Best fitness:	95.58503401360544	Average fitness:	314.92731972789124	Fitness standard deviation:	55.05565465851397	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A12	A14	A17	N5	A7	
