Generation:	16	Best fitness:	241.87074829931973	Average fitness:	343.7474625850342	Fitness standard deviation:	33.3963942300876	Best genome:	N12	A6	A14	A12	A15	A17	E4	A16	A13	A11	E3	A7	A9	N6	N7	A10	E5	N5	N3	A8	N9	
Generation:	59904	Best fitness:	114.41360544217687	Average fitness:	339.2558911564627	Fitness standard deviation:	38.24531727611918	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	59920	Best fitness:	114.41360544217687	Average fitness:	342.90789115646294	Fitness standard deviation:	40.440329940719884	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	59936	Best fitness:	114.41360544217687	Average fitness:	336.582605442177	Fitness standard deviation:	40.601781179135074	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	59952	Best fitness:	114.41360544217687	Average fitness:	343.8130340136058	Fitness standard deviation:	41.1970949005497	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	59968	Best fitness:	114.41360544217687	Average fitness:	336.54117687074853	Fitness standard deviation:	42.441431420733394	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	59984	Best fitness:	114.41360544217687	Average fitness:	338.0058911564627	Fitness standard deviation:	37.12914622871726	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60000	Best fitness:	114.41360544217687	Average fitness:	340.86774829931966	Fitness standard deviation:	42.36642696590242	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60016	Best fitness:	114.41360544217687	Average fitness:	341.39589115646277	Fitness standard deviation:	37.721732550510524	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60032	Best fitness:	114.41360544217687	Average fitness:	338.06274829932	Fitness standard deviation:	43.31313267971519	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60048	Best fitness:	114.41360544217687	Average fitness:	338.70146258503416	Fitness standard deviation:	42.676358884668936	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60064	Best fitness:	114.41360544217687	Average fitness:	341.0678911564628	Fitness standard deviation:	42.542654417630764	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60080	Best fitness:	114.41360544217687	Average fitness:	341.7693197278915	Fitness standard deviation:	39.61128933596005	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60096	Best fitness:	114.41360544217687	Average fitness:	340.03474829931986	Fitness standard deviation:	37.66743976282054	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60112	Best fitness:	114.41360544217687	Average fitness:	343.7407482993198	Fitness standard deviation:	38.211918831908015	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60128	Best fitness:	114.41360544217687	Average fitness:	340.8801768707484	Fitness standard deviation:	44.10353654291044	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60144	Best fitness:	114.41360544217687	Average fitness:	342.79903401360554	Fitness standard deviation:	38.50148165609066	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60160	Best fitness:	114.41360544217687	Average fitness:	339.13189115646276	Fitness standard deviation:	38.53273657659981	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60176	Best fitness:	114.41360544217687	Average fitness:	336.7803197278913	Fitness standard deviation:	41.421249675912556	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60192	Best fitness:	114.41360544217687	Average fitness:	339.39517687074857	Fitness standard deviation:	39.71096757952443	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60208	Best fitness:	114.41360544217687	Average fitness:	339.5646054421772	Fitness standard deviation:	39.101964393213855	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60224	Best fitness:	114.41360544217687	Average fitness:	336.70317687074845	Fitness standard deviation:	38.03748877711812	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60240	Best fitness:	114.41360544217687	Average fitness:	343.6531768707482	Fitness standard deviation:	40.63625039723693	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60256	Best fitness:	114.41360544217687	Average fitness:	338.72260544217687	Fitness standard deviation:	41.15880068833446	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60272	Best fitness:	114.41360544217687	Average fitness:	340.3837482993199	Fitness standard deviation:	38.28679372652068	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60288	Best fitness:	114.41360544217687	Average fitness:	337.73317687074837	Fitness standard deviation:	41.89889843932143	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60304	Best fitness:	114.41360544217687	Average fitness:	339.2231768707486	Fitness standard deviation:	37.245916064580776	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60320	Best fitness:	114.41360544217687	Average fitness:	339.6033197278915	Fitness standard deviation:	40.19878544616663	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60336	Best fitness:	114.41360544217687	Average fitness:	342.06417687074855	Fitness standard deviation:	38.91585288537203	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60352	Best fitness:	114.41360544217687	Average fitness:	334.88103401360576	Fitness standard deviation:	38.79209555924442	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60368	Best fitness:	114.41360544217687	Average fitness:	336.7467482993199	Fitness standard deviation:	37.69719227784283	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60384	Best fitness:	114.41360544217687	Average fitness:	337.6108911564627	Fitness standard deviation:	39.69175883181879	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60400	Best fitness:	114.41360544217687	Average fitness:	338.8764625850342	Fitness standard deviation:	40.149658905202195	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60416	Best fitness:	114.41360544217687	Average fitness:	337.9563197278913	Fitness standard deviation:	38.636456770986726	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60432	Best fitness:	114.41360544217687	Average fitness:	342.3670340136055	Fitness standard deviation:	40.42987078275423	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60448	Best fitness:	114.41360544217687	Average fitness:	341.27803401360586	Fitness standard deviation:	37.375349619278026	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60464	Best fitness:	114.41360544217687	Average fitness:	342.2218911564628	Fitness standard deviation:	36.84104006929982	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60480	Best fitness:	114.41360544217687	Average fitness:	340.30060544217713	Fitness standard deviation:	40.69447139881007	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60496	Best fitness:	114.41360544217687	Average fitness:	339.35017687074856	Fitness standard deviation:	40.82445627167067	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60512	Best fitness:	114.41360544217687	Average fitness:	336.7550340136054	Fitness standard deviation:	39.132449789536714	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60528	Best fitness:	114.41360544217687	Average fitness:	341.5011768707485	Fitness standard deviation:	38.51775038226147	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60544	Best fitness:	114.41360544217687	Average fitness:	340.4740340136057	Fitness standard deviation:	36.337936569128985	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60560	Best fitness:	114.41360544217687	Average fitness:	334.7258911564629	Fitness standard deviation:	39.23982010298066	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60576	Best fitness:	114.41360544217687	Average fitness:	341.6093197278913	Fitness standard deviation:	39.499841668502114	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60592	Best fitness:	114.41360544217687	Average fitness:	336.07046258503414	Fitness standard deviation:	39.12910717726378	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60608	Best fitness:	114.41360544217687	Average fitness:	338.63774829931987	Fitness standard deviation:	37.14865230587588	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60624	Best fitness:	114.41360544217687	Average fitness:	341.8427482993201	Fitness standard deviation:	43.97288886092782	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60640	Best fitness:	114.41360544217687	Average fitness:	343.77489115646284	Fitness standard deviation:	35.441366917194145	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60656	Best fitness:	114.41360544217687	Average fitness:	340.7811768707485	Fitness standard deviation:	39.16468824758614	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60672	Best fitness:	114.41360544217687	Average fitness:	339.24989115646264	Fitness standard deviation:	37.47809686432101	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60688	Best fitness:	114.41360544217687	Average fitness:	336.8290340136057	Fitness standard deviation:	41.99461868732562	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60704	Best fitness:	114.41360544217687	Average fitness:	338.42031972789147	Fitness standard deviation:	42.770297912100105	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60720	Best fitness:	114.41360544217687	Average fitness:	338.8944625850342	Fitness standard deviation:	39.4675371754291	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60736	Best fitness:	114.41360544217687	Average fitness:	342.23689115646295	Fitness standard deviation:	38.73739490334835	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60752	Best fitness:	114.41360544217687	Average fitness:	343.42860544217706	Fitness standard deviation:	40.42668425050211	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60768	Best fitness:	114.41360544217687	Average fitness:	340.8548911564626	Fitness standard deviation:	40.186872533965925	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60784	Best fitness:	114.41360544217687	Average fitness:	337.7288911564628	Fitness standard deviation:	42.208671647723115	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60800	Best fitness:	114.41360544217687	Average fitness:	338.34160544217696	Fitness standard deviation:	37.579599433083644	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60816	Best fitness:	114.41360544217687	Average fitness:	341.62660544217715	Fitness standard deviation:	40.32767741506914	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60832	Best fitness:	114.41360544217687	Average fitness:	341.33803401360586	Fitness standard deviation:	40.28001346670021	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60848	Best fitness:	114.41360544217687	Average fitness:	337.988605442177	Fitness standard deviation:	40.342217309525495	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60864	Best fitness:	114.41360544217687	Average fitness:	341.05146258503396	Fitness standard deviation:	39.705407531530234	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60880	Best fitness:	114.41360544217687	Average fitness:	340.3978911564629	Fitness standard deviation:	38.17320780177572	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60896	Best fitness:	114.41360544217687	Average fitness:	338.01474829931976	Fitness standard deviation:	38.01239924883801	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60912	Best fitness:	114.41360544217687	Average fitness:	335.1764625850343	Fitness standard deviation:	36.67584791668986	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60928	Best fitness:	114.41360544217687	Average fitness:	342.2230340136056	Fitness standard deviation:	37.77630896825821	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60944	Best fitness:	114.41360544217687	Average fitness:	338.9881768707485	Fitness standard deviation:	41.0556598588913	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60960	Best fitness:	114.41360544217687	Average fitness:	338.1777482993199	Fitness standard deviation:	40.113539471843964	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60976	Best fitness:	114.41360544217687	Average fitness:	337.005462585034	Fitness standard deviation:	39.61523005185285	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	60992	Best fitness:	114.41360544217687	Average fitness:	341.75303401360566	Fitness standard deviation:	39.50469654951658	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61008	Best fitness:	114.41360544217687	Average fitness:	340.68203401360574	Fitness standard deviation:	40.48396658164407	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61024	Best fitness:	114.41360544217687	Average fitness:	336.947605442177	Fitness standard deviation:	35.729986193500764	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61040	Best fitness:	114.41360544217687	Average fitness:	339.7608911564628	Fitness standard deviation:	38.07959173781105	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61056	Best fitness:	114.41360544217687	Average fitness:	340.98431972789143	Fitness standard deviation:	37.85562104084089	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61072	Best fitness:	114.41360544217687	Average fitness:	339.1374625850341	Fitness standard deviation:	40.22046298939922	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61088	Best fitness:	114.41360544217687	Average fitness:	337.45674829932	Fitness standard deviation:	37.3343812645685	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61104	Best fitness:	114.41360544217687	Average fitness:	342.40717687074846	Fitness standard deviation:	38.12007092927636	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61120	Best fitness:	114.41360544217687	Average fitness:	336.9337482993198	Fitness standard deviation:	39.289596410526286	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61136	Best fitness:	114.41360544217687	Average fitness:	340.37960544217736	Fitness standard deviation:	38.64782755359277	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61152	Best fitness:	114.41360544217687	Average fitness:	339.33903401360556	Fitness standard deviation:	36.75546593143304	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61168	Best fitness:	114.41360544217687	Average fitness:	342.72303401360574	Fitness standard deviation:	39.70370034777769	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61184	Best fitness:	114.41360544217687	Average fitness:	338.5804625850339	Fitness standard deviation:	37.0486806551288	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61200	Best fitness:	114.41360544217687	Average fitness:	340.06103401360554	Fitness standard deviation:	37.28494793301108	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61216	Best fitness:	114.41360544217687	Average fitness:	341.7891768707484	Fitness standard deviation:	41.940810907413656	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61232	Best fitness:	114.41360544217687	Average fitness:	338.5597482993196	Fitness standard deviation:	39.1434048113407	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61248	Best fitness:	114.41360544217687	Average fitness:	339.1827482993199	Fitness standard deviation:	41.76103372322878	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61264	Best fitness:	114.41360544217687	Average fitness:	343.524605442177	Fitness standard deviation:	41.20625979565409	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61280	Best fitness:	114.41360544217687	Average fitness:	335.801462585034	Fitness standard deviation:	38.78537326211561	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61296	Best fitness:	114.41360544217687	Average fitness:	341.29531972789124	Fitness standard deviation:	36.68442143249278	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61312	Best fitness:	114.41360544217687	Average fitness:	344.1758911564628	Fitness standard deviation:	38.19248721507242	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61328	Best fitness:	114.41360544217687	Average fitness:	341.1237482993198	Fitness standard deviation:	39.20430988359544	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61344	Best fitness:	114.41360544217687	Average fitness:	339.7021768707484	Fitness standard deviation:	38.566780037345346	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61360	Best fitness:	114.41360544217687	Average fitness:	338.84003401360576	Fitness standard deviation:	40.66505363632143	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61376	Best fitness:	114.41360544217687	Average fitness:	335.0903197278913	Fitness standard deviation:	37.12156791831785	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61392	Best fitness:	114.41360544217687	Average fitness:	347.19231972789134	Fitness standard deviation:	41.52283276458771	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61408	Best fitness:	114.41360544217687	Average fitness:	339.38674829931983	Fitness standard deviation:	40.123662379891385	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61424	Best fitness:	114.41360544217687	Average fitness:	340.24217687074844	Fitness standard deviation:	38.02645555989907	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61440	Best fitness:	114.41360544217687	Average fitness:	343.4020340136057	Fitness standard deviation:	38.41331169115249	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61456	Best fitness:	114.41360544217687	Average fitness:	339.92417687074834	Fitness standard deviation:	36.79994502103258	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61472	Best fitness:	114.41360544217687	Average fitness:	337.01917687074865	Fitness standard deviation:	42.504094179507085	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61488	Best fitness:	114.41360544217687	Average fitness:	339.1908911564627	Fitness standard deviation:	39.26455776277281	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61504	Best fitness:	114.41360544217687	Average fitness:	342.850605442177	Fitness standard deviation:	40.741598938446494	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61520	Best fitness:	114.41360544217687	Average fitness:	342.8518911564627	Fitness standard deviation:	36.79921177505446	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61536	Best fitness:	114.41360544217687	Average fitness:	337.197605442177	Fitness standard deviation:	42.649877444616614	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61552	Best fitness:	114.41360544217687	Average fitness:	341.6838911564627	Fitness standard deviation:	39.60435410406285	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61568	Best fitness:	114.41360544217687	Average fitness:	343.16731972789154	Fitness standard deviation:	40.13417847823036	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61584	Best fitness:	114.41360544217687	Average fitness:	340.54131972789116	Fitness standard deviation:	44.190483961308836	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61600	Best fitness:	114.41360544217687	Average fitness:	339.12446258503434	Fitness standard deviation:	41.71773543074202	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61616	Best fitness:	114.41360544217687	Average fitness:	342.4824625850342	Fitness standard deviation:	38.6665666044917	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
Generation:	61632	Best fitness:	114.41360544217687	Average fitness:	337.8038911564627	Fitness standard deviation:	42.06504666026905	Best genome:	A16	E5	A6	A12	N9	A13	A9	N3	N5	A7	A14	N7	A10	A15	A17	E4	A11	N12	N6	E3	A8	
