Generation:	16	Best fitness:	214.29931972789115	Average fitness:	341.9753197278914	Fitness standard deviation:	36.91218740608637	Best genome:	N9	A13	A12	E4	E3	A16	E5	A15	N7	A6	A14	A17	A11	N6	N12	A8	A10	N5	N3	A9	A7	
Generation:	55408	Best fitness:	95.8421768707483	Average fitness:	335.40346258503405	Fitness standard deviation:	40.2983377281627	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55424	Best fitness:	95.8421768707483	Average fitness:	337.351462585034	Fitness standard deviation:	38.87271772288715	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55440	Best fitness:	95.8421768707483	Average fitness:	338.3580340136057	Fitness standard deviation:	42.716459017573065	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55456	Best fitness:	95.8421768707483	Average fitness:	334.8473197278913	Fitness standard deviation:	38.82014833057909	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55472	Best fitness:	95.8421768707483	Average fitness:	336.35246258503423	Fitness standard deviation:	37.492774600785495	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55488	Best fitness:	95.8421768707483	Average fitness:	342.54346258503426	Fitness standard deviation:	41.885538861209334	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55504	Best fitness:	95.8421768707483	Average fitness:	341.73174829931986	Fitness standard deviation:	44.886931208155836	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55520	Best fitness:	95.8421768707483	Average fitness:	336.68474829931984	Fitness standard deviation:	40.48843835880429	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55536	Best fitness:	95.8421768707483	Average fitness:	338.10174829931975	Fitness standard deviation:	41.08756560278626	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55552	Best fitness:	95.8421768707483	Average fitness:	339.610605442177	Fitness standard deviation:	41.60316642163337	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55568	Best fitness:	95.8421768707483	Average fitness:	339.83974829932015	Fitness standard deviation:	39.145532210729044	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55584	Best fitness:	95.8421768707483	Average fitness:	336.9263197278914	Fitness standard deviation:	39.24400395614858	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55600	Best fitness:	95.8421768707483	Average fitness:	338.8903197278914	Fitness standard deviation:	44.48636173283324	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55616	Best fitness:	95.8421768707483	Average fitness:	341.9080340136056	Fitness standard deviation:	41.048430251375514	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55632	Best fitness:	95.8421768707483	Average fitness:	345.7127482993199	Fitness standard deviation:	37.096969116528285	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55648	Best fitness:	95.8421768707483	Average fitness:	337.4977482993199	Fitness standard deviation:	41.018678194158305	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55664	Best fitness:	95.8421768707483	Average fitness:	336.85331972789123	Fitness standard deviation:	43.284389587461945	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55680	Best fitness:	95.8421768707483	Average fitness:	339.04474829931974	Fitness standard deviation:	43.69465929070294	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55696	Best fitness:	95.8421768707483	Average fitness:	339.4066054421771	Fitness standard deviation:	42.40796984178847	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55712	Best fitness:	95.8421768707483	Average fitness:	336.4787482993199	Fitness standard deviation:	43.5494777643891	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55728	Best fitness:	95.8421768707483	Average fitness:	337.96331972789113	Fitness standard deviation:	39.457678928809024	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55744	Best fitness:	95.8421768707483	Average fitness:	338.45189115646303	Fitness standard deviation:	40.44271044430173	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55760	Best fitness:	95.8421768707483	Average fitness:	337.91674829932003	Fitness standard deviation:	44.230508797546015	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55776	Best fitness:	95.8421768707483	Average fitness:	343.2261768707483	Fitness standard deviation:	36.239539984466056	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55792	Best fitness:	95.8421768707483	Average fitness:	338.1601768707485	Fitness standard deviation:	40.384282890394736	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55808	Best fitness:	95.8421768707483	Average fitness:	344.3870340136056	Fitness standard deviation:	41.41239827266561	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55824	Best fitness:	95.8421768707483	Average fitness:	336.2418911564627	Fitness standard deviation:	37.515649522593115	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55840	Best fitness:	95.8421768707483	Average fitness:	341.29117687074853	Fitness standard deviation:	43.056535627294615	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55856	Best fitness:	95.8421768707483	Average fitness:	342.2421768707482	Fitness standard deviation:	41.49133305122102	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55872	Best fitness:	95.8421768707483	Average fitness:	340.3330340136056	Fitness standard deviation:	45.17440459700468	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55888	Best fitness:	95.8421768707483	Average fitness:	339.1554625850339	Fitness standard deviation:	40.992577663398976	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55904	Best fitness:	95.8421768707483	Average fitness:	339.53274829931985	Fitness standard deviation:	41.04218875792099	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55920	Best fitness:	95.8421768707483	Average fitness:	338.0923197278912	Fitness standard deviation:	39.25120754648374	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55936	Best fitness:	95.8421768707483	Average fitness:	343.1468911564626	Fitness standard deviation:	38.48201162350841	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55952	Best fitness:	95.8421768707483	Average fitness:	338.76289115646284	Fitness standard deviation:	42.64592651671889	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55968	Best fitness:	95.8421768707483	Average fitness:	334.51031972789133	Fitness standard deviation:	41.82072503275506	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	55984	Best fitness:	95.8421768707483	Average fitness:	340.3180340136055	Fitness standard deviation:	41.02353078840165	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56000	Best fitness:	95.8421768707483	Average fitness:	338.98603401360543	Fitness standard deviation:	38.003863216891034	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56016	Best fitness:	95.8421768707483	Average fitness:	340.00660544217703	Fitness standard deviation:	44.57075507710024	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56032	Best fitness:	95.8421768707483	Average fitness:	338.59546258503417	Fitness standard deviation:	40.72719977421698	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56048	Best fitness:	95.8421768707483	Average fitness:	338.34903401360566	Fitness standard deviation:	38.39302096868702	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56064	Best fitness:	95.8421768707483	Average fitness:	340.6716054421769	Fitness standard deviation:	37.34811602603105	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56080	Best fitness:	95.8421768707483	Average fitness:	341.1181768707486	Fitness standard deviation:	37.91482209115693	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56096	Best fitness:	95.8421768707483	Average fitness:	337.9200340136057	Fitness standard deviation:	38.33819504736492	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56112	Best fitness:	95.8421768707483	Average fitness:	339.0171768707485	Fitness standard deviation:	39.78765257525229	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56128	Best fitness:	95.8421768707483	Average fitness:	338.28574829931966	Fitness standard deviation:	36.71400632884248	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56144	Best fitness:	95.8421768707483	Average fitness:	343.3921768707486	Fitness standard deviation:	40.057243911631254	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56160	Best fitness:	95.8421768707483	Average fitness:	337.3930340136057	Fitness standard deviation:	41.609812535810654	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56176	Best fitness:	95.8421768707483	Average fitness:	344.3577482993198	Fitness standard deviation:	38.361729153585614	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56192	Best fitness:	95.8421768707483	Average fitness:	337.6231768707485	Fitness standard deviation:	39.21770094703957	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56208	Best fitness:	95.8421768707483	Average fitness:	334.8317482993199	Fitness standard deviation:	38.27137793176408	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56224	Best fitness:	95.8421768707483	Average fitness:	338.93674829931996	Fitness standard deviation:	42.03399522058404	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56240	Best fitness:	95.8421768707483	Average fitness:	338.76274829931987	Fitness standard deviation:	42.61408305684295	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56256	Best fitness:	95.8421768707483	Average fitness:	339.33589115646265	Fitness standard deviation:	42.5799600425422	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56272	Best fitness:	95.8421768707483	Average fitness:	335.23931972789137	Fitness standard deviation:	46.068939910636054	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56288	Best fitness:	95.8421768707483	Average fitness:	336.92389115646273	Fitness standard deviation:	37.43829917643814	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56304	Best fitness:	95.8421768707483	Average fitness:	337.50746258503415	Fitness standard deviation:	40.24823508641626	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56320	Best fitness:	95.8421768707483	Average fitness:	337.4683197278914	Fitness standard deviation:	46.843884516028574	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56336	Best fitness:	95.8421768707483	Average fitness:	340.19231972789123	Fitness standard deviation:	37.73883173056309	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56352	Best fitness:	95.8421768707483	Average fitness:	341.11360544217706	Fitness standard deviation:	42.29254404304206	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56368	Best fitness:	95.8421768707483	Average fitness:	339.22674829931964	Fitness standard deviation:	42.69468779650246	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56384	Best fitness:	95.8421768707483	Average fitness:	336.8544625850342	Fitness standard deviation:	40.27632489466247	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56400	Best fitness:	95.8421768707483	Average fitness:	337.8671768707484	Fitness standard deviation:	40.438759941573934	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56416	Best fitness:	95.8421768707483	Average fitness:	334.27246258503436	Fitness standard deviation:	38.3527560822171	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56432	Best fitness:	95.8421768707483	Average fitness:	345.55503401360534	Fitness standard deviation:	40.830932626915015	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56448	Best fitness:	95.8421768707483	Average fitness:	336.6668911564627	Fitness standard deviation:	41.33559850165225	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56464	Best fitness:	95.8421768707483	Average fitness:	343.78017687074845	Fitness standard deviation:	40.44810685108432	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56480	Best fitness:	95.8421768707483	Average fitness:	336.7006054421768	Fitness standard deviation:	42.82595887366654	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56496	Best fitness:	95.8421768707483	Average fitness:	337.80103401360543	Fitness standard deviation:	41.62731419221209	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56512	Best fitness:	95.8421768707483	Average fitness:	335.35660544217694	Fitness standard deviation:	41.550880783169234	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56528	Best fitness:	95.8421768707483	Average fitness:	336.73403401360554	Fitness standard deviation:	46.4998246981554	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56544	Best fitness:	95.8421768707483	Average fitness:	338.4096054421771	Fitness standard deviation:	39.644019549495944	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56560	Best fitness:	95.8421768707483	Average fitness:	337.6653197278912	Fitness standard deviation:	39.827527900861206	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56576	Best fitness:	95.8421768707483	Average fitness:	340.33803401360564	Fitness standard deviation:	43.94475742663412	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56592	Best fitness:	95.8421768707483	Average fitness:	340.35003401360547	Fitness standard deviation:	38.83428912359147	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56608	Best fitness:	95.8421768707483	Average fitness:	342.01831972789137	Fitness standard deviation:	43.09266046484917	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56624	Best fitness:	95.8421768707483	Average fitness:	338.11446258503406	Fitness standard deviation:	39.07093067428906	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56640	Best fitness:	95.8421768707483	Average fitness:	339.11189115646295	Fitness standard deviation:	45.61736964564874	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56656	Best fitness:	95.8421768707483	Average fitness:	341.43303401360555	Fitness standard deviation:	41.75260067764569	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56672	Best fitness:	95.8421768707483	Average fitness:	337.69646258503394	Fitness standard deviation:	38.50631933295402	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56688	Best fitness:	95.8421768707483	Average fitness:	345.65846258503393	Fitness standard deviation:	38.83743654816386	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56704	Best fitness:	95.8421768707483	Average fitness:	342.307605442177	Fitness standard deviation:	40.1124553499793	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56720	Best fitness:	95.8421768707483	Average fitness:	338.4958911564625	Fitness standard deviation:	38.647399528114626	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56736	Best fitness:	95.8421768707483	Average fitness:	344.45617687074855	Fitness standard deviation:	44.54543271120588	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56752	Best fitness:	95.8421768707483	Average fitness:	335.5393197278912	Fitness standard deviation:	44.10485261838878	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56768	Best fitness:	95.8421768707483	Average fitness:	339.03360544217713	Fitness standard deviation:	39.31494714975152	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56784	Best fitness:	95.8421768707483	Average fitness:	333.9161768707483	Fitness standard deviation:	42.82759850129066	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56800	Best fitness:	95.8421768707483	Average fitness:	338.5718911564626	Fitness standard deviation:	40.042280189513555	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56816	Best fitness:	95.8421768707483	Average fitness:	339.93289115646286	Fitness standard deviation:	42.204264842766385	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56832	Best fitness:	95.8421768707483	Average fitness:	338.5461768707484	Fitness standard deviation:	46.84565260163924	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56848	Best fitness:	95.8421768707483	Average fitness:	340.53017687074845	Fitness standard deviation:	38.80159731195591	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56864	Best fitness:	95.8421768707483	Average fitness:	336.1563197278914	Fitness standard deviation:	41.917859668204265	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56880	Best fitness:	95.8421768707483	Average fitness:	341.0531768707483	Fitness standard deviation:	40.159230080177764	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56896	Best fitness:	95.8421768707483	Average fitness:	340.43289115646263	Fitness standard deviation:	41.02885713564469	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56912	Best fitness:	95.8421768707483	Average fitness:	339.8300340136058	Fitness standard deviation:	41.303996687329644	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56928	Best fitness:	95.8421768707483	Average fitness:	343.01489115646257	Fitness standard deviation:	42.703608058384035	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56944	Best fitness:	95.8421768707483	Average fitness:	336.5618911564629	Fitness standard deviation:	37.893934724411494	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56960	Best fitness:	95.8421768707483	Average fitness:	336.47774829932	Fitness standard deviation:	41.90885586579037	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56976	Best fitness:	95.8421768707483	Average fitness:	335.4633197278913	Fitness standard deviation:	40.34705332689446	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	56992	Best fitness:	95.8421768707483	Average fitness:	334.87574829932	Fitness standard deviation:	36.56616953677042	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57008	Best fitness:	95.8421768707483	Average fitness:	342.54074829931994	Fitness standard deviation:	39.852532631475974	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57024	Best fitness:	95.8421768707483	Average fitness:	338.1380340136055	Fitness standard deviation:	38.93254930108782	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57040	Best fitness:	95.8421768707483	Average fitness:	335.4228911564626	Fitness standard deviation:	37.41677708799972	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57056	Best fitness:	95.8421768707483	Average fitness:	340.16674829932	Fitness standard deviation:	42.53729101455738	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57072	Best fitness:	95.8421768707483	Average fitness:	343.43631972789154	Fitness standard deviation:	39.195349192818	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57088	Best fitness:	95.8421768707483	Average fitness:	340.1753197278914	Fitness standard deviation:	42.20124405168887	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57104	Best fitness:	95.8421768707483	Average fitness:	335.6208911564629	Fitness standard deviation:	40.753841937081866	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57120	Best fitness:	95.8421768707483	Average fitness:	342.6393197278916	Fitness standard deviation:	41.140452409882364	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
Generation:	57136	Best fitness:	95.8421768707483	Average fitness:	341.2848911564628	Fitness standard deviation:	37.82508658932318	Best genome:	A16	E5	A15	A17	A12	A11	N12	E3	N6	A6	A14	N7	A10	A8	A9	N3	E4	N5	A7	N9	A13	
