Generation:	16	Best fitness:	203.81360544217688	Average fitness:	318.77360544217686	Fitness standard deviation:	32.90879815366047	Best genome:	E5	N6	A11	A15	A14	A17	A12	N7	E4	A7	A16	A9	N5	A10	N12	A6	E3	A8	N9	N3	A13	
Generation:	50592	Best fitness:	100.75646258503401	Average fitness:	312.81189115646265	Fitness standard deviation:	64.05970235997808	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50608	Best fitness:	100.75646258503401	Average fitness:	327.36617687074835	Fitness standard deviation:	52.04253287534757	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50624	Best fitness:	100.75646258503401	Average fitness:	313.23931972789114	Fitness standard deviation:	58.74276521671518	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50640	Best fitness:	100.75646258503401	Average fitness:	301.91817687074837	Fitness standard deviation:	52.424646520272404	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50656	Best fitness:	100.75646258503401	Average fitness:	313.13817687074834	Fitness standard deviation:	51.72948750835979	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50672	Best fitness:	100.75646258503401	Average fitness:	309.7758911564626	Fitness standard deviation:	63.921699152405296	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50688	Best fitness:	100.75646258503401	Average fitness:	322.59817687074826	Fitness standard deviation:	59.473933843803735	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50704	Best fitness:	100.75646258503401	Average fitness:	315.49989115646264	Fitness standard deviation:	51.03391253122671	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50720	Best fitness:	100.75646258503401	Average fitness:	318.32731972789117	Fitness standard deviation:	56.30939791501078	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50736	Best fitness:	100.75646258503401	Average fitness:	298.05874829931975	Fitness standard deviation:	56.35880130531015	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50752	Best fitness:	100.75646258503401	Average fitness:	319.3101768707483	Fitness standard deviation:	46.590438850975964	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50768	Best fitness:	100.75646258503401	Average fitness:	309.4330340136053	Fitness standard deviation:	52.00047925681817	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50784	Best fitness:	100.75646258503401	Average fitness:	310.8181768707483	Fitness standard deviation:	44.59319701387609	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50800	Best fitness:	100.75646258503401	Average fitness:	305.56960544217685	Fitness standard deviation:	53.8116513322351	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50816	Best fitness:	100.75646258503401	Average fitness:	314.932462585034	Fitness standard deviation:	59.03799879358227	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50832	Best fitness:	100.75646258503401	Average fitness:	318.4507482993197	Fitness standard deviation:	53.987840581118306	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50848	Best fitness:	100.75646258503401	Average fitness:	315.3307482993198	Fitness standard deviation:	48.43954675464995	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50864	Best fitness:	100.75646258503401	Average fitness:	323.6913197278912	Fitness standard deviation:	49.779125217590675	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50880	Best fitness:	100.75646258503401	Average fitness:	314.4336054421768	Fitness standard deviation:	56.704457514738785	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50896	Best fitness:	100.75646258503401	Average fitness:	314.1833197278912	Fitness standard deviation:	58.583707538000354	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50912	Best fitness:	100.75646258503401	Average fitness:	302.8016054421768	Fitness standard deviation:	54.01614969088941	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50928	Best fitness:	100.75646258503401	Average fitness:	315.3701768707483	Fitness standard deviation:	60.44575972771973	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50944	Best fitness:	100.75646258503401	Average fitness:	306.5678911564626	Fitness standard deviation:	55.73564572229904	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50960	Best fitness:	100.75646258503401	Average fitness:	312.85989115646265	Fitness standard deviation:	60.020696808582244	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50976	Best fitness:	100.75646258503401	Average fitness:	309.9170340136053	Fitness standard deviation:	55.89167741776434	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	50992	Best fitness:	100.75646258503401	Average fitness:	317.06503401360544	Fitness standard deviation:	57.03813432561534	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51008	Best fitness:	100.75646258503401	Average fitness:	314.404462585034	Fitness standard deviation:	60.636533862492044	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51024	Best fitness:	100.75646258503401	Average fitness:	321.51760544217694	Fitness standard deviation:	56.51463693665237	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51040	Best fitness:	100.75646258503401	Average fitness:	321.643319727891	Fitness standard deviation:	47.715033684471024	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51056	Best fitness:	100.75646258503401	Average fitness:	308.2741768707483	Fitness standard deviation:	62.62683799478055	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51072	Best fitness:	100.75646258503401	Average fitness:	321.2741768707483	Fitness standard deviation:	58.5101027076277	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51088	Best fitness:	100.75646258503401	Average fitness:	311.3456054421768	Fitness standard deviation:	55.26933943989605	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51104	Best fitness:	100.75646258503401	Average fitness:	305.52903401360544	Fitness standard deviation:	46.69990585490663	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51120	Best fitness:	100.75646258503401	Average fitness:	319.2124625850341	Fitness standard deviation:	55.9709773073036	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51136	Best fitness:	100.75646258503401	Average fitness:	306.9707482993197	Fitness standard deviation:	53.97745992163615	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51152	Best fitness:	100.75646258503401	Average fitness:	326.4621768707483	Fitness standard deviation:	52.21153340410683	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51168	Best fitness:	100.75646258503401	Average fitness:	316.92274829931966	Fitness standard deviation:	44.71696703599161	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51184	Best fitness:	100.75646258503401	Average fitness:	311.4438911564625	Fitness standard deviation:	59.36951967507384	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51200	Best fitness:	100.75646258503401	Average fitness:	322.71931972789116	Fitness standard deviation:	57.77878157247693	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51216	Best fitness:	100.75646258503401	Average fitness:	316.8873197278911	Fitness standard deviation:	51.53031367485135	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51232	Best fitness:	100.75646258503401	Average fitness:	320.64331972789114	Fitness standard deviation:	59.26790037634544	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51248	Best fitness:	100.75646258503401	Average fitness:	304.63589115646266	Fitness standard deviation:	55.31787157503293	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51264	Best fitness:	100.75646258503401	Average fitness:	319.92960544217704	Fitness standard deviation:	61.3340568336505	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51280	Best fitness:	100.75646258503401	Average fitness:	299.8650340136054	Fitness standard deviation:	46.42750979006006	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51296	Best fitness:	100.75646258503401	Average fitness:	315.9056054421769	Fitness standard deviation:	66.09341250696869	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51312	Best fitness:	100.75646258503401	Average fitness:	313.37189115646265	Fitness standard deviation:	54.983410102038775	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51328	Best fitness:	100.75646258503401	Average fitness:	314.7501768707482	Fitness standard deviation:	54.41068481203197	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51344	Best fitness:	100.75646258503401	Average fitness:	316.5044625850341	Fitness standard deviation:	59.277260861005324	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51360	Best fitness:	100.75646258503401	Average fitness:	314.9101768707484	Fitness standard deviation:	47.20122651121754	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51376	Best fitness:	100.75646258503401	Average fitness:	318.0896054421769	Fitness standard deviation:	53.44869555614113	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51392	Best fitness:	100.75646258503401	Average fitness:	324.95131972789125	Fitness standard deviation:	53.0924260527174	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51408	Best fitness:	100.75646258503401	Average fitness:	323.02103401360534	Fitness standard deviation:	54.10114874784763	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51424	Best fitness:	100.75646258503401	Average fitness:	308.08617687074843	Fitness standard deviation:	53.981015017942624	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51440	Best fitness:	100.75646258503401	Average fitness:	306.9576054421768	Fitness standard deviation:	49.99289025696453	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51456	Best fitness:	100.75646258503401	Average fitness:	315.54503401360546	Fitness standard deviation:	52.481879010662304	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51472	Best fitness:	100.75646258503401	Average fitness:	315.5473197278911	Fitness standard deviation:	54.73053856031421	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51488	Best fitness:	100.75646258503401	Average fitness:	312.10503401360535	Fitness standard deviation:	51.73878914355086	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51504	Best fitness:	100.75646258503401	Average fitness:	316.4530340136054	Fitness standard deviation:	55.25904617493199	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51520	Best fitness:	100.75646258503401	Average fitness:	314.9838911564626	Fitness standard deviation:	54.77674017317935	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51536	Best fitness:	100.75646258503401	Average fitness:	317.6410340136054	Fitness standard deviation:	55.15429103072617	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51552	Best fitness:	100.75646258503401	Average fitness:	317.43703401360546	Fitness standard deviation:	64.54175163538146	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51568	Best fitness:	100.75646258503401	Average fitness:	309.7776054421769	Fitness standard deviation:	61.43270492671021	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51584	Best fitness:	100.75646258503401	Average fitness:	313.4793197278912	Fitness standard deviation:	56.02763028276353	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51600	Best fitness:	100.75646258503401	Average fitness:	325.8570340136054	Fitness standard deviation:	50.25367558574747	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51616	Best fitness:	100.75646258503401	Average fitness:	307.31131972789115	Fitness standard deviation:	52.57816916103612	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51632	Best fitness:	100.75646258503401	Average fitness:	327.9273197278911	Fitness standard deviation:	51.25990962113909	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51648	Best fitness:	100.75646258503401	Average fitness:	314.0478911564626	Fitness standard deviation:	64.34843898650533	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51664	Best fitness:	100.75646258503401	Average fitness:	318.0747482993198	Fitness standard deviation:	61.13013940098348	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51680	Best fitness:	100.75646258503401	Average fitness:	309.02731972789115	Fitness standard deviation:	57.913052982863185	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51696	Best fitness:	100.75646258503401	Average fitness:	311.9233197278913	Fitness standard deviation:	52.57310847005418	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51712	Best fitness:	100.75646258503401	Average fitness:	312.7696054421769	Fitness standard deviation:	50.837666964243624	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51728	Best fitness:	100.75646258503401	Average fitness:	317.360462585034	Fitness standard deviation:	50.00683414845437	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51744	Best fitness:	100.75646258503401	Average fitness:	318.7730340136054	Fitness standard deviation:	48.09744465697334	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51760	Best fitness:	100.75646258503401	Average fitness:	308.33474829931976	Fitness standard deviation:	65.59659711432897	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51776	Best fitness:	100.75646258503401	Average fitness:	306.1867482993197	Fitness standard deviation:	52.274934223599296	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51792	Best fitness:	100.75646258503401	Average fitness:	309.94160544217686	Fitness standard deviation:	55.64361414926099	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51808	Best fitness:	100.75646258503401	Average fitness:	321.42731972789124	Fitness standard deviation:	59.51187108194019	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51824	Best fitness:	100.75646258503401	Average fitness:	318.96446258503397	Fitness standard deviation:	59.620777925902615	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51840	Best fitness:	100.75646258503401	Average fitness:	313.02274829931974	Fitness standard deviation:	53.20049177001495	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51856	Best fitness:	100.75646258503401	Average fitness:	303.6273197278912	Fitness standard deviation:	53.60883729767102	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51872	Best fitness:	100.75646258503401	Average fitness:	293.9953197278911	Fitness standard deviation:	61.36342665577581	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51888	Best fitness:	100.75646258503401	Average fitness:	321.7490340136054	Fitness standard deviation:	52.012431107517806	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51904	Best fitness:	100.75646258503401	Average fitness:	307.6164625850339	Fitness standard deviation:	54.169232701124464	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51920	Best fitness:	100.75646258503401	Average fitness:	303.00446258503405	Fitness standard deviation:	61.77511458276938	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51936	Best fitness:	100.75646258503401	Average fitness:	312.56160544217687	Fitness standard deviation:	56.74610714041834	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51952	Best fitness:	100.75646258503401	Average fitness:	315.5490340136055	Fitness standard deviation:	68.078645711847	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51968	Best fitness:	100.75646258503401	Average fitness:	305.9158911564626	Fitness standard deviation:	57.57879005470039	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	51984	Best fitness:	100.75646258503401	Average fitness:	312.30103401360543	Fitness standard deviation:	54.72791875212117	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52000	Best fitness:	100.75646258503401	Average fitness:	308.6598911564625	Fitness standard deviation:	55.726594066065815	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52016	Best fitness:	100.75646258503401	Average fitness:	314.71189115646257	Fitness standard deviation:	56.12123761417721	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52032	Best fitness:	100.75646258503401	Average fitness:	315.6667482993197	Fitness standard deviation:	58.94733782844841	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52048	Best fitness:	100.75646258503401	Average fitness:	314.79303401360545	Fitness standard deviation:	64.98197025674875	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52064	Best fitness:	100.75646258503401	Average fitness:	319.79360544217684	Fitness standard deviation:	55.9237227600858	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52080	Best fitness:	100.75646258503401	Average fitness:	311.32103401360547	Fitness standard deviation:	57.57154613529295	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52096	Best fitness:	100.75646258503401	Average fitness:	311.7558911564626	Fitness standard deviation:	54.764493037301584	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52112	Best fitness:	100.75646258503401	Average fitness:	309.67246258503405	Fitness standard deviation:	55.067915740474504	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52128	Best fitness:	100.75646258503401	Average fitness:	319.83703401360543	Fitness standard deviation:	48.52526737227752	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52144	Best fitness:	100.75646258503401	Average fitness:	313.73646258503396	Fitness standard deviation:	52.307861117559355	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52160	Best fitness:	100.75646258503401	Average fitness:	310.0438911564625	Fitness standard deviation:	55.85159823704826	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52176	Best fitness:	100.75646258503401	Average fitness:	307.6033197278911	Fitness standard deviation:	53.069426614038875	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52192	Best fitness:	100.75646258503401	Average fitness:	313.38503401360543	Fitness standard deviation:	59.33998727498953	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52208	Best fitness:	100.75646258503401	Average fitness:	305.5324625850341	Fitness standard deviation:	50.246203100740026	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52224	Best fitness:	100.75646258503401	Average fitness:	316.22731972789114	Fitness standard deviation:	60.70578125042532	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52240	Best fitness:	100.75646258503401	Average fitness:	311.9204625850341	Fitness standard deviation:	56.983820348858856	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52256	Best fitness:	100.75646258503401	Average fitness:	312.55817687074835	Fitness standard deviation:	60.72783429602702	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52272	Best fitness:	100.75646258503401	Average fitness:	312.71474829931975	Fitness standard deviation:	55.504383856280285	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52288	Best fitness:	100.75646258503401	Average fitness:	308.604462585034	Fitness standard deviation:	59.01007466803046	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52304	Best fitness:	100.75646258503401	Average fitness:	320.85303401360545	Fitness standard deviation:	59.47474906210198	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
Generation:	52320	Best fitness:	100.75646258503401	Average fitness:	323.9667482993197	Fitness standard deviation:	60.930311684408636	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	A15	A14	A17	A12	N5	E4	A7	N9	A16	E5	A8	A13	
