Generation:	16	Best fitness:	240.6421768707483	Average fitness:	338.2130340136054	Fitness standard deviation:	39.36162245287214	Best genome:	A9	N5	N3	A11	E3	A10	N7	E5	N6	N12	A8	A14	N9	A6	A12	A15	A17	A7	E4	A13	A16	
Generation:	50096	Best fitness:	117.78503401360544	Average fitness:	323.34617687074825	Fitness standard deviation:	44.42683276708217	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50112	Best fitness:	117.78503401360544	Average fitness:	313.8598911564625	Fitness standard deviation:	60.86545963023692	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50128	Best fitness:	117.78503401360544	Average fitness:	321.8696054421768	Fitness standard deviation:	55.15642970197933	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50144	Best fitness:	117.78503401360544	Average fitness:	318.3758911564626	Fitness standard deviation:	50.35055055208393	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50160	Best fitness:	117.78503401360544	Average fitness:	313.41531972789113	Fitness standard deviation:	51.59245108837263	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50176	Best fitness:	117.78503401360544	Average fitness:	312.08560544217687	Fitness standard deviation:	55.052517335536905	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50192	Best fitness:	117.78503401360544	Average fitness:	305.2158911564626	Fitness standard deviation:	53.18987285534106	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50208	Best fitness:	117.78503401360544	Average fitness:	322.6216054421768	Fitness standard deviation:	55.112558675451645	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50224	Best fitness:	117.78503401360544	Average fitness:	306.81589115646256	Fitness standard deviation:	51.334889544747526	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50240	Best fitness:	117.78503401360544	Average fitness:	319.2478911564625	Fitness standard deviation:	49.83056221449086	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50256	Best fitness:	117.78503401360544	Average fitness:	317.7524625850341	Fitness standard deviation:	58.57238605767906	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50272	Best fitness:	117.78503401360544	Average fitness:	314.680462585034	Fitness standard deviation:	56.29940793830857	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50288	Best fitness:	117.78503401360544	Average fitness:	320.164462585034	Fitness standard deviation:	52.551744153272594	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50304	Best fitness:	117.78503401360544	Average fitness:	307.4136054421769	Fitness standard deviation:	54.66184880047247	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50320	Best fitness:	117.78503401360544	Average fitness:	315.4358911564625	Fitness standard deviation:	58.07886750174899	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50336	Best fitness:	117.78503401360544	Average fitness:	311.26731972789116	Fitness standard deviation:	46.193086730746685	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50352	Best fitness:	117.78503401360544	Average fitness:	317.85074829931966	Fitness standard deviation:	46.434501687202115	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50368	Best fitness:	117.78503401360544	Average fitness:	302.56503401360544	Fitness standard deviation:	57.75972390967991	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50384	Best fitness:	117.78503401360544	Average fitness:	320.35474829931974	Fitness standard deviation:	60.20903706255399	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50400	Best fitness:	117.78503401360544	Average fitness:	314.30960544217675	Fitness standard deviation:	59.48134820260886	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50416	Best fitness:	117.78503401360544	Average fitness:	316.4456054421768	Fitness standard deviation:	56.77786221076389	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50432	Best fitness:	117.78503401360544	Average fitness:	313.6290340136054	Fitness standard deviation:	47.34789048508661	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50448	Best fitness:	117.78503401360544	Average fitness:	320.5187482993198	Fitness standard deviation:	50.36935687823035	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50464	Best fitness:	117.78503401360544	Average fitness:	314.69303401360537	Fitness standard deviation:	51.72617457342075	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50480	Best fitness:	117.78503401360544	Average fitness:	311.4393197278912	Fitness standard deviation:	56.5894084703172	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50496	Best fitness:	117.78503401360544	Average fitness:	304.720462585034	Fitness standard deviation:	53.804635809679496	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50512	Best fitness:	117.78503401360544	Average fitness:	313.6936054421768	Fitness standard deviation:	61.56683310659651	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50528	Best fitness:	117.78503401360544	Average fitness:	307.76560544217693	Fitness standard deviation:	56.01350258205787	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50544	Best fitness:	117.78503401360544	Average fitness:	319.58903401360544	Fitness standard deviation:	45.4702550936952	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50560	Best fitness:	117.78503401360544	Average fitness:	308.88274829931976	Fitness standard deviation:	52.46607832082885	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50576	Best fitness:	117.78503401360544	Average fitness:	309.7696054421768	Fitness standard deviation:	56.74152558069345	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50592	Best fitness:	117.78503401360544	Average fitness:	319.95474829931965	Fitness standard deviation:	49.75057145728611	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50608	Best fitness:	117.78503401360544	Average fitness:	312.56389115646266	Fitness standard deviation:	51.36024248464597	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50624	Best fitness:	117.78503401360544	Average fitness:	318.46903401360544	Fitness standard deviation:	56.54437720038653	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50640	Best fitness:	117.78503401360544	Average fitness:	309.896462585034	Fitness standard deviation:	53.4729542929538	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50656	Best fitness:	117.78503401360544	Average fitness:	309.35931972789115	Fitness standard deviation:	53.4693421981423	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50672	Best fitness:	117.78503401360544	Average fitness:	320.4387482993197	Fitness standard deviation:	55.30371375949211	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50688	Best fitness:	117.78503401360544	Average fitness:	321.756462585034	Fitness standard deviation:	55.26946738018919	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50704	Best fitness:	117.78503401360544	Average fitness:	310.59189115646257	Fitness standard deviation:	50.5803067461103	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50720	Best fitness:	117.78503401360544	Average fitness:	309.7890340136053	Fitness standard deviation:	54.516075145833106	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50736	Best fitness:	117.78503401360544	Average fitness:	309.2913197278911	Fitness standard deviation:	46.602973730115075	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50752	Best fitness:	117.78503401360544	Average fitness:	317.4553197278911	Fitness standard deviation:	51.97797593565324	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50768	Best fitness:	117.78503401360544	Average fitness:	312.1570340136055	Fitness standard deviation:	56.382603914357	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50784	Best fitness:	117.78503401360544	Average fitness:	314.5141768707483	Fitness standard deviation:	43.76275379911132	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50800	Best fitness:	117.78503401360544	Average fitness:	330.73131972789116	Fitness standard deviation:	50.305178908136206	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50816	Best fitness:	117.78503401360544	Average fitness:	315.4336054421767	Fitness standard deviation:	56.917160354827466	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50832	Best fitness:	117.78503401360544	Average fitness:	314.8536054421769	Fitness standard deviation:	50.905703301019514	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50848	Best fitness:	117.78503401360544	Average fitness:	321.2730340136055	Fitness standard deviation:	50.90582191635444	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50864	Best fitness:	117.78503401360544	Average fitness:	314.99474829931967	Fitness standard deviation:	54.7538019509297	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50880	Best fitness:	117.78503401360544	Average fitness:	320.4473197278911	Fitness standard deviation:	43.80017284095988	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50896	Best fitness:	117.78503401360544	Average fitness:	317.16617687074825	Fitness standard deviation:	57.5296048323232	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50912	Best fitness:	117.78503401360544	Average fitness:	320.51017687074835	Fitness standard deviation:	58.63451373116175	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50928	Best fitness:	117.78503401360544	Average fitness:	311.5021768707484	Fitness standard deviation:	60.71342123754309	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50944	Best fitness:	117.78503401360544	Average fitness:	312.5456054421768	Fitness standard deviation:	57.50466171413534	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50960	Best fitness:	117.78503401360544	Average fitness:	314.448462585034	Fitness standard deviation:	42.34117879457639	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50976	Best fitness:	117.78503401360544	Average fitness:	319.900462585034	Fitness standard deviation:	50.682309423405286	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	50992	Best fitness:	117.78503401360544	Average fitness:	328.1924625850339	Fitness standard deviation:	52.44084801692945	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51008	Best fitness:	117.78503401360544	Average fitness:	317.2547482993196	Fitness standard deviation:	54.305285843374506	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51024	Best fitness:	117.78503401360544	Average fitness:	318.75646258503406	Fitness standard deviation:	51.60458356481485	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51040	Best fitness:	117.78503401360544	Average fitness:	321.79646258503396	Fitness standard deviation:	53.38712372465702	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51056	Best fitness:	117.78503401360544	Average fitness:	322.1970340136054	Fitness standard deviation:	47.952666488391856	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51072	Best fitness:	117.78503401360544	Average fitness:	326.07760544217683	Fitness standard deviation:	58.17512184739439	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51088	Best fitness:	117.78503401360544	Average fitness:	320.45760544217677	Fitness standard deviation:	51.31786853861859	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51104	Best fitness:	117.78503401360544	Average fitness:	314.5210340136054	Fitness standard deviation:	52.08841135874227	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51120	Best fitness:	117.78503401360544	Average fitness:	328.3496054421769	Fitness standard deviation:	55.910889906371985	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51136	Best fitness:	117.78503401360544	Average fitness:	321.35989115646265	Fitness standard deviation:	55.8357912103127	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51152	Best fitness:	117.78503401360544	Average fitness:	319.02846258503405	Fitness standard deviation:	56.2967659171883	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51168	Best fitness:	117.78503401360544	Average fitness:	322.9798911564625	Fitness standard deviation:	49.00016182897058	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51184	Best fitness:	117.78503401360544	Average fitness:	306.35531972789113	Fitness standard deviation:	60.605968039122885	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51200	Best fitness:	117.78503401360544	Average fitness:	331.4107482993197	Fitness standard deviation:	43.614655559706506	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51216	Best fitness:	117.78503401360544	Average fitness:	315.93646258503406	Fitness standard deviation:	45.52642193141858	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51232	Best fitness:	117.78503401360544	Average fitness:	321.92103401360544	Fitness standard deviation:	54.417789276249415	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51248	Best fitness:	117.78503401360544	Average fitness:	318.71303401360547	Fitness standard deviation:	48.36300027491922	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51264	Best fitness:	117.78503401360544	Average fitness:	315.88960544217684	Fitness standard deviation:	52.153851712886905	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51280	Best fitness:	117.78503401360544	Average fitness:	310.7090340136054	Fitness standard deviation:	53.178232652859315	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51296	Best fitness:	117.78503401360544	Average fitness:	323.4587482993196	Fitness standard deviation:	50.67558671246995	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51312	Best fitness:	117.78503401360544	Average fitness:	323.2250340136054	Fitness standard deviation:	53.06188762536955	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51328	Best fitness:	117.78503401360544	Average fitness:	322.18503401360545	Fitness standard deviation:	48.31379470900286	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51344	Best fitness:	117.78503401360544	Average fitness:	319.82846258503395	Fitness standard deviation:	59.16248569794193	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51360	Best fitness:	117.78503401360544	Average fitness:	306.6656054421767	Fitness standard deviation:	55.599667798156005	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51376	Best fitness:	117.78503401360544	Average fitness:	301.69989115646257	Fitness standard deviation:	55.44268052830117	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51392	Best fitness:	117.78503401360544	Average fitness:	313.4901768707484	Fitness standard deviation:	47.47688363481189	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51408	Best fitness:	117.78503401360544	Average fitness:	312.63189115646253	Fitness standard deviation:	47.05460475764258	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51424	Best fitness:	117.78503401360544	Average fitness:	318.8101768707483	Fitness standard deviation:	58.54555320850419	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51440	Best fitness:	117.78503401360544	Average fitness:	314.0776054421768	Fitness standard deviation:	46.93356331267092	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51456	Best fitness:	117.78503401360544	Average fitness:	318.82217687074825	Fitness standard deviation:	42.762956026954754	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51472	Best fitness:	117.78503401360544	Average fitness:	311.19131972789114	Fitness standard deviation:	52.1747319529995	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51488	Best fitness:	117.78503401360544	Average fitness:	319.81074829931976	Fitness standard deviation:	55.3749420232801	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51504	Best fitness:	117.78503401360544	Average fitness:	314.8576054421768	Fitness standard deviation:	48.430149223349694	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51520	Best fitness:	117.78503401360544	Average fitness:	316.28274829931973	Fitness standard deviation:	55.020712416103	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51536	Best fitness:	117.78503401360544	Average fitness:	311.4913197278912	Fitness standard deviation:	53.58220296680149	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51552	Best fitness:	117.78503401360544	Average fitness:	313.88446258503393	Fitness standard deviation:	48.70737252664097	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51568	Best fitness:	117.78503401360544	Average fitness:	325.54560544217685	Fitness standard deviation:	50.101037144342385	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51584	Best fitness:	117.78503401360544	Average fitness:	304.59646258503403	Fitness standard deviation:	57.422329724771764	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51600	Best fitness:	117.78503401360544	Average fitness:	320.1787482993197	Fitness standard deviation:	53.779354597261204	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51616	Best fitness:	117.78503401360544	Average fitness:	316.93189115646254	Fitness standard deviation:	47.827215891355905	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51632	Best fitness:	117.78503401360544	Average fitness:	327.66389115646257	Fitness standard deviation:	59.36504422156672	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51648	Best fitness:	117.78503401360544	Average fitness:	310.1290340136054	Fitness standard deviation:	54.21332134207215	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51664	Best fitness:	117.78503401360544	Average fitness:	318.31703401360545	Fitness standard deviation:	54.432153429938886	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51680	Best fitness:	117.78503401360544	Average fitness:	312.7867482993197	Fitness standard deviation:	53.84260399743394	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51696	Best fitness:	117.78503401360544	Average fitness:	312.896462585034	Fitness standard deviation:	54.756669074764446	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51712	Best fitness:	117.78503401360544	Average fitness:	320.9501768707483	Fitness standard deviation:	46.9269004407876	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51728	Best fitness:	117.78503401360544	Average fitness:	318.168462585034	Fitness standard deviation:	45.38599013900611	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51744	Best fitness:	117.78503401360544	Average fitness:	316.0690340136054	Fitness standard deviation:	55.48286807765483	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51760	Best fitness:	117.78503401360544	Average fitness:	319.01589115646243	Fitness standard deviation:	47.52318887122154	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51776	Best fitness:	117.78503401360544	Average fitness:	312.2353197278912	Fitness standard deviation:	49.67347966018709	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51792	Best fitness:	117.78503401360544	Average fitness:	310.80274829931966	Fitness standard deviation:	59.0646936606336	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51808	Best fitness:	117.78503401360544	Average fitness:	316.0976054421768	Fitness standard deviation:	48.961213273615776	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
Generation:	51824	Best fitness:	117.78503401360544	Average fitness:	318.67703401360546	Fitness standard deviation:	49.09957804881248	Best genome:	A9	N3	A11	E3	N6	N7	A6	A10	N12	E5	A15	A17	E4	N5	A7	A14	A12	N9	A16	A8	A13	
