Generation:	16	Best fitness:	254.556462585034	Average fitness:	325.09360544217685	Fitness standard deviation:	42.33941724990112	Best genome:	A16	N3	E4	A9	A6	A10	A7	A17	A8	N9	A11	N7	N6	E3	N5	A15	A14	A12	A13	N12	E5	
Generation:	56128	Best fitness:	95.75646258503401	Average fitness:	265.4793197278911	Fitness standard deviation:	55.01041096270518	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56144	Best fitness:	95.75646258503401	Average fitness:	250.7407482993197	Fitness standard deviation:	72.61000463757999	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56160	Best fitness:	95.75646258503401	Average fitness:	255.05789115646257	Fitness standard deviation:	62.44634887449468	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56176	Best fitness:	95.75646258503401	Average fitness:	261.756462585034	Fitness standard deviation:	64.97590322573438	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56192	Best fitness:	95.75646258503401	Average fitness:	240.24931972789113	Fitness standard deviation:	66.17305566405686	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56208	Best fitness:	95.75646258503401	Average fitness:	255.396462585034	Fitness standard deviation:	72.36774250383968	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56224	Best fitness:	95.75646258503401	Average fitness:	264.3578911564626	Fitness standard deviation:	55.796525731209016	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56240	Best fitness:	95.75646258503401	Average fitness:	257.786462585034	Fitness standard deviation:	69.25065532733467	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56256	Best fitness:	95.75646258503401	Average fitness:	259.5050340136054	Fitness standard deviation:	69.57231539475853	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56272	Best fitness:	95.75646258503401	Average fitness:	247.96503401360542	Fitness standard deviation:	63.18654926614735	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56288	Best fitness:	95.75646258503401	Average fitness:	259.3421768707483	Fitness standard deviation:	60.619759356910976	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56304	Best fitness:	95.75646258503401	Average fitness:	263.9936054421769	Fitness standard deviation:	60.36290190614275	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56320	Best fitness:	95.75646258503401	Average fitness:	252.1807482993197	Fitness standard deviation:	75.5069486057747	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56336	Best fitness:	95.75646258503401	Average fitness:	246.2536054421768	Fitness standard deviation:	57.28138950543596	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56352	Best fitness:	95.75646258503401	Average fitness:	256.3678911564625	Fitness standard deviation:	54.334997478792694	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56368	Best fitness:	95.75646258503401	Average fitness:	271.2721768707483	Fitness standard deviation:	76.63929160924798	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56384	Best fitness:	95.75646258503401	Average fitness:	266.45789115646255	Fitness standard deviation:	65.79054238526187	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56400	Best fitness:	95.75646258503401	Average fitness:	239.636462585034	Fitness standard deviation:	68.52682096695231	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56416	Best fitness:	95.75646258503401	Average fitness:	261.196462585034	Fitness standard deviation:	73.27811344599479	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56432	Best fitness:	95.75646258503401	Average fitness:	255.47360544217685	Fitness standard deviation:	82.89295231114129	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56448	Best fitness:	95.75646258503401	Average fitness:	259.40789115646254	Fitness standard deviation:	63.79882834315364	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56464	Best fitness:	95.75646258503401	Average fitness:	253.956462585034	Fitness standard deviation:	57.300649994532506	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56480	Best fitness:	95.75646258503401	Average fitness:	250.43360544217688	Fitness standard deviation:	60.64967257680349	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56496	Best fitness:	95.75646258503401	Average fitness:	268.4021768707483	Fitness standard deviation:	70.99954664988923	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56512	Best fitness:	95.75646258503401	Average fitness:	244.8878911564625	Fitness standard deviation:	50.544228682028816	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56528	Best fitness:	95.75646258503401	Average fitness:	273.4650340136054	Fitness standard deviation:	67.8657471838064	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56544	Best fitness:	95.75646258503401	Average fitness:	266.82217687074825	Fitness standard deviation:	65.90944257394509	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56560	Best fitness:	95.75646258503401	Average fitness:	245.59360544217688	Fitness standard deviation:	68.35821321747457	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56576	Best fitness:	95.75646258503401	Average fitness:	260.06217687074826	Fitness standard deviation:	55.35458913925304	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56592	Best fitness:	95.75646258503401	Average fitness:	246.94503401360544	Fitness standard deviation:	64.46583679970124	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56608	Best fitness:	95.75646258503401	Average fitness:	258.70217687074825	Fitness standard deviation:	61.28458067549642	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56624	Best fitness:	95.75646258503401	Average fitness:	238.12217687074832	Fitness standard deviation:	71.93547426091564	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56640	Best fitness:	95.75646258503401	Average fitness:	265.64646258503393	Fitness standard deviation:	73.98975399282233	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56656	Best fitness:	95.75646258503401	Average fitness:	278.3236054421768	Fitness standard deviation:	56.56063408919165	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56672	Best fitness:	95.75646258503401	Average fitness:	263.7078911564626	Fitness standard deviation:	59.19849701622156	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56688	Best fitness:	95.75646258503401	Average fitness:	261.3507482993197	Fitness standard deviation:	54.727381200466965	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56704	Best fitness:	95.75646258503401	Average fitness:	262.30360544217683	Fitness standard deviation:	80.13057011744606	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56720	Best fitness:	95.75646258503401	Average fitness:	265.8736054421769	Fitness standard deviation:	63.967150306757816	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56736	Best fitness:	95.75646258503401	Average fitness:	254.74360544217683	Fitness standard deviation:	72.7686804545887	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56752	Best fitness:	95.75646258503401	Average fitness:	246.71074829931973	Fitness standard deviation:	64.18911179841476	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56768	Best fitness:	95.75646258503401	Average fitness:	253.40503401360547	Fitness standard deviation:	56.48989441863537	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56784	Best fitness:	95.75646258503401	Average fitness:	263.85931972789115	Fitness standard deviation:	54.19838946323188	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56800	Best fitness:	95.75646258503401	Average fitness:	254.26646258503396	Fitness standard deviation:	55.78301422037181	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56816	Best fitness:	95.75646258503401	Average fitness:	261.1436054421768	Fitness standard deviation:	71.2948757210617	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56832	Best fitness:	95.75646258503401	Average fitness:	262.7293197278912	Fitness standard deviation:	91.51419717002095	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56848	Best fitness:	95.75646258503401	Average fitness:	267.1036054421769	Fitness standard deviation:	56.60776918986529	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56864	Best fitness:	95.75646258503401	Average fitness:	267.196462585034	Fitness standard deviation:	52.6623727346273	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56880	Best fitness:	95.75646258503401	Average fitness:	233.20789115646258	Fitness standard deviation:	76.08466315458679	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56896	Best fitness:	95.75646258503401	Average fitness:	225.84217687074823	Fitness standard deviation:	69.35858024110085	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56912	Best fitness:	95.75646258503401	Average fitness:	257.99074829931976	Fitness standard deviation:	75.01825932833327	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56928	Best fitness:	95.75646258503401	Average fitness:	246.8150340136054	Fitness standard deviation:	64.15197356469166	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56944	Best fitness:	95.75646258503401	Average fitness:	257.75789115646256	Fitness standard deviation:	63.55757825044331	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56960	Best fitness:	95.75646258503401	Average fitness:	262.4450340136054	Fitness standard deviation:	73.04645147760013	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56976	Best fitness:	95.75646258503401	Average fitness:	268.12503401360544	Fitness standard deviation:	53.65923843466058	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	56992	Best fitness:	95.75646258503401	Average fitness:	243.16074829931972	Fitness standard deviation:	64.31144772249546	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57008	Best fitness:	95.75646258503401	Average fitness:	249.8678911564626	Fitness standard deviation:	71.08433502336702	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57024	Best fitness:	95.75646258503401	Average fitness:	269.9307482993197	Fitness standard deviation:	73.35358311017971	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57040	Best fitness:	95.75646258503401	Average fitness:	256.68789115646257	Fitness standard deviation:	52.99913160628585	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57056	Best fitness:	95.75646258503401	Average fitness:	238.05503401360542	Fitness standard deviation:	59.06508376704601	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57072	Best fitness:	95.75646258503401	Average fitness:	256.02217687074824	Fitness standard deviation:	78.68975510944023	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57088	Best fitness:	95.75646258503401	Average fitness:	253.54789115646253	Fitness standard deviation:	72.3252365699412	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57104	Best fitness:	95.75646258503401	Average fitness:	270.6421768707483	Fitness standard deviation:	58.67960811187534	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57120	Best fitness:	95.75646258503401	Average fitness:	254.4964625850339	Fitness standard deviation:	61.53343866118152	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57136	Best fitness:	95.75646258503401	Average fitness:	282.80789115646246	Fitness standard deviation:	67.30442421094877	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57152	Best fitness:	95.75646258503401	Average fitness:	256.4307482993197	Fitness standard deviation:	59.42823516388382	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57168	Best fitness:	95.75646258503401	Average fitness:	252.14074829931968	Fitness standard deviation:	54.22011711532907	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57184	Best fitness:	95.75646258503401	Average fitness:	261.61074829931965	Fitness standard deviation:	65.877541247502	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57200	Best fitness:	95.75646258503401	Average fitness:	243.3821768707483	Fitness standard deviation:	70.17910899103458	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57216	Best fitness:	95.75646258503401	Average fitness:	263.826462585034	Fitness standard deviation:	53.31453412512944	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57232	Best fitness:	95.75646258503401	Average fitness:	275.88217687074837	Fitness standard deviation:	55.206035901883055	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57248	Best fitness:	95.75646258503401	Average fitness:	256.5693197278911	Fitness standard deviation:	75.29638768200759	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57264	Best fitness:	95.75646258503401	Average fitness:	258.24074829931976	Fitness standard deviation:	67.55745157468054	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57280	Best fitness:	95.75646258503401	Average fitness:	257.36789115646263	Fitness standard deviation:	61.48053509785326	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57296	Best fitness:	95.75646258503401	Average fitness:	261.6393197278911	Fitness standard deviation:	52.17905428543573	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57312	Best fitness:	95.75646258503401	Average fitness:	270.5807482993198	Fitness standard deviation:	58.69535480351238	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57328	Best fitness:	95.75646258503401	Average fitness:	252.7093197278911	Fitness standard deviation:	64.8153391236541	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57344	Best fitness:	95.75646258503401	Average fitness:	253.37646258503395	Fitness standard deviation:	58.13361955399802	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57360	Best fitness:	95.75646258503401	Average fitness:	246.65789115646257	Fitness standard deviation:	63.847550238271246	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57376	Best fitness:	95.75646258503401	Average fitness:	253.99074829931973	Fitness standard deviation:	48.09888419937088	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57392	Best fitness:	95.75646258503401	Average fitness:	265.9050340136054	Fitness standard deviation:	69.43600818489685	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57408	Best fitness:	95.75646258503401	Average fitness:	268.0007482993197	Fitness standard deviation:	64.9056039686144	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57424	Best fitness:	95.75646258503401	Average fitness:	240.5450340136054	Fitness standard deviation:	62.80063719941911	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57440	Best fitness:	95.75646258503401	Average fitness:	256.8507482993197	Fitness standard deviation:	75.9521084873453	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57456	Best fitness:	95.75646258503401	Average fitness:	242.126462585034	Fitness standard deviation:	59.6495031198834	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57472	Best fitness:	95.75646258503401	Average fitness:	256.99503401360545	Fitness standard deviation:	66.16103130442653	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57488	Best fitness:	95.75646258503401	Average fitness:	254.20360544217687	Fitness standard deviation:	57.58947202184704	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57504	Best fitness:	95.75646258503401	Average fitness:	233.85646258503397	Fitness standard deviation:	61.534581284652866	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57520	Best fitness:	95.75646258503401	Average fitness:	238.31360544217682	Fitness standard deviation:	55.9881703977706	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57536	Best fitness:	95.75646258503401	Average fitness:	257.7050340136054	Fitness standard deviation:	63.65760425582978	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57552	Best fitness:	95.75646258503401	Average fitness:	250.35789115646253	Fitness standard deviation:	61.40877320489812	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57568	Best fitness:	95.75646258503401	Average fitness:	239.91074829931966	Fitness standard deviation:	63.25391358385242	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57584	Best fitness:	95.75646258503401	Average fitness:	247.76789115646253	Fitness standard deviation:	58.606896856800674	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57600	Best fitness:	95.75646258503401	Average fitness:	237.67360544217686	Fitness standard deviation:	65.03228705176893	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57616	Best fitness:	95.75646258503401	Average fitness:	268.55646258503396	Fitness standard deviation:	55.44739739204196	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57632	Best fitness:	95.75646258503401	Average fitness:	261.59931972789116	Fitness standard deviation:	62.38887884937213	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57648	Best fitness:	95.75646258503401	Average fitness:	253.4993197278912	Fitness standard deviation:	60.408088389363414	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57664	Best fitness:	95.75646258503401	Average fitness:	263.35217687074834	Fitness standard deviation:	76.22166614418711	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57680	Best fitness:	95.75646258503401	Average fitness:	262.8021768707483	Fitness standard deviation:	70.63290578471083	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57696	Best fitness:	95.75646258503401	Average fitness:	253.5236054421768	Fitness standard deviation:	60.02511601872357	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57712	Best fitness:	95.75646258503401	Average fitness:	253.84931972789113	Fitness standard deviation:	65.94079216561302	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57728	Best fitness:	95.75646258503401	Average fitness:	249.01503401360546	Fitness standard deviation:	61.54995149121913	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57744	Best fitness:	95.75646258503401	Average fitness:	246.54931972789115	Fitness standard deviation:	58.38601724903045	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57760	Best fitness:	95.75646258503401	Average fitness:	256.29646258503396	Fitness standard deviation:	67.33387290819032	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57776	Best fitness:	95.75646258503401	Average fitness:	238.0921768707483	Fitness standard deviation:	71.92593235334499	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57792	Best fitness:	95.75646258503401	Average fitness:	256.80074829931965	Fitness standard deviation:	67.49864426454076	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57808	Best fitness:	95.75646258503401	Average fitness:	252.94074829931975	Fitness standard deviation:	63.73188960843091	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57824	Best fitness:	95.75646258503401	Average fitness:	269.75217687074826	Fitness standard deviation:	58.355793497251646	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57840	Best fitness:	95.75646258503401	Average fitness:	233.4407482993197	Fitness standard deviation:	62.97843847099495	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
Generation:	57856	Best fitness:	95.75646258503401	Average fitness:	254.94931972789112	Fitness standard deviation:	48.86989129832605	Best genome:	A9	N3	E4	A11	N12	E3	N6	A10	A15	N7	A6	A14	A17	A12	N5	A7	N9	A13	A16	E5	A8	
