Generation:	16	Best fitness:	186.69931972789115	Average fitness:	242.69931972789112	Fitness standard deviation:	35.722017448798226	Best genome:	A13	E5	N6	E3	N5	A6	A12	A14	N7	A10	N12	N3	A7	A17	N9	A16	A15	A8	A9	E4	A11	
Generation:	53552	Best fitness:	95.32789115646258	Average fitness:	134.51646258503402	Fitness standard deviation:	43.02766494966242	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53568	Best fitness:	95.32789115646258	Average fitness:	134.7307482993197	Fitness standard deviation:	25.706174752540743	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53584	Best fitness:	95.32789115646258	Average fitness:	174.00503401360544	Fitness standard deviation:	38.29700483839222	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53600	Best fitness:	95.32789115646258	Average fitness:	176.68503401360542	Fitness standard deviation:	51.45223780857548	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53616	Best fitness:	95.32789115646258	Average fitness:	173.6878911564626	Fitness standard deviation:	43.097179603727184	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53632	Best fitness:	95.32789115646258	Average fitness:	155.51931972789117	Fitness standard deviation:	44.962284512371355	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53648	Best fitness:	95.32789115646258	Average fitness:	158.18217687074826	Fitness standard deviation:	47.978752865519674	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53664	Best fitness:	95.32789115646258	Average fitness:	194.35931972789115	Fitness standard deviation:	50.72323695651667	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53680	Best fitness:	95.32789115646258	Average fitness:	182.41646258503403	Fitness standard deviation:	57.37877222493364	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53696	Best fitness:	95.32789115646258	Average fitness:	221.33360544217686	Fitness standard deviation:	64.91399371161688	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53712	Best fitness:	95.32789115646258	Average fitness:	177.57360544217687	Fitness standard deviation:	37.121785671335516	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53728	Best fitness:	95.32789115646258	Average fitness:	163.316462585034	Fitness standard deviation:	33.444765796514005	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53744	Best fitness:	95.32789115646258	Average fitness:	159.9021768707483	Fitness standard deviation:	47.18648275832859	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53760	Best fitness:	95.32789115646258	Average fitness:	196.4478911564626	Fitness standard deviation:	50.30820892969939	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53776	Best fitness:	95.32789115646258	Average fitness:	189.27931972789114	Fitness standard deviation:	45.231798549250726	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53792	Best fitness:	95.32789115646258	Average fitness:	160.60503401360543	Fitness standard deviation:	61.572722624783864	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53808	Best fitness:	95.32789115646258	Average fitness:	176.76503401360543	Fitness standard deviation:	37.862373870401214	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53824	Best fitness:	95.32789115646258	Average fitness:	203.30217687074833	Fitness standard deviation:	59.16901209109997	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53840	Best fitness:	95.32789115646258	Average fitness:	170.2507482993197	Fitness standard deviation:	42.31906802337862	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53856	Best fitness:	95.32789115646258	Average fitness:	147.42503401360543	Fitness standard deviation:	35.672991441247916	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53872	Best fitness:	95.32789115646258	Average fitness:	142.08217687074827	Fitness standard deviation:	29.94341929679497	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53888	Best fitness:	95.32789115646258	Average fitness:	161.10503401360546	Fitness standard deviation:	49.031266659184745	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53904	Best fitness:	95.32789115646258	Average fitness:	163.0821768707483	Fitness standard deviation:	54.41875307018975	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53920	Best fitness:	95.32789115646258	Average fitness:	172.10503401360543	Fitness standard deviation:	47.01896065657438	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53936	Best fitness:	95.32789115646258	Average fitness:	193.89931972789114	Fitness standard deviation:	60.579099244757025	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53952	Best fitness:	95.32789115646258	Average fitness:	168.16503401360544	Fitness standard deviation:	37.84362896263021	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53968	Best fitness:	95.32789115646258	Average fitness:	172.42789115646255	Fitness standard deviation:	50.394164304196636	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	53984	Best fitness:	95.32789115646258	Average fitness:	183.43074829931973	Fitness standard deviation:	50.52331076455941	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54000	Best fitness:	95.32789115646258	Average fitness:	164.6878911564626	Fitness standard deviation:	46.43140597940676	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54016	Best fitness:	95.32789115646258	Average fitness:	167.30503401360542	Fitness standard deviation:	46.65835848298277	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54032	Best fitness:	95.32789115646258	Average fitness:	185.39074829931968	Fitness standard deviation:	56.009939059682864	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54048	Best fitness:	95.32789115646258	Average fitness:	193.64503401360545	Fitness standard deviation:	58.79721699647538	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54064	Best fitness:	95.32789115646258	Average fitness:	166.36789115646258	Fitness standard deviation:	45.69384221453182	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54080	Best fitness:	95.32789115646258	Average fitness:	168.5307482993197	Fitness standard deviation:	48.90007545589103	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54096	Best fitness:	95.32789115646258	Average fitness:	157.34789115646257	Fitness standard deviation:	46.544044622227645	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54112	Best fitness:	95.32789115646258	Average fitness:	184.13646258503402	Fitness standard deviation:	44.46745390893048	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54128	Best fitness:	95.32789115646258	Average fitness:	151.31360544217688	Fitness standard deviation:	43.03715385855457	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54144	Best fitness:	95.32789115646258	Average fitness:	177.7707482993197	Fitness standard deviation:	40.58400861302442	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54160	Best fitness:	95.32789115646258	Average fitness:	172.80789115646257	Fitness standard deviation:	53.1047909749186	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54176	Best fitness:	95.32789115646258	Average fitness:	151.57931972789115	Fitness standard deviation:	37.24959125922849	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54192	Best fitness:	95.32789115646258	Average fitness:	187.8478911564626	Fitness standard deviation:	56.966607906092946	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54208	Best fitness:	95.32789115646258	Average fitness:	157.5650340136054	Fitness standard deviation:	54.88424635502599	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54224	Best fitness:	95.32789115646258	Average fitness:	173.11360544217686	Fitness standard deviation:	57.34143389222427	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54240	Best fitness:	95.32789115646258	Average fitness:	160.5221768707483	Fitness standard deviation:	49.526119762964576	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54256	Best fitness:	95.32789115646258	Average fitness:	208.12503401360544	Fitness standard deviation:	42.145343171226024	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54272	Best fitness:	95.32789115646258	Average fitness:	168.956462585034	Fitness standard deviation:	50.662997002803955	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54288	Best fitness:	95.32789115646258	Average fitness:	185.61931972789114	Fitness standard deviation:	48.98659008507599	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54304	Best fitness:	95.32789115646258	Average fitness:	212.35931972789118	Fitness standard deviation:	62.1733028210137	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54320	Best fitness:	95.32789115646258	Average fitness:	193.40789115646257	Fitness standard deviation:	55.14814896888088	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54336	Best fitness:	95.32789115646258	Average fitness:	150.09646258503398	Fitness standard deviation:	40.76641965427638	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54352	Best fitness:	95.32789115646258	Average fitness:	188.916462585034	Fitness standard deviation:	42.59104092819215	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54368	Best fitness:	95.32789115646258	Average fitness:	176.01360544217687	Fitness standard deviation:	55.7793319926926	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54384	Best fitness:	95.32789115646258	Average fitness:	192.58789115646258	Fitness standard deviation:	56.62413338526827	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54400	Best fitness:	95.32789115646258	Average fitness:	152.61360544217686	Fitness standard deviation:	42.71454371637322	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54416	Best fitness:	95.32789115646258	Average fitness:	172.96503401360542	Fitness standard deviation:	35.269736232038234	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54432	Best fitness:	95.32789115646258	Average fitness:	163.72789115646256	Fitness standard deviation:	53.300714855259045	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54448	Best fitness:	95.32789115646258	Average fitness:	157.80503401360542	Fitness standard deviation:	26.812683718032876	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54464	Best fitness:	95.32789115646258	Average fitness:	166.85646258503397	Fitness standard deviation:	30.989560454173226	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54480	Best fitness:	95.32789115646258	Average fitness:	188.2821768707483	Fitness standard deviation:	61.95357998912887	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54496	Best fitness:	95.32789115646258	Average fitness:	202.69074829931975	Fitness standard deviation:	62.649730588863214	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54512	Best fitness:	95.32789115646258	Average fitness:	155.8821768707483	Fitness standard deviation:	50.765217402855505	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54528	Best fitness:	95.32789115646258	Average fitness:	171.2307482993197	Fitness standard deviation:	52.37770860951893	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54544	Best fitness:	95.32789115646258	Average fitness:	166.63074829931972	Fitness standard deviation:	50.042080577963866	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54560	Best fitness:	95.32789115646258	Average fitness:	171.12789115646257	Fitness standard deviation:	39.11735770050666	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54576	Best fitness:	95.32789115646258	Average fitness:	201.75931972789118	Fitness standard deviation:	57.512949313832884	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54592	Best fitness:	95.32789115646258	Average fitness:	181.43360544217688	Fitness standard deviation:	50.731668731127876	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54608	Best fitness:	95.32789115646258	Average fitness:	202.6821768707483	Fitness standard deviation:	62.3733593052387	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54624	Best fitness:	95.32789115646258	Average fitness:	161.17360544217684	Fitness standard deviation:	38.40714261802917	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54640	Best fitness:	95.32789115646258	Average fitness:	189.87646258503403	Fitness standard deviation:	48.31026054027641	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54656	Best fitness:	95.32789115646258	Average fitness:	187.42789115646255	Fitness standard deviation:	62.58723512027034	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54672	Best fitness:	95.32789115646258	Average fitness:	160.11931972789117	Fitness standard deviation:	46.204549736216784	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54688	Best fitness:	95.32789115646258	Average fitness:	169.26789115646255	Fitness standard deviation:	44.2352033602936	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54704	Best fitness:	95.32789115646258	Average fitness:	184.29931972789115	Fitness standard deviation:	74.19289585882444	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54720	Best fitness:	95.32789115646258	Average fitness:	163.23646258503402	Fitness standard deviation:	52.60242378213291	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54736	Best fitness:	95.32789115646258	Average fitness:	174.7821768707483	Fitness standard deviation:	41.51805990119461	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54752	Best fitness:	95.32789115646258	Average fitness:	179.63360544217687	Fitness standard deviation:	42.95342907600923	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54768	Best fitness:	95.32789115646258	Average fitness:	180.0650340136054	Fitness standard deviation:	57.364189640064	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54784	Best fitness:	95.32789115646258	Average fitness:	152.80217687074827	Fitness standard deviation:	24.075996005845106	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54800	Best fitness:	95.32789115646258	Average fitness:	161.07360544217687	Fitness standard deviation:	40.69738285723753	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54816	Best fitness:	95.32789115646258	Average fitness:	192.4993197278912	Fitness standard deviation:	56.70915270042394	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54832	Best fitness:	95.32789115646258	Average fitness:	174.24503401360545	Fitness standard deviation:	60.838786567619906	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54848	Best fitness:	95.32789115646258	Average fitness:	189.67931972789114	Fitness standard deviation:	44.13544468509431	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54864	Best fitness:	95.32789115646258	Average fitness:	192.276462585034	Fitness standard deviation:	54.93747808153541	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54880	Best fitness:	95.32789115646258	Average fitness:	162.8393197278911	Fitness standard deviation:	61.38070354229363	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54896	Best fitness:	95.32789115646258	Average fitness:	179.93360544217686	Fitness standard deviation:	50.01746111436016	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54912	Best fitness:	95.32789115646258	Average fitness:	175.26503401360543	Fitness standard deviation:	46.15230120072507	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54928	Best fitness:	95.32789115646258	Average fitness:	193.876462585034	Fitness standard deviation:	38.1645498506942	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54944	Best fitness:	95.32789115646258	Average fitness:	165.04789115646258	Fitness standard deviation:	44.073218856899516	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54960	Best fitness:	95.32789115646258	Average fitness:	155.85360544217684	Fitness standard deviation:	42.61001740991746	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54976	Best fitness:	95.32789115646258	Average fitness:	186.30789115646257	Fitness standard deviation:	60.02200691651117	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	54992	Best fitness:	95.32789115646258	Average fitness:	159.5221768707483	Fitness standard deviation:	37.51794085120192	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55008	Best fitness:	95.32789115646258	Average fitness:	185.76789115646255	Fitness standard deviation:	53.01956389015323	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55024	Best fitness:	95.32789115646258	Average fitness:	179.53360544217685	Fitness standard deviation:	62.34250726626976	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55040	Best fitness:	95.32789115646258	Average fitness:	191.33646258503398	Fitness standard deviation:	71.42049331463711	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55056	Best fitness:	95.32789115646258	Average fitness:	164.756462585034	Fitness standard deviation:	54.10872350355046	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55072	Best fitness:	95.32789115646258	Average fitness:	164.07074829931972	Fitness standard deviation:	40.03218297157161	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55088	Best fitness:	95.32789115646258	Average fitness:	138.55360544217686	Fitness standard deviation:	34.71581054852121	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55104	Best fitness:	95.32789115646258	Average fitness:	146.67646258503402	Fitness standard deviation:	43.76284473833753	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55120	Best fitness:	95.32789115646258	Average fitness:	196.79074829931972	Fitness standard deviation:	58.62980477677941	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55136	Best fitness:	95.32789115646258	Average fitness:	185.0678911564626	Fitness standard deviation:	44.562661134036176	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55152	Best fitness:	95.32789115646258	Average fitness:	155.576462585034	Fitness standard deviation:	40.08154351584087	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55168	Best fitness:	95.32789115646258	Average fitness:	165.28789115646256	Fitness standard deviation:	35.50087598804243	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55184	Best fitness:	95.32789115646258	Average fitness:	136.91646258503403	Fitness standard deviation:	43.243266693043836	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55200	Best fitness:	95.32789115646258	Average fitness:	181.19074829931972	Fitness standard deviation:	62.306720966128694	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55216	Best fitness:	95.32789115646258	Average fitness:	132.36503401360542	Fitness standard deviation:	25.145551965973414	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55232	Best fitness:	95.32789115646258	Average fitness:	162.98789115646258	Fitness standard deviation:	44.38339172736227	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55248	Best fitness:	95.32789115646258	Average fitness:	157.79360544217687	Fitness standard deviation:	31.8137027337695	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55264	Best fitness:	95.32789115646258	Average fitness:	194.55074829931976	Fitness standard deviation:	41.18918978448157	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
Generation:	55280	Best fitness:	95.32789115646258	Average fitness:	163.91074829931972	Fitness standard deviation:	49.30803999514953	Best genome:	A13	N9	A16	E5	A15	A14	A17	N7	A10	N12	E3	N6	A6	A12	N5	A11	A8	A9	N3	E4	A7	
