Generation:	16	Best fitness:	232.8421768707483	Average fitness:	338.63874829931973	Fitness standard deviation:	38.55134509525006	Best genome:	A9	N3	A11	A14	N7	E4	A7	A10	A16	A6	N6	N12	E3	A17	A12	N5	E5	A15	A8	N9	A13	
Generation:	43664	Best fitness:	95.75646258503401	Average fitness:	327.0978911564626	Fitness standard deviation:	40.96105096208308	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43680	Best fitness:	95.75646258503401	Average fitness:	329.035605442177	Fitness standard deviation:	50.05635760228827	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43696	Best fitness:	95.75646258503401	Average fitness:	323.76017687074835	Fitness standard deviation:	52.926304968632124	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43712	Best fitness:	95.75646258503401	Average fitness:	336.2298911564627	Fitness standard deviation:	48.71223041412051	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43728	Best fitness:	95.75646258503401	Average fitness:	329.513605442177	Fitness standard deviation:	51.27885819671868	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43744	Best fitness:	95.75646258503401	Average fitness:	329.5673197278912	Fitness standard deviation:	45.70513833123745	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43760	Best fitness:	95.75646258503401	Average fitness:	325.8424625850341	Fitness standard deviation:	47.344311124323426	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43776	Best fitness:	95.75646258503401	Average fitness:	328.42731972789124	Fitness standard deviation:	53.491067113098055	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43792	Best fitness:	95.75646258503401	Average fitness:	331.6090340136054	Fitness standard deviation:	48.60283114622615	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43808	Best fitness:	95.75646258503401	Average fitness:	327.03874829931976	Fitness standard deviation:	42.507140390330484	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43824	Best fitness:	95.75646258503401	Average fitness:	322.96503401360553	Fitness standard deviation:	43.94042655362242	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43840	Best fitness:	95.75646258503401	Average fitness:	329.19131972789125	Fitness standard deviation:	49.35340520559604	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43856	Best fitness:	95.75646258503401	Average fitness:	332.4078911564626	Fitness standard deviation:	50.88094996546109	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43872	Best fitness:	95.75646258503401	Average fitness:	333.26417687074826	Fitness standard deviation:	42.86209987618337	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43888	Best fitness:	95.75646258503401	Average fitness:	330.8181768707483	Fitness standard deviation:	48.11656318328887	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43904	Best fitness:	95.75646258503401	Average fitness:	333.351605442177	Fitness standard deviation:	45.84272564732065	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43920	Best fitness:	95.75646258503401	Average fitness:	328.1721768707482	Fitness standard deviation:	43.601060907332275	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43936	Best fitness:	95.75646258503401	Average fitness:	331.6721768707484	Fitness standard deviation:	44.73897143773114	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43952	Best fitness:	95.75646258503401	Average fitness:	329.31589115646256	Fitness standard deviation:	46.0436162660704	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43968	Best fitness:	95.75646258503401	Average fitness:	329.0258911564626	Fitness standard deviation:	47.51764462914846	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	43984	Best fitness:	95.75646258503401	Average fitness:	333.58874829931983	Fitness standard deviation:	47.15286225519234	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44000	Best fitness:	95.75646258503401	Average fitness:	336.0950340136053	Fitness standard deviation:	49.82347768443537	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44016	Best fitness:	95.75646258503401	Average fitness:	323.72217687074834	Fitness standard deviation:	49.59546769944337	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44032	Best fitness:	95.75646258503401	Average fitness:	329.03331972789135	Fitness standard deviation:	50.54287146813978	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44048	Best fitness:	95.75646258503401	Average fitness:	328.506462585034	Fitness standard deviation:	48.78111300200402	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44064	Best fitness:	95.75646258503401	Average fitness:	329.22674829931975	Fitness standard deviation:	46.87617547609133	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44080	Best fitness:	95.75646258503401	Average fitness:	325.47874829931976	Fitness standard deviation:	45.857370552171695	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44096	Best fitness:	95.75646258503401	Average fitness:	330.4424625850339	Fitness standard deviation:	52.083831718192364	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44112	Best fitness:	95.75646258503401	Average fitness:	326.1661768707483	Fitness standard deviation:	43.68726395831244	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44128	Best fitness:	95.75646258503401	Average fitness:	327.1887482993197	Fitness standard deviation:	48.82699231000017	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44144	Best fitness:	95.75646258503401	Average fitness:	326.606462585034	Fitness standard deviation:	47.45741280993145	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44160	Best fitness:	95.75646258503401	Average fitness:	322.10303401360534	Fitness standard deviation:	49.574430976182114	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44176	Best fitness:	95.75646258503401	Average fitness:	326.69960544217696	Fitness standard deviation:	45.74672322290038	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44192	Best fitness:	95.75646258503401	Average fitness:	329.7673197278913	Fitness standard deviation:	52.49806119335479	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44208	Best fitness:	95.75646258503401	Average fitness:	330.8038911564625	Fitness standard deviation:	45.83018259013265	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44224	Best fitness:	95.75646258503401	Average fitness:	335.1113197278912	Fitness standard deviation:	49.033067922347584	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44240	Best fitness:	95.75646258503401	Average fitness:	326.99446258503394	Fitness standard deviation:	49.47651367042338	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44256	Best fitness:	95.75646258503401	Average fitness:	329.07989115646245	Fitness standard deviation:	47.898721192933394	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44272	Best fitness:	95.75646258503401	Average fitness:	331.082462585034	Fitness standard deviation:	45.3276692711088	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44288	Best fitness:	95.75646258503401	Average fitness:	336.0281768707482	Fitness standard deviation:	43.76342811908928	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44304	Best fitness:	95.75646258503401	Average fitness:	322.0756054421768	Fitness standard deviation:	46.28081121385238	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44320	Best fitness:	95.75646258503401	Average fitness:	329.5941768707484	Fitness standard deviation:	51.80959203286825	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44336	Best fitness:	95.75646258503401	Average fitness:	324.1353197278911	Fitness standard deviation:	45.168073539451576	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44352	Best fitness:	95.75646258503401	Average fitness:	324.9367482993197	Fitness standard deviation:	51.560830520851766	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44368	Best fitness:	95.75646258503401	Average fitness:	332.95446258503404	Fitness standard deviation:	45.96578803272481	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44384	Best fitness:	95.75646258503401	Average fitness:	333.68674829931973	Fitness standard deviation:	45.554896655640896	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44400	Best fitness:	95.75646258503401	Average fitness:	326.5421768707483	Fitness standard deviation:	49.05924789559694	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44416	Best fitness:	95.75646258503401	Average fitness:	329.85103401360556	Fitness standard deviation:	54.21388988298937	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44432	Best fitness:	95.75646258503401	Average fitness:	329.55703401360546	Fitness standard deviation:	42.57915327423762	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44448	Best fitness:	95.75646258503401	Average fitness:	325.6187482993198	Fitness standard deviation:	52.017098818267314	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44464	Best fitness:	95.75646258503401	Average fitness:	330.05989115646264	Fitness standard deviation:	45.659559524813645	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44480	Best fitness:	95.75646258503401	Average fitness:	331.18617687074834	Fitness standard deviation:	50.33459862859782	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44496	Best fitness:	95.75646258503401	Average fitness:	331.4156054421769	Fitness standard deviation:	46.833402566971365	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44512	Best fitness:	95.75646258503401	Average fitness:	333.07960544217684	Fitness standard deviation:	54.80956071745893	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44528	Best fitness:	95.75646258503401	Average fitness:	333.09417687074836	Fitness standard deviation:	47.96716995987135	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44544	Best fitness:	95.75646258503401	Average fitness:	329.0636054421768	Fitness standard deviation:	51.361330228656875	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44560	Best fitness:	95.75646258503401	Average fitness:	333.98817687074836	Fitness standard deviation:	41.202144167506624	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44576	Best fitness:	95.75646258503401	Average fitness:	327.1847482993198	Fitness standard deviation:	48.954588452264744	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44592	Best fitness:	95.75646258503401	Average fitness:	334.3650340136054	Fitness standard deviation:	51.767700039184085	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44608	Best fitness:	95.75646258503401	Average fitness:	329.9893197278912	Fitness standard deviation:	50.12619460635612	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44624	Best fitness:	95.75646258503401	Average fitness:	326.0456054421769	Fitness standard deviation:	43.511446353288484	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44640	Best fitness:	95.75646258503401	Average fitness:	325.66360544217673	Fitness standard deviation:	53.345079359175536	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44656	Best fitness:	95.75646258503401	Average fitness:	326.1684625850339	Fitness standard deviation:	41.45590628853846	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44672	Best fitness:	95.75646258503401	Average fitness:	328.4518911564626	Fitness standard deviation:	47.768689296036015	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44688	Best fitness:	95.75646258503401	Average fitness:	329.48389115646256	Fitness standard deviation:	52.058941543333795	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44704	Best fitness:	95.75646258503401	Average fitness:	329.78017687074833	Fitness standard deviation:	49.16068531346768	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44720	Best fitness:	95.75646258503401	Average fitness:	326.8658911564626	Fitness standard deviation:	53.567513922495365	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44736	Best fitness:	95.75646258503401	Average fitness:	338.14446258503403	Fitness standard deviation:	48.122561246238334	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44752	Best fitness:	95.75646258503401	Average fitness:	323.69589115646266	Fitness standard deviation:	52.13904522739642	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44768	Best fitness:	95.75646258503401	Average fitness:	327.4833197278912	Fitness standard deviation:	49.90288631299143	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44784	Best fitness:	95.75646258503401	Average fitness:	338.51417687074826	Fitness standard deviation:	51.960250188711264	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44800	Best fitness:	95.75646258503401	Average fitness:	331.83417687074837	Fitness standard deviation:	54.3681859373885	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44816	Best fitness:	95.75646258503401	Average fitness:	327.7656054421769	Fitness standard deviation:	50.66296234077571	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44832	Best fitness:	95.75646258503401	Average fitness:	328.19731972789106	Fitness standard deviation:	45.75311177194756	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44848	Best fitness:	95.75646258503401	Average fitness:	326.7484625850341	Fitness standard deviation:	47.14771976307171	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44864	Best fitness:	95.75646258503401	Average fitness:	327.2138911564627	Fitness standard deviation:	43.49922157314299	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44880	Best fitness:	95.75646258503401	Average fitness:	328.54189115646244	Fitness standard deviation:	44.97355131947791	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44896	Best fitness:	95.75646258503401	Average fitness:	331.59446258503397	Fitness standard deviation:	44.553062343269566	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44912	Best fitness:	95.75646258503401	Average fitness:	330.4253197278912	Fitness standard deviation:	41.15145189890333	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44928	Best fitness:	95.75646258503401	Average fitness:	330.71989115646255	Fitness standard deviation:	49.94593061481178	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44944	Best fitness:	95.75646258503401	Average fitness:	331.7996054421769	Fitness standard deviation:	45.73952222964203	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44960	Best fitness:	95.75646258503401	Average fitness:	329.92331972789106	Fitness standard deviation:	50.45261599495802	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44976	Best fitness:	95.75646258503401	Average fitness:	328.1801768707483	Fitness standard deviation:	42.18273271936599	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	44992	Best fitness:	95.75646258503401	Average fitness:	326.14760544217694	Fitness standard deviation:	48.027931447253074	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45008	Best fitness:	95.75646258503401	Average fitness:	333.6281768707483	Fitness standard deviation:	48.87374680182582	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45024	Best fitness:	95.75646258503401	Average fitness:	332.67903401360536	Fitness standard deviation:	48.66038011125096	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45040	Best fitness:	95.75646258503401	Average fitness:	327.0996054421769	Fitness standard deviation:	58.038274421949815	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45056	Best fitness:	95.75646258503401	Average fitness:	327.5116054421769	Fitness standard deviation:	51.439232110147536	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45072	Best fitness:	95.75646258503401	Average fitness:	327.3576054421769	Fitness standard deviation:	50.69834468496893	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45088	Best fitness:	95.75646258503401	Average fitness:	333.89903401360533	Fitness standard deviation:	50.686176112407225	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45104	Best fitness:	95.75646258503401	Average fitness:	333.73903401360553	Fitness standard deviation:	43.12304633042901	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45120	Best fitness:	95.75646258503401	Average fitness:	330.98731972789125	Fitness standard deviation:	55.48685222902553	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45136	Best fitness:	95.75646258503401	Average fitness:	326.58417687074854	Fitness standard deviation:	43.87730936163164	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45152	Best fitness:	95.75646258503401	Average fitness:	326.5247482993197	Fitness standard deviation:	46.43643219521078	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45168	Best fitness:	95.75646258503401	Average fitness:	330.7633197278912	Fitness standard deviation:	47.33618594604309	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45184	Best fitness:	95.75646258503401	Average fitness:	329.9653197278912	Fitness standard deviation:	49.552133040848595	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45200	Best fitness:	95.75646258503401	Average fitness:	321.34903401360555	Fitness standard deviation:	46.88779913881257	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45216	Best fitness:	95.75646258503401	Average fitness:	319.853605442177	Fitness standard deviation:	50.72201904820559	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45232	Best fitness:	95.75646258503401	Average fitness:	326.7941768707483	Fitness standard deviation:	43.20035466218739	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45248	Best fitness:	95.75646258503401	Average fitness:	334.7573197278912	Fitness standard deviation:	46.38548690251805	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45264	Best fitness:	95.75646258503401	Average fitness:	333.5018911564626	Fitness standard deviation:	46.914838189717194	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45280	Best fitness:	95.75646258503401	Average fitness:	333.8678911564626	Fitness standard deviation:	49.156360021997614	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45296	Best fitness:	95.75646258503401	Average fitness:	324.87960544217697	Fitness standard deviation:	42.5539879317786	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45312	Best fitness:	95.75646258503401	Average fitness:	324.72560544217697	Fitness standard deviation:	48.275781510917	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45328	Best fitness:	95.75646258503401	Average fitness:	331.5901768707483	Fitness standard deviation:	50.520899272943865	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45344	Best fitness:	95.75646258503401	Average fitness:	331.3621768707484	Fitness standard deviation:	43.86533120395484	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45360	Best fitness:	95.75646258503401	Average fitness:	325.73931972789126	Fitness standard deviation:	46.64905047483904	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45376	Best fitness:	95.75646258503401	Average fitness:	327.6901768707482	Fitness standard deviation:	44.170457553548125	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
Generation:	45392	Best fitness:	95.75646258503401	Average fitness:	330.0818911564626	Fitness standard deviation:	49.909049834960506	Best genome:	A9	N3	E4	A7	N5	A11	E3	N6	A10	N12	A15	A17	A14	N7	A6	A12	N9	A16	E5	A8	A13	
