Generation:	16	Best fitness:	246.35646258503402	Average fitness:	295.85931972789115	Fitness standard deviation:	28.954382700223817	Best genome:	A7	A16	N9	A9	N5	A11	N7	A6	N12	A14	A12	E4	E5	A10	N6	A15	A17	N3	A13	E3	A8	
Generation:	56464	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56480	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56496	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56512	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56528	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56544	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56560	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56576	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56592	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56608	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56624	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56640	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56656	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56672	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56688	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56704	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56720	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56736	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56752	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56768	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56784	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56800	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56816	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56832	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56848	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56864	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56880	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56896	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56912	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56928	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56944	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56960	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56976	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	56992	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57008	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57024	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57040	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57056	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57072	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57088	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57104	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57120	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57136	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57152	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57168	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57184	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57200	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57216	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57232	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57248	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57264	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57280	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57296	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57312	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57328	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57344	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57360	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57376	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57392	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57408	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57424	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57440	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57456	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57472	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57488	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57504	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57520	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57536	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57552	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57568	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57584	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57600	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57616	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57632	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57648	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57664	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57680	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57696	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57712	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57728	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57744	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57760	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57776	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57792	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57808	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57824	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57840	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57856	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57872	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57888	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57904	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57920	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57936	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57952	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57968	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	57984	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58000	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58016	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58032	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58048	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58064	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58080	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58096	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58112	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58128	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58144	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58160	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58176	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58192	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58208	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58224	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
Generation:	58240	Best fitness:	95.75646258503401	Average fitness:	95.75646258503401	Fitness standard deviation:	0.0	Best genome:	A9	N3	E4	N5	A7	A14	A12	A11	N12	E3	N6	N7	A6	A10	A15	A17	N9	A16	E5	A8	A13	
