Generation:	16	Best fitness:	231.29931972789115	Average fitness:	336.3650340136054	Fitness standard deviation:	34.31754629447551	Best genome:	N9	A16	A9	N5	E3	A15	A14	E4	A7	A11	N12	N6	A8	E5	A13	N7	A6	A12	N3	A10	A17	
Generation:	36192	Best fitness:	105.87074829931973	Average fitness:	316.91874829931965	Fitness standard deviation:	57.77791893455633	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36208	Best fitness:	105.87074829931973	Average fitness:	322.09189115646257	Fitness standard deviation:	57.03979843969311	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36224	Best fitness:	105.87074829931973	Average fitness:	311.11646258503407	Fitness standard deviation:	53.77467122452839	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36240	Best fitness:	105.87074829931973	Average fitness:	316.15246258503396	Fitness standard deviation:	51.044957858494804	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36256	Best fitness:	105.87074829931973	Average fitness:	318.59303401360535	Fitness standard deviation:	53.77625605777923	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36272	Best fitness:	105.87074829931973	Average fitness:	317.55474829931967	Fitness standard deviation:	59.000324982847616	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36288	Best fitness:	105.87074829931973	Average fitness:	309.06960544217685	Fitness standard deviation:	50.91587939144409	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36304	Best fitness:	105.87074829931973	Average fitness:	309.93017687074837	Fitness standard deviation:	55.359040583877054	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36320	Best fitness:	105.87074829931973	Average fitness:	320.8393197278912	Fitness standard deviation:	54.32348678358681	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36336	Best fitness:	105.87074829931973	Average fitness:	312.9501768707484	Fitness standard deviation:	48.73179318075875	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36352	Best fitness:	105.87074829931973	Average fitness:	309.8433197278911	Fitness standard deviation:	47.19659446725073	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36368	Best fitness:	105.87074829931973	Average fitness:	320.2056054421769	Fitness standard deviation:	51.2635348904988	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36384	Best fitness:	105.87074829931973	Average fitness:	320.17989115646265	Fitness standard deviation:	50.096191126549286	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36400	Best fitness:	105.87074829931973	Average fitness:	318.18274829931977	Fitness standard deviation:	55.76234991681123	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36416	Best fitness:	105.87074829931973	Average fitness:	325.6598911564626	Fitness standard deviation:	56.27813259742243	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36432	Best fitness:	105.87074829931973	Average fitness:	305.7644625850339	Fitness standard deviation:	59.427611266968825	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36448	Best fitness:	105.87074829931973	Average fitness:	317.04446258503395	Fitness standard deviation:	61.95018534405902	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36464	Best fitness:	105.87074829931973	Average fitness:	315.7667482993197	Fitness standard deviation:	50.209417690472435	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36480	Best fitness:	105.87074829931973	Average fitness:	326.8376054421769	Fitness standard deviation:	54.366745646242855	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36496	Best fitness:	105.87074829931973	Average fitness:	320.60446258503396	Fitness standard deviation:	56.90893963417096	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36512	Best fitness:	105.87074829931973	Average fitness:	320.23931972789114	Fitness standard deviation:	51.511105281744236	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36528	Best fitness:	105.87074829931973	Average fitness:	315.0896054421769	Fitness standard deviation:	56.265595421017565	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36544	Best fitness:	105.87074829931973	Average fitness:	303.3496054421769	Fitness standard deviation:	55.57599586372607	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36560	Best fitness:	105.87074829931973	Average fitness:	323.6661768707483	Fitness standard deviation:	51.223812179533084	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36576	Best fitness:	105.87074829931973	Average fitness:	308.0610340136054	Fitness standard deviation:	52.53723378903843	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36592	Best fitness:	105.87074829931973	Average fitness:	322.288462585034	Fitness standard deviation:	49.16280322457171	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36608	Best fitness:	105.87074829931973	Average fitness:	309.50503401360544	Fitness standard deviation:	55.828128087141565	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36624	Best fitness:	105.87074829931973	Average fitness:	312.7221768707483	Fitness standard deviation:	48.42784963642473	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36640	Best fitness:	105.87074829931973	Average fitness:	320.8061768707483	Fitness standard deviation:	47.44249771791411	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36656	Best fitness:	105.87074829931973	Average fitness:	311.7393197278912	Fitness standard deviation:	47.624447503356926	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36672	Best fitness:	105.87074829931973	Average fitness:	317.99474829931984	Fitness standard deviation:	55.53685846795618	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36688	Best fitness:	105.87074829931973	Average fitness:	320.74046258503404	Fitness standard deviation:	51.63645608541725	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36704	Best fitness:	105.87074829931973	Average fitness:	319.48960544217687	Fitness standard deviation:	56.806928467918276	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36720	Best fitness:	105.87074829931973	Average fitness:	314.5838911564626	Fitness standard deviation:	61.50191952139646	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36736	Best fitness:	105.87074829931973	Average fitness:	317.1581768707483	Fitness standard deviation:	50.78778815456185	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36752	Best fitness:	105.87074829931973	Average fitness:	310.0433197278911	Fitness standard deviation:	54.27833512553603	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36768	Best fitness:	105.87074829931973	Average fitness:	307.44103401360536	Fitness standard deviation:	49.6787866557934	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36784	Best fitness:	105.87074829931973	Average fitness:	306.58846258503394	Fitness standard deviation:	63.50645376556269	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36800	Best fitness:	105.87074829931973	Average fitness:	308.7856054421769	Fitness standard deviation:	40.27982388142191	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36816	Best fitness:	105.87074829931973	Average fitness:	319.3341768707483	Fitness standard deviation:	53.451737465126584	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36832	Best fitness:	105.87074829931973	Average fitness:	320.60674829931975	Fitness standard deviation:	52.09158420336559	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36848	Best fitness:	105.87074829931973	Average fitness:	325.1056054421769	Fitness standard deviation:	56.4088617412085	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36864	Best fitness:	105.87074829931973	Average fitness:	312.2033197278912	Fitness standard deviation:	55.72275210690286	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36880	Best fitness:	105.87074829931973	Average fitness:	321.0078911564626	Fitness standard deviation:	49.205289577940505	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36896	Best fitness:	105.87074829931973	Average fitness:	314.65417687074824	Fitness standard deviation:	48.88506974276607	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36912	Best fitness:	105.87074829931973	Average fitness:	319.89189115646246	Fitness standard deviation:	62.155123862537245	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36928	Best fitness:	105.87074829931973	Average fitness:	315.4141768707483	Fitness standard deviation:	44.37436122771061	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36944	Best fitness:	105.87074829931973	Average fitness:	318.2901768707483	Fitness standard deviation:	58.776685768062414	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36960	Best fitness:	105.87074829931973	Average fitness:	318.31131972789126	Fitness standard deviation:	47.03602929583201	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36976	Best fitness:	105.87074829931973	Average fitness:	313.6656054421769	Fitness standard deviation:	54.952850050320976	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	36992	Best fitness:	105.87074829931973	Average fitness:	311.2993197278912	Fitness standard deviation:	64.64660958327393	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37008	Best fitness:	105.87074829931973	Average fitness:	323.45017687074824	Fitness standard deviation:	54.465141682079356	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37024	Best fitness:	105.87074829931973	Average fitness:	306.5256054421769	Fitness standard deviation:	52.761231543238104	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37040	Best fitness:	105.87074829931973	Average fitness:	310.464462585034	Fitness standard deviation:	49.75281373727028	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37056	Best fitness:	105.87074829931973	Average fitness:	318.4073197278911	Fitness standard deviation:	54.024924040970696	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37072	Best fitness:	105.87074829931973	Average fitness:	321.8696054421769	Fitness standard deviation:	53.98767295732368	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37088	Best fitness:	105.87074829931973	Average fitness:	314.23189115646255	Fitness standard deviation:	50.24608203144006	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37104	Best fitness:	105.87074829931973	Average fitness:	312.70331972789114	Fitness standard deviation:	50.84146628692058	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37120	Best fitness:	105.87074829931973	Average fitness:	330.1810340136055	Fitness standard deviation:	54.759795175598214	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37136	Best fitness:	105.87074829931973	Average fitness:	315.66503401360535	Fitness standard deviation:	53.50751021099367	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37152	Best fitness:	105.87074829931973	Average fitness:	320.2890340136054	Fitness standard deviation:	52.84686904324104	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37168	Best fitness:	105.87074829931973	Average fitness:	318.2078911564626	Fitness standard deviation:	59.573731233331564	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37184	Best fitness:	105.87074829931973	Average fitness:	307.04674829931975	Fitness standard deviation:	59.3743619129623	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37200	Best fitness:	105.87074829931973	Average fitness:	311.38446258503393	Fitness standard deviation:	64.81525683078651	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37216	Best fitness:	105.87074829931973	Average fitness:	305.97017687074833	Fitness standard deviation:	51.827299162207744	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37232	Best fitness:	105.87074829931973	Average fitness:	312.8101768707483	Fitness standard deviation:	48.54289939962846	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37248	Best fitness:	105.87074829931973	Average fitness:	329.90846258503404	Fitness standard deviation:	61.77502657421442	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37264	Best fitness:	105.87074829931973	Average fitness:	311.4570340136055	Fitness standard deviation:	49.352601317623844	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37280	Best fitness:	105.87074829931973	Average fitness:	324.87131972789115	Fitness standard deviation:	56.750203089450494	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37296	Best fitness:	105.87074829931973	Average fitness:	316.4958911564626	Fitness standard deviation:	53.57025816321468	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37312	Best fitness:	105.87074829931973	Average fitness:	317.44903401360546	Fitness standard deviation:	59.46551916284026	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37328	Best fitness:	105.87074829931973	Average fitness:	320.384462585034	Fitness standard deviation:	51.921947540593685	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37344	Best fitness:	105.87074829931973	Average fitness:	319.22960544217693	Fitness standard deviation:	56.88334763247985	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37360	Best fitness:	105.87074829931973	Average fitness:	307.82960544217696	Fitness standard deviation:	48.3191786522976	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37376	Best fitness:	105.87074829931973	Average fitness:	315.77931972789116	Fitness standard deviation:	50.507420347945725	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37392	Best fitness:	105.87074829931973	Average fitness:	324.9713197278912	Fitness standard deviation:	53.809947715481535	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37408	Best fitness:	105.87074829931973	Average fitness:	313.06503401360555	Fitness standard deviation:	51.03771154744303	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37424	Best fitness:	105.87074829931973	Average fitness:	319.0650340136055	Fitness standard deviation:	48.18552547504409	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37440	Best fitness:	105.87074829931973	Average fitness:	307.7587482993197	Fitness standard deviation:	53.23340606523428	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37456	Best fitness:	105.87074829931973	Average fitness:	312.1147482993198	Fitness standard deviation:	58.70799360376397	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37472	Best fitness:	105.87074829931973	Average fitness:	322.36389115646256	Fitness standard deviation:	55.73983320786686	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37488	Best fitness:	105.87074829931973	Average fitness:	314.6038911564626	Fitness standard deviation:	50.610231315376524	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37504	Best fitness:	105.87074829931973	Average fitness:	314.1330340136055	Fitness standard deviation:	52.97952309551843	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37520	Best fitness:	105.87074829931973	Average fitness:	327.36503401360545	Fitness standard deviation:	45.05103437168989	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37536	Best fitness:	105.87074829931973	Average fitness:	325.3667482993197	Fitness standard deviation:	45.441439241363504	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37552	Best fitness:	105.87074829931973	Average fitness:	312.63703401360544	Fitness standard deviation:	59.42432256514609	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37568	Best fitness:	105.87074829931973	Average fitness:	321.4381768707483	Fitness standard deviation:	57.49528804402414	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37584	Best fitness:	105.87074829931973	Average fitness:	315.8021768707482	Fitness standard deviation:	64.52089400547162	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37600	Best fitness:	105.87074829931973	Average fitness:	319.8256054421769	Fitness standard deviation:	48.85349028618996	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37616	Best fitness:	105.87074829931973	Average fitness:	316.6661768707484	Fitness standard deviation:	58.782898626545936	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37632	Best fitness:	105.87074829931973	Average fitness:	320.85246258503406	Fitness standard deviation:	56.27181315213303	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37648	Best fitness:	105.87074829931973	Average fitness:	325.4016054421768	Fitness standard deviation:	47.98489629379781	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37664	Best fitness:	105.87074829931973	Average fitness:	316.61817687074836	Fitness standard deviation:	49.25911973494071	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37680	Best fitness:	105.87074829931973	Average fitness:	310.3816054421768	Fitness standard deviation:	55.557083610150976	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37696	Best fitness:	105.87074829931973	Average fitness:	319.08617687074826	Fitness standard deviation:	51.93077282345041	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37712	Best fitness:	105.87074829931973	Average fitness:	308.83360544217686	Fitness standard deviation:	55.22050883429423	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37728	Best fitness:	105.87074829931973	Average fitness:	306.5490340136055	Fitness standard deviation:	56.6872237155025	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37744	Best fitness:	105.87074829931973	Average fitness:	309.7136054421769	Fitness standard deviation:	48.73126683503045	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37760	Best fitness:	105.87074829931973	Average fitness:	317.50560544217683	Fitness standard deviation:	49.16239853666165	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37776	Best fitness:	105.87074829931973	Average fitness:	304.9021768707482	Fitness standard deviation:	50.97602677850098	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37792	Best fitness:	105.87074829931973	Average fitness:	318.4016054421768	Fitness standard deviation:	47.03906395361895	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37808	Best fitness:	105.87074829931973	Average fitness:	325.976462585034	Fitness standard deviation:	43.84469409175984	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37824	Best fitness:	105.87074829931973	Average fitness:	322.9124625850341	Fitness standard deviation:	55.854582099869134	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37840	Best fitness:	105.87074829931973	Average fitness:	328.8507482993198	Fitness standard deviation:	50.869076689726796	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37856	Best fitness:	105.87074829931973	Average fitness:	325.0518911564626	Fitness standard deviation:	58.83468298511673	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37872	Best fitness:	105.87074829931973	Average fitness:	307.0570340136055	Fitness standard deviation:	45.04693615348691	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37888	Best fitness:	105.87074829931973	Average fitness:	312.973605442177	Fitness standard deviation:	45.61925300679483	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37904	Best fitness:	105.87074829931973	Average fitness:	315.7953197278911	Fitness standard deviation:	57.97320021513108	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
Generation:	37920	Best fitness:	105.87074829931973	Average fitness:	322.40046258503395	Fitness standard deviation:	62.74357043830816	Best genome:	A9	N5	A11	E3	N6	N7	A6	A12	A14	A17	E4	N3	A7	A16	E5	A15	A10	N12	A8	A13	N9	
