Generation:	16	Best fitness:	229.52789115646257	Average fitness:	339.0758911564626	Fitness standard deviation:	37.00448012148292	Best genome:	A13	A15	A16	E4	N5	A11	E3	N3	N9	A9	A7	A14	A17	A12	A10	A8	N6	N7	E5	N12	A6	
Generation:	60064	Best fitness:	95.75646258503401	Average fitness:	325.8718911564627	Fitness standard deviation:	52.7905566570695	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60080	Best fitness:	95.75646258503401	Average fitness:	326.0401768707484	Fitness standard deviation:	52.15360707270282	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60096	Best fitness:	95.75646258503401	Average fitness:	330.49274829931977	Fitness standard deviation:	44.17726571208226	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60112	Best fitness:	95.75646258503401	Average fitness:	326.45131972789113	Fitness standard deviation:	46.71743945317664	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60128	Best fitness:	95.75646258503401	Average fitness:	330.49074829931976	Fitness standard deviation:	50.11529588491575	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60144	Best fitness:	95.75646258503401	Average fitness:	322.8541768707483	Fitness standard deviation:	48.26331317737256	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60160	Best fitness:	95.75646258503401	Average fitness:	329.5916054421769	Fitness standard deviation:	44.29820595344553	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60176	Best fitness:	95.75646258503401	Average fitness:	327.2141768707483	Fitness standard deviation:	46.783525441491626	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60192	Best fitness:	95.75646258503401	Average fitness:	329.1527482993196	Fitness standard deviation:	43.20623890228856	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60208	Best fitness:	95.75646258503401	Average fitness:	330.32160544217686	Fitness standard deviation:	51.440702946921995	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60224	Best fitness:	95.75646258503401	Average fitness:	331.55160544217694	Fitness standard deviation:	46.1610702763836	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60240	Best fitness:	95.75646258503401	Average fitness:	323.58389115646264	Fitness standard deviation:	50.247964388863466	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60256	Best fitness:	95.75646258503401	Average fitness:	330.57160544217675	Fitness standard deviation:	47.28823600612978	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60272	Best fitness:	95.75646258503401	Average fitness:	332.17646258503396	Fitness standard deviation:	43.93775272229696	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60288	Best fitness:	95.75646258503401	Average fitness:	331.79474829931974	Fitness standard deviation:	52.15851744794275	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60304	Best fitness:	95.75646258503401	Average fitness:	331.74046258503404	Fitness standard deviation:	45.48562837752118	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60320	Best fitness:	95.75646258503401	Average fitness:	333.1104625850341	Fitness standard deviation:	47.35025408116646	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60336	Best fitness:	95.75646258503401	Average fitness:	334.4367482993198	Fitness standard deviation:	40.52787233296037	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60352	Best fitness:	95.75646258503401	Average fitness:	331.2910340136056	Fitness standard deviation:	46.43678824784839	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60368	Best fitness:	95.75646258503401	Average fitness:	323.2024625850341	Fitness standard deviation:	51.25307881563441	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60384	Best fitness:	95.75646258503401	Average fitness:	330.1547482993197	Fitness standard deviation:	52.89566377351566	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60400	Best fitness:	95.75646258503401	Average fitness:	336.2227482993198	Fitness standard deviation:	52.267388026397896	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60416	Best fitness:	95.75646258503401	Average fitness:	326.15989115646255	Fitness standard deviation:	49.85563309707546	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60432	Best fitness:	95.75646258503401	Average fitness:	325.15617687074825	Fitness standard deviation:	46.752620792194904	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60448	Best fitness:	95.75646258503401	Average fitness:	329.9316054421768	Fitness standard deviation:	51.88620038397217	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60464	Best fitness:	95.75646258503401	Average fitness:	327.19989115646257	Fitness standard deviation:	49.29106347451817	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60480	Best fitness:	95.75646258503401	Average fitness:	324.3973197278912	Fitness standard deviation:	48.8975974961752	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60496	Best fitness:	95.75646258503401	Average fitness:	328.242462585034	Fitness standard deviation:	46.47247954456926	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60512	Best fitness:	95.75646258503401	Average fitness:	333.5758911564626	Fitness standard deviation:	42.93342561193447	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60528	Best fitness:	95.75646258503401	Average fitness:	330.3501768707483	Fitness standard deviation:	45.9367966116356	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60544	Best fitness:	95.75646258503401	Average fitness:	328.45389115646253	Fitness standard deviation:	51.314696004564006	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60560	Best fitness:	95.75646258503401	Average fitness:	326.2198911564626	Fitness standard deviation:	46.69108599626062	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60576	Best fitness:	95.75646258503401	Average fitness:	323.5561768707483	Fitness standard deviation:	53.98943653217012	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60592	Best fitness:	95.75646258503401	Average fitness:	328.38931972789106	Fitness standard deviation:	44.945151403615036	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60608	Best fitness:	95.75646258503401	Average fitness:	329.2898911564626	Fitness standard deviation:	46.85408475299476	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60624	Best fitness:	95.75646258503401	Average fitness:	333.3050340136054	Fitness standard deviation:	53.98900991717421	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60640	Best fitness:	95.75646258503401	Average fitness:	328.13960544217684	Fitness standard deviation:	49.557718498489315	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60656	Best fitness:	95.75646258503401	Average fitness:	325.4090340136054	Fitness standard deviation:	44.91008281316919	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60672	Best fitness:	95.75646258503401	Average fitness:	331.71674829931965	Fitness standard deviation:	46.586643946565644	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60688	Best fitness:	95.75646258503401	Average fitness:	329.96674829931976	Fitness standard deviation:	50.16939607337671	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60704	Best fitness:	95.75646258503401	Average fitness:	328.4184625850339	Fitness standard deviation:	52.82007967832394	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60720	Best fitness:	95.75646258503401	Average fitness:	331.99303401360555	Fitness standard deviation:	47.86136801476633	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60736	Best fitness:	95.75646258503401	Average fitness:	331.68246258503393	Fitness standard deviation:	47.62092150322509	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60752	Best fitness:	95.75646258503401	Average fitness:	321.6196054421769	Fitness standard deviation:	51.65405131314701	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60768	Best fitness:	95.75646258503401	Average fitness:	326.7787482993197	Fitness standard deviation:	45.574835265411416	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60784	Best fitness:	95.75646258503401	Average fitness:	327.881605442177	Fitness standard deviation:	50.9187350597168	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60800	Best fitness:	95.75646258503401	Average fitness:	322.2333197278912	Fitness standard deviation:	45.15960551788083	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60816	Best fitness:	95.75646258503401	Average fitness:	329.96703401360554	Fitness standard deviation:	48.45725819645976	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60832	Best fitness:	95.75646258503401	Average fitness:	330.4496054421768	Fitness standard deviation:	51.12727705542357	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60848	Best fitness:	95.75646258503401	Average fitness:	333.07360544217676	Fitness standard deviation:	48.8560879585364	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60864	Best fitness:	95.75646258503401	Average fitness:	330.3121768707484	Fitness standard deviation:	46.25796582255663	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60880	Best fitness:	95.75646258503401	Average fitness:	330.6681768707484	Fitness standard deviation:	47.77413527789928	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60896	Best fitness:	95.75646258503401	Average fitness:	326.4441768707483	Fitness standard deviation:	45.652899723269016	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60912	Best fitness:	95.75646258503401	Average fitness:	325.73303401360556	Fitness standard deviation:	48.85432195365134	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60928	Best fitness:	95.75646258503401	Average fitness:	325.11674829931974	Fitness standard deviation:	49.12068534637886	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60944	Best fitness:	95.75646258503401	Average fitness:	324.49760544217685	Fitness standard deviation:	44.98158531520858	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60960	Best fitness:	95.75646258503401	Average fitness:	331.07389115646265	Fitness standard deviation:	47.78889238118424	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60976	Best fitness:	95.75646258503401	Average fitness:	334.0493197278912	Fitness standard deviation:	50.56481270284178	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	60992	Best fitness:	95.75646258503401	Average fitness:	328.1218911564626	Fitness standard deviation:	51.800860806810256	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61008	Best fitness:	95.75646258503401	Average fitness:	326.9950340136055	Fitness standard deviation:	43.68767862069701	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61024	Best fitness:	95.75646258503401	Average fitness:	326.88817687074834	Fitness standard deviation:	49.638623029299445	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61040	Best fitness:	95.75646258503401	Average fitness:	317.3704625850341	Fitness standard deviation:	47.35567987311447	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61056	Best fitness:	95.75646258503401	Average fitness:	327.21274829931974	Fitness standard deviation:	45.244130787251045	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61072	Best fitness:	95.75646258503401	Average fitness:	330.4861768707483	Fitness standard deviation:	46.57540866778764	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61088	Best fitness:	95.75646258503401	Average fitness:	332.0958911564625	Fitness standard deviation:	47.151616896984564	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61104	Best fitness:	95.75646258503401	Average fitness:	339.1376054421769	Fitness standard deviation:	50.70134792234677	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61120	Best fitness:	95.75646258503401	Average fitness:	328.4290340136055	Fitness standard deviation:	49.17893001964917	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61136	Best fitness:	95.75646258503401	Average fitness:	332.99589115646273	Fitness standard deviation:	46.79089773336132	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61152	Best fitness:	95.75646258503401	Average fitness:	323.59217687074823	Fitness standard deviation:	52.01974042493437	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61168	Best fitness:	95.75646258503401	Average fitness:	330.2856054421769	Fitness standard deviation:	45.184979530632454	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61184	Best fitness:	95.75646258503401	Average fitness:	321.64446258503403	Fitness standard deviation:	48.55614712214035	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61200	Best fitness:	95.75646258503401	Average fitness:	329.3250340136054	Fitness standard deviation:	39.41637047248883	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61216	Best fitness:	95.75646258503401	Average fitness:	325.8858911564625	Fitness standard deviation:	43.06976863989262	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61232	Best fitness:	95.75646258503401	Average fitness:	333.9218911564627	Fitness standard deviation:	58.30628702684766	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61248	Best fitness:	95.75646258503401	Average fitness:	330.4858911564627	Fitness standard deviation:	49.092044570191135	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61264	Best fitness:	95.75646258503401	Average fitness:	324.86160544217694	Fitness standard deviation:	49.86563429612725	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61280	Best fitness:	95.75646258503401	Average fitness:	325.7361768707483	Fitness standard deviation:	49.55435791622969	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61296	Best fitness:	95.75646258503401	Average fitness:	322.5478911564626	Fitness standard deviation:	49.35213950245103	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61312	Best fitness:	95.75646258503401	Average fitness:	335.0238911564626	Fitness standard deviation:	48.33484255077451	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61328	Best fitness:	95.75646258503401	Average fitness:	326.99874829931986	Fitness standard deviation:	49.04047565771251	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61344	Best fitness:	95.75646258503401	Average fitness:	326.77303401360535	Fitness standard deviation:	42.553288403590905	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61360	Best fitness:	95.75646258503401	Average fitness:	320.86731972789124	Fitness standard deviation:	48.267342959895394	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61376	Best fitness:	95.75646258503401	Average fitness:	326.94731972789117	Fitness standard deviation:	55.48742838017363	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61392	Best fitness:	95.75646258503401	Average fitness:	323.18503401360545	Fitness standard deviation:	46.83754206764885	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61408	Best fitness:	95.75646258503401	Average fitness:	317.8333197278912	Fitness standard deviation:	47.34081031785388	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61424	Best fitness:	95.75646258503401	Average fitness:	330.13046258503397	Fitness standard deviation:	50.834731192645954	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61440	Best fitness:	95.75646258503401	Average fitness:	326.4790340136054	Fitness standard deviation:	51.49979200195763	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61456	Best fitness:	95.75646258503401	Average fitness:	332.0164625850341	Fitness standard deviation:	45.92283012326889	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61472	Best fitness:	95.75646258503401	Average fitness:	334.47646258503397	Fitness standard deviation:	50.686023191199126	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61488	Best fitness:	95.75646258503401	Average fitness:	323.2993197278911	Fitness standard deviation:	46.5917268648083	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61504	Best fitness:	95.75646258503401	Average fitness:	333.84960544217677	Fitness standard deviation:	50.37360932318528	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61520	Best fitness:	95.75646258503401	Average fitness:	322.7550340136055	Fitness standard deviation:	49.20730547637107	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61536	Best fitness:	95.75646258503401	Average fitness:	322.38331972789115	Fitness standard deviation:	46.690708566576504	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61552	Best fitness:	95.75646258503401	Average fitness:	323.73703401360535	Fitness standard deviation:	48.63809439741904	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61568	Best fitness:	95.75646258503401	Average fitness:	326.07760544217695	Fitness standard deviation:	47.944602747039504	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61584	Best fitness:	95.75646258503401	Average fitness:	329.9227482993198	Fitness standard deviation:	48.40316406928753	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61600	Best fitness:	95.75646258503401	Average fitness:	325.84417687074824	Fitness standard deviation:	45.22456606305734	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61616	Best fitness:	95.75646258503401	Average fitness:	332.3667482993197	Fitness standard deviation:	41.25470996388269	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61632	Best fitness:	95.75646258503401	Average fitness:	326.91303401360557	Fitness standard deviation:	48.78576883159469	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61648	Best fitness:	95.75646258503401	Average fitness:	326.53474829931974	Fitness standard deviation:	51.42462891555019	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61664	Best fitness:	95.75646258503401	Average fitness:	329.1990340136055	Fitness standard deviation:	52.11392332189164	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61680	Best fitness:	95.75646258503401	Average fitness:	324.6713197278911	Fitness standard deviation:	44.459102597275866	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61696	Best fitness:	95.75646258503401	Average fitness:	331.7247482993197	Fitness standard deviation:	43.100823401387025	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61712	Best fitness:	95.75646258503401	Average fitness:	327.3896054421769	Fitness standard deviation:	47.955231115561716	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61728	Best fitness:	95.75646258503401	Average fitness:	328.6087482993197	Fitness standard deviation:	49.900198364498785	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61744	Best fitness:	95.75646258503401	Average fitness:	331.8253197278911	Fitness standard deviation:	48.48473558992036	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61760	Best fitness:	95.75646258503401	Average fitness:	329.2693197278912	Fitness standard deviation:	48.43349901184729	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61776	Best fitness:	95.75646258503401	Average fitness:	327.70103401360547	Fitness standard deviation:	46.15014693765716	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
Generation:	61792	Best fitness:	95.75646258503401	Average fitness:	326.7007482993197	Fitness standard deviation:	45.97191234318837	Best genome:	A9	N3	E4	N5	A7	A11	N12	E3	N6	A10	A15	A17	N7	A6	A14	A12	N9	A13	A16	E5	A8	
