Generation:	16	Best fitness:	243.8421768707483	Average fitness:	329.5056054421769	Fitness standard deviation:	36.35615223573247	Best genome:	A9	E4	A11	N5	A16	A15	A10	N12	A6	A7	N3	A13	A14	A17	N7	E3	N6	E5	A8	N9	A12	
Generation:	41776	Best fitness:	117.47074829931972	Average fitness:	323.0370340136055	Fitness standard deviation:	45.83416841134116	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41792	Best fitness:	117.47074829931972	Average fitness:	307.3410340136055	Fitness standard deviation:	44.3892228913501	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41808	Best fitness:	117.47074829931972	Average fitness:	322.0341768707482	Fitness standard deviation:	59.865282785089846	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41824	Best fitness:	117.47074829931972	Average fitness:	324.75989115646263	Fitness standard deviation:	52.07607516481469	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41840	Best fitness:	117.47074829931972	Average fitness:	319.51131972789113	Fitness standard deviation:	56.4437161853853	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41856	Best fitness:	117.47074829931972	Average fitness:	318.53474829931974	Fitness standard deviation:	48.79818616903455	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41872	Best fitness:	117.47074829931972	Average fitness:	325.73189115646267	Fitness standard deviation:	57.03409592766168	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41888	Best fitness:	117.47074829931972	Average fitness:	320.6044625850341	Fitness standard deviation:	54.8987902740217	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41904	Best fitness:	117.47074829931972	Average fitness:	315.6701768707483	Fitness standard deviation:	56.32951725302804	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41920	Best fitness:	117.47074829931972	Average fitness:	317.5793197278912	Fitness standard deviation:	54.83002871583774	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41936	Best fitness:	117.47074829931972	Average fitness:	318.3650340136055	Fitness standard deviation:	53.33278725060567	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41952	Best fitness:	117.47074829931972	Average fitness:	315.2856054421769	Fitness standard deviation:	51.361213107931626	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41968	Best fitness:	117.47074829931972	Average fitness:	310.78846258503404	Fitness standard deviation:	57.31821255312935	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	41984	Best fitness:	117.47074829931972	Average fitness:	310.28674829931975	Fitness standard deviation:	51.09324526145251	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42000	Best fitness:	117.47074829931972	Average fitness:	315.0627482993199	Fitness standard deviation:	53.754994920073635	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42016	Best fitness:	117.47074829931972	Average fitness:	319.2284625850341	Fitness standard deviation:	49.58180483909437	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42032	Best fitness:	117.47074829931972	Average fitness:	325.72731972789114	Fitness standard deviation:	48.16483923412367	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42048	Best fitness:	117.47074829931972	Average fitness:	312.9953197278912	Fitness standard deviation:	50.508837055852844	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42064	Best fitness:	117.47074829931972	Average fitness:	310.75931972789107	Fitness standard deviation:	45.97562202306961	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42080	Best fitness:	117.47074829931972	Average fitness:	316.67531972789124	Fitness standard deviation:	55.721434079147095	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42096	Best fitness:	117.47074829931972	Average fitness:	317.0593197278912	Fitness standard deviation:	47.64431447760389	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42112	Best fitness:	117.47074829931972	Average fitness:	319.20846258503406	Fitness standard deviation:	49.66409508787973	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42128	Best fitness:	117.47074829931972	Average fitness:	305.640462585034	Fitness standard deviation:	55.437386459585085	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42144	Best fitness:	117.47074829931972	Average fitness:	313.0913197278911	Fitness standard deviation:	50.78255301874887	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42160	Best fitness:	117.47074829931972	Average fitness:	329.4901768707482	Fitness standard deviation:	55.64461062779007	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42176	Best fitness:	117.47074829931972	Average fitness:	320.1107482993197	Fitness standard deviation:	51.344019066270526	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42192	Best fitness:	117.47074829931972	Average fitness:	312.00389115646254	Fitness standard deviation:	47.23901383477044	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42208	Best fitness:	117.47074829931972	Average fitness:	322.8684625850341	Fitness standard deviation:	51.64575975719555	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42224	Best fitness:	117.47074829931972	Average fitness:	317.1438911564626	Fitness standard deviation:	46.393906763887934	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42240	Best fitness:	117.47074829931972	Average fitness:	322.5050340136055	Fitness standard deviation:	52.013897044100496	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42256	Best fitness:	117.47074829931972	Average fitness:	318.1290340136054	Fitness standard deviation:	54.90166555147968	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42272	Best fitness:	117.47074829931972	Average fitness:	321.10103401360544	Fitness standard deviation:	51.18680168216197	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42288	Best fitness:	117.47074829931972	Average fitness:	319.9496054421769	Fitness standard deviation:	50.45598884297531	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42304	Best fitness:	117.47074829931972	Average fitness:	323.40617687074837	Fitness standard deviation:	49.33451556921361	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42320	Best fitness:	117.47074829931972	Average fitness:	318.6804625850339	Fitness standard deviation:	48.4303620773041	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42336	Best fitness:	117.47074829931972	Average fitness:	318.02617687074826	Fitness standard deviation:	48.71532002588601	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42352	Best fitness:	117.47074829931972	Average fitness:	322.10389115646257	Fitness standard deviation:	53.04195408719172	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42368	Best fitness:	117.47074829931972	Average fitness:	315.6656054421769	Fitness standard deviation:	52.6126489610044	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42384	Best fitness:	117.47074829931972	Average fitness:	318.6518911564626	Fitness standard deviation:	54.13827967382059	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42400	Best fitness:	117.47074829931972	Average fitness:	308.8833197278911	Fitness standard deviation:	57.17769057160354	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42416	Best fitness:	117.47074829931972	Average fitness:	320.65989115646266	Fitness standard deviation:	47.02137313075875	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42432	Best fitness:	117.47074829931972	Average fitness:	312.28617687074836	Fitness standard deviation:	51.09262024590083	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42448	Best fitness:	117.47074829931972	Average fitness:	308.7421768707483	Fitness standard deviation:	60.852304368353835	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42464	Best fitness:	117.47074829931972	Average fitness:	328.8124625850339	Fitness standard deviation:	51.108567582417436	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42480	Best fitness:	117.47074829931972	Average fitness:	323.46789115646254	Fitness standard deviation:	48.46216559211476	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42496	Best fitness:	117.47074829931972	Average fitness:	322.5644625850341	Fitness standard deviation:	48.477195325351126	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42512	Best fitness:	117.47074829931972	Average fitness:	316.70274829931975	Fitness standard deviation:	51.27196971095237	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42528	Best fitness:	117.47074829931972	Average fitness:	320.6038911564627	Fitness standard deviation:	54.7934453431378	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42544	Best fitness:	117.47074829931972	Average fitness:	319.464462585034	Fitness standard deviation:	48.77511486278173	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42560	Best fitness:	117.47074829931972	Average fitness:	324.4593197278911	Fitness standard deviation:	47.28265264149555	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42576	Best fitness:	117.47074829931972	Average fitness:	314.3358911564626	Fitness standard deviation:	57.19542183476876	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42592	Best fitness:	117.47074829931972	Average fitness:	311.0147482993198	Fitness standard deviation:	55.77358571940663	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42608	Best fitness:	117.47074829931972	Average fitness:	323.7907482993197	Fitness standard deviation:	47.849136729039174	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42624	Best fitness:	117.47074829931972	Average fitness:	317.55703401360546	Fitness standard deviation:	49.378803513331135	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42640	Best fitness:	117.47074829931972	Average fitness:	311.13760544217695	Fitness standard deviation:	46.08307728174305	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42656	Best fitness:	117.47074829931972	Average fitness:	322.3930340136054	Fitness standard deviation:	51.380375842477896	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42672	Best fitness:	117.47074829931972	Average fitness:	320.008462585034	Fitness standard deviation:	44.63475270527691	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42688	Best fitness:	117.47074829931972	Average fitness:	320.8067482993198	Fitness standard deviation:	52.55071348396205	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42704	Best fitness:	117.47074829931972	Average fitness:	310.03817687074826	Fitness standard deviation:	50.998577334298744	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42720	Best fitness:	117.47074829931972	Average fitness:	312.4021768707483	Fitness standard deviation:	50.160832919556604	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42736	Best fitness:	117.47074829931972	Average fitness:	321.9616054421769	Fitness standard deviation:	50.0490710028158	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42752	Best fitness:	117.47074829931972	Average fitness:	312.1536054421769	Fitness standard deviation:	54.47228218581091	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42768	Best fitness:	117.47074829931972	Average fitness:	317.161605442177	Fitness standard deviation:	59.31702847773624	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42784	Best fitness:	117.47074829931972	Average fitness:	320.4038911564626	Fitness standard deviation:	43.836294573779654	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42800	Best fitness:	117.47074829931972	Average fitness:	321.99303401360544	Fitness standard deviation:	53.855496462898806	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42816	Best fitness:	117.47074829931972	Average fitness:	316.66846258503415	Fitness standard deviation:	50.121312698414485	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42832	Best fitness:	117.47074829931972	Average fitness:	315.5353197278912	Fitness standard deviation:	55.38225717793063	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42848	Best fitness:	117.47074829931972	Average fitness:	329.09874829931977	Fitness standard deviation:	50.05587261597723	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42864	Best fitness:	117.47074829931972	Average fitness:	312.91589115646264	Fitness standard deviation:	55.761403692108445	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42880	Best fitness:	117.47074829931972	Average fitness:	322.18274829931977	Fitness standard deviation:	53.75652073289455	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42896	Best fitness:	117.47074829931972	Average fitness:	326.87703401360545	Fitness standard deviation:	54.158273957363306	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42912	Best fitness:	117.47074829931972	Average fitness:	320.692462585034	Fitness standard deviation:	47.48506327901697	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42928	Best fitness:	117.47074829931972	Average fitness:	315.4707482993197	Fitness standard deviation:	57.20146908346081	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42944	Best fitness:	117.47074829931972	Average fitness:	316.14217687074824	Fitness standard deviation:	52.17932165296196	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42960	Best fitness:	117.47074829931972	Average fitness:	321.0970340136055	Fitness standard deviation:	55.42179924461316	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42976	Best fitness:	117.47074829931972	Average fitness:	316.00503401360555	Fitness standard deviation:	55.206246097368954	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	42992	Best fitness:	117.47074829931972	Average fitness:	323.480462585034	Fitness standard deviation:	49.359076698935816	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43008	Best fitness:	117.47074829931972	Average fitness:	315.8701768707483	Fitness standard deviation:	52.84828079840383	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43024	Best fitness:	117.47074829931972	Average fitness:	316.8856054421769	Fitness standard deviation:	48.841796500413	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43040	Best fitness:	117.47074829931972	Average fitness:	318.6833197278912	Fitness standard deviation:	46.53615321709453	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43056	Best fitness:	117.47074829931972	Average fitness:	314.52046258503407	Fitness standard deviation:	48.578914989437756	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43072	Best fitness:	117.47074829931972	Average fitness:	319.3147482993198	Fitness standard deviation:	53.972147075305124	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43088	Best fitness:	117.47074829931972	Average fitness:	324.63817687074834	Fitness standard deviation:	47.394633299907	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43104	Best fitness:	117.47074829931972	Average fitness:	322.8633197278912	Fitness standard deviation:	52.050979660250746	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43120	Best fitness:	117.47074829931972	Average fitness:	297.5027482993197	Fitness standard deviation:	58.10395712120524	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43136	Best fitness:	117.47074829931972	Average fitness:	312.9096054421768	Fitness standard deviation:	56.17429632557465	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43152	Best fitness:	117.47074829931972	Average fitness:	315.5044625850341	Fitness standard deviation:	55.332227518169276	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43168	Best fitness:	117.47074829931972	Average fitness:	311.1513197278912	Fitness standard deviation:	45.34713876265165	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43184	Best fitness:	117.47074829931972	Average fitness:	330.09131972789123	Fitness standard deviation:	52.42781316384327	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43200	Best fitness:	117.47074829931972	Average fitness:	311.5478911564626	Fitness standard deviation:	56.94658843770957	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43216	Best fitness:	117.47074829931972	Average fitness:	317.3307482993197	Fitness standard deviation:	48.392959599258965	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43232	Best fitness:	117.47074829931972	Average fitness:	321.1438911564627	Fitness standard deviation:	45.072945198843605	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43248	Best fitness:	117.47074829931972	Average fitness:	324.0587482993198	Fitness standard deviation:	61.058857677637235	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43264	Best fitness:	117.47074829931972	Average fitness:	318.31760544217684	Fitness standard deviation:	46.75573233785329	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43280	Best fitness:	117.47074829931972	Average fitness:	318.572462585034	Fitness standard deviation:	48.339156278469375	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43296	Best fitness:	117.47074829931972	Average fitness:	318.10103401360544	Fitness standard deviation:	52.502815601078154	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43312	Best fitness:	117.47074829931972	Average fitness:	322.9096054421769	Fitness standard deviation:	58.73294851395473	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43328	Best fitness:	117.47074829931972	Average fitness:	309.4678911564626	Fitness standard deviation:	62.670130436912224	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43344	Best fitness:	117.47074829931972	Average fitness:	314.8621768707484	Fitness standard deviation:	54.41119040065497	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43360	Best fitness:	117.47074829931972	Average fitness:	308.43189115646254	Fitness standard deviation:	56.25367464024561	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43376	Best fitness:	117.47074829931972	Average fitness:	310.776462585034	Fitness standard deviation:	47.494017582454	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43392	Best fitness:	117.47074829931972	Average fitness:	309.43303401360555	Fitness standard deviation:	51.13374745364417	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43408	Best fitness:	117.47074829931972	Average fitness:	322.4170340136054	Fitness standard deviation:	59.99227586744065	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43424	Best fitness:	117.47074829931972	Average fitness:	311.8376054421769	Fitness standard deviation:	50.36008116574484	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43440	Best fitness:	117.47074829931972	Average fitness:	313.95989115646256	Fitness standard deviation:	44.41151078589552	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43456	Best fitness:	117.47074829931972	Average fitness:	307.736462585034	Fitness standard deviation:	45.11475843414689	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43472	Best fitness:	117.47074829931972	Average fitness:	310.61189115646266	Fitness standard deviation:	58.29625070311826	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43488	Best fitness:	117.47074829931972	Average fitness:	311.88960544217684	Fitness standard deviation:	48.6738361130411	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
Generation:	43504	Best fitness:	117.47074829931972	Average fitness:	305.75931972789124	Fitness standard deviation:	45.159468281969446	Best genome:	N7	A10	E3	N6	A6	A12	N9	A16	E5	A15	A14	A17	A11	N12	A8	A9	N3	E4	N5	A7	A13	
