Generation:	16	Best fitness:	436.0	Average fitness:	534.02	Fitness standard deviation:	50.957821774483264	Best genome:	A4	E11	E10	A2	N4	E2	E3	A11	E7	A8	A1	N2	N12	N3	A6	N11	E9	A10	N10	E4	A5	A9	N7	E6	E1	E5	A7	A3	E8	
Generation:	12992	Best fitness:	338.0	Average fitness:	481.14	Fitness standard deviation:	65.4006146760105	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13008	Best fitness:	338.0	Average fitness:	452.24	Fitness standard deviation:	44.62647644616366	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13024	Best fitness:	338.0	Average fitness:	440.0	Fitness standard deviation:	38.34266553071135	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13040	Best fitness:	338.0	Average fitness:	423.36	Fitness standard deviation:	35.28215412924783	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13056	Best fitness:	338.0	Average fitness:	467.18	Fitness standard deviation:	54.04024056201082	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13072	Best fitness:	338.0	Average fitness:	454.12	Fitness standard deviation:	47.327429678781414	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13088	Best fitness:	338.0	Average fitness:	462.1	Fitness standard deviation:	52.79498082204406	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13104	Best fitness:	338.0	Average fitness:	454.09	Fitness standard deviation:	47.73805505045215	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13120	Best fitness:	338.0	Average fitness:	491.09	Fitness standard deviation:	56.73060814057964	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13136	Best fitness:	338.0	Average fitness:	491.69	Fitness standard deviation:	63.419507251318166	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13152	Best fitness:	338.0	Average fitness:	463.76	Fitness standard deviation:	58.506772257577154	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13168	Best fitness:	338.0	Average fitness:	473.89	Fitness standard deviation:	52.91595128125355	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13184	Best fitness:	338.0	Average fitness:	447.36	Fitness standard deviation:	48.82223264046822	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13200	Best fitness:	338.0	Average fitness:	452.72	Fitness standard deviation:	48.774599947103624	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13216	Best fitness:	338.0	Average fitness:	421.64	Fitness standard deviation:	31.152373906333366	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13232	Best fitness:	338.0	Average fitness:	450.3	Fitness standard deviation:	38.927239819951275	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13248	Best fitness:	338.0	Average fitness:	476.82	Fitness standard deviation:	62.31956033221031	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13264	Best fitness:	338.0	Average fitness:	452.58	Fitness standard deviation:	50.80889292240091	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13280	Best fitness:	338.0	Average fitness:	435.13	Fitness standard deviation:	38.68892735654479	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13296	Best fitness:	338.0	Average fitness:	446.0	Fitness standard deviation:	41.13976178832347	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13312	Best fitness:	338.0	Average fitness:	486.02	Fitness standard deviation:	65.18435088270803	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13328	Best fitness:	338.0	Average fitness:	465.4	Fitness standard deviation:	56.32317462643595	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13344	Best fitness:	338.0	Average fitness:	468.51	Fitness standard deviation:	51.22196696730807	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13360	Best fitness:	338.0	Average fitness:	469.52	Fitness standard deviation:	51.94544830877869	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13376	Best fitness:	338.0	Average fitness:	438.97	Fitness standard deviation:	50.27752082193394	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13392	Best fitness:	338.0	Average fitness:	423.95	Fitness standard deviation:	33.905272451345965	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13408	Best fitness:	338.0	Average fitness:	415.73	Fitness standard deviation:	33.634165665287426	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13424	Best fitness:	338.0	Average fitness:	423.9	Fitness standard deviation:	35.0823317355047	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13440	Best fitness:	338.0	Average fitness:	432.99	Fitness standard deviation:	40.891684973842786	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13456	Best fitness:	338.0	Average fitness:	428.24	Fitness standard deviation:	30.41878367062036	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13472	Best fitness:	338.0	Average fitness:	477.7	Fitness standard deviation:	71.08424579328391	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13488	Best fitness:	338.0	Average fitness:	437.4	Fitness standard deviation:	36.07298157901561	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13504	Best fitness:	338.0	Average fitness:	442.35	Fitness standard deviation:	37.113171516322886	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13520	Best fitness:	338.0	Average fitness:	478.33	Fitness standard deviation:	61.70527611152873	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13536	Best fitness:	338.0	Average fitness:	455.52	Fitness standard deviation:	42.0869290873069	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13552	Best fitness:	338.0	Average fitness:	495.08	Fitness standard deviation:	71.71020568928805	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13568	Best fitness:	338.0	Average fitness:	437.15	Fitness standard deviation:	34.08177665556771	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13584	Best fitness:	338.0	Average fitness:	469.6	Fitness standard deviation:	58.659185129014546	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13600	Best fitness:	338.0	Average fitness:	444.94	Fitness standard deviation:	36.60650761818177	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13616	Best fitness:	338.0	Average fitness:	427.42	Fitness standard deviation:	35.074543475289886	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13632	Best fitness:	338.0	Average fitness:	472.01	Fitness standard deviation:	52.90623687241421	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13648	Best fitness:	338.0	Average fitness:	490.58	Fitness standard deviation:	70.69797451129699	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13664	Best fitness:	338.0	Average fitness:	442.44	Fitness standard deviation:	41.555341413589666	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13680	Best fitness:	338.0	Average fitness:	449.43	Fitness standard deviation:	40.081231268512695	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13696	Best fitness:	338.0	Average fitness:	444.78	Fitness standard deviation:	44.099791382726515	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13712	Best fitness:	338.0	Average fitness:	468.13	Fitness standard deviation:	49.66541150539276	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13728	Best fitness:	338.0	Average fitness:	450.35	Fitness standard deviation:	41.611626980929266	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13744	Best fitness:	338.0	Average fitness:	441.24	Fitness standard deviation:	38.66810572034787	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13760	Best fitness:	338.0	Average fitness:	485.46	Fitness standard deviation:	58.32639539693842	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13776	Best fitness:	338.0	Average fitness:	494.88	Fitness standard deviation:	60.27956204220467	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13792	Best fitness:	338.0	Average fitness:	470.0	Fitness standard deviation:	59.44207264219511	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13808	Best fitness:	338.0	Average fitness:	419.34	Fitness standard deviation:	35.87094088534617	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13824	Best fitness:	338.0	Average fitness:	420.51	Fitness standard deviation:	25.925082449242087	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13840	Best fitness:	338.0	Average fitness:	480.45	Fitness standard deviation:	50.893491725367014	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13856	Best fitness:	338.0	Average fitness:	467.54	Fitness standard deviation:	51.19539432409912	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13872	Best fitness:	338.0	Average fitness:	457.68	Fitness standard deviation:	50.86528875372674	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13888	Best fitness:	338.0	Average fitness:	442.42	Fitness standard deviation:	42.107999240049395	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13904	Best fitness:	338.0	Average fitness:	443.47	Fitness standard deviation:	45.52240217738954	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13920	Best fitness:	338.0	Average fitness:	464.96	Fitness standard deviation:	49.212786956237295	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13936	Best fitness:	338.0	Average fitness:	436.58	Fitness standard deviation:	37.83733077266419	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13952	Best fitness:	338.0	Average fitness:	496.82	Fitness standard deviation:	67.96622396455463	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13968	Best fitness:	338.0	Average fitness:	464.55	Fitness standard deviation:	50.90645833290703	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	13984	Best fitness:	338.0	Average fitness:	469.46	Fitness standard deviation:	54.47612688141476	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14000	Best fitness:	338.0	Average fitness:	436.12	Fitness standard deviation:	38.32995695275433	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14016	Best fitness:	338.0	Average fitness:	472.69	Fitness standard deviation:	52.90003686199095	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14032	Best fitness:	338.0	Average fitness:	421.63	Fitness standard deviation:	28.089732999799054	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14048	Best fitness:	338.0	Average fitness:	457.99	Fitness standard deviation:	57.82706892105114	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14064	Best fitness:	338.0	Average fitness:	453.12	Fitness standard deviation:	41.088996093844884	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14080	Best fitness:	338.0	Average fitness:	485.19	Fitness standard deviation:	68.83860762682522	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14096	Best fitness:	338.0	Average fitness:	459.76	Fitness standard deviation:	49.42774929126351	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14112	Best fitness:	338.0	Average fitness:	471.53	Fitness standard deviation:	58.52443165038001	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14128	Best fitness:	338.0	Average fitness:	454.51	Fitness standard deviation:	45.22311245370003	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14144	Best fitness:	338.0	Average fitness:	440.3	Fitness standard deviation:	38.404296634621495	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14160	Best fitness:	338.0	Average fitness:	486.34	Fitness standard deviation:	59.444969509622936	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14176	Best fitness:	338.0	Average fitness:	430.92	Fitness standard deviation:	39.831565372201986	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14192	Best fitness:	338.0	Average fitness:	463.46	Fitness standard deviation:	49.30971912311001	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14208	Best fitness:	338.0	Average fitness:	439.44	Fitness standard deviation:	54.61049715942897	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14224	Best fitness:	338.0	Average fitness:	469.69	Fitness standard deviation:	53.14032273142496	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14240	Best fitness:	338.0	Average fitness:	476.1	Fitness standard deviation:	52.15985045990834	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14256	Best fitness:	338.0	Average fitness:	454.78	Fitness standard deviation:	42.95452944684647	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14272	Best fitness:	338.0	Average fitness:	488.91	Fitness standard deviation:	63.12085154685415	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14288	Best fitness:	338.0	Average fitness:	497.59	Fitness standard deviation:	66.75209285108595	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14304	Best fitness:	338.0	Average fitness:	463.11	Fitness standard deviation:	54.24700821243509	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14320	Best fitness:	338.0	Average fitness:	456.99	Fitness standard deviation:	49.63516797594222	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14336	Best fitness:	338.0	Average fitness:	502.24	Fitness standard deviation:	73.40287732779963	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14352	Best fitness:	338.0	Average fitness:	441.0	Fitness standard deviation:	36.15466774843879	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14368	Best fitness:	338.0	Average fitness:	479.42	Fitness standard deviation:	57.73909940412994	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14384	Best fitness:	338.0	Average fitness:	474.31	Fitness standard deviation:	54.362430961096656	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14400	Best fitness:	338.0	Average fitness:	463.77	Fitness standard deviation:	46.40600284445968	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14416	Best fitness:	338.0	Average fitness:	414.85	Fitness standard deviation:	32.1161563702757	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14432	Best fitness:	338.0	Average fitness:	458.84	Fitness standard deviation:	51.45808391302576	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14448	Best fitness:	338.0	Average fitness:	474.47	Fitness standard deviation:	56.81222667701027	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14464	Best fitness:	338.0	Average fitness:	443.52	Fitness standard deviation:	35.671131184754984	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14480	Best fitness:	338.0	Average fitness:	467.65	Fitness standard deviation:	48.78880506837608	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14496	Best fitness:	338.0	Average fitness:	449.52	Fitness standard deviation:	42.01558758365757	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
Generation:	14512	Best fitness:	338.0	Average fitness:	435.12	Fitness standard deviation:	33.13646933516001	Best genome:	A2	N4	A4	E10	A11	E5	N11	E9	A10	N10	E11	E7	A8	A1	N2	E3	A5	A3	N7	E8	N12	E6	A9	E4	A7	N3	E1	A6	E2	
