Generation:	16	Best fitness:	253.29931972789115	Average fitness:	323.53217687074834	Fitness standard deviation:	36.717844491222976	Best genome:	N9	A15	A11	A8	A17	E4	N6	N7	A6	A14	A12	A16	E3	A9	N5	A7	A13	E5	N12	A10	N3	
Generation:	57984	Best fitness:	95.58503401360544	Average fitness:	265.56503401360544	Fitness standard deviation:	82.61385963675606	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58000	Best fitness:	95.58503401360544	Average fitness:	249.3836054421769	Fitness standard deviation:	70.25149078235177	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58016	Best fitness:	95.58503401360544	Average fitness:	261.21931972789116	Fitness standard deviation:	59.397796702076626	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58032	Best fitness:	95.58503401360544	Average fitness:	249.04789115646264	Fitness standard deviation:	56.96306185877416	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58048	Best fitness:	95.58503401360544	Average fitness:	259.3793197278912	Fitness standard deviation:	65.12895440616882	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58064	Best fitness:	95.58503401360544	Average fitness:	259.006462585034	Fitness standard deviation:	70.12151486483144	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58080	Best fitness:	95.58503401360544	Average fitness:	254.03789115646265	Fitness standard deviation:	67.55810033155286	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58096	Best fitness:	95.58503401360544	Average fitness:	250.12931972789116	Fitness standard deviation:	47.95226578460659	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58112	Best fitness:	95.58503401360544	Average fitness:	260.05646258503407	Fitness standard deviation:	73.51314556886116	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58128	Best fitness:	95.58503401360544	Average fitness:	260.51503401360543	Fitness standard deviation:	58.6698389119928	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58144	Best fitness:	95.58503401360544	Average fitness:	267.7678911564626	Fitness standard deviation:	59.41186537164757	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58160	Best fitness:	95.58503401360544	Average fitness:	269.856462585034	Fitness standard deviation:	64.16486386724468	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58176	Best fitness:	95.58503401360544	Average fitness:	264.0107482993198	Fitness standard deviation:	55.88742613504401	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58192	Best fitness:	95.58503401360544	Average fitness:	264.79789115646264	Fitness standard deviation:	59.537486373489685	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58208	Best fitness:	95.58503401360544	Average fitness:	275.7721768707483	Fitness standard deviation:	59.52621543899626	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58224	Best fitness:	95.58503401360544	Average fitness:	253.97360544217685	Fitness standard deviation:	63.17025223431469	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58240	Best fitness:	95.58503401360544	Average fitness:	273.01503401360543	Fitness standard deviation:	65.46909255207251	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58256	Best fitness:	95.58503401360544	Average fitness:	248.75360544217693	Fitness standard deviation:	63.37145427025114	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58272	Best fitness:	95.58503401360544	Average fitness:	259.616462585034	Fitness standard deviation:	54.785423281030084	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58288	Best fitness:	95.58503401360544	Average fitness:	280.6836054421768	Fitness standard deviation:	62.67122275194965	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58304	Best fitness:	95.58503401360544	Average fitness:	263.6778911564626	Fitness standard deviation:	69.05920138488692	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58320	Best fitness:	95.58503401360544	Average fitness:	260.48646258503396	Fitness standard deviation:	59.7550226562844	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58336	Best fitness:	95.58503401360544	Average fitness:	270.18789115646257	Fitness standard deviation:	60.451077132923054	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58352	Best fitness:	95.58503401360544	Average fitness:	265.83360544217686	Fitness standard deviation:	62.10837736389119	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58368	Best fitness:	95.58503401360544	Average fitness:	238.62503401360544	Fitness standard deviation:	70.58824576950703	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58384	Best fitness:	95.58503401360544	Average fitness:	248.51646258503402	Fitness standard deviation:	53.58347552165304	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58400	Best fitness:	95.58503401360544	Average fitness:	251.64646258503407	Fitness standard deviation:	52.56990857662872	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58416	Best fitness:	95.58503401360544	Average fitness:	268.49646258503395	Fitness standard deviation:	58.8675184336032	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58432	Best fitness:	95.58503401360544	Average fitness:	260.30789115646263	Fitness standard deviation:	54.039360636106565	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58448	Best fitness:	95.58503401360544	Average fitness:	252.21931972789116	Fitness standard deviation:	56.99274898383736	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58464	Best fitness:	95.58503401360544	Average fitness:	265.316462585034	Fitness standard deviation:	65.98908654358797	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58480	Best fitness:	95.58503401360544	Average fitness:	251.29074829931974	Fitness standard deviation:	62.34584718507312	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58496	Best fitness:	95.58503401360544	Average fitness:	262.23931972789114	Fitness standard deviation:	68.12986213317707	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58512	Best fitness:	95.58503401360544	Average fitness:	267.786462585034	Fitness standard deviation:	68.56948775527209	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58528	Best fitness:	95.58503401360544	Average fitness:	262.30217687074827	Fitness standard deviation:	72.44580628980253	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58544	Best fitness:	95.58503401360544	Average fitness:	253.84360544217694	Fitness standard deviation:	56.64753861036016	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58560	Best fitness:	95.58503401360544	Average fitness:	262.1121768707484	Fitness standard deviation:	62.83506136493139	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58576	Best fitness:	95.58503401360544	Average fitness:	274.5321768707483	Fitness standard deviation:	63.01655776905958	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58592	Best fitness:	95.58503401360544	Average fitness:	241.9836054421769	Fitness standard deviation:	59.064857796583354	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58608	Best fitness:	95.58503401360544	Average fitness:	260.59646258503403	Fitness standard deviation:	47.98147380574537	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58624	Best fitness:	95.58503401360544	Average fitness:	263.0307482993197	Fitness standard deviation:	62.64795476896827	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58640	Best fitness:	95.58503401360544	Average fitness:	274.63217687074837	Fitness standard deviation:	57.80876797772152	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58656	Best fitness:	95.58503401360544	Average fitness:	250.6078911564626	Fitness standard deviation:	71.27145382698633	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58672	Best fitness:	95.58503401360544	Average fitness:	271.16931972789115	Fitness standard deviation:	54.5021223889305	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58688	Best fitness:	95.58503401360544	Average fitness:	251.62931972789124	Fitness standard deviation:	65.74681646673247	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58704	Best fitness:	95.58503401360544	Average fitness:	261.21503401360553	Fitness standard deviation:	48.36524766433698	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58720	Best fitness:	95.58503401360544	Average fitness:	261.23503401360546	Fitness standard deviation:	67.52940455528864	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58736	Best fitness:	95.58503401360544	Average fitness:	268.4650340136055	Fitness standard deviation:	68.02378131572661	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58752	Best fitness:	95.58503401360544	Average fitness:	259.45360544217687	Fitness standard deviation:	69.83350719053578	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58768	Best fitness:	95.58503401360544	Average fitness:	260.44074829931975	Fitness standard deviation:	62.1816263137304	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58784	Best fitness:	95.58503401360544	Average fitness:	264.2750340136054	Fitness standard deviation:	63.99604405822317	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58800	Best fitness:	95.58503401360544	Average fitness:	263.05074829931976	Fitness standard deviation:	65.4602774706204	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58816	Best fitness:	95.58503401360544	Average fitness:	246.01646258503402	Fitness standard deviation:	66.02154558651785	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58832	Best fitness:	95.58503401360544	Average fitness:	256.37503401360544	Fitness standard deviation:	68.2317965706994	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58848	Best fitness:	95.58503401360544	Average fitness:	267.3407482993197	Fitness standard deviation:	62.42337636115602	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58864	Best fitness:	95.58503401360544	Average fitness:	256.76217687074836	Fitness standard deviation:	68.63065573140365	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58880	Best fitness:	95.58503401360544	Average fitness:	251.0421768707484	Fitness standard deviation:	75.49254375940254	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58896	Best fitness:	95.58503401360544	Average fitness:	264.3307482993197	Fitness standard deviation:	67.96193646566631	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58912	Best fitness:	95.58503401360544	Average fitness:	266.3778911564626	Fitness standard deviation:	66.50676496202688	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58928	Best fitness:	95.58503401360544	Average fitness:	263.86931972789114	Fitness standard deviation:	55.13454228576878	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58944	Best fitness:	95.58503401360544	Average fitness:	262.69503401360544	Fitness standard deviation:	61.22892758712493	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58960	Best fitness:	95.58503401360544	Average fitness:	249.8336054421769	Fitness standard deviation:	62.207868194514774	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58976	Best fitness:	95.58503401360544	Average fitness:	263.6578911564626	Fitness standard deviation:	55.76734870542667	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	58992	Best fitness:	95.58503401360544	Average fitness:	265.22931972789115	Fitness standard deviation:	57.89672189444278	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59008	Best fitness:	95.58503401360544	Average fitness:	251.16217687074837	Fitness standard deviation:	60.292922791779716	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59024	Best fitness:	95.58503401360544	Average fitness:	273.6678911564626	Fitness standard deviation:	65.2468405052564	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59040	Best fitness:	95.58503401360544	Average fitness:	257.9436054421768	Fitness standard deviation:	64.52170871821644	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59056	Best fitness:	95.58503401360544	Average fitness:	257.8893197278912	Fitness standard deviation:	61.38456249127217	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59072	Best fitness:	95.58503401360544	Average fitness:	281.1464625850341	Fitness standard deviation:	65.87093767825266	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59088	Best fitness:	95.58503401360544	Average fitness:	248.3693197278911	Fitness standard deviation:	53.04059398426909	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59104	Best fitness:	95.58503401360544	Average fitness:	275.7421768707483	Fitness standard deviation:	57.133635327312106	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59120	Best fitness:	95.58503401360544	Average fitness:	255.75217687074831	Fitness standard deviation:	66.41110816538979	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59136	Best fitness:	95.58503401360544	Average fitness:	267.5650340136055	Fitness standard deviation:	61.18303493016105	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59152	Best fitness:	95.58503401360544	Average fitness:	245.76789115646267	Fitness standard deviation:	62.977373585069984	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59168	Best fitness:	95.58503401360544	Average fitness:	252.69931972789112	Fitness standard deviation:	54.31639433796716	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59184	Best fitness:	95.58503401360544	Average fitness:	246.0207482993197	Fitness standard deviation:	64.90491184519593	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59200	Best fitness:	95.58503401360544	Average fitness:	243.09503401360544	Fitness standard deviation:	60.476865048731234	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59216	Best fitness:	95.58503401360544	Average fitness:	246.25789115646256	Fitness standard deviation:	61.82888795469547	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59232	Best fitness:	95.58503401360544	Average fitness:	248.20217687074833	Fitness standard deviation:	69.32790785941305	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59248	Best fitness:	95.58503401360544	Average fitness:	232.3736054421769	Fitness standard deviation:	56.56018748345222	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59264	Best fitness:	95.58503401360544	Average fitness:	249.5436054421769	Fitness standard deviation:	49.52834807729111	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59280	Best fitness:	95.58503401360544	Average fitness:	251.61646258503396	Fitness standard deviation:	71.64212983536251	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59296	Best fitness:	95.58503401360544	Average fitness:	255.00360544217688	Fitness standard deviation:	57.872585082071744	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59312	Best fitness:	95.58503401360544	Average fitness:	268.1136054421769	Fitness standard deviation:	69.6191291446334	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59328	Best fitness:	95.58503401360544	Average fitness:	266.8507482993198	Fitness standard deviation:	71.58787669568025	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59344	Best fitness:	95.58503401360544	Average fitness:	244.52503401360545	Fitness standard deviation:	60.698088528555886	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59360	Best fitness:	95.58503401360544	Average fitness:	263.1021768707483	Fitness standard deviation:	69.21961671936295	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59376	Best fitness:	95.58503401360544	Average fitness:	259.3464625850339	Fitness standard deviation:	79.93802970975425	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59392	Best fitness:	95.58503401360544	Average fitness:	258.0250340136055	Fitness standard deviation:	57.96602551741593	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59408	Best fitness:	95.58503401360544	Average fitness:	272.3807482993198	Fitness standard deviation:	57.538323182848124	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59424	Best fitness:	95.58503401360544	Average fitness:	273.2764625850341	Fitness standard deviation:	63.532057535498396	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59440	Best fitness:	95.58503401360544	Average fitness:	243.41789115646256	Fitness standard deviation:	54.50151338471703	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59456	Best fitness:	95.58503401360544	Average fitness:	259.98074829931977	Fitness standard deviation:	64.12573381049681	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59472	Best fitness:	95.58503401360544	Average fitness:	268.85217687074834	Fitness standard deviation:	64.56552834927017	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59488	Best fitness:	95.58503401360544	Average fitness:	245.50217687074837	Fitness standard deviation:	69.41480751281254	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59504	Best fitness:	95.58503401360544	Average fitness:	273.34360544217685	Fitness standard deviation:	63.80694062113127	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59520	Best fitness:	95.58503401360544	Average fitness:	252.02789115646266	Fitness standard deviation:	55.504105749953666	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59536	Best fitness:	95.58503401360544	Average fitness:	260.14646258503404	Fitness standard deviation:	65.52685336749276	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59552	Best fitness:	95.58503401360544	Average fitness:	250.98360544217684	Fitness standard deviation:	75.10903066712487	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59568	Best fitness:	95.58503401360544	Average fitness:	251.46217687074835	Fitness standard deviation:	62.957462866702656	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59584	Best fitness:	95.58503401360544	Average fitness:	271.3507482993197	Fitness standard deviation:	57.76250503358647	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59600	Best fitness:	95.58503401360544	Average fitness:	263.96646258503404	Fitness standard deviation:	72.49896566468365	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59616	Best fitness:	95.58503401360544	Average fitness:	255.25503401360544	Fitness standard deviation:	58.04136911351617	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59632	Best fitness:	95.58503401360544	Average fitness:	272.23074829931977	Fitness standard deviation:	68.3617272085688	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59648	Best fitness:	95.58503401360544	Average fitness:	255.16074829931978	Fitness standard deviation:	83.43797612109053	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59664	Best fitness:	95.58503401360544	Average fitness:	247.34217687074835	Fitness standard deviation:	60.83576116672408	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59680	Best fitness:	95.58503401360544	Average fitness:	238.14931972789122	Fitness standard deviation:	63.00897304093655	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59696	Best fitness:	95.58503401360544	Average fitness:	243.07789115646264	Fitness standard deviation:	52.90369369072871	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
Generation:	59712	Best fitness:	95.58503401360544	Average fitness:	252.98646258503405	Fitness standard deviation:	71.9206515571721	Best genome:	A16	E5	A15	N7	A10	E3	N6	A6	A14	A17	N9	A13	A9	N3	E4	N5	A7	A12	A11	N12	A8	
