Generation:	16	Best fitness:	231.87074829931973	Average fitness:	340.3450340136057	Fitness standard deviation:	32.6915344468533	Best genome:	A9	N6	A15	A13	N3	N7	N12	E3	A11	A7	A10	A12	E4	N5	A14	A6	A17	A16	E5	A8	N9	
Generation:	62080	Best fitness:	105.75646258503401	Average fitness:	330.598462585034	Fitness standard deviation:	47.41279056825688	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62096	Best fitness:	105.75646258503401	Average fitness:	327.10531972789113	Fitness standard deviation:	53.00559774751558	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62112	Best fitness:	105.75646258503401	Average fitness:	333.10674829931975	Fitness standard deviation:	44.985654605957784	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62128	Best fitness:	105.75646258503401	Average fitness:	330.35817687074837	Fitness standard deviation:	42.81410044671293	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62144	Best fitness:	105.75646258503401	Average fitness:	331.55760544217674	Fitness standard deviation:	45.571689729659205	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62160	Best fitness:	105.75646258503401	Average fitness:	326.83160544217685	Fitness standard deviation:	47.93270906645043	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62176	Best fitness:	105.75646258503401	Average fitness:	333.04789115646264	Fitness standard deviation:	47.74324065845792	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62192	Best fitness:	105.75646258503401	Average fitness:	333.3130340136055	Fitness standard deviation:	45.53481493431198	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62208	Best fitness:	105.75646258503401	Average fitness:	336.17589115646246	Fitness standard deviation:	44.668208277183865	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62224	Best fitness:	105.75646258503401	Average fitness:	326.32560544217677	Fitness standard deviation:	51.42167345485715	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62240	Best fitness:	105.75646258503401	Average fitness:	327.9927482993197	Fitness standard deviation:	43.50816087745809	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62256	Best fitness:	105.75646258503401	Average fitness:	332.7521768707483	Fitness standard deviation:	55.05859340887003	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62272	Best fitness:	105.75646258503401	Average fitness:	328.68989115646264	Fitness standard deviation:	46.596640687360065	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62288	Best fitness:	105.75646258503401	Average fitness:	334.3247482993196	Fitness standard deviation:	49.33129104165767	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62304	Best fitness:	105.75646258503401	Average fitness:	330.87274829931977	Fitness standard deviation:	46.664222060265786	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62320	Best fitness:	105.75646258503401	Average fitness:	333.1033197278911	Fitness standard deviation:	48.15804813659427	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62336	Best fitness:	105.75646258503401	Average fitness:	326.2818911564626	Fitness standard deviation:	49.37764046486579	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62352	Best fitness:	105.75646258503401	Average fitness:	330.3656054421769	Fitness standard deviation:	47.05785338695078	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62368	Best fitness:	105.75646258503401	Average fitness:	330.188462585034	Fitness standard deviation:	49.98139511490904	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62384	Best fitness:	105.75646258503401	Average fitness:	333.1750340136054	Fitness standard deviation:	42.21556640551889	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62400	Best fitness:	105.75646258503401	Average fitness:	330.3956054421769	Fitness standard deviation:	44.54812113218877	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62416	Best fitness:	105.75646258503401	Average fitness:	334.9001768707484	Fitness standard deviation:	47.888354760988456	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62432	Best fitness:	105.75646258503401	Average fitness:	333.9287482993197	Fitness standard deviation:	46.58495709815278	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62448	Best fitness:	105.75646258503401	Average fitness:	334.76446258503415	Fitness standard deviation:	47.195159053030174	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62464	Best fitness:	105.75646258503401	Average fitness:	337.9644625850342	Fitness standard deviation:	49.743397400857056	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62480	Best fitness:	105.75646258503401	Average fitness:	334.51217687074836	Fitness standard deviation:	48.73018347628761	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62496	Best fitness:	105.75646258503401	Average fitness:	332.3030340136055	Fitness standard deviation:	51.18785006588329	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62512	Best fitness:	105.75646258503401	Average fitness:	331.2944625850339	Fitness standard deviation:	44.60638410517912	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62528	Best fitness:	105.75646258503401	Average fitness:	329.0218911564626	Fitness standard deviation:	51.66168331736466	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62544	Best fitness:	105.75646258503401	Average fitness:	331.2844625850341	Fitness standard deviation:	46.41513484339578	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62560	Best fitness:	105.75646258503401	Average fitness:	329.0293197278913	Fitness standard deviation:	46.81115676800974	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62576	Best fitness:	105.75646258503401	Average fitness:	336.00474829931983	Fitness standard deviation:	43.36655905187775	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62592	Best fitness:	105.75646258503401	Average fitness:	333.46360544217697	Fitness standard deviation:	48.25930831223661	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62608	Best fitness:	105.75646258503401	Average fitness:	331.23503401360546	Fitness standard deviation:	54.626043631743485	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62624	Best fitness:	105.75646258503401	Average fitness:	332.93160544217676	Fitness standard deviation:	44.102637554519404	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62640	Best fitness:	105.75646258503401	Average fitness:	330.7927482993197	Fitness standard deviation:	39.83798799423197	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62656	Best fitness:	105.75646258503401	Average fitness:	330.84531972789114	Fitness standard deviation:	46.04929672533512	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62672	Best fitness:	105.75646258503401	Average fitness:	335.091319727891	Fitness standard deviation:	48.719167426953334	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62688	Best fitness:	105.75646258503401	Average fitness:	334.74989115646264	Fitness standard deviation:	52.357492160986425	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62704	Best fitness:	105.75646258503401	Average fitness:	327.35103401360544	Fitness standard deviation:	47.454627041769804	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62720	Best fitness:	105.75646258503401	Average fitness:	326.6358911564625	Fitness standard deviation:	48.997660182369316	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62736	Best fitness:	105.75646258503401	Average fitness:	336.08560544217687	Fitness standard deviation:	45.93484426925616	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62752	Best fitness:	105.75646258503401	Average fitness:	325.0227482993197	Fitness standard deviation:	42.492398336739754	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62768	Best fitness:	105.75646258503401	Average fitness:	335.39817687074833	Fitness standard deviation:	51.37273547042522	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62784	Best fitness:	105.75646258503401	Average fitness:	330.09531972789114	Fitness standard deviation:	40.97343290973022	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62800	Best fitness:	105.75646258503401	Average fitness:	328.4998911564625	Fitness standard deviation:	40.988537766611024	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62816	Best fitness:	105.75646258503401	Average fitness:	332.0293197278911	Fitness standard deviation:	45.6636758020541	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62832	Best fitness:	105.75646258503401	Average fitness:	331.05474829931967	Fitness standard deviation:	42.45441181756626	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62848	Best fitness:	105.75646258503401	Average fitness:	326.5278911564627	Fitness standard deviation:	44.545007736958745	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62864	Best fitness:	105.75646258503401	Average fitness:	328.8861768707482	Fitness standard deviation:	42.00458991829442	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62880	Best fitness:	105.75646258503401	Average fitness:	329.77417687074825	Fitness standard deviation:	49.54064845628676	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62896	Best fitness:	105.75646258503401	Average fitness:	330.69274829931965	Fitness standard deviation:	41.6675767562105	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62912	Best fitness:	105.75646258503401	Average fitness:	331.5858911564626	Fitness standard deviation:	43.701576388697276	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62928	Best fitness:	105.75646258503401	Average fitness:	330.52903401360544	Fitness standard deviation:	48.513876309899686	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62944	Best fitness:	105.75646258503401	Average fitness:	338.1041768707483	Fitness standard deviation:	41.766997235147464	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62960	Best fitness:	105.75646258503401	Average fitness:	333.5747482993197	Fitness standard deviation:	42.36744042882217	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62976	Best fitness:	105.75646258503401	Average fitness:	335.8807482993199	Fitness standard deviation:	41.51312620050164	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	62992	Best fitness:	105.75646258503401	Average fitness:	333.99931972789125	Fitness standard deviation:	49.803822736650176	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63008	Best fitness:	105.75646258503401	Average fitness:	328.8761768707484	Fitness standard deviation:	50.922487345664756	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63024	Best fitness:	105.75646258503401	Average fitness:	329.3538911564625	Fitness standard deviation:	44.59207270905667	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63040	Best fitness:	105.75646258503401	Average fitness:	331.6710340136054	Fitness standard deviation:	47.039515215987315	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63056	Best fitness:	105.75646258503401	Average fitness:	339.962462585034	Fitness standard deviation:	41.64012768217402	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63072	Best fitness:	105.75646258503401	Average fitness:	329.86531972789123	Fitness standard deviation:	48.19719675056056	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63088	Best fitness:	105.75646258503401	Average fitness:	332.09903401360543	Fitness standard deviation:	44.33677747257981	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63104	Best fitness:	105.75646258503401	Average fitness:	321.0030340136054	Fitness standard deviation:	46.37575380849483	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63120	Best fitness:	105.75646258503401	Average fitness:	332.53760544217687	Fitness standard deviation:	49.94263373928458	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63136	Best fitness:	105.75646258503401	Average fitness:	326.7650340136054	Fitness standard deviation:	45.85033763479273	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63152	Best fitness:	105.75646258503401	Average fitness:	331.72131972789134	Fitness standard deviation:	52.1791979592775	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63168	Best fitness:	105.75646258503401	Average fitness:	326.260462585034	Fitness standard deviation:	47.20087486563816	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63184	Best fitness:	105.75646258503401	Average fitness:	334.6067482993198	Fitness standard deviation:	48.09086028317137	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63200	Best fitness:	105.75646258503401	Average fitness:	325.7364625850341	Fitness standard deviation:	42.494052116809506	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63216	Best fitness:	105.75646258503401	Average fitness:	328.74246258503393	Fitness standard deviation:	42.89901639993197	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63232	Best fitness:	105.75646258503401	Average fitness:	331.5656054421769	Fitness standard deviation:	46.792702183488544	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63248	Best fitness:	105.75646258503401	Average fitness:	324.2936054421767	Fitness standard deviation:	50.07189720587705	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63264	Best fitness:	105.75646258503401	Average fitness:	332.2533197278912	Fitness standard deviation:	52.75952250174602	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63280	Best fitness:	105.75646258503401	Average fitness:	325.69274829931976	Fitness standard deviation:	46.75706051321806	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63296	Best fitness:	105.75646258503401	Average fitness:	326.36560544217696	Fitness standard deviation:	48.663865466303115	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63312	Best fitness:	105.75646258503401	Average fitness:	334.26103401360547	Fitness standard deviation:	40.188620223000584	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63328	Best fitness:	105.75646258503401	Average fitness:	328.9853197278911	Fitness standard deviation:	40.027659517500894	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63344	Best fitness:	105.75646258503401	Average fitness:	330.79931972789103	Fitness standard deviation:	48.72037758306819	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63360	Best fitness:	105.75646258503401	Average fitness:	328.84046258503395	Fitness standard deviation:	44.51524972732058	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63376	Best fitness:	105.75646258503401	Average fitness:	321.82674829931983	Fitness standard deviation:	45.457326464565895	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63392	Best fitness:	105.75646258503401	Average fitness:	333.5016054421769	Fitness standard deviation:	44.840380067205366	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63408	Best fitness:	105.75646258503401	Average fitness:	333.6833197278913	Fitness standard deviation:	49.958255279088895	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63424	Best fitness:	105.75646258503401	Average fitness:	338.41817687074837	Fitness standard deviation:	47.640039363235324	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63440	Best fitness:	105.75646258503401	Average fitness:	326.3564625850342	Fitness standard deviation:	47.59154752598792	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63456	Best fitness:	105.75646258503401	Average fitness:	330.934462585034	Fitness standard deviation:	45.16586716555243	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63472	Best fitness:	105.75646258503401	Average fitness:	333.97103401360533	Fitness standard deviation:	39.52390513941389	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63488	Best fitness:	105.75646258503401	Average fitness:	327.8478911564624	Fitness standard deviation:	44.91431261358701	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63504	Best fitness:	105.75646258503401	Average fitness:	325.38846258503395	Fitness standard deviation:	43.27158586586513	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63520	Best fitness:	105.75646258503401	Average fitness:	334.0147482993197	Fitness standard deviation:	45.29796498019463	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63536	Best fitness:	105.75646258503401	Average fitness:	336.4230340136055	Fitness standard deviation:	43.932139888510704	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63552	Best fitness:	105.75646258503401	Average fitness:	333.76817687074833	Fitness standard deviation:	47.80065102365986	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63568	Best fitness:	105.75646258503401	Average fitness:	331.1858911564625	Fitness standard deviation:	44.584583306935386	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63584	Best fitness:	105.75646258503401	Average fitness:	327.92074829931977	Fitness standard deviation:	49.3869985989455	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63600	Best fitness:	105.75646258503401	Average fitness:	332.11646258503396	Fitness standard deviation:	52.416671440467866	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63616	Best fitness:	105.75646258503401	Average fitness:	334.2530340136055	Fitness standard deviation:	50.38275665182221	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63632	Best fitness:	105.75646258503401	Average fitness:	329.5847482993197	Fitness standard deviation:	49.08735029620198	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63648	Best fitness:	105.75646258503401	Average fitness:	330.48017687074827	Fitness standard deviation:	38.63654737078217	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63664	Best fitness:	105.75646258503401	Average fitness:	324.9950340136055	Fitness standard deviation:	42.19841981275931	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63680	Best fitness:	105.75646258503401	Average fitness:	332.44617687074833	Fitness standard deviation:	51.72694841340696	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63696	Best fitness:	105.75646258503401	Average fitness:	332.3307482993198	Fitness standard deviation:	43.92242075407455	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63712	Best fitness:	105.75646258503401	Average fitness:	334.277319727891	Fitness standard deviation:	45.976206775563675	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63728	Best fitness:	105.75646258503401	Average fitness:	325.29703401360536	Fitness standard deviation:	48.52242918023603	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63744	Best fitness:	105.75646258503401	Average fitness:	327.416462585034	Fitness standard deviation:	48.408619488850604	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63760	Best fitness:	105.75646258503401	Average fitness:	334.95589115646266	Fitness standard deviation:	42.452725203742695	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63776	Best fitness:	105.75646258503401	Average fitness:	334.03360544217685	Fitness standard deviation:	43.63198966869354	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63792	Best fitness:	105.75646258503401	Average fitness:	328.4387482993198	Fitness standard deviation:	44.481070365920374	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
Generation:	63808	Best fitness:	105.75646258503401	Average fitness:	331.9696054421769	Fitness standard deviation:	46.275557337077466	Best genome:	A9	N5	A11	N12	E3	N6	N7	A10	A15	A12	A6	A14	A17	N3	E4	A7	N9	A13	A16	E5	A8	
