Generation:	16	Best fitness:	238.29931972789115	Average fitness:	339.3850340136055	Fitness standard deviation:	30.412244580237143	Best genome:	N9	N3	N5	E3	A15	A12	A14	N7	N6	A9	A16	E5	N12	A13	A11	A6	E4	A7	A17	A10	A8	
Generation:	60656	Best fitness:	103.61360544217688	Average fitness:	307.42731972789113	Fitness standard deviation:	49.089211995787295	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60672	Best fitness:	103.61360544217688	Average fitness:	305.1181768707483	Fitness standard deviation:	54.87037804922894	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60688	Best fitness:	103.61360544217688	Average fitness:	316.7850340136055	Fitness standard deviation:	55.62886550659667	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60704	Best fitness:	103.61360544217688	Average fitness:	320.8850340136054	Fitness standard deviation:	56.905396681058036	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60720	Best fitness:	103.61360544217688	Average fitness:	303.4958911564626	Fitness standard deviation:	60.54526999574073	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60736	Best fitness:	103.61360544217688	Average fitness:	314.7764625850339	Fitness standard deviation:	57.18650311721735	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60752	Best fitness:	103.61360544217688	Average fitness:	318.40103401360545	Fitness standard deviation:	52.43504363632071	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60768	Best fitness:	103.61360544217688	Average fitness:	308.2290340136055	Fitness standard deviation:	58.16372983296061	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60784	Best fitness:	103.61360544217688	Average fitness:	312.18617687074834	Fitness standard deviation:	57.12996453415204	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60800	Best fitness:	103.61360544217688	Average fitness:	307.79017687074816	Fitness standard deviation:	48.61962270859915	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60816	Best fitness:	103.61360544217688	Average fitness:	317.58103401360546	Fitness standard deviation:	55.86070109528829	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60832	Best fitness:	103.61360544217688	Average fitness:	311.65303401360546	Fitness standard deviation:	53.30908591700032	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60848	Best fitness:	103.61360544217688	Average fitness:	302.74274829931977	Fitness standard deviation:	47.9781832188297	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60864	Best fitness:	103.61360544217688	Average fitness:	311.84046258503395	Fitness standard deviation:	55.543303469694074	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60880	Best fitness:	103.61360544217688	Average fitness:	315.7616054421768	Fitness standard deviation:	44.94264633135555	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60896	Best fitness:	103.61360544217688	Average fitness:	308.6370340136055	Fitness standard deviation:	54.165258747500445	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60912	Best fitness:	103.61360544217688	Average fitness:	310.0981768707483	Fitness standard deviation:	58.634537418536134	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60928	Best fitness:	103.61360544217688	Average fitness:	308.6776054421769	Fitness standard deviation:	46.24045920257827	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60944	Best fitness:	103.61360544217688	Average fitness:	312.2484625850339	Fitness standard deviation:	49.63752145302987	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60960	Best fitness:	103.61360544217688	Average fitness:	307.86160544217694	Fitness standard deviation:	55.83618238514287	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60976	Best fitness:	103.61360544217688	Average fitness:	319.83589115646254	Fitness standard deviation:	57.93804355604391	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	60992	Best fitness:	103.61360544217688	Average fitness:	319.54331972789123	Fitness standard deviation:	58.34732967605742	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61008	Best fitness:	103.61360544217688	Average fitness:	313.0747482993197	Fitness standard deviation:	61.25999727091613	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61024	Best fitness:	103.61360544217688	Average fitness:	313.23074829931966	Fitness standard deviation:	52.7557220032257	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61040	Best fitness:	103.61360544217688	Average fitness:	303.74560544217684	Fitness standard deviation:	45.87747547099597	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61056	Best fitness:	103.61360544217688	Average fitness:	311.81074829931976	Fitness standard deviation:	56.45084500732311	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61072	Best fitness:	103.61360544217688	Average fitness:	313.38560544217677	Fitness standard deviation:	52.36011708254632	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61088	Best fitness:	103.61360544217688	Average fitness:	311.2318911564626	Fitness standard deviation:	53.11167249699986	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61104	Best fitness:	103.61360544217688	Average fitness:	309.8216054421769	Fitness standard deviation:	53.391309860810324	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61120	Best fitness:	103.61360544217688	Average fitness:	311.17360544217684	Fitness standard deviation:	58.35351210947122	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61136	Best fitness:	103.61360544217688	Average fitness:	314.1490340136055	Fitness standard deviation:	55.87372521414803	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61152	Best fitness:	103.61360544217688	Average fitness:	312.54846258503403	Fitness standard deviation:	48.117787806038415	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61168	Best fitness:	103.61360544217688	Average fitness:	314.89189115646263	Fitness standard deviation:	55.93255174597639	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61184	Best fitness:	103.61360544217688	Average fitness:	317.672462585034	Fitness standard deviation:	48.16890093690521	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61200	Best fitness:	103.61360544217688	Average fitness:	326.2067482993198	Fitness standard deviation:	53.491021580395014	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61216	Best fitness:	103.61360544217688	Average fitness:	316.3444625850341	Fitness standard deviation:	48.943507990001564	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61232	Best fitness:	103.61360544217688	Average fitness:	304.97874829931976	Fitness standard deviation:	59.79016622168168	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61248	Best fitness:	103.61360544217688	Average fitness:	315.048462585034	Fitness standard deviation:	56.54432577028686	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61264	Best fitness:	103.61360544217688	Average fitness:	320.2376054421769	Fitness standard deviation:	56.365300473512846	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61280	Best fitness:	103.61360544217688	Average fitness:	319.8513197278911	Fitness standard deviation:	50.580116909831716	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61296	Best fitness:	103.61360544217688	Average fitness:	307.01246258503403	Fitness standard deviation:	59.590541082028935	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61312	Best fitness:	103.61360544217688	Average fitness:	308.8176054421769	Fitness standard deviation:	48.47343560663103	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61328	Best fitness:	103.61360544217688	Average fitness:	314.4221768707484	Fitness standard deviation:	53.589947046902324	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61344	Best fitness:	103.61360544217688	Average fitness:	298.3810340136055	Fitness standard deviation:	47.60016978532574	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61360	Best fitness:	103.61360544217688	Average fitness:	320.5147482993197	Fitness standard deviation:	53.398154278275676	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61376	Best fitness:	103.61360544217688	Average fitness:	321.427319727891	Fitness standard deviation:	59.16434757658758	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61392	Best fitness:	103.61360544217688	Average fitness:	318.7010340136054	Fitness standard deviation:	52.48983681142279	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61408	Best fitness:	103.61360544217688	Average fitness:	311.97646258503397	Fitness standard deviation:	51.79659976232779	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61424	Best fitness:	103.61360544217688	Average fitness:	317.97989115646266	Fitness standard deviation:	58.302433089565525	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61440	Best fitness:	103.61360544217688	Average fitness:	323.4987482993197	Fitness standard deviation:	51.91036277024825	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61456	Best fitness:	103.61360544217688	Average fitness:	320.76389115646265	Fitness standard deviation:	52.54317713256093	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61472	Best fitness:	103.61360544217688	Average fitness:	318.76617687074827	Fitness standard deviation:	58.222233107994356	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61488	Best fitness:	103.61360544217688	Average fitness:	321.0330340136055	Fitness standard deviation:	58.43911981345568	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61504	Best fitness:	103.61360544217688	Average fitness:	304.4878911564626	Fitness standard deviation:	51.18166827436303	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61520	Best fitness:	103.61360544217688	Average fitness:	302.5358911564626	Fitness standard deviation:	51.90752595034476	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61536	Best fitness:	103.61360544217688	Average fitness:	311.02446258503414	Fitness standard deviation:	55.653011841412585	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61552	Best fitness:	103.61360544217688	Average fitness:	316.36846258503397	Fitness standard deviation:	54.689877462070875	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61568	Best fitness:	103.61360544217688	Average fitness:	312.43703401360557	Fitness standard deviation:	48.368588791841816	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61584	Best fitness:	103.61360544217688	Average fitness:	313.32331972789115	Fitness standard deviation:	47.945877432533344	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61600	Best fitness:	103.61360544217688	Average fitness:	312.9421768707483	Fitness standard deviation:	50.75565129889981	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61616	Best fitness:	103.61360544217688	Average fitness:	322.1056054421769	Fitness standard deviation:	49.94227338331604	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61632	Best fitness:	103.61360544217688	Average fitness:	314.25531972789116	Fitness standard deviation:	56.12584175742571	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61648	Best fitness:	103.61360544217688	Average fitness:	308.0821768707483	Fitness standard deviation:	56.30065095502168	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61664	Best fitness:	103.61360544217688	Average fitness:	322.8096054421769	Fitness standard deviation:	49.18911975597192	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61680	Best fitness:	103.61360544217688	Average fitness:	298.4290340136054	Fitness standard deviation:	49.69473415539628	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61696	Best fitness:	103.61360544217688	Average fitness:	310.6078911564627	Fitness standard deviation:	55.1360235588091	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61712	Best fitness:	103.61360544217688	Average fitness:	303.8856054421768	Fitness standard deviation:	46.60341416589956	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61728	Best fitness:	103.61360544217688	Average fitness:	321.036462585034	Fitness standard deviation:	46.4448396993022	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61744	Best fitness:	103.61360544217688	Average fitness:	309.21531972789114	Fitness standard deviation:	54.88094495824761	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61760	Best fitness:	103.61360544217688	Average fitness:	307.30331972789116	Fitness standard deviation:	50.86630832658794	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61776	Best fitness:	103.61360544217688	Average fitness:	312.74960544217686	Fitness standard deviation:	54.312815057868285	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61792	Best fitness:	103.61360544217688	Average fitness:	311.91874829931965	Fitness standard deviation:	60.15568168392029	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61808	Best fitness:	103.61360544217688	Average fitness:	310.5581768707483	Fitness standard deviation:	54.14429893594806	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61824	Best fitness:	103.61360544217688	Average fitness:	319.1776054421769	Fitness standard deviation:	56.115182073143465	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61840	Best fitness:	103.61360544217688	Average fitness:	321.0530340136054	Fitness standard deviation:	52.721484878906196	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61856	Best fitness:	103.61360544217688	Average fitness:	319.78731972789114	Fitness standard deviation:	59.484265891520096	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61872	Best fitness:	103.61360544217688	Average fitness:	312.572462585034	Fitness standard deviation:	50.86362788829739	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61888	Best fitness:	103.61360544217688	Average fitness:	320.12217687074826	Fitness standard deviation:	48.780440041191156	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61904	Best fitness:	103.61360544217688	Average fitness:	307.7061768707484	Fitness standard deviation:	53.409688507320276	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61920	Best fitness:	103.61360544217688	Average fitness:	323.8873197278911	Fitness standard deviation:	54.64255233229644	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61936	Best fitness:	103.61360544217688	Average fitness:	315.10331972789123	Fitness standard deviation:	55.50094333009676	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61952	Best fitness:	103.61360544217688	Average fitness:	308.60617687074824	Fitness standard deviation:	50.78738741387009	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61968	Best fitness:	103.61360544217688	Average fitness:	319.67074829931965	Fitness standard deviation:	60.7993955394228	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	61984	Best fitness:	103.61360544217688	Average fitness:	308.7970340136054	Fitness standard deviation:	51.461998371693284	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62000	Best fitness:	103.61360544217688	Average fitness:	304.9827482993198	Fitness standard deviation:	53.85259058896663	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62016	Best fitness:	103.61360544217688	Average fitness:	322.31531972789105	Fitness standard deviation:	44.81140276167872	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62032	Best fitness:	103.61360544217688	Average fitness:	308.2433197278913	Fitness standard deviation:	49.530824361797	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62048	Best fitness:	103.61360544217688	Average fitness:	320.2793197278911	Fitness standard deviation:	59.605428666612326	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62064	Best fitness:	103.61360544217688	Average fitness:	312.4233197278912	Fitness standard deviation:	51.78458161835196	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62080	Best fitness:	103.61360544217688	Average fitness:	310.4456054421769	Fitness standard deviation:	52.83322474754394	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62096	Best fitness:	103.61360544217688	Average fitness:	318.75874829931973	Fitness standard deviation:	65.28268347825824	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62112	Best fitness:	103.61360544217688	Average fitness:	298.45417687074837	Fitness standard deviation:	50.66624528324593	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62128	Best fitness:	103.61360544217688	Average fitness:	312.90446258503397	Fitness standard deviation:	49.466085414191426	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62144	Best fitness:	103.61360544217688	Average fitness:	316.32560544217694	Fitness standard deviation:	52.54244102686156	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62160	Best fitness:	103.61360544217688	Average fitness:	313.2690340136054	Fitness standard deviation:	52.54413248199759	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62176	Best fitness:	103.61360544217688	Average fitness:	315.6347482993197	Fitness standard deviation:	63.17275718962072	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62192	Best fitness:	103.61360544217688	Average fitness:	314.9376054421769	Fitness standard deviation:	50.153277097233016	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62208	Best fitness:	103.61360544217688	Average fitness:	318.2878911564626	Fitness standard deviation:	51.94525847034569	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62224	Best fitness:	103.61360544217688	Average fitness:	319.18274829931966	Fitness standard deviation:	49.572305909074444	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62240	Best fitness:	103.61360544217688	Average fitness:	307.90789115646265	Fitness standard deviation:	55.129596407011725	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62256	Best fitness:	103.61360544217688	Average fitness:	312.29589115646263	Fitness standard deviation:	53.20082111994828	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62272	Best fitness:	103.61360544217688	Average fitness:	314.1713197278911	Fitness standard deviation:	54.024655366124925	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62288	Best fitness:	103.61360544217688	Average fitness:	314.4141768707483	Fitness standard deviation:	52.229906981986275	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62304	Best fitness:	103.61360544217688	Average fitness:	319.0290340136053	Fitness standard deviation:	50.9824393008144	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62320	Best fitness:	103.61360544217688	Average fitness:	322.54217687074834	Fitness standard deviation:	50.669705395807846	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62336	Best fitness:	103.61360544217688	Average fitness:	324.3896054421768	Fitness standard deviation:	57.89030481304221	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62352	Best fitness:	103.61360544217688	Average fitness:	314.39589115646254	Fitness standard deviation:	55.17526150479443	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62368	Best fitness:	103.61360544217688	Average fitness:	304.6273197278912	Fitness standard deviation:	63.792431574631806	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
Generation:	62384	Best fitness:	103.61360544217688	Average fitness:	306.3301768707483	Fitness standard deviation:	53.286742185413196	Best genome:	A9	N3	E4	A11	E3	N6	A6	N7	A10	A8	A13	N9	A16	E5	N12	A15	A14	A17	N5	A7	A12	
