Generation:	16	Best fitness:	225.67074829931974	Average fitness:	347.0703197278914	Fitness standard deviation:	32.98151597083878	Best genome:	A9	N6	A12	A17	A7	A10	A11	N12	A15	A14	N7	E4	E3	N9	A13	A16	E5	N5	N3	A6	A8	
Generation:	48400	Best fitness:	111.87074829931973	Average fitness:	340.3727482993201	Fitness standard deviation:	41.827465101489565	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48416	Best fitness:	111.87074829931973	Average fitness:	341.03003401360564	Fitness standard deviation:	40.52713270395626	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48432	Best fitness:	111.87074829931973	Average fitness:	336.10460544217705	Fitness standard deviation:	39.91740841425209	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48448	Best fitness:	111.87074829931973	Average fitness:	340.4520340136057	Fitness standard deviation:	40.966122549178195	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48464	Best fitness:	111.87074829931973	Average fitness:	339.4968911564628	Fitness standard deviation:	39.707979743705565	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48480	Best fitness:	111.87074829931973	Average fitness:	343.7110340136056	Fitness standard deviation:	38.37672287590328	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48496	Best fitness:	111.87074829931973	Average fitness:	345.78417687074864	Fitness standard deviation:	38.57912324412925	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48512	Best fitness:	111.87074829931973	Average fitness:	338.77246258503425	Fitness standard deviation:	41.90939679735761	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48528	Best fitness:	111.87074829931973	Average fitness:	341.5020340136055	Fitness standard deviation:	39.97299032969586	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48544	Best fitness:	111.87074829931973	Average fitness:	339.22017687074833	Fitness standard deviation:	38.89750033519546	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48560	Best fitness:	111.87074829931973	Average fitness:	343.7903197278913	Fitness standard deviation:	40.07401876808077	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48576	Best fitness:	111.87074829931973	Average fitness:	339.339462585034	Fitness standard deviation:	43.443246683789305	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48592	Best fitness:	111.87074829931973	Average fitness:	342.62974829932	Fitness standard deviation:	41.60955694553934	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48608	Best fitness:	111.87074829931973	Average fitness:	335.589605442177	Fitness standard deviation:	40.093361803853426	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48624	Best fitness:	111.87074829931973	Average fitness:	341.2334625850342	Fitness standard deviation:	43.354234705716664	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48640	Best fitness:	111.87074829931973	Average fitness:	340.5104625850342	Fitness standard deviation:	39.10021752536182	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48656	Best fitness:	111.87074829931973	Average fitness:	338.6423197278912	Fitness standard deviation:	39.28542467399744	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48672	Best fitness:	111.87074829931973	Average fitness:	338.8144625850342	Fitness standard deviation:	40.83429919935006	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48688	Best fitness:	111.87074829931973	Average fitness:	336.0417482993198	Fitness standard deviation:	47.44287834795414	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48704	Best fitness:	111.87074829931973	Average fitness:	338.41431972789127	Fitness standard deviation:	45.31408786098943	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48720	Best fitness:	111.87074829931973	Average fitness:	339.013605442177	Fitness standard deviation:	40.13570887041379	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48736	Best fitness:	111.87074829931973	Average fitness:	339.57160544217703	Fitness standard deviation:	42.23790906911246	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48752	Best fitness:	111.87074829931973	Average fitness:	335.8853197278915	Fitness standard deviation:	41.27097828859838	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48768	Best fitness:	111.87074829931973	Average fitness:	342.07531972789127	Fitness standard deviation:	43.63351225087134	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48784	Best fitness:	111.87074829931973	Average fitness:	338.27346258503394	Fitness standard deviation:	38.28082842998195	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48800	Best fitness:	111.87074829931973	Average fitness:	342.95231972789145	Fitness standard deviation:	42.05994559736211	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48816	Best fitness:	111.87074829931973	Average fitness:	339.430605442177	Fitness standard deviation:	36.63374914346227	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48832	Best fitness:	111.87074829931973	Average fitness:	337.633605442177	Fitness standard deviation:	40.41728999589464	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48848	Best fitness:	111.87074829931973	Average fitness:	338.74903401360564	Fitness standard deviation:	38.4306895050913	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48864	Best fitness:	111.87074829931973	Average fitness:	339.93460544217686	Fitness standard deviation:	37.43945577590462	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48880	Best fitness:	111.87074829931973	Average fitness:	335.2836054421771	Fitness standard deviation:	40.64802023444182	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48896	Best fitness:	111.87074829931973	Average fitness:	341.8400340136055	Fitness standard deviation:	43.5007652700689	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48912	Best fitness:	111.87074829931973	Average fitness:	342.6917482993198	Fitness standard deviation:	42.59624286176863	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48928	Best fitness:	111.87074829931973	Average fitness:	340.7751768707487	Fitness standard deviation:	41.11363303338786	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48944	Best fitness:	111.87074829931973	Average fitness:	343.42117687074847	Fitness standard deviation:	38.562314105925765	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48960	Best fitness:	111.87074829931973	Average fitness:	337.83117687074866	Fitness standard deviation:	42.11786044893446	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48976	Best fitness:	111.87074829931973	Average fitness:	341.82360544217704	Fitness standard deviation:	39.47972104092666	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	48992	Best fitness:	111.87074829931973	Average fitness:	338.9464625850339	Fitness standard deviation:	39.702049373927736	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49008	Best fitness:	111.87074829931973	Average fitness:	337.24489115646276	Fitness standard deviation:	39.836222835197496	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49024	Best fitness:	111.87074829931973	Average fitness:	335.6298911564627	Fitness standard deviation:	38.87521087389491	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49040	Best fitness:	111.87074829931973	Average fitness:	336.70860544217715	Fitness standard deviation:	38.588875729956705	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49056	Best fitness:	111.87074829931973	Average fitness:	338.8310340136055	Fitness standard deviation:	34.97431941716489	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49072	Best fitness:	111.87074829931973	Average fitness:	338.66989115646277	Fitness standard deviation:	37.50828925091909	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49088	Best fitness:	111.87074829931973	Average fitness:	338.2077482993198	Fitness standard deviation:	39.253204345736705	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49104	Best fitness:	111.87074829931973	Average fitness:	344.23174829931975	Fitness standard deviation:	37.5254626128196	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49120	Best fitness:	111.87074829931973	Average fitness:	339.2408911564626	Fitness standard deviation:	40.62291775988686	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49136	Best fitness:	111.87074829931973	Average fitness:	338.8997482993198	Fitness standard deviation:	42.956653755351375	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49152	Best fitness:	111.87074829931973	Average fitness:	342.0871768707486	Fitness standard deviation:	37.63103305078652	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49168	Best fitness:	111.87074829931973	Average fitness:	342.9320340136056	Fitness standard deviation:	37.80435601696111	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49184	Best fitness:	111.87074829931973	Average fitness:	342.57489115646274	Fitness standard deviation:	41.75869513731755	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49200	Best fitness:	111.87074829931973	Average fitness:	344.7826054421769	Fitness standard deviation:	38.1244888653592	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49216	Best fitness:	111.87074829931973	Average fitness:	338.25617687074845	Fitness standard deviation:	39.61171863198555	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49232	Best fitness:	111.87074829931973	Average fitness:	339.86603401360554	Fitness standard deviation:	37.27542121499236	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49248	Best fitness:	111.87074829931973	Average fitness:	340.36003401360546	Fitness standard deviation:	41.44184348368844	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49264	Best fitness:	111.87074829931973	Average fitness:	345.6800340136056	Fitness standard deviation:	38.90926933657483	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49280	Best fitness:	111.87074829931973	Average fitness:	341.33260544217717	Fitness standard deviation:	36.74796751591875	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49296	Best fitness:	111.87074829931973	Average fitness:	344.32060544217717	Fitness standard deviation:	37.0190714221627	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49312	Best fitness:	111.87074829931973	Average fitness:	343.1170340136055	Fitness standard deviation:	42.53121250592899	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49328	Best fitness:	111.87074829931973	Average fitness:	336.66417687074846	Fitness standard deviation:	39.463655685727254	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49344	Best fitness:	111.87074829931973	Average fitness:	338.25860544217704	Fitness standard deviation:	38.88355451517638	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49360	Best fitness:	111.87074829931973	Average fitness:	337.33803401360535	Fitness standard deviation:	36.65268260332943	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49376	Best fitness:	111.87074829931973	Average fitness:	336.5091768707483	Fitness standard deviation:	36.778267384643435	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49392	Best fitness:	111.87074829931973	Average fitness:	336.53231972789115	Fitness standard deviation:	40.38799539745058	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49408	Best fitness:	111.87074829931973	Average fitness:	336.25246258503415	Fitness standard deviation:	40.38389525844303	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49424	Best fitness:	111.87074829931973	Average fitness:	342.60474829931997	Fitness standard deviation:	43.01003825781577	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49440	Best fitness:	111.87074829931973	Average fitness:	341.349605442177	Fitness standard deviation:	38.42397787096713	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49456	Best fitness:	111.87074829931973	Average fitness:	336.9971768707484	Fitness standard deviation:	41.22743414306072	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49472	Best fitness:	111.87074829931973	Average fitness:	341.7463197278914	Fitness standard deviation:	37.87325909220524	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49488	Best fitness:	111.87074829931973	Average fitness:	340.7396054421769	Fitness standard deviation:	42.02686363336125	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49504	Best fitness:	111.87074829931973	Average fitness:	338.5011768707485	Fitness standard deviation:	43.923954979496266	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49520	Best fitness:	111.87074829931973	Average fitness:	342.7680340136056	Fitness standard deviation:	38.698971994731075	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49536	Best fitness:	111.87074829931973	Average fitness:	338.9697482993195	Fitness standard deviation:	38.5467739064093	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49552	Best fitness:	111.87074829931973	Average fitness:	336.5837482993197	Fitness standard deviation:	40.24766088246874	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49568	Best fitness:	111.87074829931973	Average fitness:	342.7854625850341	Fitness standard deviation:	36.39121810160203	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49584	Best fitness:	111.87074829931973	Average fitness:	336.0481768707485	Fitness standard deviation:	40.392550292127396	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49600	Best fitness:	111.87074829931973	Average fitness:	340.5241768707485	Fitness standard deviation:	37.536871376483866	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49616	Best fitness:	111.87074829931973	Average fitness:	336.5911768707483	Fitness standard deviation:	40.28523716814731	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49632	Best fitness:	111.87074829931973	Average fitness:	339.89246258503425	Fitness standard deviation:	38.699430280044176	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49648	Best fitness:	111.87074829931973	Average fitness:	343.66374829931976	Fitness standard deviation:	40.03267374690992	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49664	Best fitness:	111.87074829931973	Average fitness:	341.6500340136055	Fitness standard deviation:	43.80503241404939	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49680	Best fitness:	111.87074829931973	Average fitness:	343.0120340136056	Fitness standard deviation:	39.759714941439036	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49696	Best fitness:	111.87074829931973	Average fitness:	340.5536054421768	Fitness standard deviation:	38.29678432709355	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49712	Best fitness:	111.87074829931973	Average fitness:	340.96931972789133	Fitness standard deviation:	40.92449112046952	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49728	Best fitness:	111.87074829931973	Average fitness:	340.95017687074846	Fitness standard deviation:	42.111721104311876	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49744	Best fitness:	111.87074829931973	Average fitness:	336.25503401360567	Fitness standard deviation:	38.06469088061447	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49760	Best fitness:	111.87074829931973	Average fitness:	342.5010340136056	Fitness standard deviation:	36.57444202316863	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49776	Best fitness:	111.87074829931973	Average fitness:	341.0231768707487	Fitness standard deviation:	37.141884413361566	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49792	Best fitness:	111.87074829931973	Average fitness:	343.1204625850341	Fitness standard deviation:	39.734048344933974	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49808	Best fitness:	111.87074829931973	Average fitness:	344.46246258503425	Fitness standard deviation:	41.656790963632275	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49824	Best fitness:	111.87074829931973	Average fitness:	339.6430340136054	Fitness standard deviation:	40.100272064831046	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49840	Best fitness:	111.87074829931973	Average fitness:	341.2140340136057	Fitness standard deviation:	40.88022659363496	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49856	Best fitness:	111.87074829931973	Average fitness:	340.6947482993199	Fitness standard deviation:	44.04078531246661	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49872	Best fitness:	111.87074829931973	Average fitness:	338.6094625850342	Fitness standard deviation:	41.544564456712735	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49888	Best fitness:	111.87074829931973	Average fitness:	341.26746258503437	Fitness standard deviation:	39.71321264506105	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49904	Best fitness:	111.87074829931973	Average fitness:	340.48403401360565	Fitness standard deviation:	39.110746044314446	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49920	Best fitness:	111.87074829931973	Average fitness:	340.23431972789143	Fitness standard deviation:	41.669176974040134	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49936	Best fitness:	111.87074829931973	Average fitness:	343.1516054421772	Fitness standard deviation:	40.296904941158125	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49952	Best fitness:	111.87074829931973	Average fitness:	341.3746054421772	Fitness standard deviation:	41.17983726737331	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49968	Best fitness:	111.87074829931973	Average fitness:	339.81960544217696	Fitness standard deviation:	37.788101851654574	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	49984	Best fitness:	111.87074829931973	Average fitness:	342.71503401360565	Fitness standard deviation:	39.33990649273512	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50000	Best fitness:	111.87074829931973	Average fitness:	339.81974829931977	Fitness standard deviation:	41.26849278758778	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50016	Best fitness:	111.87074829931973	Average fitness:	341.0498911564625	Fitness standard deviation:	42.83280992178681	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50032	Best fitness:	111.87074829931973	Average fitness:	342.0378911564627	Fitness standard deviation:	41.32127581154626	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50048	Best fitness:	111.87074829931973	Average fitness:	337.3244625850341	Fitness standard deviation:	42.269421722265065	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50064	Best fitness:	111.87074829931973	Average fitness:	340.1411768707484	Fitness standard deviation:	38.304934288375115	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50080	Best fitness:	111.87074829931973	Average fitness:	342.1786054421773	Fitness standard deviation:	40.35715018331162	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50096	Best fitness:	111.87074829931973	Average fitness:	334.49174829931974	Fitness standard deviation:	42.01553031405683	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50112	Best fitness:	111.87074829931973	Average fitness:	339.07817687074834	Fitness standard deviation:	41.917892749653205	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
Generation:	50128	Best fitness:	111.87074829931973	Average fitness:	336.3747482993198	Fitness standard deviation:	38.80938168083821	Best genome:	A16	E5	A15	E3	N6	A6	A12	E4	N5	A7	A14	A17	A9	N3	A11	N12	N7	A10	A8	A13	N9	
