Generation:	16	Best fitness:	224.87074829931973	Average fitness:	338.520462585034	Fitness standard deviation:	33.70646946198662	Best genome:	E5	A13	A16	N7	A10	N12	E4	E3	A15	A7	A12	N6	A14	A11	A8	A9	N3	N5	A6	A17	N9	
Generation:	49136	Best fitness:	107.75646258503401	Average fitness:	326.40989115646266	Fitness standard deviation:	51.33614371483511	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49152	Best fitness:	107.75646258503401	Average fitness:	330.17303401360556	Fitness standard deviation:	47.34253386905752	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49168	Best fitness:	107.75646258503401	Average fitness:	333.64731972789116	Fitness standard deviation:	47.91720007833241	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49184	Best fitness:	107.75646258503401	Average fitness:	328.8607482993198	Fitness standard deviation:	49.69214554204144	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49200	Best fitness:	107.75646258503401	Average fitness:	332.0076054421767	Fitness standard deviation:	52.90533082125206	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49216	Best fitness:	107.75646258503401	Average fitness:	328.3387482993196	Fitness standard deviation:	48.836839687820486	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49232	Best fitness:	107.75646258503401	Average fitness:	331.36931972789114	Fitness standard deviation:	44.3642333187353	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49248	Best fitness:	107.75646258503401	Average fitness:	328.9284625850341	Fitness standard deviation:	51.65925137605745	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49264	Best fitness:	107.75646258503401	Average fitness:	334.5930340136054	Fitness standard deviation:	42.034143765782225	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49280	Best fitness:	107.75646258503401	Average fitness:	330.904462585034	Fitness standard deviation:	42.565600249161626	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49296	Best fitness:	107.75646258503401	Average fitness:	332.65846258503404	Fitness standard deviation:	49.3117925631985	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49312	Best fitness:	107.75646258503401	Average fitness:	330.6436054421771	Fitness standard deviation:	46.484898645052645	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49328	Best fitness:	107.75646258503401	Average fitness:	324.4213197278912	Fitness standard deviation:	46.5246320285046	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49344	Best fitness:	107.75646258503401	Average fitness:	325.10474829931985	Fitness standard deviation:	43.486219575626386	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49360	Best fitness:	107.75646258503401	Average fitness:	324.3696054421769	Fitness standard deviation:	45.155462872893985	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49376	Best fitness:	107.75646258503401	Average fitness:	327.7087482993198	Fitness standard deviation:	48.92576852117661	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49392	Best fitness:	107.75646258503401	Average fitness:	332.0473197278911	Fitness standard deviation:	47.870583422645794	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49408	Best fitness:	107.75646258503401	Average fitness:	330.6918911564626	Fitness standard deviation:	46.50461194947689	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49424	Best fitness:	107.75646258503401	Average fitness:	328.5441768707482	Fitness standard deviation:	49.96140686161506	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49440	Best fitness:	107.75646258503401	Average fitness:	336.64646258503416	Fitness standard deviation:	38.97237229167371	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49456	Best fitness:	107.75646258503401	Average fitness:	337.72189115646256	Fitness standard deviation:	45.68207406117429	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49472	Best fitness:	107.75646258503401	Average fitness:	331.6027482993198	Fitness standard deviation:	50.36667213261449	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49488	Best fitness:	107.75646258503401	Average fitness:	331.9747482993199	Fitness standard deviation:	47.99305247679935	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49504	Best fitness:	107.75646258503401	Average fitness:	335.8847482993198	Fitness standard deviation:	45.753931468414024	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49520	Best fitness:	107.75646258503401	Average fitness:	330.3190340136054	Fitness standard deviation:	42.47966460819212	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49536	Best fitness:	107.75646258503401	Average fitness:	331.1396054421768	Fitness standard deviation:	41.21978227175166	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49552	Best fitness:	107.75646258503401	Average fitness:	323.1578911564625	Fitness standard deviation:	44.6103504737158	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49568	Best fitness:	107.75646258503401	Average fitness:	336.89731972789116	Fitness standard deviation:	45.948782179238464	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49584	Best fitness:	107.75646258503401	Average fitness:	328.4816054421769	Fitness standard deviation:	49.280029780669494	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49600	Best fitness:	107.75646258503401	Average fitness:	332.7538911564625	Fitness standard deviation:	43.909861863799556	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49616	Best fitness:	107.75646258503401	Average fitness:	338.10503401360546	Fitness standard deviation:	46.526101517846726	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49632	Best fitness:	107.75646258503401	Average fitness:	331.90817687074843	Fitness standard deviation:	44.13878995502569	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49648	Best fitness:	107.75646258503401	Average fitness:	324.5687482993198	Fitness standard deviation:	44.49532169950968	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49664	Best fitness:	107.75646258503401	Average fitness:	329.86303401360544	Fitness standard deviation:	51.231204594107155	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49680	Best fitness:	107.75646258503401	Average fitness:	328.18846258503413	Fitness standard deviation:	50.24432603238876	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49696	Best fitness:	107.75646258503401	Average fitness:	334.03817687074826	Fitness standard deviation:	49.50674874959071	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49712	Best fitness:	107.75646258503401	Average fitness:	334.6216054421769	Fitness standard deviation:	46.93096729348375	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49728	Best fitness:	107.75646258503401	Average fitness:	337.5693197278912	Fitness standard deviation:	50.088332972859064	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49744	Best fitness:	107.75646258503401	Average fitness:	336.5484625850341	Fitness standard deviation:	41.76084174614946	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49760	Best fitness:	107.75646258503401	Average fitness:	333.19160544217686	Fitness standard deviation:	46.41756825309369	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49776	Best fitness:	107.75646258503401	Average fitness:	332.00589115646267	Fitness standard deviation:	48.674842658571926	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49792	Best fitness:	107.75646258503401	Average fitness:	332.7450340136054	Fitness standard deviation:	42.04990815103172	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49808	Best fitness:	107.75646258503401	Average fitness:	334.52903401360544	Fitness standard deviation:	45.6404421306099	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49824	Best fitness:	107.75646258503401	Average fitness:	330.71589115646253	Fitness standard deviation:	46.2187090274411	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49840	Best fitness:	107.75646258503401	Average fitness:	323.7004625850339	Fitness standard deviation:	50.04664321063964	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49856	Best fitness:	107.75646258503401	Average fitness:	330.6036054421768	Fitness standard deviation:	43.89223842409442	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49872	Best fitness:	107.75646258503401	Average fitness:	333.8656054421769	Fitness standard deviation:	44.57701052592661	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49888	Best fitness:	107.75646258503401	Average fitness:	333.4898911564626	Fitness standard deviation:	41.88942900210563	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49904	Best fitness:	107.75646258503401	Average fitness:	328.0804625850341	Fitness standard deviation:	41.73146167327182	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49920	Best fitness:	107.75646258503401	Average fitness:	332.30246258503416	Fitness standard deviation:	50.06630475434653	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49936	Best fitness:	107.75646258503401	Average fitness:	328.1956054421768	Fitness standard deviation:	46.50858312797143	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49952	Best fitness:	107.75646258503401	Average fitness:	329.1127482993199	Fitness standard deviation:	44.88937521762328	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49968	Best fitness:	107.75646258503401	Average fitness:	330.2747482993198	Fitness standard deviation:	45.922222270766845	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	49984	Best fitness:	107.75646258503401	Average fitness:	334.42817687074836	Fitness standard deviation:	46.665938370507455	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50000	Best fitness:	107.75646258503401	Average fitness:	335.68760544217685	Fitness standard deviation:	43.731209626862274	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50016	Best fitness:	107.75646258503401	Average fitness:	329.6393197278911	Fitness standard deviation:	45.59504332172747	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50032	Best fitness:	107.75646258503401	Average fitness:	325.4298911564625	Fitness standard deviation:	49.29809521592459	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50048	Best fitness:	107.75646258503401	Average fitness:	333.37646258503395	Fitness standard deviation:	42.366174705579375	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50064	Best fitness:	107.75646258503401	Average fitness:	331.8556054421768	Fitness standard deviation:	49.20412434264561	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50080	Best fitness:	107.75646258503401	Average fitness:	335.79131972789116	Fitness standard deviation:	46.10883815938288	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50096	Best fitness:	107.75646258503401	Average fitness:	328.06074829931976	Fitness standard deviation:	43.496054407033206	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50112	Best fitness:	107.75646258503401	Average fitness:	333.95131972789125	Fitness standard deviation:	48.01859833227038	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50128	Best fitness:	107.75646258503401	Average fitness:	324.4258911564626	Fitness standard deviation:	45.1269681359479	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50144	Best fitness:	107.75646258503401	Average fitness:	329.10674829931963	Fitness standard deviation:	43.54297686897675	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50160	Best fitness:	107.75646258503401	Average fitness:	332.1510340136055	Fitness standard deviation:	45.48048008200657	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50176	Best fitness:	107.75646258503401	Average fitness:	332.2984625850339	Fitness standard deviation:	42.35956108828131	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50192	Best fitness:	107.75646258503401	Average fitness:	331.57303401360565	Fitness standard deviation:	46.03007626874109	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50208	Best fitness:	107.75646258503401	Average fitness:	329.2630340136055	Fitness standard deviation:	51.18331167041676	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50224	Best fitness:	107.75646258503401	Average fitness:	328.76531972789127	Fitness standard deviation:	50.43132176959643	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50240	Best fitness:	107.75646258503401	Average fitness:	329.91103401360556	Fitness standard deviation:	48.28885046366337	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50256	Best fitness:	107.75646258503401	Average fitness:	327.70474829931976	Fitness standard deviation:	43.593954026601786	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50272	Best fitness:	107.75646258503401	Average fitness:	330.91731972789137	Fitness standard deviation:	46.82987092331002	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50288	Best fitness:	107.75646258503401	Average fitness:	333.80560544217695	Fitness standard deviation:	50.194026163783796	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50304	Best fitness:	107.75646258503401	Average fitness:	333.4704625850341	Fitness standard deviation:	50.1878402209222	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50320	Best fitness:	107.75646258503401	Average fitness:	329.4076054421769	Fitness standard deviation:	51.27635589825082	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50336	Best fitness:	107.75646258503401	Average fitness:	332.440462585034	Fitness standard deviation:	49.16907138369296	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50352	Best fitness:	107.75646258503401	Average fitness:	323.1356054421769	Fitness standard deviation:	45.44051125305234	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50368	Best fitness:	107.75646258503401	Average fitness:	329.38303401360537	Fitness standard deviation:	50.00963617429859	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50384	Best fitness:	107.75646258503401	Average fitness:	336.39874829931983	Fitness standard deviation:	38.94148461683588	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50400	Best fitness:	107.75646258503401	Average fitness:	322.2481768707484	Fitness standard deviation:	42.4324243166444	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50416	Best fitness:	107.75646258503401	Average fitness:	329.592462585034	Fitness standard deviation:	45.56250277478227	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50432	Best fitness:	107.75646258503401	Average fitness:	329.67503401360557	Fitness standard deviation:	44.4609316004007	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50448	Best fitness:	107.75646258503401	Average fitness:	322.3950340136054	Fitness standard deviation:	42.868607680793595	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50464	Best fitness:	107.75646258503401	Average fitness:	327.93474829931984	Fitness standard deviation:	48.094333854394534	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50480	Best fitness:	107.75646258503401	Average fitness:	329.3164625850341	Fitness standard deviation:	41.69137100559936	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50496	Best fitness:	107.75646258503401	Average fitness:	330.0053197278913	Fitness standard deviation:	46.44909301106988	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50512	Best fitness:	107.75646258503401	Average fitness:	328.8536054421768	Fitness standard deviation:	48.67104037750345	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50528	Best fitness:	107.75646258503401	Average fitness:	331.1307482993196	Fitness standard deviation:	50.85755015888266	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50544	Best fitness:	107.75646258503401	Average fitness:	328.9133197278913	Fitness standard deviation:	46.40986515377777	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50560	Best fitness:	107.75646258503401	Average fitness:	327.5258911564627	Fitness standard deviation:	45.33672498907142	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50576	Best fitness:	107.75646258503401	Average fitness:	332.8853197278911	Fitness standard deviation:	41.37729388079843	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50592	Best fitness:	107.75646258503401	Average fitness:	328.57617687074816	Fitness standard deviation:	43.8008514864583	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50608	Best fitness:	107.75646258503401	Average fitness:	336.8470340136053	Fitness standard deviation:	53.29953280110743	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50624	Best fitness:	107.75646258503401	Average fitness:	325.0067482993197	Fitness standard deviation:	51.075554937399026	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50640	Best fitness:	107.75646258503401	Average fitness:	329.8250340136055	Fitness standard deviation:	44.31336353466189	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50656	Best fitness:	107.75646258503401	Average fitness:	331.7970340136055	Fitness standard deviation:	47.963328028732924	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50672	Best fitness:	107.75646258503401	Average fitness:	326.01789115646255	Fitness standard deviation:	45.03197600889069	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50688	Best fitness:	107.75646258503401	Average fitness:	328.4053197278912	Fitness standard deviation:	47.43399130736247	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50704	Best fitness:	107.75646258503401	Average fitness:	332.2867482993198	Fitness standard deviation:	43.237917282621	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50720	Best fitness:	107.75646258503401	Average fitness:	341.03503401360547	Fitness standard deviation:	48.86952781621276	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50736	Best fitness:	107.75646258503401	Average fitness:	332.9253197278912	Fitness standard deviation:	43.587558250079596	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50752	Best fitness:	107.75646258503401	Average fitness:	332.9153197278913	Fitness standard deviation:	47.73739787886325	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50768	Best fitness:	107.75646258503401	Average fitness:	324.98989115646253	Fitness standard deviation:	48.728065927771276	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50784	Best fitness:	107.75646258503401	Average fitness:	323.3744625850339	Fitness standard deviation:	45.32027498790792	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50800	Best fitness:	107.75646258503401	Average fitness:	333.9636054421769	Fitness standard deviation:	45.75075766072745	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50816	Best fitness:	107.75646258503401	Average fitness:	336.40046258503406	Fitness standard deviation:	53.614530229734385	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50832	Best fitness:	107.75646258503401	Average fitness:	335.9238911564626	Fitness standard deviation:	43.46947960890937	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50848	Best fitness:	107.75646258503401	Average fitness:	330.21017687074834	Fitness standard deviation:	44.05579343495783	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
Generation:	50864	Best fitness:	107.75646258503401	Average fitness:	325.8498911564627	Fitness standard deviation:	44.565831856493205	Best genome:	A9	N3	E4	N5	A11	N6	A6	A14	A10	N12	A15	A17	A12	N7	E3	A7	N9	A13	A16	E5	A8	
