Generation:	16	Best fitness:	231.29931972789115	Average fitness:	326.8261768707483	Fitness standard deviation:	39.12539304255861	Best genome:	N9	A13	A16	A9	A10	A15	A11	A7	A14	E5	N12	N3	E4	N5	E3	A8	N7	A6	A12	N6	A17	
Generation:	53984	Best fitness:	120.4421768707483	Average fitness:	321.7587482993198	Fitness standard deviation:	55.56160260981884	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54000	Best fitness:	120.4421768707483	Average fitness:	324.5296054421769	Fitness standard deviation:	48.48494297223013	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54016	Best fitness:	120.4421768707483	Average fitness:	310.9821768707483	Fitness standard deviation:	46.65113433448192	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54032	Best fitness:	120.4421768707483	Average fitness:	306.83417687074837	Fitness standard deviation:	52.72447661152441	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54048	Best fitness:	120.4421768707483	Average fitness:	315.5741768707484	Fitness standard deviation:	51.11850078923261	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54064	Best fitness:	120.4421768707483	Average fitness:	323.4678911564626	Fitness standard deviation:	53.47610055540929	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54080	Best fitness:	120.4421768707483	Average fitness:	314.98960544217687	Fitness standard deviation:	50.87758284593419	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54096	Best fitness:	120.4421768707483	Average fitness:	326.8553197278912	Fitness standard deviation:	47.06866584912224	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54112	Best fitness:	120.4421768707483	Average fitness:	314.01646258503405	Fitness standard deviation:	60.75416001545634	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54128	Best fitness:	120.4421768707483	Average fitness:	327.37074829931976	Fitness standard deviation:	55.122423230996866	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54144	Best fitness:	120.4421768707483	Average fitness:	318.96446258503414	Fitness standard deviation:	47.24032523000592	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54160	Best fitness:	120.4421768707483	Average fitness:	315.04560544217696	Fitness standard deviation:	51.774674966017265	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54176	Best fitness:	120.4421768707483	Average fitness:	312.56446258503394	Fitness standard deviation:	54.34634870561824	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54192	Best fitness:	120.4421768707483	Average fitness:	320.7290340136053	Fitness standard deviation:	63.00597625298601	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54208	Best fitness:	120.4421768707483	Average fitness:	316.2187482993197	Fitness standard deviation:	50.3809545129174	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54224	Best fitness:	120.4421768707483	Average fitness:	328.4524625850341	Fitness standard deviation:	47.067890440624296	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54240	Best fitness:	120.4421768707483	Average fitness:	311.65417687074824	Fitness standard deviation:	48.55583752795143	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54256	Best fitness:	120.4421768707483	Average fitness:	321.0690340136054	Fitness standard deviation:	53.068690307362736	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54272	Best fitness:	120.4421768707483	Average fitness:	313.83646258503404	Fitness standard deviation:	53.30454787811069	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54288	Best fitness:	120.4421768707483	Average fitness:	315.3267482993198	Fitness standard deviation:	49.59834393548697	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54304	Best fitness:	120.4421768707483	Average fitness:	317.7787482993197	Fitness standard deviation:	54.20207189051438	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54320	Best fitness:	120.4421768707483	Average fitness:	311.19131972789125	Fitness standard deviation:	55.49878624596677	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54336	Best fitness:	120.4421768707483	Average fitness:	321.1838911564627	Fitness standard deviation:	62.061150872937155	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54352	Best fitness:	120.4421768707483	Average fitness:	307.12846258503413	Fitness standard deviation:	64.10525693748063	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54368	Best fitness:	120.4421768707483	Average fitness:	321.0998911564626	Fitness standard deviation:	52.75188175074798	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54384	Best fitness:	120.4421768707483	Average fitness:	312.3318911564625	Fitness standard deviation:	53.37833023898407	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54400	Best fitness:	120.4421768707483	Average fitness:	319.52846258503416	Fitness standard deviation:	51.09365342272593	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54416	Best fitness:	120.4421768707483	Average fitness:	328.520462585034	Fitness standard deviation:	48.70526864514679	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54432	Best fitness:	120.4421768707483	Average fitness:	311.01246258503403	Fitness standard deviation:	46.69878325906951	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54448	Best fitness:	120.4421768707483	Average fitness:	323.8661768707483	Fitness standard deviation:	51.712982891245055	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54464	Best fitness:	120.4421768707483	Average fitness:	309.26846258503406	Fitness standard deviation:	54.51469207395715	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54480	Best fitness:	120.4421768707483	Average fitness:	321.80960544217686	Fitness standard deviation:	45.207371264574334	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54496	Best fitness:	120.4421768707483	Average fitness:	325.0050340136055	Fitness standard deviation:	48.98513335488552	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54512	Best fitness:	120.4421768707483	Average fitness:	315.9856054421769	Fitness standard deviation:	50.37687175516891	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54528	Best fitness:	120.4421768707483	Average fitness:	319.261605442177	Fitness standard deviation:	51.57791409635147	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54544	Best fitness:	120.4421768707483	Average fitness:	324.7250340136054	Fitness standard deviation:	44.98510347541592	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54560	Best fitness:	120.4421768707483	Average fitness:	309.75589115646255	Fitness standard deviation:	63.0113805049759	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54576	Best fitness:	120.4421768707483	Average fitness:	315.07989115646274	Fitness standard deviation:	56.47628115177817	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54592	Best fitness:	120.4421768707483	Average fitness:	323.8398911564626	Fitness standard deviation:	49.131585365117175	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54608	Best fitness:	120.4421768707483	Average fitness:	329.23131972789116	Fitness standard deviation:	48.82339783341591	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54624	Best fitness:	120.4421768707483	Average fitness:	315.1936054421768	Fitness standard deviation:	45.796588857909576	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54640	Best fitness:	120.4421768707483	Average fitness:	319.24389115646255	Fitness standard deviation:	47.68269695495379	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54656	Best fitness:	120.4421768707483	Average fitness:	307.45931972789117	Fitness standard deviation:	54.80570713615396	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54672	Best fitness:	120.4421768707483	Average fitness:	317.7050340136055	Fitness standard deviation:	48.582129913567755	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54688	Best fitness:	120.4421768707483	Average fitness:	316.9770340136054	Fitness standard deviation:	58.88748068051442	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54704	Best fitness:	120.4421768707483	Average fitness:	319.1090340136056	Fitness standard deviation:	49.39802544512838	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54720	Best fitness:	120.4421768707483	Average fitness:	325.79017687074827	Fitness standard deviation:	53.971537681202584	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54736	Best fitness:	120.4421768707483	Average fitness:	328.85417687074835	Fitness standard deviation:	46.867903325436366	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54752	Best fitness:	120.4421768707483	Average fitness:	318.70331972789114	Fitness standard deviation:	50.37808043268057	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54768	Best fitness:	120.4421768707483	Average fitness:	313.2278911564626	Fitness standard deviation:	46.06554062043624	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54784	Best fitness:	120.4421768707483	Average fitness:	309.92674829931985	Fitness standard deviation:	48.83949120061237	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54800	Best fitness:	120.4421768707483	Average fitness:	294.5261768707484	Fitness standard deviation:	50.65778402946096	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54816	Best fitness:	120.4421768707483	Average fitness:	315.33074829931985	Fitness standard deviation:	55.42442790109127	Best genome:	A16	E3	N6	A6	A12	N9	A13	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	
Generation:	54832	Best fitness:	120.32789115646258	Average fitness:	315.88331972789115	Fitness standard deviation:	51.857721259269404	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54848	Best fitness:	120.32789115646258	Average fitness:	320.6661768707483	Fitness standard deviation:	47.117123837240726	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54864	Best fitness:	120.32789115646258	Average fitness:	313.9547482993197	Fitness standard deviation:	52.99939203655923	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54880	Best fitness:	120.32789115646258	Average fitness:	319.01074829931974	Fitness standard deviation:	58.22506094843508	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54896	Best fitness:	120.32789115646258	Average fitness:	318.2907482993197	Fitness standard deviation:	54.237341229760425	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54912	Best fitness:	120.32789115646258	Average fitness:	317.7181768707484	Fitness standard deviation:	47.75340966050573	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54928	Best fitness:	120.32789115646258	Average fitness:	309.12046258503403	Fitness standard deviation:	46.387521126321225	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54944	Best fitness:	120.32789115646258	Average fitness:	312.1078911564626	Fitness standard deviation:	41.593272317056474	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54960	Best fitness:	120.32789115646258	Average fitness:	320.7358911564626	Fitness standard deviation:	54.17416992460898	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54976	Best fitness:	120.32789115646258	Average fitness:	322.1170340136055	Fitness standard deviation:	53.37021163800753	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	54992	Best fitness:	120.32789115646258	Average fitness:	318.2518911564626	Fitness standard deviation:	50.73012569047537	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55008	Best fitness:	120.32789115646258	Average fitness:	321.8478911564627	Fitness standard deviation:	46.84828452852149	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55024	Best fitness:	120.32789115646258	Average fitness:	310.01474829931976	Fitness standard deviation:	59.16131443117614	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55040	Best fitness:	120.32789115646258	Average fitness:	318.66103401360544	Fitness standard deviation:	46.69655289816828	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55056	Best fitness:	120.32789115646258	Average fitness:	306.1581768707483	Fitness standard deviation:	55.448441919921784	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55072	Best fitness:	120.32789115646258	Average fitness:	333.9798911564626	Fitness standard deviation:	57.290261220332006	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	A10	A8	A16	E3	N6	A6	A12	
Generation:	55088	Best fitness:	114.32789115646258	Average fitness:	316.05131972789127	Fitness standard deviation:	58.1336721253312	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55104	Best fitness:	114.32789115646258	Average fitness:	316.94446258503416	Fitness standard deviation:	47.377663587606435	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55120	Best fitness:	114.32789115646258	Average fitness:	321.2227482993199	Fitness standard deviation:	47.2489695609484	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55136	Best fitness:	114.32789115646258	Average fitness:	320.3741768707482	Fitness standard deviation:	55.331584924758076	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55152	Best fitness:	114.32789115646258	Average fitness:	313.73246258503406	Fitness standard deviation:	47.04616833082419	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55168	Best fitness:	114.32789115646258	Average fitness:	308.6467482993197	Fitness standard deviation:	56.48787172988047	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55184	Best fitness:	114.32789115646258	Average fitness:	303.35246258503395	Fitness standard deviation:	52.22861519535521	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55200	Best fitness:	114.32789115646258	Average fitness:	318.1118911564626	Fitness standard deviation:	52.53647072505821	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55216	Best fitness:	114.32789115646258	Average fitness:	311.82331972789115	Fitness standard deviation:	48.750488302316384	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55232	Best fitness:	114.32789115646258	Average fitness:	316.7976054421769	Fitness standard deviation:	56.41305281292149	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55248	Best fitness:	114.32789115646258	Average fitness:	309.42617687074824	Fitness standard deviation:	52.16447901139829	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55264	Best fitness:	114.32789115646258	Average fitness:	318.1713197278912	Fitness standard deviation:	50.04026337717601	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55280	Best fitness:	114.32789115646258	Average fitness:	312.98160544217683	Fitness standard deviation:	51.33399991651314	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55296	Best fitness:	114.32789115646258	Average fitness:	309.85931972789115	Fitness standard deviation:	59.43050134228988	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55312	Best fitness:	114.32789115646258	Average fitness:	299.6250340136056	Fitness standard deviation:	55.48741118488049	Best genome:	A13	N9	A9	N3	E4	A11	N12	E5	A15	A17	N5	A7	A14	N7	E3	N6	A6	A12	A10	A8	A16	
Generation:	55328	Best fitness:	109.87074829931973	Average fitness:	313.7038911564625	Fitness standard deviation:	49.54829575025868	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55344	Best fitness:	109.87074829931973	Average fitness:	317.4336054421769	Fitness standard deviation:	50.045926417845514	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55360	Best fitness:	109.87074829931973	Average fitness:	318.2296054421769	Fitness standard deviation:	50.977130097521105	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55376	Best fitness:	109.87074829931973	Average fitness:	309.9136054421769	Fitness standard deviation:	60.311840039743366	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55392	Best fitness:	109.87074829931973	Average fitness:	319.1918911564624	Fitness standard deviation:	45.353741626355415	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55408	Best fitness:	109.87074829931973	Average fitness:	319.9136054421769	Fitness standard deviation:	52.79637935947301	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55424	Best fitness:	109.87074829931973	Average fitness:	302.9393197278911	Fitness standard deviation:	47.20355849609092	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55440	Best fitness:	109.87074829931973	Average fitness:	316.2250340136054	Fitness standard deviation:	51.66599070876671	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55456	Best fitness:	109.87074829931973	Average fitness:	303.8216054421769	Fitness standard deviation:	56.17792290316798	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55472	Best fitness:	109.87074829931973	Average fitness:	305.7158911564624	Fitness standard deviation:	57.11229156527284	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55488	Best fitness:	109.87074829931973	Average fitness:	302.6204625850341	Fitness standard deviation:	51.065877759487684	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55504	Best fitness:	109.87074829931973	Average fitness:	315.4147482993198	Fitness standard deviation:	46.66782380062	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55520	Best fitness:	109.87074829931973	Average fitness:	316.9056054421769	Fitness standard deviation:	52.27769721206087	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55536	Best fitness:	109.87074829931973	Average fitness:	304.3021768707482	Fitness standard deviation:	47.91395493539456	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55552	Best fitness:	109.87074829931973	Average fitness:	323.42503401360534	Fitness standard deviation:	51.47654556064483	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55568	Best fitness:	109.87074829931973	Average fitness:	311.02217687074835	Fitness standard deviation:	47.89401368583317	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55584	Best fitness:	109.87074829931973	Average fitness:	304.716462585034	Fitness standard deviation:	55.86673063493813	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55600	Best fitness:	109.87074829931973	Average fitness:	316.16446258503396	Fitness standard deviation:	54.66265495019504	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55616	Best fitness:	109.87074829931973	Average fitness:	319.3541768707483	Fitness standard deviation:	56.12817106063803	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55632	Best fitness:	109.87074829931973	Average fitness:	321.96046258503395	Fitness standard deviation:	48.53726328149479	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55648	Best fitness:	109.87074829931973	Average fitness:	319.1536054421769	Fitness standard deviation:	49.70473512531327	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55664	Best fitness:	109.87074829931973	Average fitness:	304.2330340136055	Fitness standard deviation:	49.23001554635015	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55680	Best fitness:	109.87074829931973	Average fitness:	326.663319727891	Fitness standard deviation:	61.37396930361953	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55696	Best fitness:	109.87074829931973	Average fitness:	313.8976054421768	Fitness standard deviation:	63.79369360681351	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
Generation:	55712	Best fitness:	109.87074829931973	Average fitness:	304.88846258503406	Fitness standard deviation:	49.2249417084884	Best genome:	A9	N3	E4	A11	E3	N6	N12	E5	A15	A17	N5	A7	A14	N7	A6	A12	A10	A8	A16	A13	N9	
