Generation:	16	Best fitness:	242.38503401360543	Average fitness:	333.2724625850341	Fitness standard deviation:	32.83530872554788	Best genome:	A9	A13	A16	N9	E4	A11	E5	A8	E3	A7	A14	A12	N12	A15	N3	N5	A6	N6	A10	N7	A17	
Generation:	40896	Best fitness:	104.8421768707483	Average fitness:	311.7793197278911	Fitness standard deviation:	49.100073070314316	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40912	Best fitness:	104.8421768707483	Average fitness:	318.9341768707483	Fitness standard deviation:	51.005712457987876	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40928	Best fitness:	104.8421768707483	Average fitness:	317.19189115646265	Fitness standard deviation:	54.48179791453289	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40944	Best fitness:	104.8421768707483	Average fitness:	312.78674829931975	Fitness standard deviation:	63.61394928787239	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40960	Best fitness:	104.8421768707483	Average fitness:	304.2233197278912	Fitness standard deviation:	57.10170135354453	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40976	Best fitness:	104.8421768707483	Average fitness:	312.7713197278912	Fitness standard deviation:	57.023402067457695	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	40992	Best fitness:	104.8421768707483	Average fitness:	312.0736054421768	Fitness standard deviation:	53.18049335488895	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41008	Best fitness:	104.8421768707483	Average fitness:	306.4947482993198	Fitness standard deviation:	56.76886337148029	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41024	Best fitness:	104.8421768707483	Average fitness:	304.8473197278912	Fitness standard deviation:	56.56482203559354	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41040	Best fitness:	104.8421768707483	Average fitness:	314.9856054421769	Fitness standard deviation:	50.72421069562224	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41056	Best fitness:	104.8421768707483	Average fitness:	316.7633197278912	Fitness standard deviation:	59.37735885685997	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41072	Best fitness:	104.8421768707483	Average fitness:	305.9016054421769	Fitness standard deviation:	54.24830194728003	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41088	Best fitness:	104.8421768707483	Average fitness:	309.22731972789114	Fitness standard deviation:	55.85467096905347	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41104	Best fitness:	104.8421768707483	Average fitness:	304.53531972789114	Fitness standard deviation:	53.72836618185434	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41120	Best fitness:	104.8421768707483	Average fitness:	305.78389115646263	Fitness standard deviation:	64.6556974675891	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41136	Best fitness:	104.8421768707483	Average fitness:	312.5421768707483	Fitness standard deviation:	61.19960230629755	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41152	Best fitness:	104.8421768707483	Average fitness:	318.309605442177	Fitness standard deviation:	49.85378384427642	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41168	Best fitness:	104.8421768707483	Average fitness:	310.86731972789113	Fitness standard deviation:	53.83925087873785	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41184	Best fitness:	104.8421768707483	Average fitness:	298.7296054421769	Fitness standard deviation:	60.82928387424153	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41200	Best fitness:	104.8421768707483	Average fitness:	316.0958911564626	Fitness standard deviation:	69.77681730448056	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41216	Best fitness:	104.8421768707483	Average fitness:	311.3050340136054	Fitness standard deviation:	54.08751215787774	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41232	Best fitness:	104.8421768707483	Average fitness:	324.5290340136055	Fitness standard deviation:	54.58593792454281	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41248	Best fitness:	104.8421768707483	Average fitness:	312.1450340136054	Fitness standard deviation:	54.017369239827275	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41264	Best fitness:	104.8421768707483	Average fitness:	319.0970340136054	Fitness standard deviation:	54.88505029419139	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41280	Best fitness:	104.8421768707483	Average fitness:	304.5153197278911	Fitness standard deviation:	53.86278535353344	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41296	Best fitness:	104.8421768707483	Average fitness:	317.53874829931965	Fitness standard deviation:	58.12928192242122	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41312	Best fitness:	104.8421768707483	Average fitness:	315.2741768707485	Fitness standard deviation:	46.95795658037179	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41328	Best fitness:	104.8421768707483	Average fitness:	314.7764625850341	Fitness standard deviation:	62.28416780517881	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41344	Best fitness:	104.8421768707483	Average fitness:	300.5484625850341	Fitness standard deviation:	50.42296012164073	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41360	Best fitness:	104.8421768707483	Average fitness:	323.9696054421769	Fitness standard deviation:	62.48873366798668	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41376	Best fitness:	104.8421768707483	Average fitness:	324.43989115646264	Fitness standard deviation:	52.43293429569952	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41392	Best fitness:	104.8421768707483	Average fitness:	312.16503401360546	Fitness standard deviation:	54.70557789715071	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41408	Best fitness:	104.8421768707483	Average fitness:	316.40674829931964	Fitness standard deviation:	53.61336158771145	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41424	Best fitness:	104.8421768707483	Average fitness:	305.56331972789116	Fitness standard deviation:	56.439703657070694	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41440	Best fitness:	104.8421768707483	Average fitness:	312.2256054421768	Fitness standard deviation:	54.351743028956435	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41456	Best fitness:	104.8421768707483	Average fitness:	306.8073197278911	Fitness standard deviation:	53.76604354088942	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41472	Best fitness:	104.8421768707483	Average fitness:	313.80160544217694	Fitness standard deviation:	53.764179893991404	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41488	Best fitness:	104.8421768707483	Average fitness:	316.1176054421769	Fitness standard deviation:	54.54273823529656	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41504	Best fitness:	104.8421768707483	Average fitness:	324.01989115646256	Fitness standard deviation:	50.018153533879826	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41520	Best fitness:	104.8421768707483	Average fitness:	320.1507482993198	Fitness standard deviation:	56.288364259591056	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41536	Best fitness:	104.8421768707483	Average fitness:	315.696462585034	Fitness standard deviation:	63.225167360435684	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41552	Best fitness:	104.8421768707483	Average fitness:	310.5884625850341	Fitness standard deviation:	56.579301224214575	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41568	Best fitness:	104.8421768707483	Average fitness:	300.456462585034	Fitness standard deviation:	56.85903607759693	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41584	Best fitness:	104.8421768707483	Average fitness:	305.8627482993197	Fitness standard deviation:	50.314102714034036	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41600	Best fitness:	104.8421768707483	Average fitness:	311.56846258503407	Fitness standard deviation:	54.77119788013122	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41616	Best fitness:	104.8421768707483	Average fitness:	307.18674829931973	Fitness standard deviation:	57.98577317703695	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41632	Best fitness:	104.8421768707483	Average fitness:	311.9873197278912	Fitness standard deviation:	54.00667799675239	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41648	Best fitness:	104.8421768707483	Average fitness:	318.77189115646263	Fitness standard deviation:	59.05464759674307	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41664	Best fitness:	104.8421768707483	Average fitness:	322.0896054421767	Fitness standard deviation:	55.40918500739452	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41680	Best fitness:	104.8421768707483	Average fitness:	311.15417687074824	Fitness standard deviation:	52.993727111261556	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41696	Best fitness:	104.8421768707483	Average fitness:	314.2221768707483	Fitness standard deviation:	54.660313924888385	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41712	Best fitness:	104.8421768707483	Average fitness:	318.4610340136054	Fitness standard deviation:	52.96242352491674	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41728	Best fitness:	104.8421768707483	Average fitness:	316.70846258503406	Fitness standard deviation:	63.355655757068476	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41744	Best fitness:	104.8421768707483	Average fitness:	304.78274829931973	Fitness standard deviation:	55.09263022382932	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41760	Best fitness:	104.8421768707483	Average fitness:	306.8524625850341	Fitness standard deviation:	57.12257490337631	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41776	Best fitness:	104.8421768707483	Average fitness:	309.3598911564626	Fitness standard deviation:	49.801455151267156	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41792	Best fitness:	104.8421768707483	Average fitness:	309.63360544217693	Fitness standard deviation:	50.40747701259714	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41808	Best fitness:	104.8421768707483	Average fitness:	316.2844625850341	Fitness standard deviation:	64.61868517033489	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41824	Best fitness:	104.8421768707483	Average fitness:	319.4701768707484	Fitness standard deviation:	56.04175046866253	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41840	Best fitness:	104.8421768707483	Average fitness:	317.36903401360536	Fitness standard deviation:	54.32639112412519	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41856	Best fitness:	104.8421768707483	Average fitness:	310.27417687074836	Fitness standard deviation:	47.13140281279607	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41872	Best fitness:	104.8421768707483	Average fitness:	297.2056054421769	Fitness standard deviation:	55.6963663607952	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41888	Best fitness:	104.8421768707483	Average fitness:	308.3661768707483	Fitness standard deviation:	50.878833451522404	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41904	Best fitness:	104.8421768707483	Average fitness:	307.7376054421768	Fitness standard deviation:	55.318642570445775	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41920	Best fitness:	104.8421768707483	Average fitness:	311.3867482993198	Fitness standard deviation:	49.35984103768271	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41936	Best fitness:	104.8421768707483	Average fitness:	306.908462585034	Fitness standard deviation:	64.8777423397427	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41952	Best fitness:	104.8421768707483	Average fitness:	318.83989115646256	Fitness standard deviation:	58.22531908483295	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41968	Best fitness:	104.8421768707483	Average fitness:	313.5318911564627	Fitness standard deviation:	52.62525567653243	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	41984	Best fitness:	104.8421768707483	Average fitness:	307.5490340136055	Fitness standard deviation:	57.28954139264506	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42000	Best fitness:	104.8421768707483	Average fitness:	304.59474829931975	Fitness standard deviation:	55.65519639013496	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42016	Best fitness:	104.8421768707483	Average fitness:	320.2084625850341	Fitness standard deviation:	60.43340195215064	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42032	Best fitness:	104.8421768707483	Average fitness:	321.71360544217686	Fitness standard deviation:	48.347754311227064	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42048	Best fitness:	104.8421768707483	Average fitness:	304.54503401360546	Fitness standard deviation:	52.361779174960695	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42064	Best fitness:	104.8421768707483	Average fitness:	323.9284625850341	Fitness standard deviation:	52.48692104997323	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42080	Best fitness:	104.8421768707483	Average fitness:	323.03360544217685	Fitness standard deviation:	53.2187652189392	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42096	Best fitness:	104.8421768707483	Average fitness:	318.6661768707483	Fitness standard deviation:	57.77434395922093	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42112	Best fitness:	104.8421768707483	Average fitness:	313.39931972789117	Fitness standard deviation:	55.85810426647952	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42128	Best fitness:	104.8421768707483	Average fitness:	314.96160544217696	Fitness standard deviation:	60.76437535535547	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42144	Best fitness:	104.8421768707483	Average fitness:	306.78160544217695	Fitness standard deviation:	55.572943832444956	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42160	Best fitness:	104.8421768707483	Average fitness:	315.69703401360545	Fitness standard deviation:	61.20726136460529	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42176	Best fitness:	104.8421768707483	Average fitness:	310.86160544217694	Fitness standard deviation:	56.38596798668902	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42192	Best fitness:	104.8421768707483	Average fitness:	307.97703401360553	Fitness standard deviation:	55.20527689654758	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42208	Best fitness:	104.8421768707483	Average fitness:	310.7530340136055	Fitness standard deviation:	52.29386123570123	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42224	Best fitness:	104.8421768707483	Average fitness:	317.28503401360547	Fitness standard deviation:	49.8635202634273	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42240	Best fitness:	104.8421768707483	Average fitness:	313.59417687074836	Fitness standard deviation:	45.058927925505714	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42256	Best fitness:	104.8421768707483	Average fitness:	320.444462585034	Fitness standard deviation:	54.36395439657285	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42272	Best fitness:	104.8421768707483	Average fitness:	306.91474829931974	Fitness standard deviation:	55.28517421958437	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42288	Best fitness:	104.8421768707483	Average fitness:	310.91874829931976	Fitness standard deviation:	44.654245931081064	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42304	Best fitness:	104.8421768707483	Average fitness:	316.46789115646266	Fitness standard deviation:	49.20905317404222	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42320	Best fitness:	104.8421768707483	Average fitness:	316.93531972789117	Fitness standard deviation:	53.24737274269971	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42336	Best fitness:	104.8421768707483	Average fitness:	313.57531972789116	Fitness standard deviation:	59.269406806409606	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42352	Best fitness:	104.8421768707483	Average fitness:	321.6564625850341	Fitness standard deviation:	48.46786277987693	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42368	Best fitness:	104.8421768707483	Average fitness:	312.47017687074816	Fitness standard deviation:	51.43711944516651	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42384	Best fitness:	104.8421768707483	Average fitness:	314.4318911564626	Fitness standard deviation:	57.57999617497559	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42400	Best fitness:	104.8421768707483	Average fitness:	312.28846258503404	Fitness standard deviation:	53.26046092974581	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42416	Best fitness:	104.8421768707483	Average fitness:	313.821605442177	Fitness standard deviation:	57.06503358843295	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42432	Best fitness:	104.8421768707483	Average fitness:	308.98846258503414	Fitness standard deviation:	57.836307398994805	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42448	Best fitness:	104.8421768707483	Average fitness:	303.8810340136054	Fitness standard deviation:	50.149938046231085	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42464	Best fitness:	104.8421768707483	Average fitness:	318.3153197278912	Fitness standard deviation:	52.843156500136885	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42480	Best fitness:	104.8421768707483	Average fitness:	307.6187482993198	Fitness standard deviation:	57.859049475463046	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42496	Best fitness:	104.8421768707483	Average fitness:	305.44560544217694	Fitness standard deviation:	51.23588048886628	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42512	Best fitness:	104.8421768707483	Average fitness:	321.0341768707483	Fitness standard deviation:	58.04313611690632	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42528	Best fitness:	104.8421768707483	Average fitness:	318.0318911564625	Fitness standard deviation:	46.08489903096108	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42544	Best fitness:	104.8421768707483	Average fitness:	317.2296054421769	Fitness standard deviation:	57.142276899911174	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42560	Best fitness:	104.8421768707483	Average fitness:	306.08789115646255	Fitness standard deviation:	60.2000065089155	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42576	Best fitness:	104.8421768707483	Average fitness:	321.7581768707484	Fitness standard deviation:	46.06557647350931	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42592	Best fitness:	104.8421768707483	Average fitness:	316.6936054421768	Fitness standard deviation:	54.94867482757089	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42608	Best fitness:	104.8421768707483	Average fitness:	322.2833197278912	Fitness standard deviation:	51.5165131156199	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
Generation:	42624	Best fitness:	104.8421768707483	Average fitness:	313.07417687074826	Fitness standard deviation:	47.891088222152995	Best genome:	A16	E5	A15	N6	N5	A11	N12	E3	N7	A10	A8	A9	N3	E4	A7	A6	A12	A14	A17	N9	A13	
