Generation:	16	Best fitness:	236.52789115646257	Average fitness:	343.78517687074816	Fitness standard deviation:	31.348917306760733	Best genome:	E3	A11	A10	N12	N5	A7	A17	E5	N9	N3	A13	A9	E4	A6	A12	N6	N7	A15	A14	A8	A16	
Generation:	37072	Best fitness:	95.75646258503401	Average fitness:	341.2373197278911	Fitness standard deviation:	37.43560284116755	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37088	Best fitness:	95.75646258503401	Average fitness:	335.5226054421769	Fitness standard deviation:	38.37241495142156	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37104	Best fitness:	95.75646258503401	Average fitness:	342.05689115646265	Fitness standard deviation:	37.193739211741274	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37120	Best fitness:	95.75646258503401	Average fitness:	336.0733197278914	Fitness standard deviation:	39.57856894732763	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37136	Best fitness:	95.75646258503401	Average fitness:	338.41460544217693	Fitness standard deviation:	41.678434826805166	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37152	Best fitness:	95.75646258503401	Average fitness:	339.5567482993198	Fitness standard deviation:	40.94278526461641	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37168	Best fitness:	95.75646258503401	Average fitness:	338.8313197278914	Fitness standard deviation:	41.374679880135304	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37184	Best fitness:	95.75646258503401	Average fitness:	337.0870340136056	Fitness standard deviation:	42.8106432989913	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37200	Best fitness:	95.75646258503401	Average fitness:	339.10374829931993	Fitness standard deviation:	41.33070184598409	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37216	Best fitness:	95.75646258503401	Average fitness:	338.5524625850339	Fitness standard deviation:	38.43938871012602	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37232	Best fitness:	95.75646258503401	Average fitness:	336.4158911564629	Fitness standard deviation:	43.01764311611348	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37248	Best fitness:	95.75646258503401	Average fitness:	341.1227482993199	Fitness standard deviation:	39.120061115932394	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37264	Best fitness:	95.75646258503401	Average fitness:	335.25746258503415	Fitness standard deviation:	43.458333775125396	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37280	Best fitness:	95.75646258503401	Average fitness:	340.7113197278914	Fitness standard deviation:	45.309133679375414	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37296	Best fitness:	95.75646258503401	Average fitness:	338.5488911564626	Fitness standard deviation:	42.955702809964116	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37312	Best fitness:	95.75646258503401	Average fitness:	336.4954625850341	Fitness standard deviation:	43.546169416341726	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37328	Best fitness:	95.75646258503401	Average fitness:	337.0466054421772	Fitness standard deviation:	39.11577155661624	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37344	Best fitness:	95.75646258503401	Average fitness:	337.7968911564627	Fitness standard deviation:	42.619309054771435	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37360	Best fitness:	95.75646258503401	Average fitness:	337.2804625850344	Fitness standard deviation:	42.034517151541856	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37376	Best fitness:	95.75646258503401	Average fitness:	340.2717482993198	Fitness standard deviation:	40.471842303114435	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37392	Best fitness:	95.75646258503401	Average fitness:	339.25789115646285	Fitness standard deviation:	41.72150884136383	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37408	Best fitness:	95.75646258503401	Average fitness:	336.059462585034	Fitness standard deviation:	40.45247924063846	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37424	Best fitness:	95.75646258503401	Average fitness:	336.01474829931993	Fitness standard deviation:	42.368505711730016	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37440	Best fitness:	95.75646258503401	Average fitness:	335.93946258503405	Fitness standard deviation:	40.922132437654064	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37456	Best fitness:	95.75646258503401	Average fitness:	342.3410340136055	Fitness standard deviation:	42.08357611094515	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37472	Best fitness:	95.75646258503401	Average fitness:	340.30303401360567	Fitness standard deviation:	38.644241148703955	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37488	Best fitness:	95.75646258503401	Average fitness:	336.8363197278913	Fitness standard deviation:	35.989747666834916	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37504	Best fitness:	95.75646258503401	Average fitness:	339.7414625850343	Fitness standard deviation:	40.34037719385947	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37520	Best fitness:	95.75646258503401	Average fitness:	336.89917687074853	Fitness standard deviation:	38.103566440555085	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37536	Best fitness:	95.75646258503401	Average fitness:	343.3830340136055	Fitness standard deviation:	44.06867085699364	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37552	Best fitness:	95.75646258503401	Average fitness:	337.13389115646277	Fitness standard deviation:	43.42313542952205	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37568	Best fitness:	95.75646258503401	Average fitness:	337.4171768707485	Fitness standard deviation:	42.861616332003116	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37584	Best fitness:	95.75646258503401	Average fitness:	334.68131972789126	Fitness standard deviation:	40.19383233324054	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37600	Best fitness:	95.75646258503401	Average fitness:	336.6704625850341	Fitness standard deviation:	41.61826257197919	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37616	Best fitness:	95.75646258503401	Average fitness:	337.5971768707483	Fitness standard deviation:	41.762858456151825	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37632	Best fitness:	95.75646258503401	Average fitness:	339.01260544217695	Fitness standard deviation:	45.09067348947777	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37648	Best fitness:	95.75646258503401	Average fitness:	340.03189115646273	Fitness standard deviation:	43.38292742731022	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37664	Best fitness:	95.75646258503401	Average fitness:	337.900605442177	Fitness standard deviation:	40.13655622105259	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37680	Best fitness:	95.75646258503401	Average fitness:	338.5993197278913	Fitness standard deviation:	47.115077962671066	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37696	Best fitness:	95.75646258503401	Average fitness:	337.3943197278911	Fitness standard deviation:	43.52752616659572	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37712	Best fitness:	95.75646258503401	Average fitness:	338.9648911564626	Fitness standard deviation:	45.50499867563329	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37728	Best fitness:	95.75646258503401	Average fitness:	334.56074829931987	Fitness standard deviation:	41.996372413797445	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37744	Best fitness:	95.75646258503401	Average fitness:	338.94289115646285	Fitness standard deviation:	41.4626165469374	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37760	Best fitness:	95.75646258503401	Average fitness:	336.17631972789115	Fitness standard deviation:	38.603123295179856	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37776	Best fitness:	95.75646258503401	Average fitness:	339.3286054421772	Fitness standard deviation:	39.91011139205867	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37792	Best fitness:	95.75646258503401	Average fitness:	334.5634625850341	Fitness standard deviation:	43.11249437701514	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37808	Best fitness:	95.75646258503401	Average fitness:	337.8861768707484	Fitness standard deviation:	41.987446796510454	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37824	Best fitness:	95.75646258503401	Average fitness:	340.10903401360554	Fitness standard deviation:	40.170489060340536	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37840	Best fitness:	95.75646258503401	Average fitness:	337.5696054421769	Fitness standard deviation:	38.83801260599819	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37856	Best fitness:	95.75646258503401	Average fitness:	338.9501768707484	Fitness standard deviation:	41.702321098226555	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37872	Best fitness:	95.75646258503401	Average fitness:	338.794605442177	Fitness standard deviation:	41.10915715829391	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37888	Best fitness:	95.75646258503401	Average fitness:	338.76631972789124	Fitness standard deviation:	41.79748323616568	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37904	Best fitness:	95.75646258503401	Average fitness:	337.7730340136055	Fitness standard deviation:	45.3187431026961	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37920	Best fitness:	95.75646258503401	Average fitness:	334.7878911564627	Fitness standard deviation:	41.20023221650429	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37936	Best fitness:	95.75646258503401	Average fitness:	339.7061768707486	Fitness standard deviation:	41.000702755550165	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37952	Best fitness:	95.75646258503401	Average fitness:	332.6030340136055	Fitness standard deviation:	44.44205264551739	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37968	Best fitness:	95.75646258503401	Average fitness:	340.0871768707485	Fitness standard deviation:	40.76748588780333	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	37984	Best fitness:	95.75646258503401	Average fitness:	338.3641768707485	Fitness standard deviation:	42.272426648768466	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38000	Best fitness:	95.75646258503401	Average fitness:	342.9406054421772	Fitness standard deviation:	39.014648813239475	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38016	Best fitness:	95.75646258503401	Average fitness:	337.09931972789144	Fitness standard deviation:	38.434771247092485	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38032	Best fitness:	95.75646258503401	Average fitness:	335.41860544217707	Fitness standard deviation:	40.32199910389729	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38048	Best fitness:	95.75646258503401	Average fitness:	339.5744625850342	Fitness standard deviation:	42.481100653522326	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38064	Best fitness:	95.75646258503401	Average fitness:	339.51974829931993	Fitness standard deviation:	40.82729492931043	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38080	Best fitness:	95.75646258503401	Average fitness:	338.0524625850344	Fitness standard deviation:	41.932838433643404	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38096	Best fitness:	95.75646258503401	Average fitness:	339.71217687074835	Fitness standard deviation:	39.47723030108492	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38112	Best fitness:	95.75646258503401	Average fitness:	341.94417687074855	Fitness standard deviation:	41.798107418340166	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38128	Best fitness:	95.75646258503401	Average fitness:	341.18389115646283	Fitness standard deviation:	44.121873684935316	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38144	Best fitness:	95.75646258503401	Average fitness:	338.21274829931986	Fitness standard deviation:	41.35200588970312	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38160	Best fitness:	95.75646258503401	Average fitness:	334.52689115646274	Fitness standard deviation:	40.63989588785274	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38176	Best fitness:	95.75646258503401	Average fitness:	341.10617687074875	Fitness standard deviation:	44.87249484702092	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38192	Best fitness:	95.75646258503401	Average fitness:	336.4693197278914	Fitness standard deviation:	40.85309767687046	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38208	Best fitness:	95.75646258503401	Average fitness:	341.01589115646266	Fitness standard deviation:	43.6647129151124	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38224	Best fitness:	95.75646258503401	Average fitness:	339.87703401360557	Fitness standard deviation:	39.18407279099247	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38240	Best fitness:	95.75646258503401	Average fitness:	333.6327482993198	Fitness standard deviation:	42.216666126746006	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38256	Best fitness:	95.75646258503401	Average fitness:	332.79103401360567	Fitness standard deviation:	43.27560047709404	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38272	Best fitness:	95.75646258503401	Average fitness:	340.1073197278916	Fitness standard deviation:	41.570480319081994	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38288	Best fitness:	95.75646258503401	Average fitness:	338.2164625850341	Fitness standard deviation:	44.615190512759185	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38304	Best fitness:	95.75646258503401	Average fitness:	336.32289115646296	Fitness standard deviation:	40.041893310606085	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38320	Best fitness:	95.75646258503401	Average fitness:	340.8630340136053	Fitness standard deviation:	42.25992792039209	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38336	Best fitness:	95.75646258503401	Average fitness:	337.8390340136058	Fitness standard deviation:	41.27831597478615	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38352	Best fitness:	95.75646258503401	Average fitness:	340.0518911564627	Fitness standard deviation:	41.708821700852084	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38368	Best fitness:	95.75646258503401	Average fitness:	335.798462585034	Fitness standard deviation:	41.342862860104255	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38384	Best fitness:	95.75646258503401	Average fitness:	337.9463197278913	Fitness standard deviation:	44.46497717396954	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38400	Best fitness:	95.75646258503401	Average fitness:	339.6824625850342	Fitness standard deviation:	41.76187287515751	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38416	Best fitness:	95.75646258503401	Average fitness:	336.41103401360556	Fitness standard deviation:	40.740175346521355	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38432	Best fitness:	95.75646258503401	Average fitness:	334.2617482993199	Fitness standard deviation:	43.051581267268745	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38448	Best fitness:	95.75646258503401	Average fitness:	334.0813197278912	Fitness standard deviation:	39.68758221563075	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38464	Best fitness:	95.75646258503401	Average fitness:	340.2611768707484	Fitness standard deviation:	38.958014058832156	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38480	Best fitness:	95.75646258503401	Average fitness:	332.8781768707485	Fitness standard deviation:	43.980042434852514	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38496	Best fitness:	95.75646258503401	Average fitness:	339.32617687074844	Fitness standard deviation:	38.75918109958212	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38512	Best fitness:	95.75646258503401	Average fitness:	339.58246258503425	Fitness standard deviation:	44.0388909932842	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38528	Best fitness:	95.75646258503401	Average fitness:	336.5388911564626	Fitness standard deviation:	43.297327973123764	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38544	Best fitness:	95.75646258503401	Average fitness:	340.63760544217706	Fitness standard deviation:	42.52390784353801	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38560	Best fitness:	95.75646258503401	Average fitness:	337.96289115646266	Fitness standard deviation:	40.972549739342035	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38576	Best fitness:	95.75646258503401	Average fitness:	336.3580340136055	Fitness standard deviation:	40.52590717840445	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38592	Best fitness:	95.75646258503401	Average fitness:	337.919605442177	Fitness standard deviation:	42.5937375477395	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38608	Best fitness:	95.75646258503401	Average fitness:	338.72346258503427	Fitness standard deviation:	40.75151531901505	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38624	Best fitness:	95.75646258503401	Average fitness:	341.42017687074855	Fitness standard deviation:	41.522887291964956	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38640	Best fitness:	95.75646258503401	Average fitness:	342.28874829931993	Fitness standard deviation:	39.18226653339337	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38656	Best fitness:	95.75646258503401	Average fitness:	339.3384625850342	Fitness standard deviation:	42.669163391979325	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38672	Best fitness:	95.75646258503401	Average fitness:	334.88960544217684	Fitness standard deviation:	43.3376012860021	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38688	Best fitness:	95.75646258503401	Average fitness:	339.148605442177	Fitness standard deviation:	42.04308576584605	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38704	Best fitness:	95.75646258503401	Average fitness:	342.5007482993197	Fitness standard deviation:	40.900399753547646	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38720	Best fitness:	95.75646258503401	Average fitness:	340.7288911564627	Fitness standard deviation:	39.85155632917168	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38736	Best fitness:	95.75646258503401	Average fitness:	338.85417687074846	Fitness standard deviation:	40.23152194537036	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38752	Best fitness:	95.75646258503401	Average fitness:	342.22060544217703	Fitness standard deviation:	46.0056850522025	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38768	Best fitness:	95.75646258503401	Average fitness:	340.56703401360573	Fitness standard deviation:	38.317872348371885	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38784	Best fitness:	95.75646258503401	Average fitness:	337.4260340136059	Fitness standard deviation:	40.72283765597754	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
Generation:	38800	Best fitness:	95.75646258503401	Average fitness:	338.304605442177	Fitness standard deviation:	42.131081364702524	Best genome:	A9	N3	E4	N5	A7	A12	A11	N12	E3	N6	A6	N7	A10	A15	A14	A17	N9	A13	A16	E5	A8	
