Generation:	16	Best fitness:	252.61360544217686	Average fitness:	337.20789115646255	Fitness standard deviation:	31.199601253338912	Best genome:	A16	A9	N6	N12	E5	A15	A11	N3	N5	E4	E3	N9	A17	A6	A12	A13	N7	A14	A7	A10	A8	
Generation:	44704	Best fitness:	95.75646258503401	Average fitness:	315.9890340136055	Fitness standard deviation:	52.45433512871857	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44720	Best fitness:	95.75646258503401	Average fitness:	313.6770340136054	Fitness standard deviation:	45.677370913298205	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44736	Best fitness:	95.75646258503401	Average fitness:	310.0593197278912	Fitness standard deviation:	50.1688255100837	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44752	Best fitness:	95.75646258503401	Average fitness:	302.64217687074824	Fitness standard deviation:	67.12657115555689	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44768	Best fitness:	95.75646258503401	Average fitness:	309.48731972789125	Fitness standard deviation:	49.13236668429479	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44784	Best fitness:	95.75646258503401	Average fitness:	306.4301768707482	Fitness standard deviation:	48.26272016827084	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44800	Best fitness:	95.75646258503401	Average fitness:	307.1307482993197	Fitness standard deviation:	54.18484500828095	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44816	Best fitness:	95.75646258503401	Average fitness:	302.9187482993197	Fitness standard deviation:	58.59720197819576	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44832	Best fitness:	95.75646258503401	Average fitness:	312.82789115646267	Fitness standard deviation:	51.7405238095019	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44848	Best fitness:	95.75646258503401	Average fitness:	305.960462585034	Fitness standard deviation:	58.97237707155265	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44864	Best fitness:	95.75646258503401	Average fitness:	307.86217687074827	Fitness standard deviation:	55.35884664659133	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44880	Best fitness:	95.75646258503401	Average fitness:	300.50274829931965	Fitness standard deviation:	60.53212542652919	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44896	Best fitness:	95.75646258503401	Average fitness:	326.1707482993197	Fitness standard deviation:	50.39549032302354	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44912	Best fitness:	95.75646258503401	Average fitness:	316.35989115646254	Fitness standard deviation:	52.765008083395735	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44928	Best fitness:	95.75646258503401	Average fitness:	312.9170340136055	Fitness standard deviation:	61.601474641771496	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44944	Best fitness:	95.75646258503401	Average fitness:	319.6336054421769	Fitness standard deviation:	47.905472313202594	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44960	Best fitness:	95.75646258503401	Average fitness:	306.3530340136055	Fitness standard deviation:	60.585848051861625	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44976	Best fitness:	95.75646258503401	Average fitness:	304.78274829931973	Fitness standard deviation:	54.45084353912663	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	44992	Best fitness:	95.75646258503401	Average fitness:	308.6530340136054	Fitness standard deviation:	58.58559323915457	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45008	Best fitness:	95.75646258503401	Average fitness:	310.2707482993198	Fitness standard deviation:	48.17119471219289	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45024	Best fitness:	95.75646258503401	Average fitness:	306.652462585034	Fitness standard deviation:	55.764971452900944	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45040	Best fitness:	95.75646258503401	Average fitness:	310.23989115646253	Fitness standard deviation:	64.83702289304047	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45056	Best fitness:	95.75646258503401	Average fitness:	311.712462585034	Fitness standard deviation:	55.668759776201306	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45072	Best fitness:	95.75646258503401	Average fitness:	309.32446258503404	Fitness standard deviation:	59.18396628983157	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45088	Best fitness:	95.75646258503401	Average fitness:	328.04160544217694	Fitness standard deviation:	57.95476025667058	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45104	Best fitness:	95.75646258503401	Average fitness:	307.1821768707482	Fitness standard deviation:	50.56173087001106	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45120	Best fitness:	95.75646258503401	Average fitness:	309.82560544217677	Fitness standard deviation:	55.26009745092488	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45136	Best fitness:	95.75646258503401	Average fitness:	314.96617687074826	Fitness standard deviation:	62.25917222418571	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45152	Best fitness:	95.75646258503401	Average fitness:	322.8890340136055	Fitness standard deviation:	54.259167873141166	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45168	Best fitness:	95.75646258503401	Average fitness:	304.9696054421769	Fitness standard deviation:	51.199902809218976	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45184	Best fitness:	95.75646258503401	Average fitness:	300.6370340136054	Fitness standard deviation:	59.552024435508045	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45200	Best fitness:	95.75646258503401	Average fitness:	306.1593197278911	Fitness standard deviation:	56.191273997564686	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45216	Best fitness:	95.75646258503401	Average fitness:	316.43817687074824	Fitness standard deviation:	54.54654242133456	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45232	Best fitness:	95.75646258503401	Average fitness:	311.9776054421769	Fitness standard deviation:	49.09269160787706	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45248	Best fitness:	95.75646258503401	Average fitness:	300.3073197278911	Fitness standard deviation:	68.88342640983521	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45264	Best fitness:	95.75646258503401	Average fitness:	302.1027482993198	Fitness standard deviation:	47.63791789003754	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45280	Best fitness:	95.75646258503401	Average fitness:	317.33817687074827	Fitness standard deviation:	56.59251173079351	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45296	Best fitness:	95.75646258503401	Average fitness:	308.33531972789115	Fitness standard deviation:	53.545973018042915	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45312	Best fitness:	95.75646258503401	Average fitness:	301.5398911564625	Fitness standard deviation:	59.823542724944545	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45328	Best fitness:	95.75646258503401	Average fitness:	309.65817687074815	Fitness standard deviation:	52.52061493337252	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45344	Best fitness:	95.75646258503401	Average fitness:	320.7090340136056	Fitness standard deviation:	54.66623376267948	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45360	Best fitness:	95.75646258503401	Average fitness:	309.0238911564625	Fitness standard deviation:	59.64289149973348	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45376	Best fitness:	95.75646258503401	Average fitness:	318.32731972789117	Fitness standard deviation:	59.96684185549919	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45392	Best fitness:	95.75646258503401	Average fitness:	308.84846258503404	Fitness standard deviation:	55.43309032831327	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45408	Best fitness:	95.75646258503401	Average fitness:	302.9113197278911	Fitness standard deviation:	54.51835626911101	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45424	Best fitness:	95.75646258503401	Average fitness:	306.5581768707483	Fitness standard deviation:	59.855425931052864	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45440	Best fitness:	95.75646258503401	Average fitness:	316.0416054421769	Fitness standard deviation:	49.41264268197287	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45456	Best fitness:	95.75646258503401	Average fitness:	306.7444625850339	Fitness standard deviation:	70.26292385209214	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45472	Best fitness:	95.75646258503401	Average fitness:	307.8044625850341	Fitness standard deviation:	59.955457055166185	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45488	Best fitness:	95.75646258503401	Average fitness:	308.45760544217677	Fitness standard deviation:	58.34751407467055	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45504	Best fitness:	95.75646258503401	Average fitness:	315.3398911564625	Fitness standard deviation:	48.82519192183562	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45520	Best fitness:	95.75646258503401	Average fitness:	316.7827482993196	Fitness standard deviation:	63.45891908236415	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45536	Best fitness:	95.75646258503401	Average fitness:	315.2833197278911	Fitness standard deviation:	60.054271281084084	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45552	Best fitness:	95.75646258503401	Average fitness:	304.84617687074825	Fitness standard deviation:	58.744176474900776	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45568	Best fitness:	95.75646258503401	Average fitness:	314.2770340136055	Fitness standard deviation:	49.47692178239491	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45584	Best fitness:	95.75646258503401	Average fitness:	314.1736054421769	Fitness standard deviation:	56.52967174639441	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45600	Best fitness:	95.75646258503401	Average fitness:	308.1598911564626	Fitness standard deviation:	59.0656577288256	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45616	Best fitness:	95.75646258503401	Average fitness:	313.3381768707483	Fitness standard deviation:	60.68797029973931	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45632	Best fitness:	95.75646258503401	Average fitness:	307.6221768707483	Fitness standard deviation:	60.954937989519124	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45648	Best fitness:	95.75646258503401	Average fitness:	312.22274829931973	Fitness standard deviation:	59.53365611387995	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45664	Best fitness:	95.75646258503401	Average fitness:	311.0307482993198	Fitness standard deviation:	51.969064267276615	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45680	Best fitness:	95.75646258503401	Average fitness:	296.20674829931966	Fitness standard deviation:	56.201131969136036	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45696	Best fitness:	95.75646258503401	Average fitness:	298.4616054421768	Fitness standard deviation:	56.49155470637056	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45712	Best fitness:	95.75646258503401	Average fitness:	305.7856054421769	Fitness standard deviation:	55.986753386631655	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45728	Best fitness:	95.75646258503401	Average fitness:	320.71417687074825	Fitness standard deviation:	50.79708082244129	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45744	Best fitness:	95.75646258503401	Average fitness:	318.38446258503393	Fitness standard deviation:	57.2798137296025	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45760	Best fitness:	95.75646258503401	Average fitness:	312.80560544217695	Fitness standard deviation:	50.68942683778204	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45776	Best fitness:	95.75646258503401	Average fitness:	303.35703401360536	Fitness standard deviation:	53.09629249980162	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45792	Best fitness:	95.75646258503401	Average fitness:	316.7713197278911	Fitness standard deviation:	57.77762302243361	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45808	Best fitness:	95.75646258503401	Average fitness:	321.15417687074836	Fitness standard deviation:	65.56192395229513	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45824	Best fitness:	95.75646258503401	Average fitness:	310.88160544217686	Fitness standard deviation:	51.36760668764242	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45840	Best fitness:	95.75646258503401	Average fitness:	322.8296054421768	Fitness standard deviation:	50.09888121607149	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45856	Best fitness:	95.75646258503401	Average fitness:	308.0838911564626	Fitness standard deviation:	58.92361023895123	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45872	Best fitness:	95.75646258503401	Average fitness:	310.6330340136054	Fitness standard deviation:	72.66337604632048	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45888	Best fitness:	95.75646258503401	Average fitness:	305.772462585034	Fitness standard deviation:	65.44395630972647	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45904	Best fitness:	95.75646258503401	Average fitness:	311.4821768707484	Fitness standard deviation:	59.54880748990183	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45920	Best fitness:	95.75646258503401	Average fitness:	313.94217687074837	Fitness standard deviation:	59.3297550017816	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45936	Best fitness:	95.75646258503401	Average fitness:	301.12674829931973	Fitness standard deviation:	50.63462845419011	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45952	Best fitness:	95.75646258503401	Average fitness:	316.1507482993198	Fitness standard deviation:	49.21377640209195	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45968	Best fitness:	95.75646258503401	Average fitness:	312.8004625850341	Fitness standard deviation:	59.955000597557	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	45984	Best fitness:	95.75646258503401	Average fitness:	309.6107482993198	Fitness standard deviation:	61.13273193867353	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46000	Best fitness:	95.75646258503401	Average fitness:	309.4987482993197	Fitness standard deviation:	53.49612337356792	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46016	Best fitness:	95.75646258503401	Average fitness:	306.76103401360547	Fitness standard deviation:	56.42919850935475	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46032	Best fitness:	95.75646258503401	Average fitness:	317.6313197278912	Fitness standard deviation:	54.73684932437365	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46048	Best fitness:	95.75646258503401	Average fitness:	309.6141768707482	Fitness standard deviation:	49.095596041741636	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46064	Best fitness:	95.75646258503401	Average fitness:	309.51874829931967	Fitness standard deviation:	61.92621559269268	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46080	Best fitness:	95.75646258503401	Average fitness:	307.600462585034	Fitness standard deviation:	49.1050702598468	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46096	Best fitness:	95.75646258503401	Average fitness:	308.1473197278912	Fitness standard deviation:	60.73227496587471	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46112	Best fitness:	95.75646258503401	Average fitness:	303.6216054421768	Fitness standard deviation:	55.228255128796434	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46128	Best fitness:	95.75646258503401	Average fitness:	310.3078911564625	Fitness standard deviation:	49.05494437207058	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46144	Best fitness:	95.75646258503401	Average fitness:	306.52560544217687	Fitness standard deviation:	61.22240001962733	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46160	Best fitness:	95.75646258503401	Average fitness:	321.25246258503404	Fitness standard deviation:	56.099039465020795	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46176	Best fitness:	95.75646258503401	Average fitness:	310.9050340136054	Fitness standard deviation:	52.71613841111271	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46192	Best fitness:	95.75646258503401	Average fitness:	309.2970340136054	Fitness standard deviation:	60.487930275892445	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46208	Best fitness:	95.75646258503401	Average fitness:	308.0987482993196	Fitness standard deviation:	57.59467846449507	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46224	Best fitness:	95.75646258503401	Average fitness:	318.9878911564625	Fitness standard deviation:	54.49426594063052	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46240	Best fitness:	95.75646258503401	Average fitness:	303.6330340136054	Fitness standard deviation:	54.323348290301354	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46256	Best fitness:	95.75646258503401	Average fitness:	303.00046258503403	Fitness standard deviation:	66.14592605283984	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46272	Best fitness:	95.75646258503401	Average fitness:	317.12960544217685	Fitness standard deviation:	60.69318340099601	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46288	Best fitness:	95.75646258503401	Average fitness:	315.6490340136054	Fitness standard deviation:	56.08555550810798	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46304	Best fitness:	95.75646258503401	Average fitness:	315.2461768707483	Fitness standard deviation:	56.92684199129652	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46320	Best fitness:	95.75646258503401	Average fitness:	308.6873197278912	Fitness standard deviation:	62.257516052116884	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46336	Best fitness:	95.75646258503401	Average fitness:	308.58217687074824	Fitness standard deviation:	61.11431436585184	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46352	Best fitness:	95.75646258503401	Average fitness:	310.65874829931977	Fitness standard deviation:	50.227837501545224	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46368	Best fitness:	95.75646258503401	Average fitness:	310.64217687074824	Fitness standard deviation:	51.02034136158892	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46384	Best fitness:	95.75646258503401	Average fitness:	311.8650340136055	Fitness standard deviation:	52.51913330649418	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46400	Best fitness:	95.75646258503401	Average fitness:	309.37246258503404	Fitness standard deviation:	54.476737041547175	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46416	Best fitness:	95.75646258503401	Average fitness:	312.3947482993197	Fitness standard deviation:	60.09763419840167	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
Generation:	46432	Best fitness:	95.75646258503401	Average fitness:	312.540462585034	Fitness standard deviation:	56.41386634001052	Best genome:	A9	N3	E4	A11	E3	N6	N7	A6	A10	N12	A15	A12	A14	A17	N5	A7	N9	A16	E5	A8	A13	
