Generation:	16	Best fitness:	239.52789115646257	Average fitness:	347.40574829931995	Fitness standard deviation:	35.89886860106783	Best genome:	N3	A14	A15	N7	E3	N6	A8	A13	N9	A9	A11	N12	N5	A10	E5	A16	A12	A6	A17	E4	A7	
Generation:	24464	Best fitness:	110.32789115646258	Average fitness:	338.59317687074855	Fitness standard deviation:	41.56586240374843	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24480	Best fitness:	110.32789115646258	Average fitness:	341.0610340136056	Fitness standard deviation:	39.323075994035015	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24496	Best fitness:	110.32789115646258	Average fitness:	336.5907482993199	Fitness standard deviation:	38.80908351488484	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24512	Best fitness:	110.32789115646258	Average fitness:	335.4308911564627	Fitness standard deviation:	37.35270139098485	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24528	Best fitness:	110.32789115646258	Average fitness:	344.0523197278913	Fitness standard deviation:	38.48474851874467	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24544	Best fitness:	110.32789115646258	Average fitness:	338.8623197278913	Fitness standard deviation:	39.77747612041524	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24560	Best fitness:	110.32789115646258	Average fitness:	339.8968911564625	Fitness standard deviation:	41.84054871235582	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24576	Best fitness:	110.32789115646258	Average fitness:	341.06474829932	Fitness standard deviation:	44.10829507714217	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24592	Best fitness:	110.32789115646258	Average fitness:	338.6270340136055	Fitness standard deviation:	39.041467949777065	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24608	Best fitness:	110.32789115646258	Average fitness:	341.33689115646246	Fitness standard deviation:	40.63865763666662	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24624	Best fitness:	110.32789115646258	Average fitness:	338.71146258503427	Fitness standard deviation:	42.162771511495926	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24640	Best fitness:	110.32789115646258	Average fitness:	340.78331972789135	Fitness standard deviation:	38.742525561160086	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24656	Best fitness:	110.32789115646258	Average fitness:	338.96231972789116	Fitness standard deviation:	39.04142606728585	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24672	Best fitness:	110.32789115646258	Average fitness:	341.54889115646256	Fitness standard deviation:	42.37998675515774	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24688	Best fitness:	110.32789115646258	Average fitness:	337.1221768707485	Fitness standard deviation:	40.06662268099503	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24704	Best fitness:	110.32789115646258	Average fitness:	339.6553197278914	Fitness standard deviation:	41.320433531913785	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24720	Best fitness:	110.32789115646258	Average fitness:	335.9140340136057	Fitness standard deviation:	40.3822562547524	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24736	Best fitness:	110.32789115646258	Average fitness:	340.70674829931966	Fitness standard deviation:	42.082059897591634	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24752	Best fitness:	110.32789115646258	Average fitness:	340.66517687074855	Fitness standard deviation:	39.792365865880384	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24768	Best fitness:	110.32789115646258	Average fitness:	332.2218911564627	Fitness standard deviation:	37.68951368154039	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24784	Best fitness:	110.32789115646258	Average fitness:	342.3458911564625	Fitness standard deviation:	38.15807629066332	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24800	Best fitness:	110.32789115646258	Average fitness:	344.4993197278912	Fitness standard deviation:	39.53176764402554	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24816	Best fitness:	110.32789115646258	Average fitness:	337.1088911564628	Fitness standard deviation:	38.583539609474904	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24832	Best fitness:	110.32789115646258	Average fitness:	338.34646258503415	Fitness standard deviation:	38.583148245982066	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24848	Best fitness:	110.32789115646258	Average fitness:	341.2143197278913	Fitness standard deviation:	39.117150937267645	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24864	Best fitness:	110.32789115646258	Average fitness:	342.69217687074814	Fitness standard deviation:	40.52529215294607	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24880	Best fitness:	110.32789115646258	Average fitness:	345.64189115646286	Fitness standard deviation:	38.16794744498668	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24896	Best fitness:	110.32789115646258	Average fitness:	341.98617687074847	Fitness standard deviation:	40.62514420344893	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24912	Best fitness:	110.32789115646258	Average fitness:	340.7534625850343	Fitness standard deviation:	42.54917523817564	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24928	Best fitness:	110.32789115646258	Average fitness:	336.596462585034	Fitness standard deviation:	39.77879478171396	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24944	Best fitness:	110.32789115646258	Average fitness:	337.96703401360537	Fitness standard deviation:	42.241984271381874	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24960	Best fitness:	110.32789115646258	Average fitness:	342.3950340136056	Fitness standard deviation:	39.4197992053201	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24976	Best fitness:	110.32789115646258	Average fitness:	340.9590340136055	Fitness standard deviation:	42.49537494065604	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	24992	Best fitness:	110.32789115646258	Average fitness:	331.2273197278913	Fitness standard deviation:	41.3772006589057	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25008	Best fitness:	110.32789115646258	Average fitness:	341.140605442177	Fitness standard deviation:	40.813665748329036	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25024	Best fitness:	110.32789115646258	Average fitness:	342.45089115646255	Fitness standard deviation:	40.172190116486085	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25040	Best fitness:	110.32789115646258	Average fitness:	338.3438911564629	Fitness standard deviation:	36.83871617342442	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25056	Best fitness:	110.32789115646258	Average fitness:	339.5447482993199	Fitness standard deviation:	40.61181754120344	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25072	Best fitness:	110.32789115646258	Average fitness:	340.7366054421769	Fitness standard deviation:	42.38423649958863	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25088	Best fitness:	110.32789115646258	Average fitness:	340.95817687074856	Fitness standard deviation:	40.56773390018129	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25104	Best fitness:	110.32789115646258	Average fitness:	340.315462585034	Fitness standard deviation:	39.45580711274789	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25120	Best fitness:	110.32789115646258	Average fitness:	339.6958911564626	Fitness standard deviation:	39.49841697267043	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25136	Best fitness:	110.32789115646258	Average fitness:	334.5030340136054	Fitness standard deviation:	42.107027898546576	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25152	Best fitness:	110.32789115646258	Average fitness:	340.05774829931994	Fitness standard deviation:	39.905839457862996	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25168	Best fitness:	110.32789115646258	Average fitness:	339.88074829932003	Fitness standard deviation:	40.49698257844878	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25184	Best fitness:	110.32789115646258	Average fitness:	338.2626054421769	Fitness standard deviation:	40.6716997710362	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25200	Best fitness:	110.32789115646258	Average fitness:	338.8480340136056	Fitness standard deviation:	37.521856628871	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25216	Best fitness:	110.32789115646258	Average fitness:	335.39903401360573	Fitness standard deviation:	42.09694835903023	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25232	Best fitness:	110.32789115646258	Average fitness:	337.44831972789115	Fitness standard deviation:	37.89399175654232	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25248	Best fitness:	110.32789115646258	Average fitness:	337.2928911564627	Fitness standard deviation:	43.20596665498686	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25264	Best fitness:	110.32789115646258	Average fitness:	334.5186054421769	Fitness standard deviation:	41.38966063708498	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25280	Best fitness:	110.32789115646258	Average fitness:	344.87874829931985	Fitness standard deviation:	40.67978961276442	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25296	Best fitness:	110.32789115646258	Average fitness:	337.67931972789114	Fitness standard deviation:	38.51535405470373	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25312	Best fitness:	110.32789115646258	Average fitness:	335.24989115646275	Fitness standard deviation:	37.13959685801005	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25328	Best fitness:	110.32789115646258	Average fitness:	342.54546258503433	Fitness standard deviation:	37.03712188288051	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25344	Best fitness:	110.32789115646258	Average fitness:	339.64489115646296	Fitness standard deviation:	38.03947547842201	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25360	Best fitness:	110.32789115646258	Average fitness:	339.6934625850343	Fitness standard deviation:	40.4772385822563	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25376	Best fitness:	110.32789115646258	Average fitness:	340.0260340136056	Fitness standard deviation:	39.70926192042993	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25392	Best fitness:	110.32789115646258	Average fitness:	338.5337482993198	Fitness standard deviation:	39.95905029386653	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25408	Best fitness:	110.32789115646258	Average fitness:	341.3781768707484	Fitness standard deviation:	41.45268029934854	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25424	Best fitness:	110.32789115646258	Average fitness:	339.65074829931984	Fitness standard deviation:	37.81441189465698	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25440	Best fitness:	110.32789115646258	Average fitness:	340.72646258503414	Fitness standard deviation:	40.29416362761461	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25456	Best fitness:	110.32789115646258	Average fitness:	339.69260544217695	Fitness standard deviation:	42.29318263946933	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25472	Best fitness:	110.32789115646258	Average fitness:	332.4258911564626	Fitness standard deviation:	43.48517021529363	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25488	Best fitness:	110.32789115646258	Average fitness:	343.337605442177	Fitness standard deviation:	42.52424781899649	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25504	Best fitness:	110.32789115646258	Average fitness:	341.67031972789135	Fitness standard deviation:	40.41481992047078	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25520	Best fitness:	110.32789115646258	Average fitness:	338.8283197278912	Fitness standard deviation:	43.36174322287482	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25536	Best fitness:	110.32789115646258	Average fitness:	342.1156054421771	Fitness standard deviation:	40.07155696541691	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25552	Best fitness:	110.32789115646258	Average fitness:	339.9087482993197	Fitness standard deviation:	39.52351613190016	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25568	Best fitness:	110.32789115646258	Average fitness:	333.162605442177	Fitness standard deviation:	42.049826312097316	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25584	Best fitness:	110.32789115646258	Average fitness:	338.43689115646254	Fitness standard deviation:	42.03560551776194	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25600	Best fitness:	110.32789115646258	Average fitness:	341.8693197278912	Fitness standard deviation:	42.00608971886562	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25616	Best fitness:	110.32789115646258	Average fitness:	338.4851768707484	Fitness standard deviation:	41.639829931380426	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25632	Best fitness:	110.32789115646258	Average fitness:	340.57331972789126	Fitness standard deviation:	38.93269012969299	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25648	Best fitness:	110.32789115646258	Average fitness:	340.82103401360575	Fitness standard deviation:	41.74553420964905	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25664	Best fitness:	110.32789115646258	Average fitness:	345.9756054421771	Fitness standard deviation:	39.31229263116523	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25680	Best fitness:	110.32789115646258	Average fitness:	339.95474829931976	Fitness standard deviation:	38.371372581599395	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25696	Best fitness:	110.32789115646258	Average fitness:	332.1834625850342	Fitness standard deviation:	41.20447837731888	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25712	Best fitness:	110.32789115646258	Average fitness:	342.88360544217693	Fitness standard deviation:	40.397776130952195	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25728	Best fitness:	110.32789115646258	Average fitness:	341.8300340136057	Fitness standard deviation:	41.17430469160024	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25744	Best fitness:	110.32789115646258	Average fitness:	345.06117687074834	Fitness standard deviation:	40.0003754347177	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25760	Best fitness:	110.32789115646258	Average fitness:	338.9008911564628	Fitness standard deviation:	39.85384043640729	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25776	Best fitness:	110.32789115646258	Average fitness:	333.9520340136055	Fitness standard deviation:	40.551885041114375	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25792	Best fitness:	110.32789115646258	Average fitness:	340.3741768707485	Fitness standard deviation:	42.2086267959525	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25808	Best fitness:	110.32789115646258	Average fitness:	342.7293197278912	Fitness standard deviation:	42.53158698939806	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25824	Best fitness:	110.32789115646258	Average fitness:	336.96717687074846	Fitness standard deviation:	42.36896442478351	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25840	Best fitness:	110.32789115646258	Average fitness:	334.315462585034	Fitness standard deviation:	43.9081415515415	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25856	Best fitness:	110.32789115646258	Average fitness:	347.52560544217704	Fitness standard deviation:	39.40600289503194	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25872	Best fitness:	110.32789115646258	Average fitness:	340.2207482993199	Fitness standard deviation:	38.52565704852297	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25888	Best fitness:	110.32789115646258	Average fitness:	343.4467482993199	Fitness standard deviation:	38.743800603767426	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25904	Best fitness:	110.32789115646258	Average fitness:	344.13774829931964	Fitness standard deviation:	39.85834054498506	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25920	Best fitness:	110.32789115646258	Average fitness:	337.84660544217695	Fitness standard deviation:	38.84425428029012	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25936	Best fitness:	110.32789115646258	Average fitness:	340.16189115646273	Fitness standard deviation:	36.521250776578206	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25952	Best fitness:	110.32789115646258	Average fitness:	340.37303401360566	Fitness standard deviation:	39.55744037034072	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25968	Best fitness:	110.32789115646258	Average fitness:	339.1403197278912	Fitness standard deviation:	40.262496711567444	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	25984	Best fitness:	110.32789115646258	Average fitness:	334.3297482993197	Fitness standard deviation:	42.91794658890571	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26000	Best fitness:	110.32789115646258	Average fitness:	346.05603401360537	Fitness standard deviation:	41.69723379240852	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26016	Best fitness:	110.32789115646258	Average fitness:	336.44103401360553	Fitness standard deviation:	40.1598865597227	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26032	Best fitness:	110.32789115646258	Average fitness:	340.16674829931986	Fitness standard deviation:	40.14293737053499	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26048	Best fitness:	110.32789115646258	Average fitness:	338.28503401360535	Fitness standard deviation:	40.08961135725201	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26064	Best fitness:	110.32789115646258	Average fitness:	336.55203401360535	Fitness standard deviation:	42.33742428010317	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26080	Best fitness:	110.32789115646258	Average fitness:	337.5367482993199	Fitness standard deviation:	37.1627044104979	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26096	Best fitness:	110.32789115646258	Average fitness:	338.2926054421771	Fitness standard deviation:	43.168629669835816	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26112	Best fitness:	110.32789115646258	Average fitness:	338.3473197278913	Fitness standard deviation:	39.8252139146413	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26128	Best fitness:	110.32789115646258	Average fitness:	338.6471768707485	Fitness standard deviation:	42.82816271962615	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26144	Best fitness:	110.32789115646258	Average fitness:	336.83689115646274	Fitness standard deviation:	40.20616929791055	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26160	Best fitness:	110.32789115646258	Average fitness:	337.1541768707482	Fitness standard deviation:	42.3296189408016	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26176	Best fitness:	110.32789115646258	Average fitness:	339.8360340136058	Fitness standard deviation:	42.097545119905156	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
Generation:	26192	Best fitness:	110.32789115646258	Average fitness:	343.11860544217694	Fitness standard deviation:	38.18256669593856	Best genome:	A13	N9	A15	A14	A17	N7	A10	N12	E3	A7	A9	N3	E4	N5	A11	N6	A6	A12	A16	E5	A8	
