Generation:	16	Best fitness:	226.29931972789115	Average fitness:	325.98503401360546	Fitness standard deviation:	33.8860110803673	Best genome:	N9	A12	N3	N5	A11	N12	A6	A14	N6	E5	N7	A10	A8	A9	E4	A17	A7	A13	A16	E3	A15	
Generation:	58224	Best fitness:	105.81360544217688	Average fitness:	308.1393197278912	Fitness standard deviation:	54.80190790660561	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58240	Best fitness:	105.81360544217688	Average fitness:	315.4056054421769	Fitness standard deviation:	51.97597248336808	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58256	Best fitness:	105.81360544217688	Average fitness:	313.8518911564627	Fitness standard deviation:	49.66859102294006	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58272	Best fitness:	105.81360544217688	Average fitness:	306.30389115646267	Fitness standard deviation:	55.27583178118662	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58288	Best fitness:	105.81360544217688	Average fitness:	320.80503401360534	Fitness standard deviation:	52.72828161084574	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58304	Best fitness:	105.81360544217688	Average fitness:	304.00331972789115	Fitness standard deviation:	52.39160261736919	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58320	Best fitness:	105.81360544217688	Average fitness:	309.0850340136056	Fitness standard deviation:	56.451376585229056	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58336	Best fitness:	105.81360544217688	Average fitness:	316.6398911564627	Fitness standard deviation:	49.44721624900142	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58352	Best fitness:	105.81360544217688	Average fitness:	310.85703401360547	Fitness standard deviation:	51.96478815348653	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58368	Best fitness:	105.81360544217688	Average fitness:	304.7193197278911	Fitness standard deviation:	48.30806050965078	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58384	Best fitness:	105.81360544217688	Average fitness:	318.13817687074834	Fitness standard deviation:	59.99795908365619	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58400	Best fitness:	105.81360544217688	Average fitness:	310.04446258503407	Fitness standard deviation:	64.49170599165667	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58416	Best fitness:	105.81360544217688	Average fitness:	305.1370340136055	Fitness standard deviation:	52.88501795945075	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58432	Best fitness:	105.81360544217688	Average fitness:	308.70674829931977	Fitness standard deviation:	50.80533791977824	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58448	Best fitness:	105.81360544217688	Average fitness:	326.89989115646256	Fitness standard deviation:	54.673437191815076	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58464	Best fitness:	105.81360544217688	Average fitness:	318.05703401360546	Fitness standard deviation:	59.03944423166324	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58480	Best fitness:	105.81360544217688	Average fitness:	329.19589115646255	Fitness standard deviation:	46.95438720759559	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58496	Best fitness:	105.81360544217688	Average fitness:	321.1570340136055	Fitness standard deviation:	51.23796758383815	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58512	Best fitness:	105.81360544217688	Average fitness:	315.3913197278912	Fitness standard deviation:	55.95495368707268	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58528	Best fitness:	105.81360544217688	Average fitness:	316.3033197278912	Fitness standard deviation:	72.8175426295906	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58544	Best fitness:	105.81360544217688	Average fitness:	307.8056054421768	Fitness standard deviation:	48.822300036949905	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58560	Best fitness:	105.81360544217688	Average fitness:	315.8164625850339	Fitness standard deviation:	59.55785559659873	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58576	Best fitness:	105.81360544217688	Average fitness:	317.1158911564627	Fitness standard deviation:	55.49503617147635	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58592	Best fitness:	105.81360544217688	Average fitness:	309.5610340136055	Fitness standard deviation:	56.44697402927127	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58608	Best fitness:	105.81360544217688	Average fitness:	309.9044625850341	Fitness standard deviation:	46.20099643417016	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58624	Best fitness:	105.81360544217688	Average fitness:	312.5336054421769	Fitness standard deviation:	51.75938932863747	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58640	Best fitness:	105.81360544217688	Average fitness:	307.2593197278912	Fitness standard deviation:	51.0790983251886	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58656	Best fitness:	105.81360544217688	Average fitness:	326.2473197278911	Fitness standard deviation:	57.14638637387177	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58672	Best fitness:	105.81360544217688	Average fitness:	319.880462585034	Fitness standard deviation:	54.82752909304759	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58688	Best fitness:	105.81360544217688	Average fitness:	305.16731972789125	Fitness standard deviation:	58.341801274900654	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58704	Best fitness:	105.81360544217688	Average fitness:	312.89074829931974	Fitness standard deviation:	56.69094049928857	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58720	Best fitness:	105.81360544217688	Average fitness:	323.64846258503405	Fitness standard deviation:	50.59712996297118	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58736	Best fitness:	105.81360544217688	Average fitness:	300.06560544217683	Fitness standard deviation:	61.80070317016248	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58752	Best fitness:	105.81360544217688	Average fitness:	313.7644625850339	Fitness standard deviation:	63.39079159033257	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58768	Best fitness:	105.81360544217688	Average fitness:	312.5267482993198	Fitness standard deviation:	52.017757395029676	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58784	Best fitness:	105.81360544217688	Average fitness:	313.1170340136055	Fitness standard deviation:	48.74831518260767	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58800	Best fitness:	105.81360544217688	Average fitness:	311.8758911564626	Fitness standard deviation:	57.801805406448146	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58816	Best fitness:	105.81360544217688	Average fitness:	309.56046258503403	Fitness standard deviation:	60.71129512231287	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58832	Best fitness:	105.81360544217688	Average fitness:	297.664462585034	Fitness standard deviation:	58.907141672989304	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58848	Best fitness:	105.81360544217688	Average fitness:	309.06446258503405	Fitness standard deviation:	53.42906013221873	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58864	Best fitness:	105.81360544217688	Average fitness:	318.37360544217705	Fitness standard deviation:	57.217620519899135	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58880	Best fitness:	105.81360544217688	Average fitness:	317.8267482993198	Fitness standard deviation:	56.16887371315257	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58896	Best fitness:	105.81360544217688	Average fitness:	304.3667482993198	Fitness standard deviation:	55.20462203660198	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58912	Best fitness:	105.81360544217688	Average fitness:	303.0907482993198	Fitness standard deviation:	52.43642455782204	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58928	Best fitness:	105.81360544217688	Average fitness:	315.03646258503403	Fitness standard deviation:	51.20599805427772	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58944	Best fitness:	105.81360544217688	Average fitness:	318.23646258503396	Fitness standard deviation:	56.30601548317761	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58960	Best fitness:	105.81360544217688	Average fitness:	314.2730340136055	Fitness standard deviation:	51.990209389139125	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58976	Best fitness:	105.81360544217688	Average fitness:	320.0261768707484	Fitness standard deviation:	52.804851094402686	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	58992	Best fitness:	105.81360544217688	Average fitness:	306.6313197278912	Fitness standard deviation:	56.8107684216035	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59008	Best fitness:	105.81360544217688	Average fitness:	314.0644625850339	Fitness standard deviation:	50.216747605571115	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59024	Best fitness:	105.81360544217688	Average fitness:	317.22789115646265	Fitness standard deviation:	44.78850481167357	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59040	Best fitness:	105.81360544217688	Average fitness:	309.6598911564625	Fitness standard deviation:	50.27520503494861	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59056	Best fitness:	105.81360544217688	Average fitness:	312.56846258503407	Fitness standard deviation:	54.9848501850969	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59072	Best fitness:	105.81360544217688	Average fitness:	309.30503401360545	Fitness standard deviation:	57.90554983799754	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59088	Best fitness:	105.81360544217688	Average fitness:	316.05931972789125	Fitness standard deviation:	55.77571499921331	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59104	Best fitness:	105.81360544217688	Average fitness:	318.23360544217684	Fitness standard deviation:	56.05980982442787	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59120	Best fitness:	105.81360544217688	Average fitness:	312.26617687074827	Fitness standard deviation:	57.07477011065111	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59136	Best fitness:	105.81360544217688	Average fitness:	307.53931972789115	Fitness standard deviation:	60.1200896166182	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59152	Best fitness:	105.81360544217688	Average fitness:	313.48160544217683	Fitness standard deviation:	61.51578709334934	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59168	Best fitness:	105.81360544217688	Average fitness:	312.06331972789127	Fitness standard deviation:	57.907018730769714	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59184	Best fitness:	105.81360544217688	Average fitness:	314.13246258503403	Fitness standard deviation:	52.45271358829313	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59200	Best fitness:	105.81360544217688	Average fitness:	309.0816054421768	Fitness standard deviation:	51.0374677543421	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59216	Best fitness:	105.81360544217688	Average fitness:	317.47531972789125	Fitness standard deviation:	60.985227615097955	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59232	Best fitness:	105.81360544217688	Average fitness:	306.75246258503404	Fitness standard deviation:	58.76689669588915	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59248	Best fitness:	105.81360544217688	Average fitness:	308.45303401360553	Fitness standard deviation:	54.81834755865252	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59264	Best fitness:	105.81360544217688	Average fitness:	314.6381768707484	Fitness standard deviation:	52.46083803045033	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59280	Best fitness:	105.81360544217688	Average fitness:	312.0518911564625	Fitness standard deviation:	52.90629548126593	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59296	Best fitness:	105.81360544217688	Average fitness:	313.4941768707484	Fitness standard deviation:	54.63811772238222	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59312	Best fitness:	105.81360544217688	Average fitness:	313.67360544217684	Fitness standard deviation:	56.03934397786423	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59328	Best fitness:	105.81360544217688	Average fitness:	321.6998911564625	Fitness standard deviation:	57.74878077765904	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59344	Best fitness:	105.81360544217688	Average fitness:	312.66446258503396	Fitness standard deviation:	55.81506702879225	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59360	Best fitness:	105.81360544217688	Average fitness:	310.43646258503406	Fitness standard deviation:	53.15936179958123	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59376	Best fitness:	105.81360544217688	Average fitness:	308.01589115646266	Fitness standard deviation:	48.381860604898584	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59392	Best fitness:	105.81360544217688	Average fitness:	307.55646258503407	Fitness standard deviation:	52.00699701747363	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59408	Best fitness:	105.81360544217688	Average fitness:	315.0850340136055	Fitness standard deviation:	51.542906319267004	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59424	Best fitness:	105.81360544217688	Average fitness:	309.4838911564626	Fitness standard deviation:	51.34990847834779	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59440	Best fitness:	105.81360544217688	Average fitness:	310.04446258503395	Fitness standard deviation:	53.57536194017179	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59456	Best fitness:	105.81360544217688	Average fitness:	315.69303401360537	Fitness standard deviation:	49.68082890300639	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59472	Best fitness:	105.81360544217688	Average fitness:	319.83074829931974	Fitness standard deviation:	46.39072919347185	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59488	Best fitness:	105.81360544217688	Average fitness:	309.92160544217694	Fitness standard deviation:	59.00931653595741	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59504	Best fitness:	105.81360544217688	Average fitness:	309.49703401360546	Fitness standard deviation:	51.18107330022755	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59520	Best fitness:	105.81360544217688	Average fitness:	317.8438911564627	Fitness standard deviation:	47.75237535624029	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59536	Best fitness:	105.81360544217688	Average fitness:	315.7136054421769	Fitness standard deviation:	48.39241912295177	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59552	Best fitness:	105.81360544217688	Average fitness:	309.0244625850341	Fitness standard deviation:	51.86958776762809	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59568	Best fitness:	105.81360544217688	Average fitness:	310.2507482993198	Fitness standard deviation:	47.5063658892153	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59584	Best fitness:	105.81360544217688	Average fitness:	315.64674829931977	Fitness standard deviation:	58.251605246515894	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59600	Best fitness:	105.81360544217688	Average fitness:	308.33017687074835	Fitness standard deviation:	59.36727301282746	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59616	Best fitness:	105.81360544217688	Average fitness:	312.5187482993197	Fitness standard deviation:	48.07626846873154	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59632	Best fitness:	105.81360544217688	Average fitness:	324.01246258503403	Fitness standard deviation:	51.143866537524936	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59648	Best fitness:	105.81360544217688	Average fitness:	316.15931972789133	Fitness standard deviation:	58.23767719353133	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59664	Best fitness:	105.81360544217688	Average fitness:	316.99417687074833	Fitness standard deviation:	56.961916225506606	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59680	Best fitness:	105.81360544217688	Average fitness:	317.03189115646256	Fitness standard deviation:	57.18230374469903	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59696	Best fitness:	105.81360544217688	Average fitness:	325.8936054421768	Fitness standard deviation:	50.88203532060552	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59712	Best fitness:	105.81360544217688	Average fitness:	305.68160544217693	Fitness standard deviation:	57.174604863576654	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59728	Best fitness:	105.81360544217688	Average fitness:	312.5570340136056	Fitness standard deviation:	57.22393576260956	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59744	Best fitness:	105.81360544217688	Average fitness:	319.3976054421769	Fitness standard deviation:	51.21042660415544	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59760	Best fitness:	105.81360544217688	Average fitness:	317.3638911564626	Fitness standard deviation:	49.83505390663835	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59776	Best fitness:	105.81360544217688	Average fitness:	310.21417687074825	Fitness standard deviation:	42.80871835292909	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59792	Best fitness:	105.81360544217688	Average fitness:	316.9427482993197	Fitness standard deviation:	56.72228435571519	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59808	Best fitness:	105.81360544217688	Average fitness:	314.18503401360545	Fitness standard deviation:	60.169485248770755	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59824	Best fitness:	105.81360544217688	Average fitness:	318.4221768707483	Fitness standard deviation:	60.733465004300314	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59840	Best fitness:	105.81360544217688	Average fitness:	311.4164625850341	Fitness standard deviation:	54.277626841178346	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59856	Best fitness:	105.81360544217688	Average fitness:	314.76160544217686	Fitness standard deviation:	48.400856693379524	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59872	Best fitness:	105.81360544217688	Average fitness:	311.5930340136055	Fitness standard deviation:	50.76811213221729	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59888	Best fitness:	105.81360544217688	Average fitness:	312.3330340136055	Fitness standard deviation:	58.941486221852394	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59904	Best fitness:	105.81360544217688	Average fitness:	316.2604625850341	Fitness standard deviation:	57.83691011590351	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59920	Best fitness:	105.81360544217688	Average fitness:	313.62960544217685	Fitness standard deviation:	55.12994168807557	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59936	Best fitness:	105.81360544217688	Average fitness:	304.41017687074833	Fitness standard deviation:	46.29978468323891	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
Generation:	59952	Best fitness:	105.81360544217688	Average fitness:	313.4118911564626	Fitness standard deviation:	62.11589521110962	Best genome:	A16	E5	A15	A6	A14	A17	A12	N5	E4	N3	A11	N12	E3	N6	N7	A10	A8	A13	N9	A9	A7	
