Generation:	16	Best fitness:	253.4421768707483	Average fitness:	327.5350340136054	Fitness standard deviation:	38.30633653023148	Best genome:	A16	N3	E3	N12	A8	N9	E4	A7	A14	A6	N7	N5	A17	A10	E5	A13	A9	A15	A11	N6	A12	
Generation:	44480	Best fitness:	95.6421768707483	Average fitness:	272.8536054421769	Fitness standard deviation:	57.3591651662699	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44496	Best fitness:	95.6421768707483	Average fitness:	280.2678911564627	Fitness standard deviation:	57.29148236012407	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44512	Best fitness:	95.6421768707483	Average fitness:	260.5793197278912	Fitness standard deviation:	66.43442038766423	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44528	Best fitness:	95.6421768707483	Average fitness:	257.1636054421769	Fitness standard deviation:	60.868271869736574	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44544	Best fitness:	95.6421768707483	Average fitness:	269.9850340136055	Fitness standard deviation:	61.75616436222941	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44560	Best fitness:	95.6421768707483	Average fitness:	247.8850340136055	Fitness standard deviation:	61.291007097456045	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44576	Best fitness:	95.6421768707483	Average fitness:	261.2836054421769	Fitness standard deviation:	57.935763495760845	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44592	Best fitness:	95.6421768707483	Average fitness:	273.46931972789116	Fitness standard deviation:	55.15199885363195	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44608	Best fitness:	95.6421768707483	Average fitness:	261.20503401360554	Fitness standard deviation:	63.80625847366514	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44624	Best fitness:	95.6421768707483	Average fitness:	249.33646258503398	Fitness standard deviation:	49.874101986698385	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44640	Best fitness:	95.6421768707483	Average fitness:	246.15360544217683	Fitness standard deviation:	78.6008583325414	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44656	Best fitness:	95.6421768707483	Average fitness:	252.68503401360545	Fitness standard deviation:	76.11083942219413	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44672	Best fitness:	95.6421768707483	Average fitness:	268.84646258503403	Fitness standard deviation:	69.75440021231343	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44688	Best fitness:	95.6421768707483	Average fitness:	260.5050340136055	Fitness standard deviation:	68.07277234470385	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44704	Best fitness:	95.6421768707483	Average fitness:	269.34646258503403	Fitness standard deviation:	64.94741940797265	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44720	Best fitness:	95.6421768707483	Average fitness:	293.1521768707483	Fitness standard deviation:	66.98478369703656	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44736	Best fitness:	95.6421768707483	Average fitness:	267.21931972789116	Fitness standard deviation:	68.27742663395496	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44752	Best fitness:	95.6421768707483	Average fitness:	248.76503401360546	Fitness standard deviation:	52.38547555362642	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44768	Best fitness:	95.6421768707483	Average fitness:	261.7493197278912	Fitness standard deviation:	78.0693448290737	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44784	Best fitness:	95.6421768707483	Average fitness:	263.2021768707483	Fitness standard deviation:	61.53928919223649	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44800	Best fitness:	95.6421768707483	Average fitness:	262.546462585034	Fitness standard deviation:	73.89916145170596	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44816	Best fitness:	95.6421768707483	Average fitness:	249.306462585034	Fitness standard deviation:	67.3701047216351	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44832	Best fitness:	95.6421768707483	Average fitness:	261.0621768707484	Fitness standard deviation:	70.61900542014601	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44848	Best fitness:	95.6421768707483	Average fitness:	250.26503401360551	Fitness standard deviation:	63.26144429819697	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44864	Best fitness:	95.6421768707483	Average fitness:	255.4236054421769	Fitness standard deviation:	80.97912770887197	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44880	Best fitness:	95.6421768707483	Average fitness:	255.85646258503397	Fitness standard deviation:	65.54204726115651	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44896	Best fitness:	95.6421768707483	Average fitness:	262.5393197278912	Fitness standard deviation:	66.28915163501337	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44912	Best fitness:	95.6421768707483	Average fitness:	263.68789115646257	Fitness standard deviation:	62.462577465819244	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44928	Best fitness:	95.6421768707483	Average fitness:	265.38217687074825	Fitness standard deviation:	56.37716783469372	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44944	Best fitness:	95.6421768707483	Average fitness:	249.25360544217693	Fitness standard deviation:	71.6758533330466	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44960	Best fitness:	95.6421768707483	Average fitness:	242.71503401360548	Fitness standard deviation:	77.03211335381565	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44976	Best fitness:	95.6421768707483	Average fitness:	251.59360544217694	Fitness standard deviation:	63.83426889778159	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	44992	Best fitness:	95.6421768707483	Average fitness:	257.99360544217694	Fitness standard deviation:	61.05919783960747	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45008	Best fitness:	95.6421768707483	Average fitness:	249.43217687074835	Fitness standard deviation:	66.97960291105382	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45024	Best fitness:	95.6421768707483	Average fitness:	260.076462585034	Fitness standard deviation:	59.64077813314085	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45040	Best fitness:	95.6421768707483	Average fitness:	249.95074829931974	Fitness standard deviation:	52.742246243173135	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45056	Best fitness:	95.6421768707483	Average fitness:	266.82360544217687	Fitness standard deviation:	58.720483701366504	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45072	Best fitness:	95.6421768707483	Average fitness:	260.996462585034	Fitness standard deviation:	56.633945542890636	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45088	Best fitness:	95.6421768707483	Average fitness:	268.7807482993197	Fitness standard deviation:	53.80578018793755	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45104	Best fitness:	95.6421768707483	Average fitness:	285.54503401360546	Fitness standard deviation:	57.93314824266089	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45120	Best fitness:	95.6421768707483	Average fitness:	277.246462585034	Fitness standard deviation:	57.34584537377275	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45136	Best fitness:	95.6421768707483	Average fitness:	262.596462585034	Fitness standard deviation:	73.44733301169357	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45152	Best fitness:	95.6421768707483	Average fitness:	262.84360544217685	Fitness standard deviation:	66.86526414349676	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45168	Best fitness:	95.6421768707483	Average fitness:	250.74646258503404	Fitness standard deviation:	76.01701918730075	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45184	Best fitness:	95.6421768707483	Average fitness:	250.9578911564626	Fitness standard deviation:	71.23711683024315	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45200	Best fitness:	95.6421768707483	Average fitness:	268.0678911564626	Fitness standard deviation:	52.79190792969263	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45216	Best fitness:	95.6421768707483	Average fitness:	255.3150340136054	Fitness standard deviation:	58.572421925374414	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45232	Best fitness:	95.6421768707483	Average fitness:	255.49789115646263	Fitness standard deviation:	67.35184101236656	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45248	Best fitness:	95.6421768707483	Average fitness:	259.486462585034	Fitness standard deviation:	67.21981575854136	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45264	Best fitness:	95.6421768707483	Average fitness:	262.1736054421769	Fitness standard deviation:	70.22202945236035	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45280	Best fitness:	95.6421768707483	Average fitness:	255.54646258503408	Fitness standard deviation:	48.03875329738843	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45296	Best fitness:	95.6421768707483	Average fitness:	249.056462585034	Fitness standard deviation:	65.95969239170361	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45312	Best fitness:	95.6421768707483	Average fitness:	267.6221768707483	Fitness standard deviation:	60.163061485823164	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45328	Best fitness:	95.6421768707483	Average fitness:	263.3836054421769	Fitness standard deviation:	73.07182794193335	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45344	Best fitness:	95.6421768707483	Average fitness:	269.84931972789116	Fitness standard deviation:	58.389613889835594	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45360	Best fitness:	95.6421768707483	Average fitness:	258.9764625850341	Fitness standard deviation:	60.6271267499886	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45376	Best fitness:	95.6421768707483	Average fitness:	280.6821768707484	Fitness standard deviation:	64.4688929259844	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45392	Best fitness:	95.6421768707483	Average fitness:	264.4593197278912	Fitness standard deviation:	59.81375338396305	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45408	Best fitness:	95.6421768707483	Average fitness:	271.4721768707483	Fitness standard deviation:	63.144680952975456	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45424	Best fitness:	95.6421768707483	Average fitness:	259.1007482993197	Fitness standard deviation:	64.61699749528852	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45440	Best fitness:	95.6421768707483	Average fitness:	273.6221768707484	Fitness standard deviation:	65.70944025614212	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45456	Best fitness:	95.6421768707483	Average fitness:	280.9878911564625	Fitness standard deviation:	71.95585489076775	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45472	Best fitness:	95.6421768707483	Average fitness:	264.076462585034	Fitness standard deviation:	57.53102062969053	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45488	Best fitness:	95.6421768707483	Average fitness:	255.44360544217693	Fitness standard deviation:	71.24820168156627	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45504	Best fitness:	95.6421768707483	Average fitness:	278.2536054421769	Fitness standard deviation:	63.349929626428704	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45520	Best fitness:	95.6421768707483	Average fitness:	263.73503401360546	Fitness standard deviation:	57.701741829896974	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45536	Best fitness:	95.6421768707483	Average fitness:	271.87789115646257	Fitness standard deviation:	55.46647884542702	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45552	Best fitness:	95.6421768707483	Average fitness:	265.43931972789125	Fitness standard deviation:	56.37663280589408	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45568	Best fitness:	95.6421768707483	Average fitness:	272.0793197278912	Fitness standard deviation:	55.69027621861937	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45584	Best fitness:	95.6421768707483	Average fitness:	265.12931972789113	Fitness standard deviation:	57.98650615374552	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45600	Best fitness:	95.6421768707483	Average fitness:	278.04360544217695	Fitness standard deviation:	76.06460276552788	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45616	Best fitness:	95.6421768707483	Average fitness:	265.0036054421769	Fitness standard deviation:	63.268515737872896	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45632	Best fitness:	95.6421768707483	Average fitness:	271.6836054421769	Fitness standard deviation:	63.34769649340383	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45648	Best fitness:	95.6421768707483	Average fitness:	264.5407482993197	Fitness standard deviation:	68.75611763505047	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45664	Best fitness:	95.6421768707483	Average fitness:	243.07074829931975	Fitness standard deviation:	68.62814797062173	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45680	Best fitness:	95.6421768707483	Average fitness:	265.72931972789127	Fitness standard deviation:	87.32375905742013	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45696	Best fitness:	95.6421768707483	Average fitness:	253.5107482993198	Fitness standard deviation:	64.27079026768422	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45712	Best fitness:	95.6421768707483	Average fitness:	263.36074829931977	Fitness standard deviation:	54.998573840507866	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45728	Best fitness:	95.6421768707483	Average fitness:	272.2450340136055	Fitness standard deviation:	69.17955277716804	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45744	Best fitness:	95.6421768707483	Average fitness:	276.32217687074836	Fitness standard deviation:	58.86567455500979	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45760	Best fitness:	95.6421768707483	Average fitness:	268.00074829931975	Fitness standard deviation:	59.93283211484439	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45776	Best fitness:	95.6421768707483	Average fitness:	272.24789115646263	Fitness standard deviation:	60.683554306461865	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45792	Best fitness:	95.6421768707483	Average fitness:	257.6336054421769	Fitness standard deviation:	61.5094883007525	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45808	Best fitness:	95.6421768707483	Average fitness:	261.90931972789116	Fitness standard deviation:	57.07686137202739	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45824	Best fitness:	95.6421768707483	Average fitness:	269.0407482993197	Fitness standard deviation:	57.624189560018806	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45840	Best fitness:	95.6421768707483	Average fitness:	259.03360544217696	Fitness standard deviation:	60.41553530444342	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45856	Best fitness:	95.6421768707483	Average fitness:	250.81074829931973	Fitness standard deviation:	51.068273548900265	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45872	Best fitness:	95.6421768707483	Average fitness:	261.92074829931977	Fitness standard deviation:	73.05283515709569	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45888	Best fitness:	95.6421768707483	Average fitness:	276.32646258503405	Fitness standard deviation:	60.21685876556363	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45904	Best fitness:	95.6421768707483	Average fitness:	251.30217687074827	Fitness standard deviation:	68.86957024784203	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45920	Best fitness:	95.6421768707483	Average fitness:	261.70789115646267	Fitness standard deviation:	60.869269147334215	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45936	Best fitness:	95.6421768707483	Average fitness:	261.88931972789123	Fitness standard deviation:	65.78018079721495	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45952	Best fitness:	95.6421768707483	Average fitness:	260.18074829931976	Fitness standard deviation:	65.49367208878634	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45968	Best fitness:	95.6421768707483	Average fitness:	262.2221768707483	Fitness standard deviation:	56.372197590873554	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	45984	Best fitness:	95.6421768707483	Average fitness:	269.0393197278912	Fitness standard deviation:	72.79905746194065	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46000	Best fitness:	95.6421768707483	Average fitness:	267.75931972789124	Fitness standard deviation:	69.17166277177559	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46016	Best fitness:	95.6421768707483	Average fitness:	270.1678911564626	Fitness standard deviation:	60.05417309498524	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46032	Best fitness:	95.6421768707483	Average fitness:	269.6421768707483	Fitness standard deviation:	57.35971280490537	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46048	Best fitness:	95.6421768707483	Average fitness:	255.0021768707483	Fitness standard deviation:	76.09263924282543	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46064	Best fitness:	95.6421768707483	Average fitness:	257.416462585034	Fitness standard deviation:	57.53397640365497	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46080	Best fitness:	95.6421768707483	Average fitness:	259.43789115646257	Fitness standard deviation:	70.36388352046548	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46096	Best fitness:	95.6421768707483	Average fitness:	266.2050340136055	Fitness standard deviation:	61.2567924430276	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46112	Best fitness:	95.6421768707483	Average fitness:	261.94074829931975	Fitness standard deviation:	55.46246862997185	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46128	Best fitness:	95.6421768707483	Average fitness:	251.96646258503407	Fitness standard deviation:	61.75354721696196	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46144	Best fitness:	95.6421768707483	Average fitness:	262.23931972789126	Fitness standard deviation:	67.03359127470104	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46160	Best fitness:	95.6421768707483	Average fitness:	260.60789115646264	Fitness standard deviation:	64.68708264579946	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46176	Best fitness:	95.6421768707483	Average fitness:	246.55503401360548	Fitness standard deviation:	66.19245007505596	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46192	Best fitness:	95.6421768707483	Average fitness:	270.1893197278912	Fitness standard deviation:	79.21784084512318	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
Generation:	46208	Best fitness:	95.6421768707483	Average fitness:	250.7078911564626	Fitness standard deviation:	62.25406279668723	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	E3	N6	A6	A12	N9	A13	A16	E5	A15	N7	A10	N12	A8	
