Generation:	16	Best fitness:	219.6421768707483	Average fitness:	331.52960544217683	Fitness standard deviation:	36.26899070634779	Best genome:	E5	N6	A17	A15	N7	A6	A12	A14	A16	A13	A9	A7	N9	E3	A10	E4	N3	A11	N12	N5	A8	
Generation:	58336	Best fitness:	95.75646258503401	Average fitness:	299.0718911564626	Fitness standard deviation:	56.22225108496835	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58352	Best fitness:	95.75646258503401	Average fitness:	300.3250340136056	Fitness standard deviation:	56.21027467991805	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58368	Best fitness:	95.75646258503401	Average fitness:	300.9610340136054	Fitness standard deviation:	53.98393090011666	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58384	Best fitness:	95.75646258503401	Average fitness:	316.22617687074836	Fitness standard deviation:	47.5464501252218	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58400	Best fitness:	95.75646258503401	Average fitness:	323.388462585034	Fitness standard deviation:	62.12123226763117	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58416	Best fitness:	95.75646258503401	Average fitness:	313.08903401360544	Fitness standard deviation:	54.43497008057844	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58432	Best fitness:	95.75646258503401	Average fitness:	310.71760544217676	Fitness standard deviation:	52.5165542056279	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58448	Best fitness:	95.75646258503401	Average fitness:	307.65474829931975	Fitness standard deviation:	64.31881209178198	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58464	Best fitness:	95.75646258503401	Average fitness:	312.59417687074836	Fitness standard deviation:	60.68205542911381	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58480	Best fitness:	95.75646258503401	Average fitness:	304.9507482993198	Fitness standard deviation:	49.90537658654524	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58496	Best fitness:	95.75646258503401	Average fitness:	311.4701768707483	Fitness standard deviation:	59.196795415196014	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58512	Best fitness:	95.75646258503401	Average fitness:	320.77303401360547	Fitness standard deviation:	55.86563883944026	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58528	Best fitness:	95.75646258503401	Average fitness:	307.88446258503404	Fitness standard deviation:	62.912171299619395	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58544	Best fitness:	95.75646258503401	Average fitness:	316.4981768707483	Fitness standard deviation:	53.72782502919085	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58560	Best fitness:	95.75646258503401	Average fitness:	311.9118911564627	Fitness standard deviation:	61.26557115791971	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58576	Best fitness:	95.75646258503401	Average fitness:	321.80560544217695	Fitness standard deviation:	60.16892086485195	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58592	Best fitness:	95.75646258503401	Average fitness:	317.7044625850339	Fitness standard deviation:	54.94349652402653	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58608	Best fitness:	95.75646258503401	Average fitness:	311.27246258503396	Fitness standard deviation:	54.42073506692546	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58624	Best fitness:	95.75646258503401	Average fitness:	308.59246258503396	Fitness standard deviation:	60.75144135285169	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58640	Best fitness:	95.75646258503401	Average fitness:	310.78617687074836	Fitness standard deviation:	54.41345600687614	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58656	Best fitness:	95.75646258503401	Average fitness:	319.444462585034	Fitness standard deviation:	57.7834467759247	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58672	Best fitness:	95.75646258503401	Average fitness:	311.9993197278911	Fitness standard deviation:	48.92689965861399	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58688	Best fitness:	95.75646258503401	Average fitness:	309.00331972789115	Fitness standard deviation:	60.40568503046714	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58704	Best fitness:	95.75646258503401	Average fitness:	300.63074829931975	Fitness standard deviation:	58.70308798330383	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58720	Best fitness:	95.75646258503401	Average fitness:	316.5930340136054	Fitness standard deviation:	57.30453186908252	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58736	Best fitness:	95.75646258503401	Average fitness:	309.2433197278911	Fitness standard deviation:	47.8608472630259	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58752	Best fitness:	95.75646258503401	Average fitness:	310.20217687074825	Fitness standard deviation:	48.39232794650028	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58768	Best fitness:	95.75646258503401	Average fitness:	313.01246258503403	Fitness standard deviation:	58.53281708789436	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58784	Best fitness:	95.75646258503401	Average fitness:	309.0896054421768	Fitness standard deviation:	60.592891240622926	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58800	Best fitness:	95.75646258503401	Average fitness:	303.8553197278911	Fitness standard deviation:	60.84094679454901	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58816	Best fitness:	95.75646258503401	Average fitness:	312.4913197278912	Fitness standard deviation:	56.09268919295955	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58832	Best fitness:	95.75646258503401	Average fitness:	304.37760544217696	Fitness standard deviation:	53.007537025889256	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58848	Best fitness:	95.75646258503401	Average fitness:	306.50103401360553	Fitness standard deviation:	52.34765181096903	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58864	Best fitness:	95.75646258503401	Average fitness:	294.0090340136054	Fitness standard deviation:	51.109892124515305	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58880	Best fitness:	95.75646258503401	Average fitness:	318.7987482993197	Fitness standard deviation:	47.1039206271514	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58896	Best fitness:	95.75646258503401	Average fitness:	313.1267482993197	Fitness standard deviation:	56.935279249193755	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58912	Best fitness:	95.75646258503401	Average fitness:	304.56960544217685	Fitness standard deviation:	47.46147058963315	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58928	Best fitness:	95.75646258503401	Average fitness:	320.3707482993196	Fitness standard deviation:	65.85258348022809	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58944	Best fitness:	95.75646258503401	Average fitness:	306.3136054421768	Fitness standard deviation:	55.200658455108595	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58960	Best fitness:	95.75646258503401	Average fitness:	311.8970340136054	Fitness standard deviation:	57.81448581701402	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58976	Best fitness:	95.75646258503401	Average fitness:	314.4038911564626	Fitness standard deviation:	63.67239278990414	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	58992	Best fitness:	95.75646258503401	Average fitness:	318.75131972789114	Fitness standard deviation:	52.280782496525234	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59008	Best fitness:	95.75646258503401	Average fitness:	307.7816054421769	Fitness standard deviation:	57.43186959683408	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59024	Best fitness:	95.75646258503401	Average fitness:	312.6336054421769	Fitness standard deviation:	56.32920415571594	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59040	Best fitness:	95.75646258503401	Average fitness:	314.91760544217686	Fitness standard deviation:	51.79512127683101	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59056	Best fitness:	95.75646258503401	Average fitness:	306.5176054421769	Fitness standard deviation:	54.81757762481904	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59072	Best fitness:	95.75646258503401	Average fitness:	296.9113197278911	Fitness standard deviation:	63.4443185317581	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59088	Best fitness:	95.75646258503401	Average fitness:	313.9798911564626	Fitness standard deviation:	60.07004583154637	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59104	Best fitness:	95.75646258503401	Average fitness:	318.2918911564625	Fitness standard deviation:	51.851672536344736	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59120	Best fitness:	95.75646258503401	Average fitness:	312.4290340136054	Fitness standard deviation:	51.33928064814882	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59136	Best fitness:	95.75646258503401	Average fitness:	316.1490340136054	Fitness standard deviation:	60.8773441481362	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59152	Best fitness:	95.75646258503401	Average fitness:	310.3598911564626	Fitness standard deviation:	58.62430161004314	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59168	Best fitness:	95.75646258503401	Average fitness:	314.9301768707483	Fitness standard deviation:	62.61125903574225	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59184	Best fitness:	95.75646258503401	Average fitness:	320.5581768707482	Fitness standard deviation:	52.59880449017752	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59200	Best fitness:	95.75646258503401	Average fitness:	317.036462585034	Fitness standard deviation:	60.89675357454096	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59216	Best fitness:	95.75646258503401	Average fitness:	306.99474829931967	Fitness standard deviation:	67.65524794885027	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59232	Best fitness:	95.75646258503401	Average fitness:	319.4130340136055	Fitness standard deviation:	52.32946506471459	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59248	Best fitness:	95.75646258503401	Average fitness:	313.79017687074827	Fitness standard deviation:	46.436866314845766	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59264	Best fitness:	95.75646258503401	Average fitness:	312.1981768707483	Fitness standard deviation:	55.23074660116818	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59280	Best fitness:	95.75646258503401	Average fitness:	301.0604625850339	Fitness standard deviation:	52.59236314856958	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59296	Best fitness:	95.75646258503401	Average fitness:	316.2096054421767	Fitness standard deviation:	61.95096863336558	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59312	Best fitness:	95.75646258503401	Average fitness:	298.04503401360535	Fitness standard deviation:	56.32052621797304	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59328	Best fitness:	95.75646258503401	Average fitness:	305.6296054421769	Fitness standard deviation:	62.51698117981013	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59344	Best fitness:	95.75646258503401	Average fitness:	303.9993197278912	Fitness standard deviation:	54.273577365049384	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59360	Best fitness:	95.75646258503401	Average fitness:	310.8250340136055	Fitness standard deviation:	60.77517645773962	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59376	Best fitness:	95.75646258503401	Average fitness:	309.2947482993196	Fitness standard deviation:	54.38973983675785	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59392	Best fitness:	95.75646258503401	Average fitness:	300.7318911564626	Fitness standard deviation:	61.412343374063475	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59408	Best fitness:	95.75646258503401	Average fitness:	306.240462585034	Fitness standard deviation:	57.68975246886026	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59424	Best fitness:	95.75646258503401	Average fitness:	314.5290340136054	Fitness standard deviation:	56.82272295122645	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59440	Best fitness:	95.75646258503401	Average fitness:	316.37989115646263	Fitness standard deviation:	49.62448792806278	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59456	Best fitness:	95.75646258503401	Average fitness:	315.4833197278911	Fitness standard deviation:	57.73913359309813	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59472	Best fitness:	95.75646258503401	Average fitness:	313.4038911564626	Fitness standard deviation:	59.81845612674867	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59488	Best fitness:	95.75646258503401	Average fitness:	329.15989115646266	Fitness standard deviation:	58.5423444556788	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59504	Best fitness:	95.75646258503401	Average fitness:	316.7741768707483	Fitness standard deviation:	59.27521831771052	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59520	Best fitness:	95.75646258503401	Average fitness:	310.8410340136055	Fitness standard deviation:	55.676968883013025	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59536	Best fitness:	95.75646258503401	Average fitness:	305.3387482993197	Fitness standard deviation:	56.31474404104278	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59552	Best fitness:	95.75646258503401	Average fitness:	308.5056054421769	Fitness standard deviation:	58.09800566741178	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59568	Best fitness:	95.75646258503401	Average fitness:	302.85189115646256	Fitness standard deviation:	56.606175940547736	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59584	Best fitness:	95.75646258503401	Average fitness:	310.300462585034	Fitness standard deviation:	54.17557818946896	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59600	Best fitness:	95.75646258503401	Average fitness:	311.21360544217686	Fitness standard deviation:	60.43346714379713	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59616	Best fitness:	95.75646258503401	Average fitness:	305.66503401360546	Fitness standard deviation:	61.71804089104394	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59632	Best fitness:	95.75646258503401	Average fitness:	307.4530340136054	Fitness standard deviation:	48.49081070614076	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59648	Best fitness:	95.75646258503401	Average fitness:	313.80331972789105	Fitness standard deviation:	58.49195186501808	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59664	Best fitness:	95.75646258503401	Average fitness:	311.7918911564626	Fitness standard deviation:	57.69318640065935	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59680	Best fitness:	95.75646258503401	Average fitness:	308.7221768707483	Fitness standard deviation:	58.51983204741059	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59696	Best fitness:	95.75646258503401	Average fitness:	320.53531972789114	Fitness standard deviation:	67.26728575296782	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59712	Best fitness:	95.75646258503401	Average fitness:	308.04903401360554	Fitness standard deviation:	63.49925342578962	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59728	Best fitness:	95.75646258503401	Average fitness:	316.2941768707483	Fitness standard deviation:	58.83013102491073	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59744	Best fitness:	95.75646258503401	Average fitness:	306.8616054421768	Fitness standard deviation:	61.83592547761754	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59760	Best fitness:	95.75646258503401	Average fitness:	309.24617687074823	Fitness standard deviation:	53.448223126953174	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59776	Best fitness:	95.75646258503401	Average fitness:	317.2278911564626	Fitness standard deviation:	59.838565204341975	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59792	Best fitness:	95.75646258503401	Average fitness:	308.30503401360534	Fitness standard deviation:	48.18967388754312	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59808	Best fitness:	95.75646258503401	Average fitness:	306.8690340136056	Fitness standard deviation:	58.96426905874992	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59824	Best fitness:	95.75646258503401	Average fitness:	323.25131972789114	Fitness standard deviation:	53.87502134172598	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59840	Best fitness:	95.75646258503401	Average fitness:	305.15817687074826	Fitness standard deviation:	58.60223201432881	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59856	Best fitness:	95.75646258503401	Average fitness:	309.8364625850339	Fitness standard deviation:	60.42727833807293	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59872	Best fitness:	95.75646258503401	Average fitness:	313.55703401360546	Fitness standard deviation:	55.195746505745625	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59888	Best fitness:	95.75646258503401	Average fitness:	306.1433197278912	Fitness standard deviation:	61.44739172425699	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59904	Best fitness:	95.75646258503401	Average fitness:	298.09817687074826	Fitness standard deviation:	64.19725264895274	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59920	Best fitness:	95.75646258503401	Average fitness:	315.2913197278912	Fitness standard deviation:	56.419080587752816	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59936	Best fitness:	95.75646258503401	Average fitness:	308.4553197278911	Fitness standard deviation:	54.85979910533351	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59952	Best fitness:	95.75646258503401	Average fitness:	314.8267482993197	Fitness standard deviation:	62.10970181797984	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59968	Best fitness:	95.75646258503401	Average fitness:	319.9336054421769	Fitness standard deviation:	54.803588442021294	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	59984	Best fitness:	95.75646258503401	Average fitness:	313.36560544217696	Fitness standard deviation:	47.95065233409559	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	60000	Best fitness:	95.75646258503401	Average fitness:	315.13189115646264	Fitness standard deviation:	59.70231021681229	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	60016	Best fitness:	95.75646258503401	Average fitness:	312.2438911564626	Fitness standard deviation:	65.36082266861676	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	60032	Best fitness:	95.75646258503401	Average fitness:	306.4101768707484	Fitness standard deviation:	58.17462428493955	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	60048	Best fitness:	95.75646258503401	Average fitness:	304.84846258503404	Fitness standard deviation:	52.05465488487723	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
Generation:	60064	Best fitness:	95.75646258503401	Average fitness:	298.7158911564625	Fitness standard deviation:	55.28723957733496	Best genome:	A9	N3	E4	N5	A7	A11	A15	A17	N7	A10	N12	E3	N6	A6	A14	A12	N9	A16	E5	A8	A13	
