Generation:	16	Best fitness:	220.8421768707483	Average fitness:	339.76889115646264	Fitness standard deviation:	35.216278538511716	Best genome:	A15	E5	A9	N6	N7	A10	N5	E4	A11	A6	E3	A7	A17	A14	A12	N3	A16	N12	A8	N9	A13	
Generation:	61424	Best fitness:	95.61360544217688	Average fitness:	333.46446258503414	Fitness standard deviation:	40.215708998918736	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61440	Best fitness:	95.61360544217688	Average fitness:	333.75131972789114	Fitness standard deviation:	42.418299551211696	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61456	Best fitness:	95.61360544217688	Average fitness:	334.27317687074844	Fitness standard deviation:	43.3375948192131	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61472	Best fitness:	95.61360544217688	Average fitness:	336.886462585034	Fitness standard deviation:	42.6802721478231	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61488	Best fitness:	95.61360544217688	Average fitness:	336.3391768707485	Fitness standard deviation:	38.259138419894576	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61504	Best fitness:	95.61360544217688	Average fitness:	337.0660340136055	Fitness standard deviation:	40.45352059828562	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61520	Best fitness:	95.61360544217688	Average fitness:	344.78146258503426	Fitness standard deviation:	40.26906311782974	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61536	Best fitness:	95.61360544217688	Average fitness:	336.6086054421769	Fitness standard deviation:	39.50780769515755	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61552	Best fitness:	95.61360544217688	Average fitness:	336.69289115646257	Fitness standard deviation:	42.04345812273732	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61568	Best fitness:	95.61360544217688	Average fitness:	343.38503401360583	Fitness standard deviation:	39.925966181298655	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61584	Best fitness:	95.61360544217688	Average fitness:	342.13960544217707	Fitness standard deviation:	41.65920847220472	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61600	Best fitness:	95.61360544217688	Average fitness:	336.04274829931967	Fitness standard deviation:	40.71239433802309	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61616	Best fitness:	95.61360544217688	Average fitness:	339.4894625850339	Fitness standard deviation:	43.517154356011126	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61632	Best fitness:	95.61360544217688	Average fitness:	338.16046258503417	Fitness standard deviation:	42.693655700364005	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61648	Best fitness:	95.61360544217688	Average fitness:	337.8694625850341	Fitness standard deviation:	39.521310221350774	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61664	Best fitness:	95.61360544217688	Average fitness:	335.03589115646275	Fitness standard deviation:	42.02825319487173	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61680	Best fitness:	95.61360544217688	Average fitness:	333.47117687074837	Fitness standard deviation:	42.445845014559445	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61696	Best fitness:	95.61360544217688	Average fitness:	335.48931972789137	Fitness standard deviation:	39.309223900675896	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61712	Best fitness:	95.61360544217688	Average fitness:	339.556462585034	Fitness standard deviation:	42.10374184738241	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61728	Best fitness:	95.61360544217688	Average fitness:	340.4803197278912	Fitness standard deviation:	37.719121365045346	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61744	Best fitness:	95.61360544217688	Average fitness:	340.3734625850341	Fitness standard deviation:	42.039496792799966	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61760	Best fitness:	95.61360544217688	Average fitness:	340.52431972789134	Fitness standard deviation:	37.85698522204378	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61776	Best fitness:	95.61360544217688	Average fitness:	340.80660544217704	Fitness standard deviation:	42.83276520947248	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61792	Best fitness:	95.61360544217688	Average fitness:	337.2983197278913	Fitness standard deviation:	43.33988937739571	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61808	Best fitness:	95.61360544217688	Average fitness:	341.5103197278914	Fitness standard deviation:	41.098568392317	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61824	Best fitness:	95.61360544217688	Average fitness:	335.10974829931985	Fitness standard deviation:	41.962864941541355	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61840	Best fitness:	95.61360544217688	Average fitness:	332.64846258503405	Fitness standard deviation:	39.89062312813652	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61856	Best fitness:	95.61360544217688	Average fitness:	338.87074829932004	Fitness standard deviation:	39.91529746135648	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61872	Best fitness:	95.61360544217688	Average fitness:	340.9848911564627	Fitness standard deviation:	37.24320154342376	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61888	Best fitness:	95.61360544217688	Average fitness:	342.4894625850342	Fitness standard deviation:	38.145785184296976	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61904	Best fitness:	95.61360544217688	Average fitness:	336.3388911564627	Fitness standard deviation:	42.20999375595253	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61920	Best fitness:	95.61360544217688	Average fitness:	337.1910340136056	Fitness standard deviation:	43.42641926904189	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61936	Best fitness:	95.61360544217688	Average fitness:	341.1383197278912	Fitness standard deviation:	38.53561884563846	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61952	Best fitness:	95.61360544217688	Average fitness:	341.2160340136055	Fitness standard deviation:	42.10612663525927	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61968	Best fitness:	95.61360544217688	Average fitness:	340.78460544217705	Fitness standard deviation:	44.29636668912184	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	61984	Best fitness:	95.61360544217688	Average fitness:	338.22874829932	Fitness standard deviation:	36.893935446556725	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62000	Best fitness:	95.61360544217688	Average fitness:	339.6946054421769	Fitness standard deviation:	42.1708095945186	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62016	Best fitness:	95.61360544217688	Average fitness:	336.3670340136056	Fitness standard deviation:	38.438967718518484	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62032	Best fitness:	95.61360544217688	Average fitness:	340.87931972789124	Fitness standard deviation:	37.65112806939467	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62048	Best fitness:	95.61360544217688	Average fitness:	340.12660544217715	Fitness standard deviation:	40.217886699724	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62064	Best fitness:	95.61360544217688	Average fitness:	338.43660544217704	Fitness standard deviation:	41.01839226070497	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62080	Best fitness:	95.61360544217688	Average fitness:	338.6036054421769	Fitness standard deviation:	41.672562475390286	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62096	Best fitness:	95.61360544217688	Average fitness:	336.35331972789123	Fitness standard deviation:	40.089430821500024	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62112	Best fitness:	95.61360544217688	Average fitness:	340.7044625850342	Fitness standard deviation:	37.093108085311094	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62128	Best fitness:	95.61360544217688	Average fitness:	338.6248911564628	Fitness standard deviation:	41.144581997326135	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62144	Best fitness:	95.61360544217688	Average fitness:	344.32174829932	Fitness standard deviation:	37.1761138891353	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62160	Best fitness:	95.61360544217688	Average fitness:	338.7024625850343	Fitness standard deviation:	41.5988030430233	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62176	Best fitness:	95.61360544217688	Average fitness:	345.2280340136055	Fitness standard deviation:	38.47096641783839	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62192	Best fitness:	95.61360544217688	Average fitness:	338.44789115646284	Fitness standard deviation:	44.57214678908518	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62208	Best fitness:	95.61360544217688	Average fitness:	340.64174829931983	Fitness standard deviation:	38.75678336703375	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62224	Best fitness:	95.61360544217688	Average fitness:	339.0260340136056	Fitness standard deviation:	39.81843830694621	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62240	Best fitness:	95.61360544217688	Average fitness:	340.372605442177	Fitness standard deviation:	40.08478265667226	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62256	Best fitness:	95.61360544217688	Average fitness:	343.94646258503434	Fitness standard deviation:	40.81393707036449	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62272	Best fitness:	95.61360544217688	Average fitness:	340.13560544217694	Fitness standard deviation:	41.54064660163143	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62288	Best fitness:	95.61360544217688	Average fitness:	339.2474625850343	Fitness standard deviation:	42.35152630336349	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62304	Best fitness:	95.61360544217688	Average fitness:	336.85789115646287	Fitness standard deviation:	41.80899890927692	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62320	Best fitness:	95.61360544217688	Average fitness:	338.32131972789125	Fitness standard deviation:	44.04030980168704	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62336	Best fitness:	95.61360544217688	Average fitness:	340.47503401360575	Fitness standard deviation:	38.886754342131795	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62352	Best fitness:	95.61360544217688	Average fitness:	340.6628911564627	Fitness standard deviation:	41.1223750542456	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62368	Best fitness:	95.61360544217688	Average fitness:	338.7278911564626	Fitness standard deviation:	41.003204553711036	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62384	Best fitness:	95.61360544217688	Average fitness:	337.82903401360556	Fitness standard deviation:	40.63567487028197	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62400	Best fitness:	95.61360544217688	Average fitness:	333.0218911564627	Fitness standard deviation:	43.796682344764015	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62416	Best fitness:	95.61360544217688	Average fitness:	339.4703197278912	Fitness standard deviation:	38.48829045121571	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62432	Best fitness:	95.61360544217688	Average fitness:	336.1514625850341	Fitness standard deviation:	40.86700904227302	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62448	Best fitness:	95.61360544217688	Average fitness:	339.24646258503424	Fitness standard deviation:	36.82848041105899	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62464	Best fitness:	95.61360544217688	Average fitness:	336.6453197278912	Fitness standard deviation:	38.74946517497938	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62480	Best fitness:	95.61360544217688	Average fitness:	340.57660544217686	Fitness standard deviation:	41.83400538449796	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62496	Best fitness:	95.61360544217688	Average fitness:	335.13589115646255	Fitness standard deviation:	39.7520056390433	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62512	Best fitness:	95.61360544217688	Average fitness:	335.46703401360566	Fitness standard deviation:	38.10883729637567	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62528	Best fitness:	95.61360544217688	Average fitness:	336.0514625850342	Fitness standard deviation:	38.943128176134714	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62544	Best fitness:	95.61360544217688	Average fitness:	340.48103401360567	Fitness standard deviation:	39.78653326061419	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62560	Best fitness:	95.61360544217688	Average fitness:	335.24246258503416	Fitness standard deviation:	40.689781196215826	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62576	Best fitness:	95.61360544217688	Average fitness:	337.71889115646263	Fitness standard deviation:	41.98672234997484	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62592	Best fitness:	95.61360544217688	Average fitness:	338.27831972789113	Fitness standard deviation:	40.445063115645794	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62608	Best fitness:	95.61360544217688	Average fitness:	336.89074829931974	Fitness standard deviation:	39.86692045968407	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62624	Best fitness:	95.61360544217688	Average fitness:	340.1597482993199	Fitness standard deviation:	38.13565241506231	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62640	Best fitness:	95.61360544217688	Average fitness:	336.1116054421771	Fitness standard deviation:	40.2521918794746	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62656	Best fitness:	95.61360544217688	Average fitness:	339.6281768707486	Fitness standard deviation:	43.709294952269495	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62672	Best fitness:	95.61360544217688	Average fitness:	341.4810340136056	Fitness standard deviation:	38.766957952591014	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62688	Best fitness:	95.61360544217688	Average fitness:	333.32017687074824	Fitness standard deviation:	38.98095785359403	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62704	Best fitness:	95.61360544217688	Average fitness:	338.05660544217716	Fitness standard deviation:	42.268962897963185	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62720	Best fitness:	95.61360544217688	Average fitness:	334.8923197278913	Fitness standard deviation:	45.22645148876159	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62736	Best fitness:	95.61360544217688	Average fitness:	335.1088911564628	Fitness standard deviation:	47.162651020112285	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62752	Best fitness:	95.61360544217688	Average fitness:	336.26274829932004	Fitness standard deviation:	41.24205137121725	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62768	Best fitness:	95.61360544217688	Average fitness:	340.10431972789144	Fitness standard deviation:	39.28752519852184	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62784	Best fitness:	95.61360544217688	Average fitness:	343.5621768707484	Fitness standard deviation:	42.066756956251425	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62800	Best fitness:	95.61360544217688	Average fitness:	340.83189115646275	Fitness standard deviation:	45.92044185238604	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62816	Best fitness:	95.61360544217688	Average fitness:	337.1536054421769	Fitness standard deviation:	40.68804517801468	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62832	Best fitness:	95.61360544217688	Average fitness:	343.65003401360553	Fitness standard deviation:	41.74952806161223	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62848	Best fitness:	95.61360544217688	Average fitness:	337.9347482993199	Fitness standard deviation:	42.306191300651804	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62864	Best fitness:	95.61360544217688	Average fitness:	337.0297482993197	Fitness standard deviation:	40.311380129928466	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62880	Best fitness:	95.61360544217688	Average fitness:	334.9806054421769	Fitness standard deviation:	41.66360905110435	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62896	Best fitness:	95.61360544217688	Average fitness:	339.3021768707485	Fitness standard deviation:	41.6793101905392	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62912	Best fitness:	95.61360544217688	Average fitness:	337.33331972789136	Fitness standard deviation:	39.81506220884098	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62928	Best fitness:	95.61360544217688	Average fitness:	337.2186054421767	Fitness standard deviation:	41.702057937522575	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62944	Best fitness:	95.61360544217688	Average fitness:	339.14246258503425	Fitness standard deviation:	43.561297088126295	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62960	Best fitness:	95.61360544217688	Average fitness:	340.89346258503423	Fitness standard deviation:	41.97408688435653	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62976	Best fitness:	95.61360544217688	Average fitness:	336.9270340136056	Fitness standard deviation:	40.04543846835053	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	62992	Best fitness:	95.61360544217688	Average fitness:	336.7398911564627	Fitness standard deviation:	42.86842969089568	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63008	Best fitness:	95.61360544217688	Average fitness:	337.7683197278911	Fitness standard deviation:	44.72905536787069	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63024	Best fitness:	95.61360544217688	Average fitness:	336.53631972789145	Fitness standard deviation:	38.584977598880656	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63040	Best fitness:	95.61360544217688	Average fitness:	333.52217687074847	Fitness standard deviation:	40.79015497466445	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63056	Best fitness:	95.61360544217688	Average fitness:	334.5814625850342	Fitness standard deviation:	35.53543387541913	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63072	Best fitness:	95.61360544217688	Average fitness:	339.34260544217693	Fitness standard deviation:	40.01862382538349	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63088	Best fitness:	95.61360544217688	Average fitness:	334.5978911564627	Fitness standard deviation:	43.75260185849243	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63104	Best fitness:	95.61360544217688	Average fitness:	335.49774829931977	Fitness standard deviation:	41.97045026551175	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63120	Best fitness:	95.61360544217688	Average fitness:	337.25689115646287	Fitness standard deviation:	40.40013729795825	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63136	Best fitness:	95.61360544217688	Average fitness:	334.46946258503397	Fitness standard deviation:	39.52095536082918	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
Generation:	63152	Best fitness:	95.61360544217688	Average fitness:	330.92046258503416	Fitness standard deviation:	41.70179237962644	Best genome:	A9	N3	E4	N5	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	A17	A14	N7	A6	A12	A7	
