Generation:	16	Best fitness:	217.8421768707483	Average fitness:	334.6158911564627	Fitness standard deviation:	31.50836459852318	Best genome:	A9	N3	E4	N12	E3	A6	A12	N5	A17	A16	A8	A14	A7	A11	N7	A10	N6	E5	A15	N9	A13	
Generation:	56816	Best fitness:	101.4421768707483	Average fitness:	329.2013197278912	Fitness standard deviation:	54.1970917594632	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56832	Best fitness:	101.4421768707483	Average fitness:	327.84131972789123	Fitness standard deviation:	47.659735704560624	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56848	Best fitness:	101.4421768707483	Average fitness:	327.07817687074834	Fitness standard deviation:	42.602498847856715	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56864	Best fitness:	101.4421768707483	Average fitness:	331.91531972789124	Fitness standard deviation:	46.80274060002758	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56880	Best fitness:	101.4421768707483	Average fitness:	321.4950340136054	Fitness standard deviation:	48.16738931972078	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56896	Best fitness:	101.4421768707483	Average fitness:	328.0458911564625	Fitness standard deviation:	42.901059528327046	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56912	Best fitness:	101.4421768707483	Average fitness:	327.2456054421769	Fitness standard deviation:	48.51130939549361	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56928	Best fitness:	101.4421768707483	Average fitness:	330.89646258503393	Fitness standard deviation:	42.94961594943641	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56944	Best fitness:	101.4421768707483	Average fitness:	330.9653197278911	Fitness standard deviation:	47.20394478413507	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56960	Best fitness:	101.4421768707483	Average fitness:	333.3184625850339	Fitness standard deviation:	45.7317484601725	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56976	Best fitness:	101.4421768707483	Average fitness:	335.993319727891	Fitness standard deviation:	41.671832075033564	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	56992	Best fitness:	101.4421768707483	Average fitness:	333.76103401360547	Fitness standard deviation:	45.89856050741745	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57008	Best fitness:	101.4421768707483	Average fitness:	334.7876054421768	Fitness standard deviation:	46.66608873995885	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57024	Best fitness:	101.4421768707483	Average fitness:	330.8907482993198	Fitness standard deviation:	44.513784427766105	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57040	Best fitness:	101.4421768707483	Average fitness:	338.2430340136054	Fitness standard deviation:	44.546105343858315	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57056	Best fitness:	101.4421768707483	Average fitness:	336.0570340136053	Fitness standard deviation:	49.025103353864964	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57072	Best fitness:	101.4421768707483	Average fitness:	332.9661768707483	Fitness standard deviation:	51.101958941644	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57088	Best fitness:	101.4421768707483	Average fitness:	339.53017687074816	Fitness standard deviation:	47.756107707254976	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57104	Best fitness:	101.4421768707483	Average fitness:	322.9798911564627	Fitness standard deviation:	49.008461806641726	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57120	Best fitness:	101.4421768707483	Average fitness:	335.2207482993196	Fitness standard deviation:	43.56858171027488	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57136	Best fitness:	101.4421768707483	Average fitness:	325.915319727891	Fitness standard deviation:	47.69857077737321	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57152	Best fitness:	101.4421768707483	Average fitness:	324.28560544217675	Fitness standard deviation:	40.32544372872252	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57168	Best fitness:	101.4421768707483	Average fitness:	334.8147482993198	Fitness standard deviation:	45.34785388257202	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57184	Best fitness:	101.4421768707483	Average fitness:	326.89417687074825	Fitness standard deviation:	44.638435050470825	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57200	Best fitness:	101.4421768707483	Average fitness:	329.976462585034	Fitness standard deviation:	46.32666398434455	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57216	Best fitness:	101.4421768707483	Average fitness:	333.6267482993197	Fitness standard deviation:	46.13153428877836	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57232	Best fitness:	101.4421768707483	Average fitness:	334.14189115646263	Fitness standard deviation:	42.9826107211761	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57248	Best fitness:	101.4421768707483	Average fitness:	332.8770340136055	Fitness standard deviation:	47.538120399338894	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57264	Best fitness:	101.4421768707483	Average fitness:	331.6058911564625	Fitness standard deviation:	48.39605935298822	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57280	Best fitness:	101.4421768707483	Average fitness:	332.07360544217687	Fitness standard deviation:	51.75762548570372	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57296	Best fitness:	101.4421768707483	Average fitness:	329.4167482993196	Fitness standard deviation:	44.20359961240574	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57312	Best fitness:	101.4421768707483	Average fitness:	329.17989115646265	Fitness standard deviation:	47.6269140820565	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57328	Best fitness:	101.4421768707483	Average fitness:	329.16931972789115	Fitness standard deviation:	38.89724640062611	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57344	Best fitness:	101.4421768707483	Average fitness:	324.01017687074824	Fitness standard deviation:	46.56216529785196	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57360	Best fitness:	101.4421768707483	Average fitness:	323.9101768707484	Fitness standard deviation:	45.16263269924075	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57376	Best fitness:	101.4421768707483	Average fitness:	329.46560544217675	Fitness standard deviation:	42.834265585450375	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57392	Best fitness:	101.4421768707483	Average fitness:	324.03703401360553	Fitness standard deviation:	46.83323177019515	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57408	Best fitness:	101.4421768707483	Average fitness:	331.14360544217675	Fitness standard deviation:	41.917432811055924	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57424	Best fitness:	101.4421768707483	Average fitness:	329.5581768707483	Fitness standard deviation:	44.47397199279963	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57440	Best fitness:	101.4421768707483	Average fitness:	327.2633197278912	Fitness standard deviation:	47.75362255646482	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57456	Best fitness:	101.4421768707483	Average fitness:	336.24646258503395	Fitness standard deviation:	50.36397017548095	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57472	Best fitness:	101.4421768707483	Average fitness:	338.94131972789114	Fitness standard deviation:	40.41684866993174	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57488	Best fitness:	101.4421768707483	Average fitness:	330.12074829931953	Fitness standard deviation:	46.17177039742632	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57504	Best fitness:	101.4421768707483	Average fitness:	335.8387482993196	Fitness standard deviation:	48.305100466742026	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57520	Best fitness:	101.4421768707483	Average fitness:	331.5916054421769	Fitness standard deviation:	47.02293228732082	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57536	Best fitness:	101.4421768707483	Average fitness:	326.16246258503384	Fitness standard deviation:	44.0702960345336	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57552	Best fitness:	101.4421768707483	Average fitness:	327.37246258503404	Fitness standard deviation:	48.356762660670405	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57568	Best fitness:	101.4421768707483	Average fitness:	330.26646258503393	Fitness standard deviation:	41.50037863117169	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57584	Best fitness:	101.4421768707483	Average fitness:	333.18474829931966	Fitness standard deviation:	50.26409721964697	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57600	Best fitness:	101.4421768707483	Average fitness:	333.665319727891	Fitness standard deviation:	47.20151704497364	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57616	Best fitness:	101.4421768707483	Average fitness:	328.80131972789115	Fitness standard deviation:	41.289503979306204	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57632	Best fitness:	101.4421768707483	Average fitness:	334.43103401360537	Fitness standard deviation:	46.27002465915901	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57648	Best fitness:	101.4421768707483	Average fitness:	332.4233197278913	Fitness standard deviation:	45.78489301157787	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57664	Best fitness:	101.4421768707483	Average fitness:	330.9313197278911	Fitness standard deviation:	44.65417141745653	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57680	Best fitness:	101.4421768707483	Average fitness:	330.068462585034	Fitness standard deviation:	46.233156876591394	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57696	Best fitness:	101.4421768707483	Average fitness:	328.99360544217683	Fitness standard deviation:	51.08743133899303	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57712	Best fitness:	101.4421768707483	Average fitness:	333.1941768707482	Fitness standard deviation:	42.63652221525866	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57728	Best fitness:	101.4421768707483	Average fitness:	337.0001768707483	Fitness standard deviation:	45.01858889618911	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57744	Best fitness:	101.4421768707483	Average fitness:	332.7678911564625	Fitness standard deviation:	48.723593078189325	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57760	Best fitness:	101.4421768707483	Average fitness:	331.29446258503395	Fitness standard deviation:	44.03050891352125	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57776	Best fitness:	101.4421768707483	Average fitness:	327.56560544217666	Fitness standard deviation:	49.262062545168384	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57792	Best fitness:	101.4421768707483	Average fitness:	327.6893197278912	Fitness standard deviation:	50.70112366423773	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57808	Best fitness:	101.4421768707483	Average fitness:	324.1538911564626	Fitness standard deviation:	45.66198062962675	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57824	Best fitness:	101.4421768707483	Average fitness:	328.2544625850341	Fitness standard deviation:	47.06734354786832	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57840	Best fitness:	101.4421768707483	Average fitness:	336.32789115646256	Fitness standard deviation:	51.078878098046566	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57856	Best fitness:	101.4421768707483	Average fitness:	336.0798911564627	Fitness standard deviation:	44.37333081747114	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57872	Best fitness:	101.4421768707483	Average fitness:	332.3113197278911	Fitness standard deviation:	46.663754615070474	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57888	Best fitness:	101.4421768707483	Average fitness:	327.64331972789114	Fitness standard deviation:	45.43975314678565	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57904	Best fitness:	101.4421768707483	Average fitness:	327.99446258503406	Fitness standard deviation:	44.27001510766235	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57920	Best fitness:	101.4421768707483	Average fitness:	328.5790340136054	Fitness standard deviation:	41.8712632048204	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57936	Best fitness:	101.4421768707483	Average fitness:	326.25646258503394	Fitness standard deviation:	45.72931583274139	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57952	Best fitness:	101.4421768707483	Average fitness:	329.6978911564625	Fitness standard deviation:	46.36803198105262	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57968	Best fitness:	101.4421768707483	Average fitness:	327.4156054421768	Fitness standard deviation:	38.96297860947554	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	57984	Best fitness:	101.4421768707483	Average fitness:	324.4481768707482	Fitness standard deviation:	43.23661322517842	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58000	Best fitness:	101.4421768707483	Average fitness:	330.8487482993197	Fitness standard deviation:	42.46402806217642	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58016	Best fitness:	101.4421768707483	Average fitness:	331.80074829931976	Fitness standard deviation:	45.770487840341595	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58032	Best fitness:	101.4421768707483	Average fitness:	329.30617687074823	Fitness standard deviation:	48.27303436554557	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58048	Best fitness:	101.4421768707483	Average fitness:	330.11560544217696	Fitness standard deviation:	45.013440034672996	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58064	Best fitness:	101.4421768707483	Average fitness:	326.5447482993196	Fitness standard deviation:	51.75498226553769	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58080	Best fitness:	101.4421768707483	Average fitness:	337.0453197278911	Fitness standard deviation:	42.9760667890055	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58096	Best fitness:	101.4421768707483	Average fitness:	335.1658911564626	Fitness standard deviation:	49.21855781665103	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58112	Best fitness:	101.4421768707483	Average fitness:	334.57674829931966	Fitness standard deviation:	46.451743719824385	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58128	Best fitness:	101.4421768707483	Average fitness:	323.9630340136053	Fitness standard deviation:	42.87493723063175	Best genome:	A9	N3	E4	N5	A7	N9	A16	E5	A15	A17	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58144	Best fitness:	101.41360544217687	Average fitness:	322.90903401360544	Fitness standard deviation:	44.21605327092349	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58160	Best fitness:	101.41360544217687	Average fitness:	330.7087482993197	Fitness standard deviation:	49.482483902314954	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58176	Best fitness:	101.41360544217687	Average fitness:	324.9544625850339	Fitness standard deviation:	48.65370212731892	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58192	Best fitness:	101.41360544217687	Average fitness:	333.88446258503404	Fitness standard deviation:	45.34872218436924	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58208	Best fitness:	101.41360544217687	Average fitness:	325.01446258503404	Fitness standard deviation:	44.24846441795397	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58224	Best fitness:	101.41360544217687	Average fitness:	336.204462585034	Fitness standard deviation:	41.17506594024682	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58240	Best fitness:	101.41360544217687	Average fitness:	330.83760544217694	Fitness standard deviation:	45.636763683572084	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58256	Best fitness:	101.41360544217687	Average fitness:	329.92760544217685	Fitness standard deviation:	45.17723022198918	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58272	Best fitness:	101.41360544217687	Average fitness:	329.60389115646257	Fitness standard deviation:	47.35793918227266	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58288	Best fitness:	101.41360544217687	Average fitness:	330.67560544217685	Fitness standard deviation:	43.8977267888041	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58304	Best fitness:	101.41360544217687	Average fitness:	334.9707482993197	Fitness standard deviation:	42.47409842168158	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58320	Best fitness:	101.41360544217687	Average fitness:	335.0730340136054	Fitness standard deviation:	49.305710176408574	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58336	Best fitness:	101.41360544217687	Average fitness:	336.3767482993197	Fitness standard deviation:	55.32795776945662	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58352	Best fitness:	101.41360544217687	Average fitness:	325.17446258503406	Fitness standard deviation:	43.439963290659875	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58368	Best fitness:	101.41360544217687	Average fitness:	323.9898911564626	Fitness standard deviation:	46.18640864751341	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58384	Best fitness:	101.41360544217687	Average fitness:	332.46303401360535	Fitness standard deviation:	42.989729548023966	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58400	Best fitness:	101.41360544217687	Average fitness:	329.1361768707482	Fitness standard deviation:	45.52477832511676	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58416	Best fitness:	101.41360544217687	Average fitness:	335.72046258503406	Fitness standard deviation:	42.74554529744018	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58432	Best fitness:	101.41360544217687	Average fitness:	339.2753197278912	Fitness standard deviation:	50.43928428824306	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58448	Best fitness:	101.41360544217687	Average fitness:	330.88589115646255	Fitness standard deviation:	44.46322570486348	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58464	Best fitness:	101.41360544217687	Average fitness:	335.1516054421769	Fitness standard deviation:	43.60587098741898	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58480	Best fitness:	101.41360544217687	Average fitness:	331.60789115646253	Fitness standard deviation:	46.29127515096166	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58496	Best fitness:	101.41360544217687	Average fitness:	333.7613197278911	Fitness standard deviation:	46.548908499884426	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58512	Best fitness:	101.41360544217687	Average fitness:	328.9261768707483	Fitness standard deviation:	43.33794544540121	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58528	Best fitness:	101.41360544217687	Average fitness:	331.39989115646256	Fitness standard deviation:	43.834032343719	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
Generation:	58544	Best fitness:	101.41360544217687	Average fitness:	330.5133197278911	Fitness standard deviation:	50.25004294769207	Best genome:	A9	N3	E4	A7	N9	A16	E5	A15	A17	N5	A11	N12	A6	A12	A14	N7	A10	E3	N6	A8	A13	
