Generation:	16	Best fitness:	242.35646258503402	Average fitness:	334.08846258503405	Fitness standard deviation:	35.166296429556354	Best genome:	A13	A16	N9	A10	A8	N12	A14	A17	A9	E4	A15	A12	N7	E5	N6	A6	E3	N5	N3	A7	A11	
Generation:	61728	Best fitness:	95.58503401360544	Average fitness:	301.6078911564626	Fitness standard deviation:	64.73852740534223	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61744	Best fitness:	95.58503401360544	Average fitness:	310.620462585034	Fitness standard deviation:	60.5197962039813	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61760	Best fitness:	95.58503401360544	Average fitness:	310.0541768707483	Fitness standard deviation:	58.850262590921446	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61776	Best fitness:	95.58503401360544	Average fitness:	319.3078911564625	Fitness standard deviation:	51.268455591869646	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61792	Best fitness:	95.58503401360544	Average fitness:	306.83931972789117	Fitness standard deviation:	59.56670848035566	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61808	Best fitness:	95.58503401360544	Average fitness:	306.88389115646265	Fitness standard deviation:	58.294742216793864	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61824	Best fitness:	95.58503401360544	Average fitness:	311.1101768707484	Fitness standard deviation:	60.64079475274791	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61840	Best fitness:	95.58503401360544	Average fitness:	313.95931972789117	Fitness standard deviation:	48.40123197959798	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61856	Best fitness:	95.58503401360544	Average fitness:	307.3638911564626	Fitness standard deviation:	44.96951885943389	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61872	Best fitness:	95.58503401360544	Average fitness:	316.8478911564626	Fitness standard deviation:	54.47747004824236	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61888	Best fitness:	95.58503401360544	Average fitness:	320.5404625850341	Fitness standard deviation:	60.15210221715328	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61904	Best fitness:	95.58503401360544	Average fitness:	316.1781768707483	Fitness standard deviation:	46.99295320512189	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61920	Best fitness:	95.58503401360544	Average fitness:	315.489605442177	Fitness standard deviation:	51.09577932487503	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61936	Best fitness:	95.58503401360544	Average fitness:	304.8730340136055	Fitness standard deviation:	56.03413590493069	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61952	Best fitness:	95.58503401360544	Average fitness:	312.17703401360546	Fitness standard deviation:	54.417745016995084	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61968	Best fitness:	95.58503401360544	Average fitness:	308.4067482993198	Fitness standard deviation:	54.15098124047359	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	61984	Best fitness:	95.58503401360544	Average fitness:	315.49417687074816	Fitness standard deviation:	55.1483638079488	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62000	Best fitness:	95.58503401360544	Average fitness:	309.86731972789124	Fitness standard deviation:	56.53338132971906	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62016	Best fitness:	95.58503401360544	Average fitness:	315.8901768707484	Fitness standard deviation:	55.062409842220426	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62032	Best fitness:	95.58503401360544	Average fitness:	316.3456054421768	Fitness standard deviation:	49.820305634861576	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62048	Best fitness:	95.58503401360544	Average fitness:	310.83646258503404	Fitness standard deviation:	60.41945868472426	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62064	Best fitness:	95.58503401360544	Average fitness:	309.39189115646263	Fitness standard deviation:	57.26299444293347	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62080	Best fitness:	95.58503401360544	Average fitness:	307.7524625850341	Fitness standard deviation:	57.41799049931643	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62096	Best fitness:	95.58503401360544	Average fitness:	316.2398911564626	Fitness standard deviation:	58.917363322690875	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62112	Best fitness:	95.58503401360544	Average fitness:	304.3313197278912	Fitness standard deviation:	50.71873449782855	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62128	Best fitness:	95.58503401360544	Average fitness:	309.2667482993198	Fitness standard deviation:	51.274699974445376	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62144	Best fitness:	95.58503401360544	Average fitness:	296.93017687074826	Fitness standard deviation:	50.77636758354807	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62160	Best fitness:	95.58503401360544	Average fitness:	309.31989115646263	Fitness standard deviation:	53.88946390226452	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62176	Best fitness:	95.58503401360544	Average fitness:	316.20503401360554	Fitness standard deviation:	56.534307662313715	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62192	Best fitness:	95.58503401360544	Average fitness:	303.49989115646264	Fitness standard deviation:	49.451607675729676	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62208	Best fitness:	95.58503401360544	Average fitness:	305.8878911564625	Fitness standard deviation:	61.10706963342027	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62224	Best fitness:	95.58503401360544	Average fitness:	301.59017687074834	Fitness standard deviation:	65.68349457257361	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62240	Best fitness:	95.58503401360544	Average fitness:	298.9913197278912	Fitness standard deviation:	59.91226927324142	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62256	Best fitness:	95.58503401360544	Average fitness:	305.15360544217697	Fitness standard deviation:	45.06013514839738	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62272	Best fitness:	95.58503401360544	Average fitness:	323.53246258503407	Fitness standard deviation:	53.74137899083661	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62288	Best fitness:	95.58503401360544	Average fitness:	308.70731972789116	Fitness standard deviation:	61.14381629154232	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62304	Best fitness:	95.58503401360544	Average fitness:	317.0484625850341	Fitness standard deviation:	56.01745013541289	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62320	Best fitness:	95.58503401360544	Average fitness:	312.9701768707484	Fitness standard deviation:	53.78360094197594	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62336	Best fitness:	95.58503401360544	Average fitness:	314.0078911564626	Fitness standard deviation:	47.67464803547188	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62352	Best fitness:	95.58503401360544	Average fitness:	316.44903401360546	Fitness standard deviation:	56.20217050351456	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62368	Best fitness:	95.58503401360544	Average fitness:	309.4450340136055	Fitness standard deviation:	56.26276348618189	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62384	Best fitness:	95.58503401360544	Average fitness:	306.7050340136054	Fitness standard deviation:	57.17483705124777	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62400	Best fitness:	95.58503401360544	Average fitness:	307.4547482993196	Fitness standard deviation:	61.676728032011354	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62416	Best fitness:	95.58503401360544	Average fitness:	321.6816054421768	Fitness standard deviation:	60.90717940054861	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62432	Best fitness:	95.58503401360544	Average fitness:	314.5473197278911	Fitness standard deviation:	52.16391510284809	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62448	Best fitness:	95.58503401360544	Average fitness:	300.3793197278912	Fitness standard deviation:	54.09152847776836	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62464	Best fitness:	95.58503401360544	Average fitness:	317.0570340136055	Fitness standard deviation:	59.17996054650354	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62480	Best fitness:	95.58503401360544	Average fitness:	309.88160544217686	Fitness standard deviation:	57.72676948154566	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62496	Best fitness:	95.58503401360544	Average fitness:	317.40903401360555	Fitness standard deviation:	58.98688345656488	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62512	Best fitness:	95.58503401360544	Average fitness:	318.82046258503397	Fitness standard deviation:	53.78526512732206	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62528	Best fitness:	95.58503401360544	Average fitness:	306.3907482993198	Fitness standard deviation:	59.58440968534489	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62544	Best fitness:	95.58503401360544	Average fitness:	307.5747482993197	Fitness standard deviation:	53.19558728361761	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62560	Best fitness:	95.58503401360544	Average fitness:	317.8181768707484	Fitness standard deviation:	58.5815072471419	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62576	Best fitness:	95.58503401360544	Average fitness:	304.18446258503405	Fitness standard deviation:	64.35184166909353	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62592	Best fitness:	95.58503401360544	Average fitness:	303.628462585034	Fitness standard deviation:	58.96237921708025	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62608	Best fitness:	95.58503401360544	Average fitness:	303.5873197278911	Fitness standard deviation:	47.71930712328639	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62624	Best fitness:	95.58503401360544	Average fitness:	307.0501768707482	Fitness standard deviation:	51.64303569698435	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62640	Best fitness:	95.58503401360544	Average fitness:	304.5078911564626	Fitness standard deviation:	54.43954362597175	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62656	Best fitness:	95.58503401360544	Average fitness:	317.9947482993198	Fitness standard deviation:	62.71765239515254	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62672	Best fitness:	95.58503401360544	Average fitness:	316.21074829931973	Fitness standard deviation:	56.50747214451612	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62688	Best fitness:	95.58503401360544	Average fitness:	320.5993197278912	Fitness standard deviation:	64.16735243382999	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62704	Best fitness:	95.58503401360544	Average fitness:	304.404462585034	Fitness standard deviation:	53.09201513890958	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62720	Best fitness:	95.58503401360544	Average fitness:	331.4461768707482	Fitness standard deviation:	51.85177682114861	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62736	Best fitness:	95.58503401360544	Average fitness:	314.16617687074836	Fitness standard deviation:	54.736342174210414	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62752	Best fitness:	95.58503401360544	Average fitness:	322.9136054421769	Fitness standard deviation:	49.53927429786577	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62768	Best fitness:	95.58503401360544	Average fitness:	309.98903401360536	Fitness standard deviation:	61.75217250016226	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62784	Best fitness:	95.58503401360544	Average fitness:	304.67303401360545	Fitness standard deviation:	51.10968144718428	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62800	Best fitness:	95.58503401360544	Average fitness:	301.99589115646256	Fitness standard deviation:	60.079201845292076	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62816	Best fitness:	95.58503401360544	Average fitness:	309.5387482993197	Fitness standard deviation:	49.794981106000414	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62832	Best fitness:	95.58503401360544	Average fitness:	316.8301768707483	Fitness standard deviation:	48.032030839974325	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62848	Best fitness:	95.58503401360544	Average fitness:	315.4598911564627	Fitness standard deviation:	53.98370665453851	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62864	Best fitness:	95.58503401360544	Average fitness:	313.71246258503396	Fitness standard deviation:	55.65158411959545	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62880	Best fitness:	95.58503401360544	Average fitness:	313.3530340136055	Fitness standard deviation:	49.98760259038929	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62896	Best fitness:	95.58503401360544	Average fitness:	303.15189115646257	Fitness standard deviation:	54.32223053338706	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62912	Best fitness:	95.58503401360544	Average fitness:	313.32503401360543	Fitness standard deviation:	59.168190364590394	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62928	Best fitness:	95.58503401360544	Average fitness:	308.35874829931964	Fitness standard deviation:	58.13544546372123	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62944	Best fitness:	95.58503401360544	Average fitness:	309.0890340136055	Fitness standard deviation:	58.12995371315788	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62960	Best fitness:	95.58503401360544	Average fitness:	302.66046258503405	Fitness standard deviation:	47.409003109501626	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62976	Best fitness:	95.58503401360544	Average fitness:	307.9890340136055	Fitness standard deviation:	57.01879103364763	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	62992	Best fitness:	95.58503401360544	Average fitness:	312.32731972789117	Fitness standard deviation:	53.63868646217723	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63008	Best fitness:	95.58503401360544	Average fitness:	316.66617687074836	Fitness standard deviation:	60.648732438930494	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63024	Best fitness:	95.58503401360544	Average fitness:	307.13989115646257	Fitness standard deviation:	60.57773985717924	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63040	Best fitness:	95.58503401360544	Average fitness:	303.19817687074834	Fitness standard deviation:	50.66162326814317	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63056	Best fitness:	95.58503401360544	Average fitness:	309.46046258503395	Fitness standard deviation:	53.90707704400761	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63072	Best fitness:	95.58503401360544	Average fitness:	307.84674829931976	Fitness standard deviation:	59.0538613671227	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63088	Best fitness:	95.58503401360544	Average fitness:	313.13703401360544	Fitness standard deviation:	65.08316398866538	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63104	Best fitness:	95.58503401360544	Average fitness:	315.23017687074844	Fitness standard deviation:	58.44245035022723	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63120	Best fitness:	95.58503401360544	Average fitness:	314.9661768707483	Fitness standard deviation:	53.51637509764499	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63136	Best fitness:	95.58503401360544	Average fitness:	309.4301768707483	Fitness standard deviation:	48.0279932284394	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63152	Best fitness:	95.58503401360544	Average fitness:	299.6713197278912	Fitness standard deviation:	55.82636272572013	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63168	Best fitness:	95.58503401360544	Average fitness:	321.7627482993198	Fitness standard deviation:	51.46220274638664	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63184	Best fitness:	95.58503401360544	Average fitness:	313.8130340136055	Fitness standard deviation:	52.408587079537554	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63200	Best fitness:	95.58503401360544	Average fitness:	307.3907482993198	Fitness standard deviation:	54.111908229565316	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63216	Best fitness:	95.58503401360544	Average fitness:	313.6518911564627	Fitness standard deviation:	48.360632871738794	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63232	Best fitness:	95.58503401360544	Average fitness:	304.89646258503404	Fitness standard deviation:	58.1083177859966	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63248	Best fitness:	95.58503401360544	Average fitness:	311.76617687074844	Fitness standard deviation:	54.18167432041267	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63264	Best fitness:	95.58503401360544	Average fitness:	311.07017687074836	Fitness standard deviation:	48.3074944927106	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63280	Best fitness:	95.58503401360544	Average fitness:	307.52731972789115	Fitness standard deviation:	64.90876523055343	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63296	Best fitness:	95.58503401360544	Average fitness:	307.4787482993197	Fitness standard deviation:	54.61155055816807	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63312	Best fitness:	95.58503401360544	Average fitness:	309.5130340136055	Fitness standard deviation:	59.43200573593254	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63328	Best fitness:	95.58503401360544	Average fitness:	322.29017687074827	Fitness standard deviation:	53.699471343120436	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63344	Best fitness:	95.58503401360544	Average fitness:	315.8593197278912	Fitness standard deviation:	57.56676762415863	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63360	Best fitness:	95.58503401360544	Average fitness:	304.22503401360547	Fitness standard deviation:	63.68025638344451	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63376	Best fitness:	95.58503401360544	Average fitness:	310.4118911564626	Fitness standard deviation:	55.107129627995825	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63392	Best fitness:	95.58503401360544	Average fitness:	308.99246258503393	Fitness standard deviation:	54.43516744734426	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63408	Best fitness:	95.58503401360544	Average fitness:	312.62160544217693	Fitness standard deviation:	50.6537792904751	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63424	Best fitness:	95.58503401360544	Average fitness:	316.6753197278912	Fitness standard deviation:	55.72486269125464	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63440	Best fitness:	95.58503401360544	Average fitness:	321.23703401360547	Fitness standard deviation:	56.9461788694969	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
Generation:	63456	Best fitness:	95.58503401360544	Average fitness:	306.176462585034	Fitness standard deviation:	59.81954366326806	Best genome:	A9	N3	E4	A11	E3	N6	A10	N12	A8	A13	N9	A16	E5	A15	N7	A6	A14	A17	N5	A7	A12	
