Generation:	16	Best fitness:	238.32789115646258	Average fitness:	343.32931972789135	Fitness standard deviation:	31.94999316534053	Best genome:	A12	N9	A16	A9	N3	A8	A13	A15	A14	E4	A7	N7	A11	E5	N12	N5	A6	N6	A10	E3	A17	
Generation:	54768	Best fitness:	95.8421768707483	Average fitness:	337.00917687074826	Fitness standard deviation:	40.457930894010005	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54784	Best fitness:	95.8421768707483	Average fitness:	341.0014625850344	Fitness standard deviation:	40.02776469437897	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54800	Best fitness:	95.8421768707483	Average fitness:	337.5453197278914	Fitness standard deviation:	40.94854349805674	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54816	Best fitness:	95.8421768707483	Average fitness:	338.86831972789116	Fitness standard deviation:	39.698618058248506	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54832	Best fitness:	95.8421768707483	Average fitness:	337.10060544217697	Fitness standard deviation:	40.7149603249875	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54848	Best fitness:	95.8421768707483	Average fitness:	343.0360340136057	Fitness standard deviation:	40.04605571828313	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54864	Best fitness:	95.8421768707483	Average fitness:	338.4551768707487	Fitness standard deviation:	45.0768251057264	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54880	Best fitness:	95.8421768707483	Average fitness:	337.397462585034	Fitness standard deviation:	40.856854102625974	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54896	Best fitness:	95.8421768707483	Average fitness:	342.25389115646277	Fitness standard deviation:	43.18922174594501	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54912	Best fitness:	95.8421768707483	Average fitness:	341.34317687074844	Fitness standard deviation:	44.351667007531276	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54928	Best fitness:	95.8421768707483	Average fitness:	337.9486054421769	Fitness standard deviation:	40.161527426183405	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54944	Best fitness:	95.8421768707483	Average fitness:	340.55231972789124	Fitness standard deviation:	38.552601690708876	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54960	Best fitness:	95.8421768707483	Average fitness:	341.48389115646285	Fitness standard deviation:	41.76428968115497	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54976	Best fitness:	95.8421768707483	Average fitness:	342.28331972789135	Fitness standard deviation:	40.500373456579986	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	54992	Best fitness:	95.8421768707483	Average fitness:	339.52117687074866	Fitness standard deviation:	39.52608655285359	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55008	Best fitness:	95.8421768707483	Average fitness:	337.8634625850342	Fitness standard deviation:	37.810736732104154	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55024	Best fitness:	95.8421768707483	Average fitness:	344.2551768707482	Fitness standard deviation:	42.92857530758242	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55040	Best fitness:	95.8421768707483	Average fitness:	339.925605442177	Fitness standard deviation:	42.684513404412016	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55056	Best fitness:	95.8421768707483	Average fitness:	337.8887482993199	Fitness standard deviation:	39.459959691529626	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55072	Best fitness:	95.8421768707483	Average fitness:	342.71060544217704	Fitness standard deviation:	40.248747466631215	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55088	Best fitness:	95.8421768707483	Average fitness:	339.78446258503396	Fitness standard deviation:	45.63177177791629	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55104	Best fitness:	95.8421768707483	Average fitness:	337.47360544217713	Fitness standard deviation:	37.95502289902229	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55120	Best fitness:	95.8421768707483	Average fitness:	338.2334625850342	Fitness standard deviation:	41.003136883235	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55136	Best fitness:	95.8421768707483	Average fitness:	339.2214625850341	Fitness standard deviation:	39.850867702380754	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55152	Best fitness:	95.8421768707483	Average fitness:	338.0191768707484	Fitness standard deviation:	43.57605649403614	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55168	Best fitness:	95.8421768707483	Average fitness:	344.4191768707485	Fitness standard deviation:	40.99511396446146	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55184	Best fitness:	95.8421768707483	Average fitness:	341.27046258503424	Fitness standard deviation:	41.346737105920745	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55200	Best fitness:	95.8421768707483	Average fitness:	337.73431972789143	Fitness standard deviation:	40.39277228107797	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55216	Best fitness:	95.8421768707483	Average fitness:	340.10117687074853	Fitness standard deviation:	39.61221478049828	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55232	Best fitness:	95.8421768707483	Average fitness:	340.04231972789137	Fitness standard deviation:	39.81151371738316	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55248	Best fitness:	95.8421768707483	Average fitness:	339.99660544217676	Fitness standard deviation:	41.80058569040899	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55264	Best fitness:	95.8421768707483	Average fitness:	335.51846258503406	Fitness standard deviation:	44.70407707380178	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55280	Best fitness:	95.8421768707483	Average fitness:	340.5373197278913	Fitness standard deviation:	41.088812133360726	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55296	Best fitness:	95.8421768707483	Average fitness:	339.72317687074843	Fitness standard deviation:	41.77204414022686	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55312	Best fitness:	95.8421768707483	Average fitness:	343.1308911564627	Fitness standard deviation:	41.14961803552237	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55328	Best fitness:	95.8421768707483	Average fitness:	335.71589115646276	Fitness standard deviation:	42.900701422361536	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55344	Best fitness:	95.8421768707483	Average fitness:	341.40389115646263	Fitness standard deviation:	37.81738758285449	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55360	Best fitness:	95.8421768707483	Average fitness:	343.06974829931977	Fitness standard deviation:	41.299512610406715	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55376	Best fitness:	95.8421768707483	Average fitness:	340.91289115646265	Fitness standard deviation:	39.86263433111673	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55392	Best fitness:	95.8421768707483	Average fitness:	334.52203401360583	Fitness standard deviation:	41.443579675338405	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55408	Best fitness:	95.8421768707483	Average fitness:	343.64274829932003	Fitness standard deviation:	37.836337135572926	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55424	Best fitness:	95.8421768707483	Average fitness:	339.31203401360557	Fitness standard deviation:	40.462935995393956	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55440	Best fitness:	95.8421768707483	Average fitness:	340.7640340136055	Fitness standard deviation:	40.25937766051836	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55456	Best fitness:	95.8421768707483	Average fitness:	339.4576054421769	Fitness standard deviation:	43.10305343035931	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55472	Best fitness:	95.8421768707483	Average fitness:	341.15931972789144	Fitness standard deviation:	41.80038306630449	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55488	Best fitness:	95.8421768707483	Average fitness:	337.1201768707486	Fitness standard deviation:	39.07361129552104	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55504	Best fitness:	95.8421768707483	Average fitness:	343.7907482993198	Fitness standard deviation:	41.97661088302019	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55520	Best fitness:	95.8421768707483	Average fitness:	338.6633197278913	Fitness standard deviation:	42.09267726707586	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55536	Best fitness:	95.8421768707483	Average fitness:	341.7243197278913	Fitness standard deviation:	41.35339108938754	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55552	Best fitness:	95.8421768707483	Average fitness:	339.6803197278912	Fitness standard deviation:	38.644424185549106	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55568	Best fitness:	95.8421768707483	Average fitness:	345.0074625850343	Fitness standard deviation:	38.062179297533014	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55584	Best fitness:	95.8421768707483	Average fitness:	338.7068911564628	Fitness standard deviation:	37.95674933690305	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55600	Best fitness:	95.8421768707483	Average fitness:	337.39317687074856	Fitness standard deviation:	42.75640678832798	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55616	Best fitness:	95.8421768707483	Average fitness:	341.6501768707484	Fitness standard deviation:	38.42985522656433	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55632	Best fitness:	95.8421768707483	Average fitness:	336.17846258503414	Fitness standard deviation:	39.92819368183186	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55648	Best fitness:	95.8421768707483	Average fitness:	340.8040340136054	Fitness standard deviation:	39.312785818304945	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55664	Best fitness:	95.8421768707483	Average fitness:	342.4053197278913	Fitness standard deviation:	39.090468548572545	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55680	Best fitness:	95.8421768707483	Average fitness:	337.6568911564627	Fitness standard deviation:	39.97391516594137	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55696	Best fitness:	95.8421768707483	Average fitness:	338.4930340136057	Fitness standard deviation:	42.58782054119441	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55712	Best fitness:	95.8421768707483	Average fitness:	336.34003401360553	Fitness standard deviation:	40.366606570535616	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55728	Best fitness:	95.8421768707483	Average fitness:	339.04860544217706	Fitness standard deviation:	40.982912261685115	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55744	Best fitness:	95.8421768707483	Average fitness:	340.31189115646293	Fitness standard deviation:	37.55276925466186	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55760	Best fitness:	95.8421768707483	Average fitness:	342.8068911564628	Fitness standard deviation:	39.741563497226444	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55776	Best fitness:	95.8421768707483	Average fitness:	340.1053197278914	Fitness standard deviation:	36.122679019006945	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55792	Best fitness:	95.8421768707483	Average fitness:	339.388605442177	Fitness standard deviation:	39.567395868521935	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55808	Best fitness:	95.8421768707483	Average fitness:	338.52531972789126	Fitness standard deviation:	43.13922654449361	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55824	Best fitness:	95.8421768707483	Average fitness:	343.8747482993202	Fitness standard deviation:	41.561047505017065	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55840	Best fitness:	95.8421768707483	Average fitness:	342.0687482993198	Fitness standard deviation:	38.511084066798226	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55856	Best fitness:	95.8421768707483	Average fitness:	341.76874829932007	Fitness standard deviation:	39.35159063870122	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55872	Best fitness:	95.8421768707483	Average fitness:	340.557605442177	Fitness standard deviation:	39.44463966997135	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55888	Best fitness:	95.8421768707483	Average fitness:	332.88303401360565	Fitness standard deviation:	39.36423462266949	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55904	Best fitness:	95.8421768707483	Average fitness:	336.79017687074855	Fitness standard deviation:	42.69153591588317	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55920	Best fitness:	95.8421768707483	Average fitness:	344.6747482993201	Fitness standard deviation:	41.31425845089002	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55936	Best fitness:	95.8421768707483	Average fitness:	340.0594625850342	Fitness standard deviation:	41.27307922303618	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55952	Best fitness:	95.8421768707483	Average fitness:	340.1106054421769	Fitness standard deviation:	43.29751257383769	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55968	Best fitness:	95.8421768707483	Average fitness:	342.06889115646277	Fitness standard deviation:	38.83085403545032	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	55984	Best fitness:	95.8421768707483	Average fitness:	340.24603401360554	Fitness standard deviation:	40.48969127331256	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56000	Best fitness:	95.8421768707483	Average fitness:	348.9881768707484	Fitness standard deviation:	40.28437624829613	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56016	Best fitness:	95.8421768707483	Average fitness:	343.66160544217695	Fitness standard deviation:	39.536922527414504	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56032	Best fitness:	95.8421768707483	Average fitness:	342.5847482993198	Fitness standard deviation:	40.09637359448572	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56048	Best fitness:	95.8421768707483	Average fitness:	338.6398911564627	Fitness standard deviation:	40.59148230345669	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56064	Best fitness:	95.8421768707483	Average fitness:	337.62089115646273	Fitness standard deviation:	43.2145077677884	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56080	Best fitness:	95.8421768707483	Average fitness:	338.6531768707484	Fitness standard deviation:	39.153350176203425	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56096	Best fitness:	95.8421768707483	Average fitness:	344.21431972789134	Fitness standard deviation:	39.332770305407664	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56112	Best fitness:	95.8421768707483	Average fitness:	341.5443197278913	Fitness standard deviation:	39.846899496570565	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56128	Best fitness:	95.8421768707483	Average fitness:	339.22031972789125	Fitness standard deviation:	37.87152653729852	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56144	Best fitness:	95.8421768707483	Average fitness:	342.34946258503436	Fitness standard deviation:	40.597097262021585	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56160	Best fitness:	95.8421768707483	Average fitness:	342.5444625850343	Fitness standard deviation:	38.77210246387714	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56176	Best fitness:	95.8421768707483	Average fitness:	341.1883197278914	Fitness standard deviation:	43.953105732016205	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56192	Best fitness:	95.8421768707483	Average fitness:	342.8903197278913	Fitness standard deviation:	40.195861151291155	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56208	Best fitness:	95.8421768707483	Average fitness:	337.16146258503414	Fitness standard deviation:	44.67856203608445	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56224	Best fitness:	95.8421768707483	Average fitness:	338.74217687074815	Fitness standard deviation:	40.79216321294859	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56240	Best fitness:	95.8421768707483	Average fitness:	339.57317687074857	Fitness standard deviation:	41.39765814903652	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56256	Best fitness:	95.8421768707483	Average fitness:	335.7463197278913	Fitness standard deviation:	41.34951391738579	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56272	Best fitness:	95.8421768707483	Average fitness:	336.6546054421769	Fitness standard deviation:	38.84101047231142	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56288	Best fitness:	95.8421768707483	Average fitness:	341.5584625850339	Fitness standard deviation:	43.45318405092157	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56304	Best fitness:	95.8421768707483	Average fitness:	342.56789115646274	Fitness standard deviation:	42.214707370386286	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56320	Best fitness:	95.8421768707483	Average fitness:	341.469605442177	Fitness standard deviation:	39.62668775418086	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56336	Best fitness:	95.8421768707483	Average fitness:	340.20646258503405	Fitness standard deviation:	39.251530972351496	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56352	Best fitness:	95.8421768707483	Average fitness:	337.90989115646283	Fitness standard deviation:	40.7369517168832	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56368	Best fitness:	95.8421768707483	Average fitness:	334.3423197278913	Fitness standard deviation:	43.245198954712336	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56384	Best fitness:	95.8421768707483	Average fitness:	339.9284625850343	Fitness standard deviation:	44.384756158678016	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56400	Best fitness:	95.8421768707483	Average fitness:	331.0601768707484	Fitness standard deviation:	41.81003241680013	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56416	Best fitness:	95.8421768707483	Average fitness:	335.59803401360557	Fitness standard deviation:	37.83564152720963	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56432	Best fitness:	95.8421768707483	Average fitness:	336.93003401360545	Fitness standard deviation:	41.550868056209	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56448	Best fitness:	95.8421768707483	Average fitness:	338.31474829931983	Fitness standard deviation:	38.052848196117125	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56464	Best fitness:	95.8421768707483	Average fitness:	339.3597482993197	Fitness standard deviation:	38.48108766097223	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56480	Best fitness:	95.8421768707483	Average fitness:	339.73674829931986	Fitness standard deviation:	38.469489780864	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
Generation:	56496	Best fitness:	95.8421768707483	Average fitness:	340.3450340136058	Fitness standard deviation:	36.36590868224957	Best genome:	A9	N3	E4	N5	A7	A14	A17	A11	A8	A16	E5	A15	N7	A10	N12	E3	N6	A6	A12	N9	A13	
