Generation:	16	Best fitness:	218.52789115646257	Average fitness:	340.8156054421772	Fitness standard deviation:	33.12204463643449	Best genome:	N12	E5	N3	A7	A10	A8	A13	A9	N9	A15	E4	N5	A11	N7	N6	E3	A6	A12	A17	A14	A16	
Generation:	37024	Best fitness:	109.67074829931973	Average fitness:	337.2487482993199	Fitness standard deviation:	36.113639427987515	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37040	Best fitness:	109.67074829931973	Average fitness:	337.9578911564627	Fitness standard deviation:	41.319928260206005	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37056	Best fitness:	109.67074829931973	Average fitness:	341.58217687074847	Fitness standard deviation:	40.328715651784016	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37072	Best fitness:	109.67074829931973	Average fitness:	332.90674829931976	Fitness standard deviation:	43.13261214592285	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37088	Best fitness:	109.67074829931973	Average fitness:	337.34403401360555	Fitness standard deviation:	37.50056103825212	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37104	Best fitness:	109.67074829931973	Average fitness:	337.81689115646276	Fitness standard deviation:	39.58936284443804	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37120	Best fitness:	109.67074829931973	Average fitness:	337.2440340136054	Fitness standard deviation:	37.004595862113774	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37136	Best fitness:	109.67074829931973	Average fitness:	341.0790340136056	Fitness standard deviation:	40.22420426680879	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37152	Best fitness:	109.67074829931973	Average fitness:	337.17646258503396	Fitness standard deviation:	41.34604667329398	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37168	Best fitness:	109.67074829931973	Average fitness:	340.895605442177	Fitness standard deviation:	40.7241203470476	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37184	Best fitness:	109.67074829931973	Average fitness:	337.2438911564627	Fitness standard deviation:	41.461008842092625	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37200	Best fitness:	109.67074829931973	Average fitness:	338.66160544217695	Fitness standard deviation:	39.92419426659396	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37216	Best fitness:	109.67074829931973	Average fitness:	339.4997482993199	Fitness standard deviation:	38.46572080914832	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37232	Best fitness:	109.67074829931973	Average fitness:	339.5240340136055	Fitness standard deviation:	37.354114018432305	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37248	Best fitness:	109.67074829931973	Average fitness:	335.7798911564628	Fitness standard deviation:	39.2178587765881	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37264	Best fitness:	109.67074829931973	Average fitness:	345.57331972789126	Fitness standard deviation:	44.27930858649397	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37280	Best fitness:	109.67074829931973	Average fitness:	340.5968911564627	Fitness standard deviation:	43.659306161575714	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37296	Best fitness:	109.67074829931973	Average fitness:	337.91174829931987	Fitness standard deviation:	40.46197142064259	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37312	Best fitness:	109.67074829931973	Average fitness:	341.14417687074837	Fitness standard deviation:	39.89578367677058	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37328	Best fitness:	109.67074829931973	Average fitness:	337.1858911564625	Fitness standard deviation:	36.16724540356416	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37344	Best fitness:	109.67074829931973	Average fitness:	343.633462585034	Fitness standard deviation:	40.41733818674902	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37360	Best fitness:	109.67074829931973	Average fitness:	338.68374829932	Fitness standard deviation:	42.10246343052112	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37376	Best fitness:	109.67074829931973	Average fitness:	338.3388911564627	Fitness standard deviation:	41.47799649556031	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37392	Best fitness:	109.67074829931973	Average fitness:	335.8621768707485	Fitness standard deviation:	38.31269443803242	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37408	Best fitness:	109.67074829931973	Average fitness:	338.38389115646265	Fitness standard deviation:	40.46334535182706	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37424	Best fitness:	109.67074829931973	Average fitness:	342.70189115646264	Fitness standard deviation:	38.509477040842604	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37440	Best fitness:	109.67074829931973	Average fitness:	344.6776054421771	Fitness standard deviation:	39.654048998295046	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37456	Best fitness:	109.67074829931973	Average fitness:	342.6273197278916	Fitness standard deviation:	42.00464522028049	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37472	Best fitness:	109.67074829931973	Average fitness:	341.24531972789157	Fitness standard deviation:	40.013953973225746	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37488	Best fitness:	109.67074829931973	Average fitness:	338.31489115646286	Fitness standard deviation:	39.484287218113096	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37504	Best fitness:	109.67074829931973	Average fitness:	338.8247482993198	Fitness standard deviation:	39.328229648247664	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37520	Best fitness:	109.67074829931973	Average fitness:	341.3927482993197	Fitness standard deviation:	40.464505454957504	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37536	Best fitness:	109.67074829931973	Average fitness:	340.6970340136056	Fitness standard deviation:	39.57328240732371	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37552	Best fitness:	109.67074829931973	Average fitness:	338.8476054421768	Fitness standard deviation:	38.70299607555583	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37568	Best fitness:	109.67074829931973	Average fitness:	338.2563197278913	Fitness standard deviation:	40.08966867752176	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37584	Best fitness:	109.67074829931973	Average fitness:	338.6496054421769	Fitness standard deviation:	36.76160777279493	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37600	Best fitness:	109.67074829931973	Average fitness:	337.9773197278912	Fitness standard deviation:	38.098770531343916	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37616	Best fitness:	109.67074829931973	Average fitness:	340.20931972789134	Fitness standard deviation:	37.69590122795521	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37632	Best fitness:	109.67074829931973	Average fitness:	337.99131972789115	Fitness standard deviation:	38.83312799501928	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37648	Best fitness:	109.67074829931973	Average fitness:	340.3161768707484	Fitness standard deviation:	42.044779839536574	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37664	Best fitness:	109.67074829931973	Average fitness:	342.2491768707485	Fitness standard deviation:	41.33610493755021	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37680	Best fitness:	109.67074829931973	Average fitness:	341.3993197278914	Fitness standard deviation:	39.2103148653098	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37696	Best fitness:	109.67074829931973	Average fitness:	338.81589115646295	Fitness standard deviation:	40.583323644581114	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37712	Best fitness:	109.67074829931973	Average fitness:	338.1076054421769	Fitness standard deviation:	40.513164259111065	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37728	Best fitness:	109.67074829931973	Average fitness:	338.04546258503416	Fitness standard deviation:	41.46392010937622	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37744	Best fitness:	109.67074829931973	Average fitness:	337.7193197278912	Fitness standard deviation:	40.12612228705782	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37760	Best fitness:	109.67074829931973	Average fitness:	338.4861768707482	Fitness standard deviation:	38.34290502871185	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37776	Best fitness:	109.67074829931973	Average fitness:	337.927462585034	Fitness standard deviation:	38.50304048184947	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37792	Best fitness:	109.67074829931973	Average fitness:	341.02431972789134	Fitness standard deviation:	38.77282137065621	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37808	Best fitness:	109.67074829931973	Average fitness:	337.6851768707483	Fitness standard deviation:	40.46561089722623	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37824	Best fitness:	109.67074829931973	Average fitness:	335.9053197278912	Fitness standard deviation:	41.13365686716057	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37840	Best fitness:	109.67074829931973	Average fitness:	338.6193197278912	Fitness standard deviation:	40.69812370944621	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37856	Best fitness:	109.67074829931973	Average fitness:	342.32260544217706	Fitness standard deviation:	38.87288778460234	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37872	Best fitness:	109.67074829931973	Average fitness:	337.3840340136056	Fitness standard deviation:	41.1623804251565	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37888	Best fitness:	109.67074829931973	Average fitness:	339.1761768707484	Fitness standard deviation:	44.29177270909673	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37904	Best fitness:	109.67074829931973	Average fitness:	343.95189115646275	Fitness standard deviation:	37.420597126530765	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37920	Best fitness:	109.67074829931973	Average fitness:	336.2494625850341	Fitness standard deviation:	39.460434123360606	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37936	Best fitness:	109.67074829931973	Average fitness:	334.3781768707485	Fitness standard deviation:	39.17365026939118	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37952	Best fitness:	109.67074829931973	Average fitness:	338.21889115646263	Fitness standard deviation:	40.30226732645524	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37968	Best fitness:	109.67074829931973	Average fitness:	337.49917687074844	Fitness standard deviation:	39.19462785945054	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	37984	Best fitness:	109.67074829931973	Average fitness:	340.19617687074856	Fitness standard deviation:	38.64284159387065	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38000	Best fitness:	109.67074829931973	Average fitness:	336.0487482993199	Fitness standard deviation:	42.292730181487244	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38016	Best fitness:	109.67074829931973	Average fitness:	343.1090340136055	Fitness standard deviation:	40.87742218399007	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38032	Best fitness:	109.67074829931973	Average fitness:	340.59503401360547	Fitness standard deviation:	37.96285399800007	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38048	Best fitness:	109.67074829931973	Average fitness:	337.3281768707486	Fitness standard deviation:	38.34470934317074	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38064	Best fitness:	109.67074829931973	Average fitness:	339.55731972789124	Fitness standard deviation:	41.68209177543167	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38080	Best fitness:	109.67074829931973	Average fitness:	332.17446258503406	Fitness standard deviation:	40.90152487651885	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38096	Best fitness:	109.67074829931973	Average fitness:	341.0771768707484	Fitness standard deviation:	39.44860634226434	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38112	Best fitness:	109.67074829931973	Average fitness:	338.2960340136054	Fitness standard deviation:	42.0636914716777	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38128	Best fitness:	109.67074829931973	Average fitness:	333.7901768707483	Fitness standard deviation:	41.368167961486954	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38144	Best fitness:	109.67074829931973	Average fitness:	341.09146258503415	Fitness standard deviation:	38.472363994516	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38160	Best fitness:	109.67074829931973	Average fitness:	338.2608911564626	Fitness standard deviation:	40.581463205482855	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38176	Best fitness:	109.67074829931973	Average fitness:	342.28660544217695	Fitness standard deviation:	40.82542512094789	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38192	Best fitness:	109.67074829931973	Average fitness:	340.8224625850344	Fitness standard deviation:	40.71116332789084	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38208	Best fitness:	109.67074829931973	Average fitness:	330.54789115646264	Fitness standard deviation:	41.43483794970565	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38224	Best fitness:	109.67074829931973	Average fitness:	338.58317687074845	Fitness standard deviation:	41.3099334871685	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38240	Best fitness:	109.67074829931973	Average fitness:	339.29031972789124	Fitness standard deviation:	37.62893552025828	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38256	Best fitness:	109.67074829931973	Average fitness:	337.88260544217707	Fitness standard deviation:	40.96646296642646	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38272	Best fitness:	109.67074829931973	Average fitness:	341.6461768707486	Fitness standard deviation:	39.677716466550834	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38288	Best fitness:	109.67074829931973	Average fitness:	340.78717687074857	Fitness standard deviation:	41.95210640889033	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38304	Best fitness:	109.67074829931973	Average fitness:	336.9701768707484	Fitness standard deviation:	40.8303412552529	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38320	Best fitness:	109.67074829931973	Average fitness:	338.07731972789117	Fitness standard deviation:	40.38850651927033	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38336	Best fitness:	109.67074829931973	Average fitness:	339.14046258503424	Fitness standard deviation:	42.15841036386647	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38352	Best fitness:	109.67074829931973	Average fitness:	342.6168911564629	Fitness standard deviation:	39.29765088035525	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38368	Best fitness:	109.67074829931973	Average fitness:	338.89146258503416	Fitness standard deviation:	43.05861737332077	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38384	Best fitness:	109.67074829931973	Average fitness:	342.03674829932004	Fitness standard deviation:	39.00428614751911	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38400	Best fitness:	109.67074829931973	Average fitness:	339.993605442177	Fitness standard deviation:	41.082940597810975	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38416	Best fitness:	109.67074829931973	Average fitness:	333.03603401360544	Fitness standard deviation:	40.7212979302287	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38432	Best fitness:	109.67074829931973	Average fitness:	340.4590340136055	Fitness standard deviation:	40.82522511429243	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38448	Best fitness:	109.67074829931973	Average fitness:	340.35946258503395	Fitness standard deviation:	41.992956688094296	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38464	Best fitness:	109.67074829931973	Average fitness:	337.88289115646273	Fitness standard deviation:	37.28087296839648	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38480	Best fitness:	109.67074829931973	Average fitness:	342.6697482993201	Fitness standard deviation:	40.39964531845722	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38496	Best fitness:	109.67074829931973	Average fitness:	340.84460544217706	Fitness standard deviation:	40.305914973576066	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38512	Best fitness:	109.67074829931973	Average fitness:	336.90574829931967	Fitness standard deviation:	41.143398254130126	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38528	Best fitness:	109.67074829931973	Average fitness:	341.46646258503404	Fitness standard deviation:	40.72431853829064	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38544	Best fitness:	109.67074829931973	Average fitness:	338.4210340136058	Fitness standard deviation:	41.95648778514839	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38560	Best fitness:	109.67074829931973	Average fitness:	341.6507482993199	Fitness standard deviation:	35.91772514500099	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38576	Best fitness:	109.67074829931973	Average fitness:	337.0184625850343	Fitness standard deviation:	41.31706373884766	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38592	Best fitness:	109.67074829931973	Average fitness:	332.27774829931985	Fitness standard deviation:	39.71848544058393	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38608	Best fitness:	109.67074829931973	Average fitness:	341.09946258503413	Fitness standard deviation:	39.398037607557704	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38624	Best fitness:	109.67074829931973	Average fitness:	340.0458911564628	Fitness standard deviation:	39.53931500547324	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38640	Best fitness:	109.67074829931973	Average fitness:	338.58289115646267	Fitness standard deviation:	39.38604113419486	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38656	Best fitness:	109.67074829931973	Average fitness:	339.43117687074846	Fitness standard deviation:	42.74511459637397	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38672	Best fitness:	109.67074829931973	Average fitness:	340.59617687074854	Fitness standard deviation:	39.3602053037204	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38688	Best fitness:	109.67074829931973	Average fitness:	337.88660544217714	Fitness standard deviation:	40.65384764254002	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38704	Best fitness:	109.67074829931973	Average fitness:	340.3633197278913	Fitness standard deviation:	40.91342619208895	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38720	Best fitness:	109.67074829931973	Average fitness:	340.38589115646266	Fitness standard deviation:	38.10449562742444	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38736	Best fitness:	109.67074829931973	Average fitness:	333.73817687074836	Fitness standard deviation:	39.29182996969404	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
Generation:	38752	Best fitness:	109.67074829931973	Average fitness:	344.6154625850343	Fitness standard deviation:	40.28717900858023	Best genome:	A9	N3	E4	A11	N6	A15	N7	A6	A14	A17	A12	N5	A7	N9	A16	E5	E3	A10	N12	A8	A13	
